flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
0.0, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 - 1.734723475976807e-18im, 1.0 + 0.0im, 0.9999999999999997 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 1.0 + 4.336808689942018e-19im, 1.0 + 0.0im, 1.0000000000000002 - 3.469446951953614e-18im, 0.9999999999999998 + 0.0im, 1.0000000000000002 - 3.469446951953614e-18im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 2.168404344971009e-19im, 0.9999999999999998 + 0.0im
0.1, 1.0000000000000002 - 6.938893903907228e-18im, 1.000000000000001 + 0.0im, 1.000000000000001 - 1.3010426069826053e-18im, 0.9999999999999994 + 0.0im, 0.9999999999999992 + 4.336808689942018e-18im, 1.0000000000000004 + 4.336808689942018e-18im, 0.9999999999999996 + 1.734723475976807e-17im, 0.9999999999999993 - 8.673617379884035e-18im, 0.999999999999998 - 8.131516293641283e-20im, 0.9999999999999976 - 1.0408340855860843e-17im, 1.0000000000000007 + 5.637851296924623e-18im, 1.000000000000002 + 1.0977546996415732e-18im, 0.999999999999999 - 3.903127820947816e-18im, 0.9999999999999982 - 6.938893903907228e-18im, 0.9999999999999983 - 3.469446951953614e-18im, 1.0000000000000004 - 8.239936510889834e-18im, 0.9999999999999987 - 6.505213034913027e-19im, 1.0000000000000016 - 4.336808689942018e-19im, 0.9999999999999987 - 1.0842021724855044e-19im, 1.0000000000000013 + 5.204170427930421e-18im
0.2, 1.0000000000000007 + 0.0im, 1.000000000000002 + 3.469446951953614e-18im, 1.000000000000001 - 8.673617379884035e-19im, 0.9999999999999993 - 4.336808689942018e-19im, 1.0000000000000002 + 4.553649124439119e-18im, 0.9999999999999986 + 4.7704895589362195e-18im, 1.0000000000000002 + 3.469446951953614e-18im, 1.0000000000000009 - 8.673617379884035e-18im, 0.9999999999999971 - 5.421010862427522e-20im, 0.9999999999999987 - 1.3877787807814457e-17im, 0.999999999999998 + 8.673617379884035e-18im, 1.0000000000000022 + 6.505213034913027e-19im, 1.0 - 3.74049749507499e-18im, 0.9999999999999996 - 3.469446951953614e-18im, 1.0000000000000007 - 7.806255641895632e-18im, 1.000000000000001 - 7.806255641895632e-18im, 0.999999999999998 - 6.505213034913027e-19im, 1.0000000000000002 + 4.336808689942018e-19im, 0.9999999999999982 - 8.673617379884035e-19im, 1.0000000000000004 + 6.938893903907228e-18im
0.3, 1.0000000000000009 - 1.734723475976807e-18im, 0.9999999999999999 + 6.938893903907228e-18im, 1.0000000000000009 + 0.0im, 1.0000000000000007 - 2.168404344971009e-19im, 1.0000000000000022 + 4.7704895589362195e-18im, 0.9999999999999993 + 4.119968255444917e-18im, 0.9999999999999999 + 6.938893903907228e-18im, 1.000000000000001 - 1.1709383462843448e-17im, 0.9999999999999966 + 0.0im, 1.0000000000000004 - 1.5612511283791264e-17im, 0.9999999999999972 + 8.673617379884035e-18im, 1.0000000000000029 + 6.505213034913027e-19im, 1.0000000000000007 - 3.889575293791747e-18im, 0.9999999999999981 - 5.204170427930421e-18im, 1.0000000000000016 - 6.938893903907228e-18im, 1.000000000000002 - 8.239936510889834e-18im, 0.9999999999999989 - 6.505213034913027e-19im, 0.9999999999999979 + 1.734723475976807e-18im, 1.0000000000000013 - 2.168404344971009e-18im, 1.0000000000000016 + 1.0408340855860843e-17im
0.4, 1.0000000000000022 - 3.469446951953614e-18im, 1.0000000000000004 + 8.673617379884035e-18im, 1.000000000000003 - 1.3010426069826053e-18im, 0.9999999999999993 - 4.336808689942018e-19im, 1.0000000000000022 + 5.637851296924623e-18im, 0.9999999999999981 + 4.553649124439119e-18im, 0.9999999999999997 + 1.0408340855860843e-17im, 1.0000000000000029 - 9.540979117872439e-18im, 0.9999999999999956 - 4.336808689942018e-19im, 1.0000000000000022 - 1.734723475976807e-17im, 0.9999999999999964 + 1.0408340855860843e-17im, 1.0000000000000024 + 8.673617379884035e-19im, 1.0000000000000016 - 3.835365185167472e-18im, 0.9999999999999977 - 6.938893903907228e-18im, 1.000000000000003 - 1.1275702593849246e-17im, 1.0000000000000024 - 9.540979117872439e-18im, 0.999999999999998 - 5.421010862427522e-19im, 0.9999999999999982 + 1.734723475976807e-18im, 1.0000000000000009 - 4.336808689942018e-19im, 1.0000000000000004 + 1.0408340855860843e-17im
0.5, 1.000000000000004 - 4.336808689942018e-18im, 0.9999999999999993 + 7.806255641895632e-18im, 1.000000000000003 - 3.469446951953614e-18im, 0.9999999999999982 + 2.168404344971009e-19im, 1.0000000000000022 + 5.637851296924623e-18im, 0.9999999999999981 + 4.9873299934333204e-18im, 0.999999999999998 + 1.3877787807814457e-17im, 1.0000000000000033 - 9.324138683375338e-18im, 0.999999999999993 - 3.2526065174565133e-19im, 1.0000000000000024 - 1.734723475976807e-17im, 0.9999999999999978 + 1.5612511283791264e-17im, 1.0000000000000018 + 8.673617379884035e-19im, 1.0000000000000013 - 3.767602549387128e-18im, 0.9999999999999993 - 9.540979117872439e-18im, 1.0000000000000022 - 1.0408340855860843e-17im, 1.0000000000000024 - 9.75781955236954e-18im, 0.9999999999999978 - 7.589415207398531e-19im, 0.9999999999999973 + 1.734723475976807e-18im, 1.0000000000000009 + 4.336808689942018e-19im, 1.0000000000000013 + 1.214306433183765e-17im
0.6, 1.0000000000000056 - 3.0357660829594124e-18im, 0.9999999999999997 + 1.1275702593849246e-17im, 1.000000000000001 - 1.734723475976807e-18im, 0.9999999999999971 + 1.3010426069826053e-18im, 1.000000000000002 + 5.637851296924623e-18im, 1.0 + 4.7704895589362195e-18im, 0.9999999999999986 + 1.734723475976807e-17im, 1.000000000000004 - 9.974659986866641e-18im, 0.9999999999999931 - 2.168404344971009e-19im, 1.0000000000000007 - 2.168404344971009e-17im, 0.9999999999999996 + 1.214306433183765e-17im, 1.0000000000000004 + 1.0842021724855044e-18im, 0.9999999999999998 - 3.686287386450715e-18im, 1.0000000000000004 - 1.3010426069826053e-17im, 1.0 - 9.107298248878237e-18im, 1.0000000000000027 - 1.0191500421363742e-17im, 0.999999999999997 - 1.1926223897340549e-18im, 0.9999999999999974 + 1.5178830414797062e-18im, 0.9999999999999992 + 4.336808689942018e-19im, 1.0000000000000013 + 1.3877787807814457e-17im
0.7, 1.0000000000000073 - 1.7076184216646695e-18im, 0.9999999999999996 + 1.1275702593849246e-17im, 0.9999999999999996 - 1.734723475976807e-18im, 0.9999999999999983 + 8.673617379884035e-19im, 1.0000000000000038 + 6.5052130349130266e-18im, 1.0000000000000004 + 4.7704895589362195e-18im, 0.9999999999999998 + 2.0816681711721685e-17im, 1.000000000000007 - 1.0191500421363742e-17im, 0.9999999999999916 + 0.0im, 1.0000000000000013 - 1.8214596497756474e-17im, 0.9999999999999997 + 1.214306433183765e-17im, 0.9999999999999989 + 1.0842021724855044e-18im, 1.0000000000000016 - 3.63207727782644e-18im, 0.9999999999999986 - 9.540979117872439e-18im, 0.9999999999999987 - 9.540979117872439e-18im, 1.0000000000000002 - 9.86623976961809e-18im, 0.9999999999999976 - 1.1926223897340549e-18im, 0.9999999999999958 + 1.0842021724855044e-18im, 1.0000000000000002 - 8.673617379884035e-19im, 0.9999999999999998 + 1.214306433183765e-17im
0.8, 1.0000000000000087 - 1.734723475976807e-18im, 1.0000000000000018 + 1.5612511283791264e-17im, 1.0000000000000007 - 2.6020852139652106e-18im, 0.999999999999999 + 6.505213034913027e-19im, 1.0000000000000027 + 6.5052130349130266e-18im, 1.0000000000000002 + 3.903127820947816e-18im, 1.0000000000000007 + 1.734723475976807e-17im, 1.0000000000000087 - 1.0123737785583398e-17im, 0.9999999999999897 - 1.0842021724855044e-19im, 1.0000000000000029 - 1.734723475976807e-17im, 1.0000000000000009 + 1.0408340855860843e-17im, 1.0 + 1.951563910473908e-18im, 1.0000000000000022 - 3.577867169202165e-18im, 1.0000000000000007 - 1.2576745200831851e-17im, 0.9999999999999974 - 1.0842021724855044e-17im, 0.9999999999999991 - 9.974659986866641e-18im, 0.9999999999999971 - 1.1926223897340549e-18im, 0.9999999999999964 + 0.0im, 1.0000000000000024 + 0.0im, 0.9999999999999982 + 8.673617379884035e-18im
0.9, 1.00000000000001 - 1.734723475976807e-18im, 1.0000000000000027 + 1.474514954580286e-17im, 1.0000000000000002 - 2.6020852139652106e-18im, 0.9999999999999977 + 1.3010426069826053e-18im, 1.0000000000000013 + 6.5052130349130266e-18im, 1.000000000000001 + 3.0357660829594124e-18im, 1.0000000000000009 + 2.42861286636753e-17im, 1.0000000000000084 - 1.0245710529988017e-17im, 0.9999999999999907 - 1.0842021724855044e-19im, 1.0000000000000036 - 1.8214596497756474e-17im, 1.0000000000000013 + 6.938893903907228e-18im, 1.0000000000000007 + 1.3010426069826053e-18im, 1.0000000000000013 - 3.74049749507499e-18im, 1.000000000000001 - 1.1709383462843448e-17im, 0.9999999999999967 - 1.0408340855860843e-17im, 0.9999999999999992 - 1.0137290312739466e-17im, 0.9999999999999976 - 1.6263032587282567e-18im, 0.9999999999999973 - 2.168404344971009e-18im, 1.0000000000000033 + 4.336808689942018e-19im, 0.9999999999999986 + 5.204170427930421e-18im
