flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
0.0, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999998 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 1.3877787807814457e-17im, 1.0 + 0.0im, 1.0000000000000002 - 1.3877787807814457e-17im, 1.0 + 2.168404344971009e-19im, 1.0 + 8.673617379884035e-19im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im
0.1, 0.9999999999999999 - 1.0408340855860843e-17im, 1.0 + 1.734723475976807e-18im, 1.0000000000000018 - 1.734723475976807e-18im, 0.9999999999999992 + 6.938893903907228e-18im, 0.9999999999999999 + 2.6020852139652106e-18im, 1.0000000000000002 - 1.734723475976807e-18im, 0.9999999999999979 - 5.204170427930421e-18im, 0.9999999999999994 - 1.3877787807814457e-17im, 1.000000000000001 - 8.673617379884035e-19im, 1.0000000000000009 + 0.0im, 1.0000000000000002 - 3.469446951953614e-18im, 0.9999999999999982 - 2.0816681711721685e-17im, 1.0000000000000018 + 1.3877787807814457e-17im, 1.0 - 1.3877787807814457e-17im, 0.9999999999999989 + 4.85722573273506e-17im, 0.9999999999999978 - 2.168404344971009e-19im, 1.0000000000000022 + 2.168404344971009e-18im, 0.9999999999999992 + 0.0im, 1.000000000000001 + 1.3877787807814457e-17im, 1.0 + 1.734723475976807e-18im
0.2, 1.000000000000003 - 6.938893903907228e-18im, 0.999999999999999 + 2.6020852139652106e-18im, 1.0000000000000022 - 7.806255641895632e-18im, 0.9999999999999974 - 6.938893903907228e-18im, 1.0000000000000002 + 3.0357660829594124e-18im, 1.000000000000002 - 8.673617379884035e-19im, 0.9999999999999993 - 1.734723475976807e-18im, 1.0000000000000007 - 1.734723475976807e-17im, 0.9999999999999994 + 3.469446951953614e-18im, 1.000000000000001 + 3.469446951953614e-17im, 1.0 + 3.469446951953614e-18im, 0.9999999999999982 - 6.938893903907228e-18im, 1.0000000000000018 + 0.0im, 1.0000000000000002 - 3.469446951953614e-17im, 0.9999999999999987 + 2.7755575615628914e-17im, 0.9999999999999986 + 4.336808689942018e-19im, 1.000000000000003 + 1.734723475976807e-18im, 0.9999999999999996 - 4.163336342344337e-17im, 1.0000000000000018 + 2.0816681711721685e-17im, 1.0 - 1.734723475976807e-18im
0.3, 1.000000000000003 - 1.3877787807814457e-17im, 0.9999999999999993 + 4.336808689942018e-18im, 1.000000000000002 - 7.806255641895632e-18im, 0.9999999999999972 - 1.3877787807814457e-17im, 0.999999999999999 + 3.686287386450715e-18im, 1.0000000000000038 - 6.505213034913027e-19im, 1.0000000000000002 + 2.6020852139652106e-18im, 1.0000000000000018 - 1.3877787807814457e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0 + 4.163336342344337e-17im, 0.9999999999999993 - 3.469446951953614e-18im, 0.9999999999999983 - 1.734723475976807e-17im, 0.9999999999999996 - 6.938893903907228e-18im, 1.0000000000000002 - 5.551115123125783e-17im, 0.9999999999999989 + 2.7755575615628914e-17im, 0.9999999999999966 + 8.673617379884035e-19im, 1.000000000000005 + 1.734723475976807e-18im, 1.000000000000001 - 4.85722573273506e-17im, 1.000000000000003 + 2.0816681711721685e-17im, 0.9999999999999998 - 8.673617379884035e-19im
0.4, 1.000000000000004 - 5.204170427930421e-18im, 0.9999999999999983 + 8.673617379884035e-19im, 1.0000000000000053 - 7.806255641895632e-18im, 0.999999999999999 - 7.806255641895632e-18im, 0.9999999999999971 + 3.2526065174565133e-18im, 1.000000000000004 - 1.0842021724855044e-18im, 1.0000000000000007 + 3.469446951953614e-18im, 1.0000000000000047 - 1.3877787807814457e-17im, 1.0000000000000022 + 3.469446951953614e-18im, 1.000000000000001 + 4.163336342344337e-17im, 1.0000000000000007 + 0.0im, 0.9999999999999992 - 1.734723475976807e-17im, 1.0000000000000018 + 6.938893903907228e-18im, 1.0000000000000018 - 5.204170427930421e-17im, 1.0000000000000002 + 3.642919299551295e-17im, 0.9999999999999966 + 1.734723475976807e-18im, 1.0000000000000062 + 8.673617379884035e-19im, 1.0000000000000022 - 4.163336342344337e-17im, 1.0000000000000007 + 6.245004513516506e-17im, 1.0000000000000004 - 8.673617379884035e-19im
0.5, 1.0000000000000053 - 3.469446951953614e-18im, 0.9999999999999979 - 1.734723475976807e-18im, 1.0000000000000049 - 9.324138683375338e-18im, 0.9999999999999987 - 6.5052130349130266e-18im, 0.9999999999999981 + 3.469446951953614e-18im, 1.0000000000000049 - 7.589415207398531e-19im, 1.000000000000001 + 1.734723475976807e-18im, 1.0000000000000053 - 1.214306433183765e-17im, 1.0000000000000009 + 2.6020852139652106e-18im, 1.0000000000000022 + 4.163336342344337e-17im, 1.0000000000000022 + 6.938893903907228e-18im, 0.9999999999999998 - 2.42861286636753e-17im, 1.000000000000002 + 2.0816681711721685e-17im, 1.000000000000002 - 4.5102810375396984e-17im, 0.9999999999999983 + 3.122502256758253e-17im, 0.9999999999999958 + 8.673617379884035e-19im, 1.0000000000000047 + 2.168404344971009e-19im, 1.0000000000000018 - 1.3877787807814457e-17im, 1.0000000000000016 + 6.938893903907228e-17im, 1.0000000000000002 + 4.336808689942018e-19im
0.6, 1.0000000000000053 - 6.938893903907228e-18im, 0.9999999999999963 - 3.469446951953614e-18im, 1.0000000000000049 - 9.107298248878237e-18im, 0.9999999999999974 - 8.673617379884035e-18im, 0.9999999999999991 + 3.0357660829594124e-18im, 1.0000000000000044 - 9.75781955236954e-19im, 1.000000000000001 + 1.3010426069826053e-18im, 1.0000000000000049 - 5.204170427930421e-18im, 1.0000000000000013 + 2.8189256484623115e-18im, 1.0000000000000036 + 3.8163916471489756e-17im, 1.0000000000000022 + 5.204170427930421e-18im, 0.9999999999999992 - 2.42861286636753e-17im, 1.000000000000003 + 2.7755575615628914e-17im, 1.000000000000002 - 4.85722573273506e-17im, 0.9999999999999974 + 2.862293735361732e-17im, 0.9999999999999947 + 8.673617379884035e-19im, 1.0000000000000042 + 0.0im, 1.000000000000004 - 1.3877787807814457e-17im, 1.000000000000002 + 6.591949208711867e-17im, 0.999999999999999 + 1.734723475976807e-18im
0.7, 1.000000000000004 - 1.3877787807814457e-17im, 0.9999999999999931 - 6.071532165918825e-18im, 1.0000000000000075 - 8.890457814381136e-18im, 0.9999999999999976 - 8.294146619514109e-18im, 0.9999999999999989 + 3.2526065174565133e-18im, 1.0000000000000027 - 9.486769009248164e-19im, 1.0000000000000007 + 1.951563910473908e-18im, 1.000000000000004 - 8.673617379884035e-18im, 1.0000000000000016 + 4.119968255444917e-18im, 1.0000000000000018 + 2.42861286636753e-17im, 1.000000000000003 + 4.336808689942018e-18im, 0.9999999999999994 - 2.7755575615628914e-17im, 1.000000000000005 + 6.938893903907228e-18im, 1.0000000000000007 - 5.551115123125783e-17im, 0.999999999999998 + 2.47198095326695e-17im, 0.9999999999999968 + 8.673617379884035e-19im, 1.0000000000000047 + 0.0im, 1.0000000000000029 - 6.938893903907228e-18im, 1.0000000000000022 + 6.245004513516506e-17im, 0.9999999999999966 + 2.6020852139652106e-18im
0.8, 1.0000000000000036 - 6.938893903907228e-18im, 0.9999999999999938 - 4.336808689942018e-18im, 1.0000000000000095 - 8.72782748850831e-18im, 0.9999999999999988 - 8.023096076392733e-18im, 1.0000000000000018 + 2.8189256484623115e-18im, 1.0000000000000029 - 9.935696471292943e-19im, 0.9999999999999994 + 2.6020852139652106e-18im, 1.0000000000000058 - 1.0408340855860843e-17im, 1.0000000000000029 + 4.119968255444917e-18im, 1.0000000000000016 + 2.42861286636753e-17im, 1.0000000000000049 + 8.673617379884035e-19im, 1.0000000000000002 - 2.42861286636753e-17im, 1.0000000000000056 - 6.938893903907228e-18im, 1.000000000000002 - 5.898059818321144e-17im, 0.9999999999999977 + 2.42861286636753e-17im, 0.9999999999999968 + 3.469446951953614e-18im, 1.000000000000004 - 2.168404344971009e-19im, 1.0000000000000033 + 4.85722573273506e-17im, 1.0000000000000027 + 6.071532165918825e-17im, 0.9999999999999957 - 8.673617379884035e-19im
0.9, 1.0000000000000027 - 5.204170427930421e-18im, 0.9999999999999909 - 4.336808689942018e-18im, 1.000000000000011 - 8.998878031629687e-18im, 1.0 - 7.806255641895632e-18im, 1.0000000000000002 + 3.2526065174565133e-18im, 1.0000000000000022 - 1.0028870095490916e-18im, 0.9999999999999992 + 2.6020852139652106e-18im, 1.000000000000004 - 1.3877787807814457e-17im, 1.000000000000002 + 3.2526065174565133e-18im, 0.9999999999999998 + 6.938893903907228e-18im, 1.0000000000000038 + 1.3010426069826053e-18im, 0.9999999999999988 - 2.42861286636753e-17im, 1.0000000000000053 - 2.0816681711721685e-17im, 1.0000000000000009 - 5.377642775528102e-17im, 0.9999999999999998 + 2.42861286636753e-17im, 0.9999999999999979 + 1.734723475976807e-18im, 1.0000000000000018 + 6.505213034913027e-19im, 1.000000000000004 + 6.245004513516506e-17im, 1.0000000000000036 + 6.245004513516506e-17im, 0.9999999999999947 + 1.734723475976807e-18im
