flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM(mass_num)R15
1.0, 0.999999999999995 - 3.469446951953614e-17im, 1.0000000000000009 - 6.938893903907228e-18im, 1.000000000000004 - 4.163336342344337e-17im, 0.9999999999999916 + 7.806255641895632e-18im, 0.9999999999999993 - 6.938893903907228e-18im, 0.9999999999999937 + 1.5612511283791264e-17im, 0.9999999999999958 + 5.551115123125783e-17im, 0.9999999999999971 + 4.163336342344337e-17im, 1.0000000000000053 - 1.3877787807814457e-17im, 1.000000000000008 - 7.632783294297951e-17im, 1.0000000000000036 - 4.2500725161431774e-17im, 0.999999999999998 + 1.3877787807814457e-16im, 1.0000000000000013 + 4.5102810375396984e-17im, 0.9999999999999981 + 5.551115123125783e-17im, 1.0 - 3.469446951953614e-18im
1.1, 0.9999999999999954 - 2.7755575615628914e-17im, 0.9999999999999999 - 1.3877787807814457e-17im, 1.0000000000000047 + 2.7755575615628914e-17im, 0.9999999999999889 + 1.214306433183765e-17im, 0.9999999999999988 - 1.214306433183765e-17im, 0.9999999999999944 + 1.214306433183765e-17im, 0.9999999999999966 + 1.3877787807814457e-16im, 0.999999999999997 + 4.163336342344337e-17im, 1.0000000000000067 + 1.1102230246251565e-16im, 1.0000000000000042 - 7.632783294297951e-17im, 1.0000000000000036 - 4.597017211338539e-17im, 0.9999999999999984 + 1.942890293094024e-16im, 1.0000000000000033 + 4.5102810375396984e-17im, 0.9999999999999987 + 2.7755575615628914e-17im, 0.9999999999999992 + 6.938893903907228e-18im
1.2, 0.999999999999996 - 4.163336342344337e-17im, 0.9999999999999988 - 6.938893903907228e-18im, 1.0000000000000056 - 1.1102230246251565e-16im, 0.9999999999999897 + 5.421010862427522e-18im, 0.9999999999999957 - 1.5612511283791264e-17im, 0.9999999999999933 + 1.3877787807814457e-17im, 0.9999999999999966 + 1.8041124150158794e-16im, 0.9999999999999976 + 2.7755575615628914e-17im, 1.0000000000000053 + 6.938893903907228e-17im, 1.0000000000000018 - 6.418476861114186e-17im, 1.0000000000000018 - 4.8138576458356397e-17im, 0.9999999999999969 + 1.942890293094024e-16im, 1.0000000000000016 + 4.5102810375396984e-17im, 0.9999999999999998 + 1.3877787807814457e-16im, 1.0000000000000002 + 0.0im
1.3, 0.9999999999999953 - 9.71445146547012e-17im, 1.0000000000000004 - 2.7755575615628914e-17im, 1.0000000000000053 + 0.0im, 0.9999999999999906 + 1.734723475976807e-18im, 0.9999999999999964 - 1.5612511283791264e-17im, 0.9999999999999942 + 1.3877787807814457e-17im, 0.9999999999999954 + 1.1102230246251565e-16im, 0.9999999999999967 - 4.163336342344337e-17im, 1.000000000000006 + 1.1102230246251565e-16im, 1.000000000000002 - 6.505213034913027e-17im, 1.0000000000000007 - 5.182486384480711e-17im, 0.9999999999999973 + 1.942890293094024e-16im, 1.000000000000001 + 4.5102810375396984e-17im, 1.0 + 1.6653345369377348e-16im, 1.0000000000000007 + 3.469446951953614e-18im
1.4, 0.9999999999999946 - 1.1102230246251565e-16im, 1.0000000000000013 + 6.938893903907228e-18im, 1.0000000000000064 - 2.7755575615628914e-17im, 0.9999999999999895 - 1.214306433183765e-17im, 0.999999999999996 - 1.3877787807814457e-17im, 0.9999999999999943 + 1.5612511283791264e-17im, 0.9999999999999957 + 8.326672684688674e-17im, 0.9999999999999954 - 6.938893903907228e-17im, 1.0000000000000073 + 1.3877787807814457e-16im, 1.0 - 5.412879346133881e-17im, 0.9999999999999998 - 5.811323644522304e-17im, 0.9999999999999947 + 1.3877787807814457e-16im, 1.0000000000000016 + 5.898059818321144e-17im, 0.9999999999999982 + 2.498001805406602e-16im, 1.0000000000000009 + 3.469446951953614e-18im
1.5, 0.9999999999999941 - 1.1102230246251565e-16im, 1.0000000000000007 - 2.7755575615628914e-17im, 1.0000000000000064 - 8.326672684688674e-17im, 0.9999999999999873 - 6.938893903907228e-18im, 0.9999999999999982 - 2.0816681711721685e-17im, 0.9999999999999954 + 1.3877787807814457e-17im, 0.9999999999999946 + 1.249000902703301e-16im, 0.9999999999999954 - 5.551115123125783e-17im, 1.0000000000000062 + 8.326672684688674e-17im, 0.9999999999999999 - 5.204170427930421e-17im, 1.000000000000001 - 6.245004513516506e-17im, 0.9999999999999958 + 1.1102230246251565e-16im, 1.0000000000000013 + 5.204170427930421e-17im, 0.9999999999999983 + 2.220446049250313e-16im, 1.0000000000000016 - 6.938893903907228e-18im
1.6, 0.9999999999999923 - 1.1102230246251565e-16im, 1.0000000000000004 - 1.3877787807814457e-17im, 1.0000000000000058 - 2.7755575615628914e-17im, 0.9999999999999872 - 6.938893903907228e-18im, 1.0 - 2.0816681711721685e-17im, 0.9999999999999966 + 8.673617379884035e-18im, 0.9999999999999959 + 1.6653345369377348e-16im, 0.9999999999999973 - 8.326672684688674e-17im, 1.0000000000000056 + 2.7755575615628914e-17im, 1.000000000000001 - 1.5612511283791264e-17im, 1.0000000000000013 - 6.331740687315346e-17im, 0.9999999999999936 + 1.6653345369377348e-16im, 1.0000000000000016 + 5.551115123125783e-17im, 0.9999999999999981 + 1.1102230246251565e-16im, 1.0000000000000018 - 2.0816681711721685e-17im
1.7, 0.9999999999999917 - 1.8041124150158794e-16im, 1.000000000000001 - 1.3877787807814457e-17im, 1.0000000000000049 + 1.1102230246251565e-16im, 0.9999999999999886 - 6.938893903907228e-18im, 0.9999999999999999 - 2.0816681711721685e-17im, 0.9999999999999974 + 9.540979117872439e-18im, 0.9999999999999956 + 1.5265566588595902e-16im, 0.9999999999999957 - 6.938893903907228e-17im, 1.0000000000000058 + 1.3877787807814457e-16im, 1.0000000000000018 - 1.214306433183765e-17im, 1.0000000000000029 - 6.591949208711867e-17im, 0.9999999999999949 + 5.551115123125783e-17im, 1.0000000000000002 + 5.551115123125783e-17im, 0.9999999999999986 + 1.1102230246251565e-16im, 1.0000000000000033 + 0.0im
1.8, 0.9999999999999918 - 1.6653345369377348e-16im, 1.0000000000000022 - 5.551115123125783e-17im, 1.0000000000000042 + 5.551115123125783e-17im, 0.999999999999988 + 2.0816681711721685e-17im, 0.9999999999999994 - 2.2551405187698492e-17im, 0.9999999999999961 + 1.3010426069826053e-17im, 0.9999999999999953 + 1.5265566588595902e-16im, 0.9999999999999958 - 9.71445146547012e-17im, 1.0000000000000067 + 1.3877787807814457e-16im, 1.000000000000001 - 1.3877787807814457e-17im, 1.0000000000000049 - 7.112366251504909e-17im, 0.9999999999999934 + 1.3877787807814457e-16im, 1.0000000000000022 + 4.85722573273506e-17im, 0.9999999999999991 + 2.7755575615628914e-16im, 1.000000000000002 + 0.0im
1.9, 0.9999999999999939 - 1.6653345369377348e-16im, 1.0000000000000007 - 6.938893903907228e-17im, 1.0000000000000036 + 2.7755575615628914e-17im, 0.9999999999999882 - 6.938893903907228e-18im, 1.000000000000002 - 1.9949319973733282e-17im, 0.9999999999999946 + 1.5612511283791264e-17im, 0.999999999999995 + 1.3877787807814457e-16im, 0.9999999999999954 - 1.1102230246251565e-16im, 1.000000000000006 + 5.551115123125783e-17im, 1.0000000000000002 - 1.3877787807814457e-17im, 1.000000000000006 - 7.632783294297951e-17im, 0.9999999999999937 + 8.326672684688674e-17im, 1.0000000000000013 + 4.163336342344337e-17im, 0.999999999999998 + 2.220446049250313e-16im, 1.0000000000000009 + 6.938893903907228e-18im
2.0, 0.9999999999999942 - 1.3877787807814457e-16im, 1.0000000000000002 - 9.71445146547012e-17im, 1.0000000000000049 - 2.7755575615628914e-17im, 0.9999999999999895 - 1.3877787807814457e-17im, 1.0000000000000029 - 2.3418766925686896e-17im, 0.9999999999999946 + 1.6263032587282567e-17im, 0.9999999999999946 + 9.71445146547012e-17im, 0.9999999999999977 - 1.1102230246251565e-16im, 1.000000000000003 + 0.0im, 1.000000000000002 - 6.938893903907228e-18im, 1.0000000000000049 - 6.938893903907228e-17im, 0.9999999999999946 + 5.551115123125783e-17im, 1.0000000000000009 + 3.8163916471489756e-17im, 0.9999999999999978 + 1.1102230246251565e-16im, 1.0000000000000016 - 2.7755575615628914e-17im
2.1, 0.999999999999995 - 1.5265566588595902e-16im, 1.0000000000000002 - 1.1102230246251565e-16im, 1.0000000000000047 - 2.7755575615628914e-17im, 0.9999999999999877 + 4.163336342344337e-17im, 1.000000000000003 - 2.3418766925686896e-17im, 0.9999999999999956 + 1.5178830414797062e-17im, 0.999999999999994 + 8.326672684688674e-17im, 0.9999999999999981 - 1.3877787807814457e-16im, 1.0000000000000044 + 0.0im, 1.0000000000000022 + 4.163336342344337e-17im, 1.0000000000000024 - 8.673617379884035e-17im, 0.999999999999994 + 5.551115123125783e-17im, 0.9999999999999994 + 3.8163916471489756e-17im, 0.9999999999999978 - 1.1102230246251565e-16im, 1.0000000000000018 - 2.0816681711721685e-17im
2.2, 0.9999999999999946 - 1.6653345369377348e-16im, 1.0000000000000004 - 1.249000902703301e-16im, 1.000000000000004 - 2.7755575615628914e-17im, 0.9999999999999878 - 2.7755575615628914e-17im, 1.0000000000000053 - 2.3418766925686896e-17im, 0.999999999999995 + 1.9081958235744878e-17im, 0.9999999999999944 + 6.938893903907228e-17im, 0.9999999999999997 - 9.71445146547012e-17im, 1.0000000000000038 + 0.0im, 1.0000000000000016 + 6.938893903907228e-17im, 1.0000000000000042 - 1.0408340855860843e-16im, 0.9999999999999931 + 2.7755575615628914e-17im, 0.9999999999999974 + 3.8163916471489756e-17im, 0.999999999999998 - 3.3306690738754696e-16im, 1.0000000000000004 - 3.469446951953614e-17im
2.3, 0.9999999999999941 - 2.636779683484747e-16im, 1.0000000000000004 - 1.3877787807814457e-16im, 1.0000000000000047 - 8.326672684688674e-17im, 0.9999999999999873 - 2.7755575615628914e-17im, 1.0000000000000029 - 2.0816681711721685e-17im, 0.9999999999999929 + 1.3877787807814457e-17im, 0.999999999999995 + 9.71445146547012e-17im, 1.0000000000000009 - 1.1102230246251565e-16im, 1.0000000000000018 + 2.7755575615628914e-17im, 1.0000000000000007 + 9.71445146547012e-17im, 1.0000000000000038 - 7.632783294297951e-17im, 0.9999999999999931 + 0.0im, 0.9999999999999993 + 2.7755575615628914e-17im, 0.9999999999999962 - 3.885780586188048e-16im, 1.0000000000000009 - 3.469446951953614e-17im
2.4, 0.999999999999995 - 2.636779683484747e-16im, 1.000000000000001 - 8.326672684688674e-17im, 1.0000000000000042 + 0.0im, 0.999999999999987 - 8.326672684688674e-17im, 1.000000000000002 - 2.3635607360183997e-17im, 0.9999999999999948 + 1.5612511283791264e-17im, 0.9999999999999946 + 1.1102230246251565e-16im, 1.0000000000000009 - 1.1102230246251565e-16im, 1.0000000000000022 - 2.7755575615628914e-17im, 0.9999999999999992 + 7.632783294297951e-17im, 1.0000000000000027 - 2.7755575615628914e-17im, 0.9999999999999933 - 2.7755575615628914e-17im, 0.999999999999997 + 6.938893903907228e-18im, 0.9999999999999967 - 4.440892098500626e-16im, 1.0000000000000013 - 6.245004513516506e-17im
2.5, 0.9999999999999939 - 2.3592239273284576e-16im, 0.9999999999999987 - 1.1102230246251565e-16im, 1.000000000000004 + 0.0im, 0.9999999999999867 - 5.551115123125783e-17im, 1.0000000000000027 - 2.3852447794681098e-17im, 0.9999999999999944 + 1.3877787807814457e-17im, 0.9999999999999931 + 1.3877787807814457e-16im, 1.0000000000000007 - 1.1102230246251565e-16im, 1.000000000000001 - 2.7755575615628914e-17im, 1.0 + 8.326672684688674e-17im, 1.0000000000000009 - 1.3877787807814457e-17im, 0.9999999999999941 + 2.7755575615628914e-17im, 0.9999999999999971 + 5.204170427930421e-17im, 0.9999999999999966 - 1.6653345369377348e-16im, 1.0000000000000009 - 8.326672684688674e-17im
2.6, 0.999999999999993 - 2.220446049250313e-16im, 0.9999999999999983 + 2.7755575615628914e-17im, 1.000000000000005 + 5.551115123125783e-17im, 0.9999999999999885 - 8.326672684688674e-17im, 1.000000000000003 - 2.5153490401663703e-17im, 0.9999999999999948 + 1.0408340855860843e-17im, 0.9999999999999938 + 1.942890293094024e-16im, 0.9999999999999984 - 9.71445146547012e-17im, 1.0000000000000009 + 0.0im, 1.0000000000000024 + 5.551115123125783e-17im, 1.0000000000000002 - 1.3877787807814457e-17im, 0.9999999999999941 + 5.551115123125783e-17im, 0.9999999999999998 + 7.979727989493313e-17im, 0.9999999999999966 - 1.1102230246251565e-16im, 1.0000000000000004 - 1.0408340855860843e-16im
2.7, 0.9999999999999928 - 3.469446951953614e-16im, 0.999999999999997 + 1.942890293094024e-16im, 1.000000000000005 + 5.551115123125783e-17im, 0.9999999999999883 - 5.551115123125783e-17im, 1.0000000000000056 - 2.3418766925686896e-17im, 0.999999999999995 + 2.0816681711721685e-17im, 0.9999999999999925 + 1.1102230246251565e-16im, 0.9999999999999983 - 1.1102230246251565e-16im, 1.0000000000000016 - 5.551115123125783e-17im, 1.0000000000000036 + 5.551115123125783e-17im, 1.0000000000000007 - 6.938893903907228e-17im, 0.9999999999999931 - 2.7755575615628914e-17im, 1.0000000000000002 + 8.326672684688674e-17im, 0.9999999999999958 - 3.885780586188048e-16im, 0.9999999999999986 - 1.249000902703301e-16im
2.8, 0.9999999999999928 - 3.0531133177191805e-16im, 0.9999999999999964 + 1.3877787807814457e-16im, 1.000000000000005 + 4.440892098500626e-16im, 0.9999999999999886 - 2.220446049250313e-16im, 1.0000000000000053 - 2.42861286636753e-17im, 0.9999999999999959 + 2.0816681711721685e-17im, 0.9999999999999937 + 1.3877787807814457e-16im, 0.999999999999997 - 2.220446049250313e-16im, 0.999999999999999 - 8.326672684688674e-17im, 1.0000000000000038 + 5.551115123125783e-17im, 0.9999999999999992 - 9.71445146547012e-17im, 0.9999999999999931 - 5.551115123125783e-17im, 1.0000000000000016 + 7.632783294297951e-17im, 0.9999999999999944 - 3.885780586188048e-16im, 0.9999999999999986 - 1.0408340855860843e-16im
2.9, 0.9999999999999893 - 3.3306690738754696e-16im, 0.9999999999999973 + 1.942890293094024e-16im, 1.000000000000004 + 3.3306690738754696e-16im, 0.999999999999989 - 1.6653345369377348e-16im, 1.0000000000000056 - 2.42861286636753e-17im, 0.9999999999999957 + 6.938893903907228e-18im, 0.9999999999999941 + 0.0im, 0.9999999999999979 - 1.6653345369377348e-16im, 0.9999999999999982 - 2.220446049250313e-16im, 1.0000000000000053 + 6.938893903907228e-17im, 1.000000000000001 - 9.71445146547012e-17im, 0.9999999999999932 - 5.551115123125783e-17im, 1.0000000000000009 + 3.122502256758253e-17im, 0.9999999999999929 - 3.3306690738754696e-16im, 0.9999999999999984 - 6.245004513516506e-17im
3.0, 0.9999999999999909 - 3.469446951953614e-16im, 0.9999999999999984 + 1.6653345369377348e-16im, 1.0000000000000038 + 3.885780586188048e-16im, 0.9999999999999886 - 2.498001805406602e-16im, 1.0000000000000062 - 3.122502256758253e-17im, 0.9999999999999938 + 3.469446951953614e-17im, 0.9999999999999942 + 1.1102230246251565e-16im, 0.9999999999999974 - 2.3592239273284576e-16im, 0.9999999999999994 - 2.220446049250313e-16im, 1.0000000000000064 + 5.551115123125783e-17im, 0.9999999999999999 - 9.71445146547012e-17im, 0.9999999999999917 - 1.1102230246251565e-16im, 1.0000000000000027 + 2.42861286636753e-17im, 0.9999999999999916 - 2.220446049250313e-16im, 0.9999999999999978 - 2.7755575615628914e-17im
3.1, 0.9999999999999902 - 3.469446951953614e-16im, 0.9999999999999983 + 2.220446049250313e-16im, 1.0000000000000027 + 4.996003610813204e-16im, 0.999999999999989 - 2.498001805406602e-16im, 1.0000000000000058 - 2.0816681711721685e-17im, 0.9999999999999934 + 2.7755575615628914e-17im, 0.9999999999999953 + 5.551115123125783e-17im, 0.9999999999999993 - 2.498001805406602e-16im, 1.0000000000000009 - 1.6653345369377348e-16im, 1.0000000000000053 + 1.3877787807814457e-16im, 1.0 - 1.1102230246251565e-16im, 0.9999999999999902 - 2.7755575615628914e-17im, 1.0000000000000047 + 2.2551405187698492e-17im, 0.9999999999999922 - 3.885780586188048e-16im, 0.9999999999999968 - 6.938893903907228e-17im
3.2, 0.9999999999999903 - 3.469446951953614e-16im, 0.9999999999999996 + 1.6653345369377348e-16im, 1.0000000000000058 + 4.440892098500626e-16im, 0.9999999999999899 + 0.0im, 1.0000000000000044 - 4.85722573273506e-17im, 0.9999999999999917 + 2.0816681711721685e-17im, 0.9999999999999959 + 2.220446049250313e-16im, 0.9999999999999993 - 2.0816681711721685e-16im, 1.0000000000000018 - 1.942890293094024e-16im, 1.0000000000000062 + 1.249000902703301e-16im, 1.0000000000000002 - 5.551115123125783e-17im, 0.9999999999999901 + 2.7755575615628914e-17im, 1.0000000000000044 + 2.949029909160572e-17im, 0.9999999999999918 - 2.7755575615628914e-16im, 0.9999999999999964 - 5.551115123125783e-17im
3.3, 0.9999999999999915 - 4.163336342344337e-16im, 1.0000000000000004 + 2.220446049250313e-16im, 1.000000000000005 + 3.3306690738754696e-16im, 0.9999999999999897 + 2.7755575615628914e-16im, 1.0000000000000047 - 9.020562075079397e-17im, 0.9999999999999919 + 2.0816681711721685e-17im, 0.999999999999996 + 3.3306690738754696e-16im, 0.9999999999999991 - 2.0816681711721685e-16im, 1.000000000000003 - 1.6653345369377348e-16im, 1.0000000000000064 + 1.3877787807814457e-16im, 1.0000000000000027 + 8.326672684688674e-17im, 0.9999999999999905 + 5.551115123125783e-17im, 1.0000000000000042 + 2.3418766925686896e-17im, 0.9999999999999923 - 4.440892098500626e-16im, 0.999999999999996 - 8.326672684688674e-17im
3.4, 0.9999999999999913 - 4.440892098500626e-16im, 0.9999999999999996 + 8.326672684688674e-17im, 1.0000000000000047 + 3.3306690738754696e-16im, 0.9999999999999893 + 4.440892098500626e-16im, 1.0000000000000044 - 6.938893903907228e-17im, 0.9999999999999923 + 0.0im, 0.999999999999995 + 1.942890293094024e-16im, 0.9999999999999979 - 2.220446049250313e-16im, 1.0000000000000036 - 8.326672684688674e-17im, 1.0000000000000084 + 1.5959455978986625e-16im, 1.000000000000003 + 1.942890293094024e-16im, 0.9999999999999901 + 0.0im, 1.0000000000000053 + 4.597017211338539e-17im, 0.9999999999999921 - 6.661338147750939e-16im, 0.999999999999994 - 1.1102230246251565e-16im
3.5, 0.9999999999999912 - 5.134781488891349e-16im, 0.9999999999999997 + 5.551115123125783e-17im, 1.0000000000000062 + 5.551115123125783e-16im, 0.9999999999999896 + 6.661338147750939e-16im, 1.0000000000000044 - 6.938893903907228e-17im, 0.9999999999999948 + 0.0im, 0.9999999999999956 + 1.6653345369377348e-16im, 0.999999999999996 - 1.942890293094024e-16im, 1.000000000000006 - 5.551115123125783e-17im, 1.0000000000000084 + 1.8041124150158794e-16im, 1.0000000000000029 + 1.3877787807814457e-16im, 0.99999999999999 + 2.7755575615628914e-17im, 1.000000000000006 + 4.336808689942018e-17im, 0.9999999999999915 - 7.771561172376096e-16im, 0.9999999999999922 - 9.71445146547012e-17im
3.6, 0.9999999999999926 - 4.440892098500626e-16im, 1.0000000000000007 + 5.551115123125783e-17im, 1.000000000000007 + 2.220446049250313e-16im, 0.9999999999999892 + 6.106226635438361e-16im, 1.0000000000000038 - 9.71445146547012e-17im, 0.9999999999999939 + 0.0im, 0.9999999999999942 + 2.220446049250313e-16im, 0.9999999999999976 - 2.0816681711721685e-16im, 1.0000000000000078 - 1.6653345369377348e-16im, 1.0000000000000093 + 1.6653345369377348e-16im, 1.0000000000000027 + 2.220446049250313e-16im, 0.99999999999999 + 8.326672684688674e-17im, 1.0000000000000044 + 5.898059818321144e-17im, 0.9999999999999916 - 8.881784197001252e-16im, 0.999999999999993 - 6.938893903907228e-17im
3.7, 0.9999999999999925 - 4.163336342344337e-16im, 1.0000000000000029 + 1.6653345369377348e-16im, 1.0000000000000082 + 5.551115123125783e-17im, 0.9999999999999895 + 4.440892098500626e-16im, 1.0000000000000044 - 5.551115123125783e-17im, 0.9999999999999969 + 1.3877787807814457e-17im, 0.9999999999999949 + 5.551115123125783e-17im, 0.9999999999999984 - 2.220446049250313e-16im, 1.0000000000000082 - 5.551115123125783e-17im, 1.0000000000000093 + 1.6653345369377348e-16im, 1.000000000000002 + 3.0531133177191805e-16im, 0.9999999999999907 - 2.7755575615628914e-17im, 1.000000000000005 + 2.7755575615628914e-17im, 0.9999999999999907 - 9.43689570931383e-16im, 0.9999999999999923 - 1.1102230246251565e-16im
