flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
1.1, 1.0000000000000004 + 0.0im, 0.999999999999996 + 3.8163916471489756e-17im, 0.999999999999992 + 3.686287386450715e-18im, 0.9999999999999999 + 7.589415207398531e-19im, 1.0000000000000089 - 8.673617379884035e-19im, 1.0000000000000016 + 2.168404344971009e-17im, 1.0000000000000007 - 1.0842021724855044e-19im, 1.0000000000000013 + 1.9081958235744878e-17im, 1.0 - 6.505213034913027e-19im, 1.000000000000003 + 2.710505431213761e-18im, 1.0000000000000058 - 1.5612511283791264e-17im, 0.9999999999999949 + 1.9949319973733282e-17im, 1.0000000000000056 + 4.336808689942018e-18im, 0.9999999999999999 - 1.3010426069826053e-18im, 1.000000000000001 + 5.204170427930421e-18im, 0.9999999999999991 + 5.898059818321144e-17im, 0.9999999999999936 - 1.0408340855860843e-17im, 1.0000000000000009 + 1.214306433183765e-17im, 1.0000000000000016 + 1.7889335846010823e-18im, 0.9999999999999944 + 1.734723475976807e-17im
1.2, 1.0000000000000002 + 8.131516293641283e-20im, 0.9999999999999971 + 1.734723475976807e-17im, 0.9999999999999942 + 3.686287386450715e-18im, 0.9999999999999996 + 5.963111948670274e-19im, 1.0000000000000078 + 1.734723475976807e-18im, 1.000000000000001 + 2.0816681711721685e-17im, 1.0000000000000024 - 2.439454888092385e-19im, 1.0000000000000007 + 1.5612511283791264e-17im, 0.9999999999999982 - 2.168404344971009e-19im, 1.0000000000000029 + 2.8189256484623115e-18im, 1.0000000000000058 - 1.5612511283791264e-17im, 0.9999999999999943 + 1.951563910473908e-17im, 1.000000000000007 + 1.734723475976807e-18im, 1.0000000000000009 - 1.0842021724855044e-18im, 1.0000000000000022 + 6.938893903907228e-18im, 0.9999999999999989 + 5.551115123125783e-17im, 0.9999999999999922 - 1.0408340855860843e-17im, 1.0000000000000016 + 1.3877787807814457e-17im, 1.0000000000000024 + 2.0599841277224584e-18im, 0.999999999999994 + 1.5612511283791264e-17im
1.3, 1.0000000000000002 - 5.421010862427522e-20im, 0.9999999999999964 + 1.3877787807814457e-17im, 0.9999999999999937 + 3.469446951953614e-18im, 1.0000000000000009 + 5.963111948670274e-19im, 1.0000000000000084 + 1.734723475976807e-18im, 0.9999999999999976 + 1.951563910473908e-17im, 1.0000000000000036 - 1.8973538018496328e-19im, 1.0000000000000018 + 1.734723475976807e-17im, 0.9999999999999984 - 2.168404344971009e-19im, 1.0000000000000013 + 2.8189256484623115e-18im, 1.0000000000000069 - 1.9081958235744878e-17im, 0.9999999999999932 + 1.9081958235744878e-17im, 1.0000000000000058 + 0.0im, 0.9999999999999994 - 1.734723475976807e-18im, 1.0000000000000013 + 8.673617379884035e-18im, 0.9999999999999974 + 5.204170427930421e-17im, 0.9999999999999933 - 1.3010426069826053e-17im, 1.0000000000000007 + 2.0816681711721685e-17im, 1.0000000000000027 + 2.168404344971009e-18im, 0.9999999999999942 + 1.5612511283791264e-17im
1.4, 1.0000000000000009 + 2.168404344971009e-19im, 0.9999999999999962 + 2.0816681711721685e-17im, 0.9999999999999937 + 3.2526065174565133e-18im, 1.000000000000003 + 6.505213034913027e-19im, 1.0000000000000075 + 8.673617379884035e-19im, 0.9999999999999952 + 1.951563910473908e-17im, 1.0000000000000042 - 1.8973538018496328e-19im, 1.0 + 2.2551405187698492e-17im, 0.9999999999999993 + 0.0im, 0.9999999999999999 + 2.8189256484623115e-18im, 1.0000000000000089 - 1.5612511283791264e-17im, 0.9999999999999947 + 1.734723475976807e-17im, 1.0000000000000067 + 4.336808689942018e-18im, 0.9999999999999982 - 2.3852447794681098e-18im, 1.0000000000000029 + 6.938893903907228e-18im, 0.9999999999999961 + 4.597017211338539e-17im, 0.9999999999999937 - 1.0408340855860843e-17im, 0.999999999999999 + 1.3877787807814457e-17im, 1.0000000000000016 + 2.2768245622195593e-18im, 0.9999999999999949 + 1.734723475976807e-17im
1.5, 1.0 + 1.0842021724855044e-19im, 0.9999999999999956 + 1.734723475976807e-17im, 0.9999999999999934 + 3.469446951953614e-18im, 1.0000000000000036 + 5.421010862427522e-19im, 1.0000000000000075 + 2.6020852139652106e-18im, 0.9999999999999971 + 2.0166160408230382e-17im, 1.0000000000000064 - 5.421010862427522e-20im, 1.0000000000000004 + 2.42861286636753e-17im, 0.9999999999999983 - 4.336808689942018e-19im, 1.0000000000000027 + 2.6020852139652106e-18im, 1.0000000000000093 - 1.9081958235744878e-17im, 0.9999999999999948 + 1.474514954580286e-17im, 1.000000000000006 + 6.071532165918825e-18im, 0.9999999999999964 - 3.144186300207963e-18im, 1.0000000000000027 + 7.806255641895632e-18im, 0.9999999999999962 + 4.423544863740858e-17im, 0.9999999999999961 - 1.214306433183765e-17im, 0.9999999999999971 + 2.0816681711721685e-17im, 1.000000000000001 + 2.4123498337802474e-18im, 0.9999999999999946 + 2.0816681711721685e-17im
1.6, 1.0 + 1.6263032587282567e-19im, 0.9999999999999953 + 2.0816681711721685e-17im, 0.9999999999999928 + 3.0357660829594124e-18im, 1.0000000000000044 + 5.421010862427522e-19im, 1.0000000000000078 + 1.734723475976807e-18im, 0.9999999999999958 + 1.973247953923618e-17im, 1.000000000000007 - 5.421010862427522e-20im, 1.0000000000000024 + 2.688821387764051e-17im, 0.9999999999999976 + 4.336808689942018e-19im, 1.000000000000002 + 2.6020852139652106e-18im, 1.000000000000008 - 1.734723475976807e-17im, 0.9999999999999932 + 1.6479873021779667e-17im, 1.0000000000000049 + 5.204170427930421e-18im, 0.9999999999999963 - 2.8189256484623115e-18im, 1.0000000000000047 + 1.0408340855860843e-17im, 0.9999999999999961 + 4.380176776841438e-17im, 0.9999999999999959 - 1.6046192152785466e-17im, 0.999999999999996 + 2.42861286636753e-17im, 1.0000000000000038 + 2.439454888092385e-18im, 0.999999999999993 + 1.9081958235744878e-17im
1.7, 0.9999999999999993 + 1.0842021724855044e-19im, 0.9999999999999947 + 1.734723475976807e-17im, 0.9999999999999936 + 3.0357660829594124e-18im, 1.0000000000000056 + 7.047314121155779e-19im, 1.0000000000000073 + 3.469446951953614e-18im, 0.9999999999999967 + 1.940721888749053e-17im, 1.000000000000007 - 5.421010862427522e-20im, 1.0000000000000024 + 2.862293735361732e-17im, 0.9999999999999989 - 2.168404344971009e-19im, 1.000000000000001 + 2.927345865710862e-18im, 1.0000000000000084 - 1.9081958235744878e-17im, 0.9999999999999936 + 1.6479873021779667e-17im, 1.0000000000000067 + 4.336808689942018e-18im, 0.9999999999999966 - 2.710505431213761e-18im, 1.0000000000000058 + 1.1275702593849246e-17im, 0.9999999999999956 + 4.423544863740858e-17im, 0.9999999999999973 - 1.474514954580286e-17im, 0.9999999999999976 + 2.688821387764051e-17im, 1.0000000000000024 + 2.4936649967166602e-18im, 0.9999999999999925 + 1.9081958235744878e-17im
1.8, 0.9999999999999994 + 1.6263032587282567e-19im, 0.9999999999999944 + 1.9081958235744878e-17im, 0.999999999999995 + 1.951563910473908e-18im, 1.000000000000007 + 6.505213034913027e-19im, 1.0000000000000067 + 2.168404344971009e-18im, 0.9999999999999991 + 1.919037845299343e-17im, 1.0000000000000089 - 1.6263032587282567e-19im, 1.0000000000000029 + 2.6020852139652106e-17im, 0.9999999999999981 + 8.673617379884035e-19im, 1.0000000000000004 + 3.144186300207963e-18im, 1.000000000000009 - 1.9081958235744878e-17im, 0.9999999999999941 + 1.734723475976807e-17im, 1.0000000000000058 + 4.336808689942018e-18im, 0.9999999999999959 - 2.3852447794681098e-18im, 1.0000000000000073 + 1.1275702593849246e-17im, 0.9999999999999958 + 4.5102810375396984e-17im, 0.9999999999999987 - 1.431146867680866e-17im, 0.9999999999999978 + 2.688821387764051e-17im, 1.0000000000000013 + 2.4936649967166602e-18im, 0.9999999999999948 + 1.9949319973733282e-17im
1.9, 0.9999999999999983 + 1.0842021724855044e-19im, 0.9999999999999928 + 2.0816681711721685e-17im, 0.9999999999999974 + 2.6020852139652106e-18im, 1.0000000000000084 + 6.505213034913027e-19im, 1.0000000000000056 + 2.6020852139652106e-18im, 0.9999999999999982 + 1.912939208079112e-17im, 1.0000000000000102 - 5.421010862427522e-20im, 1.0000000000000047 + 2.949029909160572e-17im, 0.9999999999999984 + 0.0im, 1.0000000000000009 + 3.0357660829594124e-18im, 1.0000000000000098 - 1.9949319973733282e-17im, 0.9999999999999934 + 1.8214596497756474e-17im, 1.0000000000000067 + 5.204170427930421e-18im, 0.9999999999999957 - 2.6020852139652106e-18im, 1.0000000000000078 + 9.540979117872439e-18im, 0.9999999999999942 + 4.423544863740858e-17im, 0.999999999999998 - 1.5612511283791264e-17im, 0.9999999999999986 + 2.688821387764051e-17im, 1.000000000000001 + 2.5275463146068322e-18im, 0.9999999999999944 + 2.0816681711721685e-17im
2.0, 0.9999999999999983 - 4.336808689942018e-19im, 0.9999999999999917 + 1.9081958235744878e-17im, 0.9999999999999958 + 2.168404344971009e-18im, 1.0000000000000084 + 7.318364664277155e-19im, 1.000000000000007 + 2.168404344971009e-18im, 0.9999999999999969 + 1.9027748127120603e-17im, 1.0000000000000093 - 2.710505431213761e-20im, 1.000000000000006 + 3.122502256758253e-17im, 0.9999999999999973 - 2.168404344971009e-19im, 1.000000000000001 + 3.3610267347050637e-18im, 1.0000000000000095 - 1.8214596497756474e-17im, 0.9999999999999922 + 2.0816681711721685e-17im, 1.0000000000000056 + 5.637851296924623e-18im, 0.9999999999999961 - 2.4936649967166602e-18im, 1.0000000000000098 + 7.806255641895632e-18im, 0.9999999999999966 + 4.4885969940899884e-17im, 0.999999999999998 - 1.6263032587282567e-17im, 0.9999999999999996 + 2.5153490401663703e-17im, 1.0000000000000007 + 2.5343225781848666e-18im, 0.9999999999999938 + 1.9949319973733282e-17im
2.1, 0.9999999999999974 - 6.505213034913027e-19im, 0.9999999999999905 + 2.2551405187698492e-17im, 0.9999999999999951 + 1.951563910473908e-18im, 1.000000000000009 + 7.318364664277155e-19im, 1.0000000000000078 + 4.336808689942018e-18im, 0.9999999999999974 + 1.8865117801247777e-17im, 1.000000000000009 + 0.0im, 1.000000000000008 + 3.382710778154774e-17im, 0.9999999999999977 - 4.336808689942018e-19im, 1.0000000000000024 + 3.3610267347050637e-18im, 1.0000000000000115 - 1.9081958235744878e-17im, 0.9999999999999919 + 1.5612511283791264e-17im, 1.0000000000000056 + 5.637851296924623e-18im, 0.9999999999999968 - 2.4936649967166602e-18im, 1.0000000000000082 + 7.806255641895632e-18im, 0.9999999999999974 + 4.4885969940899884e-17im, 0.9999999999999977 - 1.496198998029996e-17im, 0.9999999999999992 + 2.3418766925686896e-17im, 1.0000000000000002 + 2.5614276324970042e-18im, 0.9999999999999928 + 2.0816681711721685e-17im
2.2, 0.9999999999999976 - 3.2526065174565133e-19im, 0.9999999999999919 + 2.42861286636753e-17im, 0.9999999999999939 + 2.168404344971009e-18im, 1.000000000000009 + 8.944667923005412e-19im, 1.0000000000000084 + 3.469446951953614e-18im, 0.9999999999999961 + 1.8539857149502126e-17im, 1.0000000000000089 - 2.710505431213761e-20im, 1.0000000000000078 + 3.729655473350135e-17im, 0.9999999999999987 - 2.168404344971009e-19im, 1.0000000000000016 + 3.7947076036992655e-18im, 1.0000000000000115 - 1.9081958235744878e-17im, 0.9999999999999889 + 1.734723475976807e-17im, 1.0000000000000058 + 7.806255641895632e-18im, 0.9999999999999979 - 2.4936649967166602e-18im, 1.0000000000000093 + 7.806255641895632e-18im, 0.9999999999999983 + 4.466912950640278e-17im, 0.9999999999999977 - 1.3769367590565906e-17im, 1.0000000000000004 + 2.5153490401663703e-17im, 0.9999999999999994 + 2.55465136891897e-18im, 0.9999999999999923 + 2.0816681711721685e-17im
2.3, 0.9999999999999979 - 4.336808689942018e-19im, 0.9999999999999913 + 2.6020852139652106e-17im, 0.9999999999999926 + 8.673617379884035e-19im, 1.0000000000000093 + 9.486769009248164e-19im, 1.0000000000000062 + 5.637851296924623e-18im, 0.9999999999999958 + 1.8865117801247777e-17im, 1.000000000000007 - 2.710505431213761e-20im, 1.0000000000000104 + 3.8163916471489756e-17im, 0.9999999999999991 + 4.336808689942018e-19im, 1.0000000000000013 + 3.2526065174565133e-18im, 1.00000000000001 - 1.8214596497756474e-17im, 0.9999999999999878 + 1.9081958235744878e-17im, 1.0000000000000049 + 8.239936510889834e-18im, 0.999999999999998 - 2.3852447794681098e-18im, 1.0000000000000109 + 5.204170427930421e-18im, 0.999999999999998 + 4.5319650809894085e-17im, 0.999999999999999 - 1.3986208025063007e-17im, 1.0000000000000007 + 2.3418766925686896e-17im, 0.9999999999999998 + 2.55465136891897e-18im, 0.999999999999994 + 2.0816681711721685e-17im
2.4, 0.999999999999999 - 2.168404344971009e-19im, 0.9999999999999938 + 2.6020852139652106e-17im, 0.9999999999999934 + 2.168404344971009e-19im, 1.000000000000011 + 9.215718466126788e-19im, 1.0000000000000075 + 5.637851296924623e-18im, 0.9999999999999972 + 1.7780915628762273e-17im, 1.0000000000000084 + 0.0im, 1.0000000000000118 + 3.729655473350135e-17im, 0.9999999999999994 - 2.168404344971009e-19im, 1.000000000000001 + 3.144186300207963e-18im, 1.0000000000000098 - 2.168404344971009e-17im, 0.9999999999999896 + 1.9081958235744878e-17im, 1.0000000000000047 + 8.673617379884035e-18im, 0.999999999999998 - 2.168404344971009e-18im, 1.000000000000012 + 7.806255641895632e-18im, 0.9999999999999981 + 4.401860820291148e-17im, 0.9999999999999993 - 1.3877787807814457e-17im, 0.9999999999999992 + 1.8214596497756474e-17im, 0.9999999999999988 + 2.55465136891897e-18im, 0.9999999999999925 + 1.9081958235744878e-17im
2.5, 0.9999999999999978 - 2.168404344971009e-19im, 0.9999999999999944 + 2.42861286636753e-17im, 0.9999999999999925 - 2.168404344971009e-19im, 1.0000000000000093 + 8.944667923005412e-19im, 1.0000000000000089 + 9.540979117872439e-18im, 0.9999999999999964 + 1.713039432527097e-17im, 1.0000000000000087 + 0.0im, 1.0000000000000124 + 3.642919299551295e-17im, 0.9999999999999996 - 3.2526065174565133e-19im, 1.0000000000000018 + 3.7947076036992655e-18im, 1.0000000000000093 - 1.8214596497756474e-17im, 0.9999999999999887 + 1.3877787807814457e-17im, 1.0000000000000038 + 8.239936510889834e-18im, 0.9999999999999969 - 2.6020852139652106e-18im, 1.0000000000000142 + 6.071532165918825e-18im, 0.9999999999999988 + 4.401860820291148e-17im, 0.9999999999999988 - 1.3904892862126594e-17im, 0.9999999999999986 + 1.8214596497756474e-17im, 1.0000000000000016 + 2.55465136891897e-18im, 0.9999999999999951 + 2.0816681711721685e-17im
2.6, 0.9999999999999988 - 3.2526065174565133e-19im, 0.9999999999999936 + 3.122502256758253e-17im, 0.9999999999999922 - 4.336808689942018e-19im, 1.000000000000009 + 8.944667923005412e-19im, 1.0000000000000102 + 9.540979117872439e-18im, 0.9999999999999958 + 1.951563910473908e-17im, 1.0000000000000089 - 1.0842021724855044e-19im, 1.0000000000000118 + 3.729655473350135e-17im, 1.0000000000000018 - 3.2526065174565133e-19im, 1.0000000000000009 + 3.144186300207963e-18im, 1.000000000000007 - 1.734723475976807e-17im, 0.9999999999999871 + 1.0408340855860843e-17im, 1.0000000000000038 + 7.806255641895632e-18im, 0.9999999999999968 - 2.710505431213761e-18im, 1.000000000000017 + 5.204170427930421e-18im, 1.0000000000000018 + 4.380176776841438e-17im, 0.9999999999999971 - 1.3904892862126594e-17im, 0.9999999999999994 + 1.9949319973733282e-17im, 0.9999999999999992 + 2.5614276324970042e-18im, 0.9999999999999959 + 2.2551405187698492e-17im
2.7, 0.999999999999999 - 6.505213034913027e-19im, 0.9999999999999952 + 2.2551405187698492e-17im, 0.9999999999999893 + 2.168404344971009e-19im, 1.0000000000000109 + 9.486769009248164e-19im, 1.0000000000000107 + 1.1058862159352145e-17im, 0.9999999999999953 + 1.9081958235744878e-17im, 1.0000000000000078 - 1.0842021724855044e-19im, 1.00000000000001 + 4.2500725161431774e-17im, 1.000000000000002 - 6.505213034913027e-19im, 1.0000000000000009 + 3.577867169202165e-18im, 1.000000000000007 - 1.474514954580286e-17im, 0.9999999999999876 + 1.5612511283791264e-17im, 1.0000000000000047 + 8.673617379884035e-18im, 0.9999999999999949 - 2.3852447794681098e-18im, 1.0000000000000162 + 6.071532165918825e-18im, 1.0000000000000027 + 4.358492733391728e-17im, 0.9999999999999968 - 1.3931997916438732e-17im, 0.9999999999999983 + 1.734723475976807e-17im, 0.9999999999999982 + 2.5512632371299526e-18im, 0.9999999999999946 + 2.168404344971009e-17im
