flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM1R15, dM1R16, dM1R17, dM1R18, dM1R19, dM(mass_num)R20
1.0, 0.9999999999999956 - 1.6479873021779667e-17im, 0.9999999999999993 - 1.6479873021779667e-17im, 0.9999999999999981 - 4.336808689942018e-19im, 1.0000000000000053 + 3.469446951953614e-18im, 0.999999999999997 + 1.0408340855860843e-17im, 0.9999999999999949 + 6.071532165918825e-18im, 1.0000000000000002 - 4.336808689942018e-18im, 0.9999999999999992 + 1.0408340855860843e-17im, 1.000000000000008 + 1.0408340855860843e-17im, 1.0000000000000013 - 3.8163916471489756e-17im, 1.0000000000000033 + 3.469446951953614e-18im, 1.0000000000000002 - 7.806255641895632e-18im, 0.9999999999999997 - 1.3010426069826053e-18im, 1.0000000000000007 - 7.589415207398531e-18im, 1.0000000000000069 + 2.0816681711721685e-17im, 1.0000000000000013 + 1.8756697583999227e-17im, 0.9999999999999998 - 1.9081958235744878e-17im, 0.9999999999999974 - 1.5178830414797062e-18im, 1.0000000000000027 + 2.1467203015212988e-17im, 0.999999999999999 - 2.0816681711721685e-17im
1.1, 0.999999999999995 - 1.474514954580286e-17im, 0.9999999999999973 - 1.9081958235744878e-17im, 0.9999999999999981 - 1.734723475976807e-18im, 1.0000000000000044 + 1.3877787807814457e-17im, 0.999999999999996 + 6.938893903907228e-18im, 0.9999999999999918 + 5.204170427930421e-18im, 0.999999999999999 - 3.469446951953614e-18im, 0.9999999999999982 + 8.673617379884035e-18im, 1.0000000000000078 + 1.5612511283791264e-17im, 1.0000000000000007 - 4.163336342344337e-17im, 1.0000000000000036 + 1.0408340855860843e-17im, 1.0000000000000016 - 9.540979117872439e-18im, 1.0000000000000009 - 1.3010426069826053e-18im, 1.0000000000000009 - 7.047314121155779e-18im, 1.000000000000006 + 2.0816681711721685e-17im, 1.0000000000000022 + 1.848564704087785e-17im, 1.0000000000000002 - 1.5612511283791264e-17im, 0.999999999999998 - 1.3010426069826053e-18im, 1.0000000000000033 + 2.233456475320139e-17im, 0.9999999999999994 - 2.2551405187698492e-17im
1.2, 0.9999999999999954 - 1.3877787807814457e-17im, 0.9999999999999978 - 1.8214596497756474e-17im, 0.9999999999999973 - 1.734723475976807e-18im, 1.0000000000000056 + 0.0im, 0.999999999999995 + 6.938893903907228e-18im, 0.9999999999999929 + 4.7704895589362195e-18im, 0.9999999999999994 - 5.204170427930421e-18im, 0.999999999999997 + 1.0408340855860843e-17im, 1.0000000000000089 + 1.734723475976807e-17im, 0.9999999999999996 - 4.5102810375396984e-17im, 1.0000000000000027 + 5.204170427930421e-18im, 1.0000000000000027 - 5.637851296924623e-18im, 1.0000000000000002 - 1.1926223897340549e-18im, 0.9999999999999998 - 7.15573433840433e-18im, 1.0000000000000067 + 2.0816681711721685e-17im, 1.0000000000000018 + 1.8865117801247777e-17im, 0.9999999999999997 - 1.734723475976807e-17im, 0.9999999999999986 - 2.168404344971009e-19im, 1.0000000000000024 + 2.3852447794681098e-17im, 0.9999999999999987 - 2.2551405187698492e-17im
1.3, 0.9999999999999956 - 1.474514954580286e-17im, 0.9999999999999988 - 1.6479873021779667e-17im, 0.9999999999999987 - 1.734723475976807e-18im, 1.0000000000000049 + 3.469446951953614e-18im, 0.9999999999999952 + 1.0408340855860843e-17im, 0.9999999999999954 + 6.5052130349130266e-18im, 0.9999999999999982 - 3.469446951953614e-18im, 0.999999999999998 + 1.1275702593849246e-17im, 1.0000000000000089 + 1.9081958235744878e-17im, 0.9999999999999994 - 4.683753385137379e-17im, 1.0000000000000056 + 6.938893903907228e-18im, 1.000000000000002 - 6.938893903907228e-18im, 0.9999999999999978 - 1.4094628242311558e-18im, 0.9999999999999999 - 7.375962904690447e-18im, 1.0000000000000062 + 2.6020852139652106e-17im, 1.0000000000000018 + 1.9081958235744878e-17im, 1.0000000000000004 - 1.0408340855860843e-17im, 0.9999999999999972 - 2.168404344971009e-19im, 1.0000000000000029 + 2.5587171270657905e-17im, 0.9999999999999998 - 2.0816681711721685e-17im
1.4, 0.999999999999995 - 1.3877787807814457e-17im, 0.9999999999999999 - 1.6479873021779667e-17im, 1.0000000000000004 - 1.3010426069826053e-18im, 1.000000000000005 + 0.0im, 0.9999999999999958 + 3.469446951953614e-18im, 0.9999999999999977 + 5.637851296924623e-18im, 0.9999999999999994 - 2.6020852139652106e-18im, 0.999999999999998 + 1.214306433183765e-17im, 1.0000000000000064 + 1.5612511283791264e-17im, 1.0000000000000009 - 4.336808689942018e-17im, 1.0000000000000058 + 5.204170427930421e-18im, 1.0000000000000029 - 7.37257477290143e-18im, 0.9999999999999967 - 1.4094628242311558e-18im, 0.9999999999999996 - 7.37257477290143e-18im, 1.0000000000000062 + 3.642919299551295e-17im, 1.000000000000003 + 1.9081958235744878e-17im, 0.9999999999999997 - 1.214306433183765e-17im, 0.9999999999999983 - 2.168404344971009e-19im, 1.0000000000000038 + 2.47198095326695e-17im, 0.9999999999999994 - 2.42861286636753e-17im
1.5, 0.999999999999996 - 1.3010426069826053e-17im, 1.0000000000000027 - 1.734723475976807e-17im, 1.0000000000000013 - 2.6020852139652106e-18im, 1.0000000000000038 + 3.469446951953614e-18im, 0.9999999999999956 + 3.469446951953614e-18im, 0.9999999999999968 + 7.806255641895632e-18im, 0.9999999999999994 - 4.336808689942018e-19im, 0.9999999999999982 + 8.673617379884035e-18im, 1.0000000000000056 + 1.474514954580286e-17im, 1.000000000000001 - 4.5102810375396984e-17im, 1.000000000000006 + 3.469446951953614e-18im, 1.000000000000004 - 7.37257477290143e-18im, 0.999999999999994 - 1.734723475976807e-18im, 0.9999999999999986 - 7.318364664277155e-18im, 1.0000000000000069 + 3.642919299551295e-17im, 1.0000000000000036 + 1.9081958235744878e-17im, 1.000000000000001 - 3.469446951953614e-18im, 0.9999999999999976 + 0.0im, 1.0000000000000036 + 2.7321894746634712e-17im, 1.0000000000000022 - 2.3418766925686896e-17im
1.6, 0.9999999999999984 - 1.214306433183765e-17im, 1.0000000000000022 - 1.5612511283791264e-17im, 1.0000000000000016 - 1.734723475976807e-18im, 1.000000000000007 + 2.0816681711721685e-17im, 0.9999999999999946 + 5.204170427930421e-18im, 0.9999999999999956 + 6.938893903907228e-18im, 0.9999999999999994 + 1.3010426069826053e-18im, 0.9999999999999997 + 2.6020852139652106e-18im, 1.000000000000006 + 1.214306433183765e-17im, 1.0000000000000007 - 3.9898639947466563e-17im, 1.000000000000006 + 3.469446951953614e-18im, 1.0000000000000027 - 6.5052130349130266e-18im, 0.9999999999999909 - 1.8431436932253575e-18im, 0.9999999999999986 - 7.15573433840433e-18im, 1.0000000000000084 + 3.642919299551295e-17im, 1.0000000000000042 + 1.951563910473908e-17im, 1.0000000000000009 - 8.673617379884035e-18im, 0.9999999999999993 + 6.505213034913027e-19im, 1.0000000000000029 + 2.7755575615628914e-17im, 1.0000000000000013 - 2.2551405187698492e-17im
1.7, 1.0 - 1.1275702593849246e-17im, 1.0000000000000024 - 1.9949319973733282e-17im, 0.9999999999999999 - 3.0357660829594124e-18im, 1.0000000000000047 + 2.0816681711721685e-17im, 0.9999999999999932 + 1.3877787807814457e-17im, 0.9999999999999962 + 6.5052130349130266e-18im, 1.000000000000001 + 1.3010426069826053e-18im, 1.0 + 4.336808689942018e-18im, 1.0000000000000067 + 1.214306433183765e-17im, 1.0000000000000013 - 4.163336342344337e-17im, 1.0000000000000064 + 6.938893903907228e-18im, 1.0000000000000027 - 5.421010862427522e-18im, 0.9999999999999902 - 2.168404344971009e-18im, 0.9999999999999973 - 7.15573433840433e-18im, 1.0000000000000082 + 3.9898639947466563e-17im, 1.0000000000000038 + 2.0816681711721685e-17im, 1.0000000000000018 - 7.806255641895632e-18im, 0.9999999999999991 + 8.673617379884035e-19im, 1.0000000000000024 + 2.6454533008646308e-17im, 1.0000000000000027 - 2.5153490401663703e-17im
1.8, 1.0 - 1.214306433183765e-17im, 1.0000000000000042 - 1.9081958235744878e-17im, 0.9999999999999999 - 4.336808689942018e-18im, 1.0000000000000049 + 2.0816681711721685e-17im, 0.9999999999999938 + 2.0816681711721685e-17im, 0.9999999999999978 + 6.938893903907228e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999977 + 7.806255641895632e-18im, 1.0000000000000069 + 9.540979117872439e-18im, 1.0000000000000024 - 3.8163916471489756e-17im, 1.0000000000000069 + 1.0408340855860843e-17im, 1.0000000000000042 - 5.637851296924623e-18im, 0.9999999999999896 - 1.8431436932253575e-18im, 0.9999999999999968 - 7.37257477290143e-18im, 1.0000000000000069 + 3.469446951953614e-17im, 1.000000000000005 + 2.0816681711721685e-17im, 1.000000000000002 - 6.938893903907228e-18im, 0.9999999999999989 + 1.3010426069826053e-18im, 1.000000000000003 + 2.6454533008646308e-17im, 1.0000000000000027 - 2.3418766925686896e-17im
1.9, 1.0000000000000002 - 1.1275702593849246e-17im, 1.0000000000000033 - 2.0816681711721685e-17im, 1.0 - 5.637851296924623e-18im, 1.0000000000000038 + 2.42861286636753e-17im, 0.9999999999999937 + 2.6020852139652106e-17im, 0.9999999999999964 + 8.239936510889834e-18im, 1.0000000000000016 + 0.0im, 0.9999999999999977 + 4.336808689942018e-18im, 1.0000000000000082 + 7.806255641895632e-18im, 1.0000000000000009 - 3.2959746043559335e-17im, 1.0000000000000078 + 8.673617379884035e-18im, 1.0000000000000047 - 5.421010862427522e-18im, 0.9999999999999882 - 1.8431436932253575e-18im, 0.9999999999999964 - 6.7220534694101275e-18im, 1.0000000000000078 + 3.642919299551295e-17im, 1.0000000000000049 + 2.0816681711721685e-17im, 1.0000000000000044 - 7.806255641895632e-18im, 0.9999999999999966 + 1.734723475976807e-18im, 1.0000000000000047 + 2.5587171270657905e-17im, 1.000000000000003 - 2.2551405187698492e-17im
2.0, 1.0000000000000004 - 1.0842021724855044e-17im, 1.000000000000002 - 2.2551405187698492e-17im, 0.9999999999999999 - 5.204170427930421e-18im, 1.0000000000000018 + 2.2551405187698492e-17im, 0.9999999999999949 + 2.2551405187698492e-17im, 0.9999999999999952 + 7.37257477290143e-18im, 1.000000000000002 - 6.505213034913027e-19im, 0.9999999999999978 + 8.673617379884035e-19im, 1.0000000000000087 + 9.540979117872439e-18im, 1.0000000000000013 - 3.8163916471489756e-17im, 1.0000000000000082 + 1.734723475976807e-17im, 1.0000000000000036 - 5.7462715141731735e-18im, 0.999999999999989 - 1.734723475976807e-18im, 0.9999999999999981 - 7.15573433840433e-18im, 1.0000000000000082 + 3.903127820947816e-17im, 1.0000000000000044 + 1.9949319973733282e-17im, 1.0000000000000029 - 6.071532165918825e-18im, 0.9999999999999956 + 1.734723475976807e-18im, 1.0000000000000056 + 2.7321894746634712e-17im, 1.0000000000000044 - 2.3418766925686896e-17im
2.1, 1.0000000000000009 - 1.2576745200831851e-17im, 1.000000000000002 - 2.5153490401663703e-17im, 1.0000000000000002 - 6.5052130349130266e-18im, 1.0000000000000018 + 1.9081958235744878e-17im, 0.9999999999999954 + 1.734723475976807e-17im, 0.9999999999999948 + 8.239936510889834e-18im, 1.0000000000000009 - 2.168404344971009e-19im, 0.9999999999999969 - 1.734723475976807e-18im, 1.0000000000000087 + 1.1709383462843448e-17im, 1.000000000000001 - 3.469446951953614e-17im, 1.0000000000000102 + 1.5612511283791264e-17im, 1.000000000000004 - 5.095750210681871e-18im, 0.9999999999999896 - 1.5178830414797062e-18im, 0.9999999999999973 - 7.15573433840433e-18im, 1.0000000000000104 + 3.729655473350135e-17im, 1.000000000000004 + 1.9949319973733282e-17im, 1.0000000000000033 - 6.938893903907228e-18im, 0.9999999999999927 + 1.5178830414797062e-18im, 1.0000000000000067 + 2.8189256484623115e-17im, 1.0000000000000056 - 1.8214596497756474e-17im
2.2, 1.0000000000000004 - 1.214306433183765e-17im, 1.0000000000000018 - 2.5153490401663703e-17im, 1.0000000000000022 - 6.5052130349130266e-18im, 1.0000000000000007 + 1.5612511283791264e-17im, 0.9999999999999949 + 3.122502256758253e-17im, 0.9999999999999954 + 7.806255641895632e-18im, 0.9999999999999989 - 4.336808689942018e-19im, 0.9999999999999959 - 2.6020852139652106e-18im, 1.000000000000006 + 1.3010426069826053e-17im, 1.0000000000000007 - 3.8163916471489756e-17im, 1.0000000000000115 + 1.0408340855860843e-17im, 1.000000000000005 - 5.041540102057596e-18im, 0.9999999999999898 - 1.7889335846010823e-18im, 0.9999999999999987 - 6.7220534694101275e-18im, 1.0000000000000127 + 3.5561831257524545e-17im, 1.0000000000000036 + 1.9949319973733282e-17im, 1.0000000000000038 - 4.336808689942018e-18im, 0.9999999999999928 + 1.5178830414797062e-18im, 1.000000000000008 + 2.905661822261152e-17im, 1.0000000000000047 - 1.9081958235744878e-17im
2.3, 1.000000000000003 - 1.0842021724855044e-17im, 1.0000000000000033 - 2.42861286636753e-17im, 1.0000000000000004 - 8.239936510889834e-18im, 1.000000000000001 + 1.3877787807814457e-17im, 0.9999999999999962 + 3.5561831257524545e-17im, 0.9999999999999957 + 8.673617379884035e-18im, 0.9999999999999993 - 2.168404344971009e-19im, 0.9999999999999977 - 8.673617379884035e-19im, 1.000000000000007 + 1.2576745200831851e-17im, 1.0000000000000004 - 3.8163916471489756e-17im, 1.0000000000000113 + 1.214306433183765e-17im, 1.0000000000000027 - 4.9060148304969076e-18im, 0.9999999999999903 - 1.6805133673525319e-18im, 0.9999999999999969 - 7.37257477290143e-18im, 1.0000000000000127 + 3.382710778154774e-17im, 1.0000000000000038 + 1.9081958235744878e-17im, 1.0000000000000033 - 7.806255641895632e-18im, 0.9999999999999922 + 1.951563910473908e-18im, 1.0000000000000093 + 2.6454533008646308e-17im, 1.0000000000000053 - 2.168404344971009e-17im
2.4, 1.0000000000000058 - 1.0842021724855044e-17im, 1.0000000000000022 - 2.42861286636753e-17im, 0.9999999999999997 - 6.071532165918825e-18im, 1.0000000000000004 + 1.0408340855860843e-17im, 0.9999999999999986 + 3.382710778154774e-17im, 0.9999999999999939 + 7.806255641895632e-18im, 0.9999999999999992 + 0.0im, 0.9999999999999968 + 0.0im, 1.0000000000000073 + 1.1709383462843448e-17im, 1.0000000000000016 - 4.85722573273506e-17im, 1.000000000000011 + 8.673617379884035e-18im, 1.0000000000000047 - 4.929731753020028e-18im, 0.9999999999999915 - 1.5178830414797062e-18im, 0.9999999999999938 - 7.15573433840433e-18im, 1.000000000000013 + 3.209238430557093e-17im, 1.0000000000000042 + 1.6479873021779667e-17im, 1.0000000000000053 - 8.673617379884035e-18im, 0.9999999999999922 + 1.951563910473908e-18im, 1.0000000000000084 + 2.6454533008646308e-17im, 1.000000000000006 - 2.6020852139652106e-17im
2.5, 1.000000000000008 - 1.1709383462843448e-17im, 1.0000000000000016 - 2.5153490401663703e-17im, 0.999999999999998 - 6.5052130349130266e-18im, 1.0000000000000002 + 1.0408340855860843e-17im, 0.9999999999999997 + 3.5561831257524545e-17im, 0.9999999999999943 + 6.5052130349130266e-18im, 0.9999999999999987 + 4.336808689942018e-19im, 0.9999999999999948 + 0.0im, 1.000000000000006 + 1.3444106938820255e-17im, 1.0000000000000036 - 3.642919299551295e-17im, 1.0000000000000104 + 6.938893903907228e-18im, 1.0000000000000056 - 4.9060148304969076e-18im, 0.9999999999999918 - 1.5178830414797062e-18im, 0.9999999999999952 - 6.938893903907228e-18im, 1.0000000000000147 + 3.0357660829594124e-17im, 1.000000000000004 + 1.3010426069826053e-17im, 1.0000000000000049 - 8.673617379884035e-18im, 0.9999999999999908 + 2.3852447794681098e-18im, 1.0000000000000062 + 2.6237692574149207e-17im, 1.0000000000000053 - 2.7755575615628914e-17im
2.6, 1.0000000000000073 - 1.2576745200831851e-17im, 0.9999999999999986 - 2.2551405187698492e-17im, 0.9999999999999973 - 6.071532165918825e-18im, 0.9999999999999997 + 1.0408340855860843e-17im, 1.0000000000000009 + 3.382710778154774e-17im, 0.9999999999999934 + 7.37257477290143e-18im, 0.9999999999999988 + 1.734723475976807e-18im, 0.9999999999999938 + 0.0im, 1.0000000000000069 + 1.214306433183765e-17im, 1.0000000000000029 - 4.163336342344337e-17im, 1.0000000000000107 + 6.938893903907228e-18im, 1.0000000000000038 - 5.041540102057596e-18im, 0.9999999999999906 - 1.3552527156068805e-18im, 0.9999999999999947 - 8.239936510889834e-18im, 1.0000000000000149 + 3.0357660829594124e-17im, 1.000000000000004 + 1.3877787807814457e-17im, 1.000000000000005 - 8.673617379884035e-18im, 0.9999999999999885 + 6.505213034913027e-19im, 1.0000000000000053 + 2.6237692574149207e-17im, 1.0000000000000038 - 2.688821387764051e-17im
2.7, 1.000000000000007 - 1.1275702593849246e-17im, 0.9999999999999983 - 2.168404344971009e-17im, 0.9999999999999963 - 4.7704895589362195e-18im, 1.0000000000000007 + 8.673617379884035e-18im, 0.9999999999999992 + 3.209238430557093e-17im, 0.9999999999999939 + 6.938893903907228e-18im, 0.9999999999999996 + 2.168404344971009e-18im, 0.9999999999999936 + 8.673617379884035e-19im, 1.0000000000000062 + 1.1275702593849246e-17im, 1.0000000000000022 - 3.469446951953614e-17im, 1.0000000000000095 + 3.469446951953614e-18im, 1.0000000000000022 - 4.933119884809045e-18im, 0.9999999999999899 - 1.3010426069826053e-18im, 0.999999999999994 - 8.023096076392733e-18im, 1.0000000000000153 + 2.5153490401663703e-17im, 1.0000000000000044 + 1.214306433183765e-17im, 1.0000000000000044 - 8.673617379884035e-18im, 0.9999999999999877 + 0.0im, 1.0000000000000044 + 2.4069288229178198e-17im, 1.0000000000000027 - 2.5153490401663703e-17im
