flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
1.0, 0.9999999999999931 - 1.5959455978986625e-16im, 0.9999999999999957 - 1.3877787807814457e-17im, 0.9999999999999916 - 5.204170427930421e-18im, 0.9999999999999986 + 3.469446951953614e-18im, 1.000000000000001 - 1.5612511283791264e-17im, 1.0000000000000033 - 3.469446951953614e-18im, 0.9999999999999967 + 0.0im, 1.0000000000000082 - 3.469446951953614e-18im, 0.9999999999999983 - 1.1709383462843448e-17im, 0.9999999999999964 - 1.734723475976807e-17im, 1.000000000000002 + 7.806255641895632e-18im, 0.9999999999999992 + 1.3877787807814457e-17im, 1.0000000000000095 - 6.505213034913027e-19im, 1.0000000000000013 - 6.938893903907228e-17im, 0.9999999999999986 - 6.938893903907228e-18im, 1.0000000000000004 + 3.469446951953614e-18im, 0.9999999999999961 + 1.9081958235744878e-17im, 1.0000000000000022 + 2.949029909160572e-17im, 0.9999999999999996 - 4.7704895589362195e-18im, 1.0000000000000053 + 2.0599841277224584e-18im
1.1, 0.9999999999999927 - 1.6653345369377348e-16im, 0.9999999999999963 - 2.0816681711721685e-17im, 0.9999999999999897 - 4.336808689942018e-18im, 0.999999999999999 + 3.469446951953614e-18im, 1.0000000000000044 - 1.214306433183765e-17im, 1.0000000000000033 - 1.734723475976807e-18im, 0.9999999999999979 + 0.0im, 1.0000000000000104 + 0.0im, 0.9999999999999986 - 1.214306433183765e-17im, 0.9999999999999968 - 1.3877787807814457e-17im, 1.0000000000000027 + 7.535205098774256e-18im, 0.9999999999999988 + 1.5612511283791264e-17im, 1.00000000000001 - 6.505213034913027e-19im, 1.0000000000000007 - 5.551115123125783e-17im, 0.9999999999999979 - 6.938893903907228e-18im, 0.9999999999999998 + 5.204170427930421e-18im, 0.9999999999999961 + 1.734723475976807e-17im, 1.0000000000000022 + 2.688821387764051e-17im, 0.9999999999999991 - 3.469446951953614e-18im, 1.000000000000005 + 2.168404344971009e-18im
1.2, 0.9999999999999931 - 1.3183898417423734e-16im, 0.9999999999999954 - 2.7755575615628914e-17im, 0.9999999999999926 - 4.336808689942018e-18im, 0.9999999999999978 + 6.938893903907228e-18im, 1.0000000000000036 - 1.0408340855860843e-17im, 1.0000000000000049 - 3.469446951953614e-18im, 0.9999999999999979 - 1.0408340855860843e-17im, 1.000000000000012 + 6.938893903907228e-18im, 0.9999999999999967 - 9.540979117872439e-18im, 0.9999999999999976 - 1.734723475976807e-17im, 1.000000000000004 + 7.589415207398531e-18im, 0.9999999999999987 + 1.3010426069826053e-17im, 1.0000000000000073 - 5.421010862427522e-19im, 1.0000000000000018 - 4.163336342344337e-17im, 0.9999999999999984 - 3.469446951953614e-18im, 0.9999999999999992 + 3.469446951953614e-18im, 0.9999999999999971 + 1.5612511283791264e-17im, 1.0000000000000027 + 3.0357660829594124e-17im, 0.999999999999999 - 2.168404344971009e-18im, 1.0000000000000053 + 1.951563910473908e-18im
1.3, 0.9999999999999946 - 1.3183898417423734e-16im, 0.9999999999999952 - 6.938893903907228e-18im, 0.9999999999999915 - 6.938893903907228e-18im, 0.9999999999999972 + 3.469446951953614e-18im, 1.0000000000000036 - 1.0408340855860843e-17im, 1.000000000000004 + 0.0im, 0.9999999999999997 - 1.0408340855860843e-17im, 1.000000000000012 + 1.0408340855860843e-17im, 0.9999999999999966 - 1.0083080204115191e-17im, 0.9999999999999982 - 1.734723475976807e-17im, 1.0000000000000044 + 6.938893903907228e-18im, 0.9999999999999979 + 1.3877787807814457e-17im, 1.000000000000006 - 4.336808689942018e-19im, 1.000000000000002 - 4.163336342344337e-17im, 0.9999999999999991 - 3.469446951953614e-18im, 0.9999999999999979 + 5.204170427930421e-18im, 0.9999999999999976 + 1.5612511283791264e-17im, 1.0000000000000018 + 3.122502256758253e-17im, 1.000000000000001 - 1.3010426069826053e-18im, 1.000000000000005 + 1.7889335846010823e-18im
1.4, 0.9999999999999952 - 1.6653345369377348e-16im, 0.9999999999999936 + 0.0im, 0.9999999999999925 - 4.336808689942018e-18im, 0.9999999999999958 + 3.469446951953614e-18im, 1.0000000000000033 - 1.734723475976807e-18im, 1.0000000000000053 - 1.734723475976807e-18im, 1.000000000000001 - 1.734723475976807e-17im, 1.0000000000000082 + 6.938893903907228e-18im, 0.9999999999999968 - 1.0137290312739466e-17im, 0.9999999999999989 - 1.3877787807814457e-17im, 1.000000000000003 + 5.204170427930421e-18im, 0.9999999999999972 + 1.3010426069826053e-17im, 1.0000000000000047 - 3.2526065174565133e-19im, 1.0000000000000018 - 1.3877787807814457e-17im, 0.9999999999999986 - 6.938893903907228e-18im, 0.9999999999999981 + 1.734723475976807e-18im, 0.9999999999999979 + 1.8214596497756474e-17im, 1.0000000000000044 + 3.122502256758253e-17im, 1.0000000000000016 - 1.3010426069826053e-18im, 1.000000000000005 + 1.7618285302889447e-18im
1.5, 0.9999999999999966 - 1.5959455978986625e-16im, 0.9999999999999948 + 1.3877787807814457e-17im, 0.999999999999993 - 6.071532165918825e-18im, 0.9999999999999961 - 6.938893903907228e-18im, 0.9999999999999998 - 5.204170427930421e-18im, 1.000000000000004 - 1.734723475976807e-18im, 1.0000000000000013 - 1.3877787807814457e-17im, 1.0000000000000087 + 1.0408340855860843e-17im, 0.9999999999999962 - 1.0625181290357943e-17im, 0.9999999999999953 - 1.3877787807814457e-17im, 1.0000000000000027 + 5.204170427930421e-18im, 0.9999999999999973 + 1.2576745200831851e-17im, 1.0000000000000027 - 2.168404344971009e-19im, 1.0000000000000009 - 4.163336342344337e-17im, 0.999999999999999 - 6.938893903907228e-18im, 0.9999999999999993 + 8.673617379884035e-18im, 0.9999999999999956 + 1.8214596497756474e-17im, 1.0000000000000036 + 3.0791341698588326e-17im, 1.0000000000000004 - 4.336808689942018e-19im, 1.0000000000000033 + 1.6805133673525319e-18im
1.6, 0.9999999999999974 - 1.457167719820518e-16im, 0.9999999999999953 + 1.3877787807814457e-17im, 0.999999999999993 - 5.204170427930421e-18im, 0.9999999999999966 - 1.3877787807814457e-17im, 0.9999999999999984 - 6.938893903907228e-18im, 1.000000000000005 + 0.0im, 0.9999999999999994 - 1.0408340855860843e-17im, 1.0000000000000095 + 3.469446951953614e-18im, 0.9999999999999957 - 9.974659986866641e-18im, 0.9999999999999951 - 1.734723475976807e-17im, 1.000000000000004 + 5.204170427930421e-18im, 0.9999999999999961 + 1.2034644114589099e-17im, 1.000000000000003 + 4.336808689942018e-19im, 1.0000000000000007 - 5.551115123125783e-17im, 1.0 - 1.0408340855860843e-17im, 1.0000000000000007 + 1.0408340855860843e-17im, 0.9999999999999937 + 1.734723475976807e-17im, 1.000000000000005 + 3.0791341698588326e-17im, 1.0000000000000007 - 4.336808689942018e-19im, 1.0000000000000036 + 1.951563910473908e-18im
1.7, 0.9999999999999956 - 1.5265566588595902e-16im, 0.9999999999999951 + 3.469446951953614e-17im, 0.9999999999999933 - 3.469446951953614e-18im, 0.9999999999999944 - 6.938893903907228e-18im, 0.9999999999999982 - 8.673617379884035e-18im, 1.0000000000000033 - 3.469446951953614e-18im, 0.9999999999999989 - 1.3877787807814457e-17im, 1.0000000000000124 + 6.938893903907228e-18im, 0.9999999999999969 - 8.673617379884035e-18im, 0.9999999999999922 - 2.0816681711721685e-17im, 1.0000000000000078 + 8.673617379884035e-18im, 0.9999999999999954 + 1.1492543028346347e-17im, 1.0000000000000018 + 4.336808689942018e-19im, 1.0000000000000004 - 4.163336342344337e-17im, 0.9999999999999997 - 6.938893903907228e-18im, 1.0000000000000009 + 0.0im, 0.9999999999999944 + 1.734723475976807e-17im, 1.0000000000000062 + 3.209238430557093e-17im, 1.0000000000000018 - 4.336808689942018e-19im, 1.000000000000003 + 2.0599841277224584e-18im
1.8, 0.9999999999999963 - 1.3183898417423734e-16im, 0.9999999999999949 + 2.0816681711721685e-17im, 0.9999999999999946 - 6.938893903907228e-18im, 0.9999999999999941 + 6.938893903907228e-18im, 0.9999999999999971 - 8.673617379884035e-18im, 1.000000000000003 + 1.734723475976807e-18im, 1.0 - 1.0408340855860843e-17im, 1.0000000000000122 + 0.0im, 0.9999999999999977 - 8.673617379884035e-18im, 0.9999999999999911 - 2.0816681711721685e-17im, 1.0000000000000095 + 1.3877787807814457e-17im, 0.9999999999999957 + 1.1546753136970622e-17im, 0.9999999999999996 + 5.421010862427522e-19im, 1.0000000000000007 - 8.326672684688674e-17im, 0.999999999999999 - 1.0408340855860843e-17im, 1.0000000000000007 - 1.734723475976807e-18im, 0.9999999999999936 + 1.723881454251952e-17im, 1.0000000000000053 + 3.361026734705064e-17im, 0.9999999999999989 - 8.673617379884035e-19im, 0.9999999999999999 + 1.3010426069826053e-18im
1.9, 0.9999999999999952 - 1.734723475976807e-16im, 0.9999999999999948 - 6.938893903907228e-18im, 0.9999999999999963 - 4.336808689942018e-18im, 0.9999999999999932 + 3.469446951953614e-17im, 0.9999999999999949 - 1.5612511283791264e-17im, 1.000000000000002 - 1.734723475976807e-18im, 1.000000000000001 - 1.734723475976807e-17im, 1.000000000000013 - 1.0408340855860843e-17im, 0.9999999999999983 - 7.806255641895632e-18im, 0.9999999999999908 - 2.0816681711721685e-17im, 1.0000000000000093 + 1.734723475976807e-17im, 0.9999999999999947 + 1.1492543028346347e-17im, 0.9999999999999982 + 6.505213034913027e-19im, 0.9999999999999994 - 8.326672684688674e-17im, 0.9999999999999987 - 1.3877787807814457e-17im, 1.0000000000000013 - 6.938893903907228e-18im, 0.999999999999995 + 1.6832238727837456e-17im, 1.0000000000000053 + 3.3393426912553537e-17im, 1.0000000000000002 - 8.673617379884035e-19im, 0.9999999999999992 + 1.734723475976807e-18im
2.0, 0.9999999999999971 - 1.5959455978986625e-16im, 0.9999999999999942 + 2.0816681711721685e-17im, 0.9999999999999956 - 4.336808689942018e-18im, 0.999999999999993 + 5.551115123125783e-17im, 0.9999999999999952 - 1.3877787807814457e-17im, 1.0000000000000016 - 1.734723475976807e-18im, 0.9999999999999999 - 1.734723475976807e-17im, 1.0000000000000118 - 1.3877787807814457e-17im, 1.0 - 1.734723475976807e-18im, 0.9999999999999911 - 1.0408340855860843e-17im, 1.0000000000000089 + 1.3877787807814457e-17im, 0.9999999999999956 + 1.1600963245594897e-17im, 0.9999999999999972 + 8.673617379884035e-19im, 0.9999999999999991 - 8.326672684688674e-17im, 0.9999999999999989 - 1.0408340855860843e-17im, 1.0000000000000009 - 6.938893903907228e-18im, 0.999999999999994 + 1.691355389077387e-17im, 1.0000000000000056 + 3.361026734705064e-17im, 1.000000000000002 - 8.673617379884035e-19im, 0.9999999999999971 + 1.734723475976807e-18im
2.1, 0.9999999999999979 - 1.5265566588595902e-16im, 0.9999999999999918 + 1.3877787807814457e-17im, 0.9999999999999972 - 5.204170427930421e-18im, 0.9999999999999931 + 4.163336342344337e-17im, 0.9999999999999957 - 1.3877787807814457e-17im, 1.0000000000000022 - 6.938893903907228e-18im, 0.9999999999999986 - 3.122502256758253e-17im, 1.0000000000000118 - 1.734723475976807e-17im, 1.0000000000000002 - 1.734723475976807e-18im, 0.9999999999999898 - 6.938893903907228e-18im, 1.0000000000000124 + 1.3877787807814457e-17im, 0.9999999999999969 + 1.1709383462843448e-17im, 0.9999999999999974 + 5.421010862427522e-19im, 0.9999999999999991 - 1.249000902703301e-16im, 0.9999999999999952 + 0.0im, 1.0000000000000007 - 3.469446951953614e-18im, 0.9999999999999966 + 1.6696713456276768e-17im, 1.0000000000000056 + 3.3176586478056436e-17im, 1.000000000000002 + 2.6020852139652106e-18im, 0.9999999999999963 + 1.5178830414797062e-18im
2.2, 0.9999999999999958 - 1.249000902703301e-16im, 0.9999999999999926 + 2.0816681711721685e-17im, 0.9999999999999974 - 4.336808689942018e-18im, 0.9999999999999943 + 4.85722573273506e-17im, 0.999999999999995 - 1.5612511283791264e-17im, 1.000000000000002 - 5.204170427930421e-18im, 1.0000000000000013 - 2.0816681711721685e-17im, 1.0000000000000135 - 2.7755575615628914e-17im, 1.0000000000000016 - 3.469446951953614e-18im, 0.9999999999999899 - 3.469446951953614e-18im, 1.0000000000000124 + 8.673617379884035e-18im, 0.9999999999999962 + 1.1384122811097797e-17im, 0.9999999999999962 + 9.75781955236954e-19im, 0.9999999999999997 - 1.6653345369377348e-16im, 0.999999999999995 - 3.469446951953614e-18im, 1.000000000000001 - 5.204170427930421e-18im, 0.9999999999999958 + 1.5612511283791264e-17im, 1.0000000000000064 + 3.3176586478056436e-17im, 1.0000000000000047 + 3.469446951953614e-18im, 0.9999999999999943 + 2.3852447794681098e-18im
2.3, 0.9999999999999959 - 1.1796119636642288e-16im, 0.9999999999999927 + 4.163336342344337e-17im, 0.9999999999999957 - 3.469446951953614e-18im, 0.9999999999999944 + 4.163336342344337e-17im, 0.9999999999999954 - 1.0408340855860843e-17im, 1.0000000000000024 - 3.469446951953614e-18im, 1.000000000000005 - 3.8163916471489756e-17im, 1.000000000000014 - 3.469446951953614e-17im, 1.0000000000000018 - 8.673617379884035e-19im, 0.9999999999999886 - 2.0816681711721685e-17im, 1.0000000000000122 + 8.673617379884035e-18im, 0.9999999999999978 + 1.1600963245594897e-17im, 0.9999999999999937 + 9.75781955236954e-19im, 1.000000000000001 - 1.3877787807814457e-16im, 0.9999999999999954 - 3.469446951953614e-18im, 0.9999999999999997 + 1.734723475976807e-18im, 0.9999999999999973 + 1.5612511283791264e-17im, 1.0000000000000067 + 3.3393426912553537e-17im, 1.0000000000000053 + 1.734723475976807e-18im, 0.9999999999999949 + 2.168404344971009e-18im
2.4, 0.9999999999999972 - 1.3183898417423734e-16im, 0.9999999999999908 + 3.469446951953614e-17im, 0.9999999999999971 - 3.903127820947816e-18im, 0.9999999999999953 + 4.85722573273506e-17im, 0.9999999999999942 - 1.5612511283791264e-17im, 1.0000000000000013 - 6.938893903907228e-18im, 1.000000000000006 - 4.163336342344337e-17im, 1.0000000000000129 - 3.122502256758253e-17im, 1.0000000000000018 - 2.6020852139652106e-18im, 0.9999999999999891 - 3.122502256758253e-17im, 1.0000000000000118 + 8.673617379884035e-18im, 0.9999999999999964 + 1.1275702593849246e-17im, 0.9999999999999944 + 5.421010862427522e-19im, 1.0000000000000029 - 9.71445146547012e-17im, 0.9999999999999942 + 3.469446951953614e-18im, 1.0000000000000009 + 3.469446951953614e-18im, 0.9999999999999997 + 1.6479873021779667e-17im, 1.0000000000000062 + 3.393552799879629e-17im, 1.0000000000000064 + 1.734723475976807e-18im, 0.9999999999999948 + 1.734723475976807e-18im
2.5, 0.9999999999999956 - 1.3183898417423734e-16im, 0.9999999999999911 + 2.0816681711721685e-17im, 0.9999999999999967 - 1.734723475976807e-18im, 0.9999999999999938 + 6.938893903907228e-17im, 0.9999999999999939 - 1.9081958235744878e-17im, 1.0000000000000007 - 6.938893903907228e-18im, 1.0000000000000067 - 4.5102810375396984e-17im, 1.0000000000000142 - 3.469446951953614e-17im, 0.9999999999999997 - 4.336808689942018e-18im, 0.9999999999999908 - 3.122502256758253e-17im, 1.0000000000000102 + 1.3877787807814457e-17im, 0.999999999999997 + 1.1492543028346347e-17im, 0.9999999999999941 + 3.2526065174565133e-19im, 1.000000000000002 - 6.938893903907228e-17im, 0.9999999999999932 + 0.0im, 1.0000000000000004 + 1.3877787807814457e-17im, 0.9999999999999996 + 1.9081958235744878e-17im, 1.0000000000000067 + 3.4531839193663316e-17im, 1.0000000000000073 + 8.673617379884035e-19im, 0.9999999999999938 + 2.168404344971009e-18im
2.6, 0.9999999999999947 - 1.1796119636642288e-16im, 0.9999999999999925 + 3.469446951953614e-17im, 0.9999999999999947 - 3.0357660829594124e-18im, 0.999999999999993 + 6.938893903907228e-17im, 0.9999999999999929 - 1.9081958235744878e-17im, 1.0000000000000033 - 6.938893903907228e-18im, 1.0000000000000078 - 3.469446951953614e-17im, 1.000000000000014 - 3.469446951953614e-17im, 0.9999999999999997 - 6.938893903907228e-18im, 0.9999999999999913 - 2.42861286636753e-17im, 1.00000000000001 + 1.734723475976807e-17im, 0.9999999999999967 + 1.1763593571467723e-17im, 0.9999999999999933 + 3.2526065174565133e-19im, 1.000000000000004 - 5.551115123125783e-17im, 0.9999999999999921 + 3.469446951953614e-18im, 0.999999999999999 + 1.734723475976807e-17im, 1.0000000000000029 + 1.8214596497756474e-17im, 1.0000000000000075 + 3.4640259410911867e-17im, 1.000000000000007 + 8.673617379884035e-19im, 0.9999999999999942 + 1.0842021724855044e-18im
2.7, 0.9999999999999931 - 1.3877787807814457e-16im, 0.9999999999999918 + 6.245004513516506e-17im, 0.9999999999999964 - 1.734723475976807e-18im, 0.999999999999991 + 6.938893903907228e-17im, 0.9999999999999946 - 1.3877787807814457e-17im, 1.0000000000000022 - 6.938893903907228e-18im, 1.0000000000000098 - 4.85722573273506e-17im, 1.0000000000000162 - 3.8163916471489756e-17im, 1.0000000000000002 + 0.0im, 0.9999999999999906 - 2.0816681711721685e-17im, 1.0000000000000089 + 6.938893903907228e-18im, 0.9999999999999974 + 1.2007539060276962e-17im, 0.9999999999999927 + 3.2526065174565133e-19im, 1.0000000000000038 - 3.469446951953614e-17im, 0.9999999999999927 + 2.0816681711721685e-17im, 0.9999999999999993 + 1.5612511283791264e-17im, 1.0000000000000024 + 1.9949319973733282e-17im, 1.000000000000006 + 3.469446951953614e-17im, 1.0000000000000064 + 3.469446951953614e-18im, 0.9999999999999932 + 1.5178830414797062e-18im
