flowtime, d1, d2, d3
0.0, 0.9999999999999999 + 8.673617379884035e-19im, 1.0000000000000002 + 8.673617379884035e-19im, 1.0000000000000002 - 1.734723475976807e-18im
0.1, 1.0000000000000024 + 8.673617379884035e-19im, 1.0000000000000013 + 4.336808689942018e-19im, 0.999999999999999 - 6.938893903907228e-18im
0.2, 1.0000000000000016 - 8.673617379884035e-19im, 1.0000000000000009 + 4.336808689942018e-19im, 1.0 - 1.734723475976807e-18im
0.3, 1.0000000000000029 - 8.673617379884035e-19im, 0.9999999999999991 + 8.673617379884035e-19im, 1.0000000000000002 - 1.214306433183765e-17im
0.4, 1.0000000000000036 - 4.336808689942018e-19im, 0.9999999999999973 + 1.734723475976807e-18im, 0.9999999999999991 - 1.214306433183765e-17im
0.5, 1.0000000000000049 + 0.0im, 0.9999999999999983 + 1.734723475976807e-18im, 1.0000000000000013 - 1.1275702593849246e-17im
0.6, 1.0000000000000029 + 1.3010426069826053e-18im, 0.9999999999999999 + 1.5178830414797062e-18im, 1.0000000000000047 - 1.214306433183765e-17im
0.7, 1.0000000000000038 + 1.5178830414797062e-18im, 1.0000000000000009 + 1.3010426069826053e-18im, 1.0000000000000047 - 1.3877787807814457e-17im
0.8, 1.0000000000000024 + 2.168404344971009e-18im, 1.000000000000002 + 8.673617379884035e-19im, 1.0000000000000075 - 1.6479873021779667e-17im
0.9, 0.9999999999999997 + 2.8189256484623115e-18im, 1.0000000000000009 + 4.336808689942018e-19im, 1.0000000000000087 - 1.7780915628762273e-17im
1.0, 1.0000000000000004 + 2.439454888092385e-18im, 1.000000000000001 + 4.336808689942018e-19im, 1.000000000000011 - 1.9081958235744878e-17im
1.1, 1.0000000000000024 + 2.6020852139652106e-18im, 1.0000000000000002 + 1.6263032587282567e-18im, 1.0000000000000113 - 1.7780915628762273e-17im
1.2, 1.0000000000000018 + 2.7647155398380363e-18im, 0.9999999999999987 + 1.4094628242311558e-18im, 1.000000000000013 - 1.6479873021779667e-17im
1.3, 0.9999999999999999 + 2.6834003769016235e-18im, 0.9999999999999996 + 1.5178830414797062e-18im, 1.0000000000000129 - 1.6263032587282567e-17im
1.4, 0.9999999999999989 + 2.710505431213761e-18im, 0.9999999999999982 + 1.4094628242311558e-18im, 1.0000000000000142 - 1.6696713456276768e-17im
1.5, 1.0 + 2.72405795836983e-18im, 0.9999999999999972 + 1.3010426069826053e-18im, 1.0000000000000144 - 1.723881454251952e-17im
1.6, 0.9999999999999982 + 2.7138935630027783e-18im, 0.9999999999999982 + 1.3010426069826053e-18im, 1.000000000000016 - 1.6479873021779667e-17im
1.7, 0.999999999999998 + 2.7037291676357267e-18im, 0.9999999999999961 + 1.0299920638612292e-18im, 1.0000000000000153 - 1.6534083130403943e-17im
1.8, 0.9999999999999992 + 2.6969529040576923e-18im, 0.9999999999999959 + 8.673617379884035e-19im, 1.000000000000014 - 1.6506978076091805e-17im
1.9, 1.0000000000000009 + 2.690176640479658e-18im, 0.9999999999999954 + 1.1384122811097797e-18im, 1.0000000000000124 - 1.6534083130403943e-17im
