flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
0.0, 1.0 + 0.0im, 1.0 - 1.0842021724855044e-19im, 1.0 + 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 1.0000000000000004 + 0.0im, 0.9999999999999998 + 0.0im, 0.9999999999999997 + 0.0im, 1.0 + 1.3877787807814457e-17im, 1.0 + 0.0im, 1.0000000000000002 - 4.336808689942018e-19im, 1.0 - 1.3877787807814457e-17im, 0.9999999999999998 - 6.938893903907228e-18im, 1.0000000000000002 + 0.0im, 1.0 - 6.938893903907228e-18im, 0.9999999999999999 + 1.3877787807814457e-17im, 1.0000000000000002 - 6.938893903907228e-18im, 0.9999999999999999 - 6.938893903907228e-18im, 0.9999999999999998 + 0.0im, 1.0000000000000002 + 0.0im, 1.0000000000000002 - 1.734723475976807e-18im
0.1, 0.9999999999999993 + 0.0im, 1.0000000000000009 - 1.734723475976807e-18im, 0.999999999999998 + 0.0im, 0.9999999999999981 - 5.204170427930421e-18im, 0.9999999999999996 - 8.673617379884035e-18im, 0.9999999999999994 - 1.734723475976807e-18im, 1.0000000000000004 + 8.673617379884035e-19im, 0.9999999999999994 + 0.0im, 1.0000000000000016 + 8.673617379884035e-18im, 1.0 - 4.336808689942018e-19im, 1.0000000000000002 + 1.3877787807814457e-17im, 1.0000000000000027 - 1.3877787807814457e-17im, 0.9999999999999996 + 6.938893903907228e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999996 + 1.3877787807814457e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0000000000000004 - 6.938893903907228e-18im, 1.0000000000000009 - 1.734723475976807e-18im, 1.0000000000000018 - 2.0816681711721685e-17im, 1.0000000000000009 + 5.204170427930421e-18im
0.2, 0.9999999999999996 + 1.734723475976807e-18im, 1.0000000000000027 + 8.673617379884035e-19im, 0.9999999999999979 + 0.0im, 1.0000000000000018 - 6.5052130349130266e-18im, 1.0000000000000009 - 2.6020852139652106e-18im, 1.0000000000000007 - 8.673617379884035e-19im, 1.0000000000000016 - 1.734723475976807e-18im, 0.9999999999999993 + 2.7755575615628914e-17im, 1.000000000000001 + 1.0842021724855044e-17im, 1.000000000000002 + 2.168404344971009e-19im, 0.9999999999999983 + 2.7755575615628914e-17im, 1.0000000000000009 - 4.163336342344337e-17im, 0.9999999999999999 + 1.734723475976807e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0000000000000022 + 4.163336342344337e-17im, 1.0000000000000013 - 5.204170427930421e-18im, 1.0000000000000022 - 3.469446951953614e-18im, 1.0000000000000007 - 3.469446951953614e-18im, 1.0000000000000018 - 2.0816681711721685e-17im, 1.0 + 8.673617379884035e-18im
0.3, 0.9999999999999981 + 6.938893903907228e-18im, 1.000000000000004 + 0.0im, 0.999999999999997 - 1.3877787807814457e-17im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0000000000000004 - 1.5178830414797062e-18im, 0.9999999999999991 - 8.673617379884035e-19im, 1.000000000000002 - 3.469446951953614e-18im, 0.9999999999999984 + 2.0816681711721685e-17im, 1.000000000000003 + 9.540979117872439e-18im, 1.0000000000000007 - 4.336808689942018e-19im, 0.999999999999998 + 4.163336342344337e-17im, 1.000000000000001 - 6.938893903907228e-18im, 1.0000000000000004 + 1.214306433183765e-17im, 1.0000000000000016 + 3.469446951953614e-18im, 1.0000000000000027 + 5.551115123125783e-17im, 0.9999999999999989 - 6.938893903907228e-18im, 1.0000000000000013 - 2.6020852139652106e-18im, 0.9999999999999993 - 1.734723475976807e-18im, 1.0000000000000027 - 2.2551405187698492e-17im, 1.0000000000000004 + 8.673617379884035e-18im
0.4, 0.999999999999996 + 8.673617379884035e-18im, 1.0000000000000049 - 1.734723475976807e-18im, 0.9999999999999971 + 0.0im, 0.9999999999999991 - 7.806255641895632e-18im, 1.000000000000003 - 1.8973538018496328e-18im, 0.9999999999999981 + 2.168404344971009e-19im, 1.0000000000000022 - 4.7704895589362195e-18im, 0.999999999999996 + 3.469446951953614e-17im, 1.000000000000005 + 4.336808689942018e-18im, 1.0000000000000004 - 5.21772295508649e-19im, 0.9999999999999983 + 4.163336342344337e-17im, 1.0000000000000022 + 0.0im, 1.0000000000000029 + 1.0408340855860843e-17im, 1.0000000000000018 + 0.0im, 1.0000000000000027 + 6.938893903907228e-17im, 0.9999999999999988 - 6.5052130349130266e-18im, 0.9999999999999998 - 4.7704895589362195e-18im, 0.9999999999999993 - 8.673617379884035e-19im, 1.0000000000000018 - 1.8214596497756474e-17im, 1.0000000000000009 + 7.806255641895632e-18im
0.5, 0.9999999999999968 + 3.469446951953614e-18im, 1.0000000000000064 - 5.204170427930421e-18im, 0.9999999999999972 + 0.0im, 0.9999999999999988 - 9.540979117872439e-18im, 1.0000000000000027 - 1.951563910473908e-18im, 0.9999999999999967 + 0.0im, 1.0000000000000029 - 3.469446951953614e-18im, 0.9999999999999953 + 4.163336342344337e-17im, 1.0000000000000036 + 6.938893903907228e-18im, 1.0000000000000013 - 5.421010862427522e-19im, 0.9999999999999994 + 4.85722573273506e-17im, 1.0000000000000018 + 6.938893903907228e-18im, 1.0000000000000018 + 1.214306433183765e-17im, 1.000000000000004 + 0.0im, 1.0000000000000007 + 6.938893903907228e-17im, 0.9999999999999983 - 6.071532165918825e-18im, 0.9999999999999983 - 4.9873299934333204e-18im, 0.9999999999999984 + 2.168404344971009e-19im, 1.0000000000000016 - 1.9081958235744878e-17im, 1.0000000000000002 + 8.890457814381136e-18im
0.6, 0.9999999999999968 + 5.204170427930421e-18im, 1.0000000000000056 - 1.734723475976807e-18im, 0.9999999999999977 - 1.3877787807814457e-17im, 1.0000000000000007 - 6.938893903907228e-18im, 1.0000000000000013 - 1.734723475976807e-18im, 0.9999999999999948 + 2.168404344971009e-19im, 1.000000000000003 - 2.168404344971009e-18im, 0.9999999999999916 + 3.469446951953614e-17im, 1.000000000000003 + 1.5612511283791264e-17im, 0.9999999999999991 - 6.505213034913027e-19im, 0.9999999999999993 + 3.8163916471489756e-17im, 1.0000000000000009 + 1.0408340855860843e-17im, 1.0000000000000018 + 6.938893903907228e-18im, 1.0000000000000027 - 1.3877787807814457e-17im, 1.0000000000000018 + 5.898059818321144e-17im, 0.9999999999999971 - 3.469446951953614e-18im, 0.9999999999999986 - 4.607859233063394e-18im, 0.9999999999999986 + 8.673617379884035e-19im, 1.0000000000000033 - 1.9081958235744878e-17im, 1.0000000000000016 + 9.107298248878237e-18im
0.7, 0.9999999999999962 + 3.469446951953614e-18im, 1.000000000000003 - 5.204170427930421e-18im, 0.9999999999999977 - 3.469446951953614e-17im, 1.0000000000000018 - 1.3877787807814457e-17im, 1.0000000000000024 - 1.734723475976807e-18im, 0.9999999999999941 - 2.168404344971009e-19im, 1.000000000000005 - 2.6020852139652106e-18im, 0.9999999999999915 + 3.642919299551295e-17im, 1.0000000000000027 + 1.3877787807814457e-17im, 0.9999999999999984 - 6.505213034913027e-19im, 1.0 + 4.163336342344337e-17im, 0.9999999999999994 + 6.938893903907228e-18im, 1.0000000000000022 + 6.938893903907228e-18im, 1.0000000000000016 + 0.0im, 1.0000000000000024 + 5.204170427930421e-17im, 0.9999999999999974 - 3.469446951953614e-18im, 0.9999999999999976 - 4.797594613248357e-18im, 0.9999999999999991 + 1.0842021724855044e-19im, 1.0000000000000018 - 1.951563910473908e-17im, 1.0000000000000013 + 9.324138683375338e-18im
0.8, 0.9999999999999952 + 0.0im, 1.0000000000000029 + 0.0im, 0.9999999999999972 - 4.85722573273506e-17im, 1.0000000000000029 - 1.0408340855860843e-17im, 1.0000000000000038 - 2.6020852139652106e-18im, 0.9999999999999942 - 5.421010862427522e-19im, 1.0000000000000044 - 3.0357660829594124e-18im, 0.999999999999993 + 3.469446951953614e-17im, 1.0000000000000024 + 1.5612511283791264e-17im, 1.0000000000000002 - 4.336808689942018e-19im, 1.0 + 3.8163916471489756e-17im, 0.9999999999999986 + 0.0im, 1.000000000000002 + 5.204170427930421e-18im, 1.0000000000000029 - 1.734723475976807e-18im, 1.0000000000000033 + 4.85722573273506e-17im, 0.999999999999996 - 3.469446951953614e-18im, 0.9999999999999957 - 4.946672411965114e-18im, 0.9999999999999978 - 1.0842021724855044e-19im, 1.0000000000000004 - 1.9881557337952938e-17im, 1.0000000000000033 + 9.920449878242366e-18im
0.9, 0.9999999999999947 + 0.0im, 1.0000000000000018 + 1.734723475976807e-18im, 1.0000000000000002 - 4.163336342344337e-17im, 1.000000000000004 - 8.673617379884035e-18im, 1.000000000000005 - 1.3010426069826053e-18im, 0.9999999999999941 - 6.505213034913027e-19im, 1.0000000000000036 - 2.3852447794681098e-18im, 0.9999999999999932 + 3.469446951953614e-17im, 1.0000000000000038 + 1.5612511283791264e-17im, 0.9999999999999996 - 1.951563910473908e-18im, 0.9999999999999984 + 4.5102810375396984e-17im, 0.9999999999999978 - 2.0816681711721685e-17im, 1.000000000000002 + 8.673617379884035e-18im, 1.0000000000000036 - 5.204170427930421e-18im, 1.0000000000000049 + 5.898059818321144e-17im, 0.9999999999999964 - 2.6020852139652106e-18im, 0.9999999999999953 - 5.502326025363935e-18im, 0.9999999999999998 - 3.2526065174565133e-19im, 1.0000000000000024 - 2.0599841277224584e-17im, 1.000000000000004 + 9.879792296774159e-18im
