flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
0.0, 1.0 + 0.0im, 1.0 - 3.469446951953614e-18im, 1.0000000000000002 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0 + 0.0im, 1.0000000000000002 - 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 0.9999999999999999 + 8.673617379884035e-19im, 0.9999999999999999 + 0.0im, 1.0000000000000002 - 1.3877787807814457e-17im, 0.9999999999999996 + 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 1.0 + 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 6.938893903907228e-18im
0.1, 0.9999999999999988 + 3.469446951953614e-18im, 1.0000000000000029 - 3.469446951953614e-18im, 0.9999999999999988 - 1.3877787807814457e-17im, 1.0000000000000002 - 8.673617379884035e-19im, 0.9999999999999988 + 5.204170427930421e-18im, 0.9999999999999994 - 6.938893903907228e-18im, 1.0000000000000027 - 4.336808689942018e-18im, 0.9999999999999989 - 4.163336342344337e-17im, 1.0000000000000007 + 0.0im, 0.9999999999999979 + 0.0im, 0.9999999999999994 + 2.7755575615628914e-17im, 0.9999999999999994 - 1.3877787807814457e-17im, 1.0000000000000002 - 1.3877787807814457e-17im, 0.9999999999999992 - 2.7755575615628914e-17im, 1.0000000000000018 + 0.0im, 1.0000000000000004 + 0.0im, 0.9999999999999966 + 0.0im, 1.0000000000000016 + 0.0im, 0.9999999999999999 - 5.421010862427522e-19im, 0.9999999999999979 - 1.0408340855860843e-17im
0.2, 0.9999999999999998 + 5.204170427930421e-18im, 1.0000000000000018 + 2.6020852139652106e-18im, 0.9999999999999987 - 6.938893903907228e-18im, 1.0000000000000004 + 0.0im, 0.9999999999999979 + 8.239936510889834e-18im, 0.9999999999999993 - 1.0408340855860843e-17im, 1.0000000000000053 - 4.336808689942018e-18im, 0.9999999999999974 - 3.469446951953614e-17im, 1.0000000000000029 - 2.7755575615628914e-17im, 0.999999999999999 + 8.673617379884035e-19im, 1.0000000000000013 + 7.632783294297951e-17im, 0.9999999999999997 - 2.7755575615628914e-17im, 0.9999999999999987 + 0.0im, 0.9999999999999988 - 4.163336342344337e-17im, 1.0000000000000016 - 1.734723475976807e-17im, 0.999999999999999 + 0.0im, 0.9999999999999969 + 0.0im, 1.0000000000000022 + 6.938893903907228e-18im, 1.0000000000000009 - 3.2526065174565133e-19im, 0.9999999999999964 - 3.469446951953614e-18im
0.3, 1.0000000000000009 + 5.204170427930421e-18im, 1.0000000000000024 + 3.0357660829594124e-18im, 0.999999999999998 - 1.734723475976807e-17im, 1.0000000000000022 + 3.469446951953614e-18im, 0.9999999999999991 + 6.938893903907228e-18im, 0.9999999999999996 - 2.0816681711721685e-17im, 1.0000000000000056 - 3.469446951953614e-18im, 0.999999999999999 - 4.163336342344337e-17im, 1.0000000000000042 - 6.938893903907228e-17im, 0.9999999999999993 - 8.673617379884035e-19im, 1.0000000000000009 + 6.245004513516506e-17im, 1.0000000000000004 - 1.3877787807814457e-17im, 0.9999999999999977 - 2.7755575615628914e-17im, 0.9999999999999996 - 2.0816681711721685e-17im, 1.0000000000000016 - 2.7755575615628914e-17im, 0.9999999999999976 - 6.938893903907228e-18im, 0.9999999999999957 - 6.938893903907228e-18im, 1.0000000000000042 + 1.0408340855860843e-17im, 1.0000000000000013 - 4.336808689942018e-19im, 0.9999999999999962 - 3.469446951953614e-18im
0.4, 1.0000000000000013 - 1.734723475976807e-18im, 1.000000000000005 + 2.6020852139652106e-18im, 0.9999999999999972 - 1.5612511283791264e-17im, 1.0000000000000042 + 7.806255641895632e-18im, 0.9999999999999972 + 7.26415455565288e-18im, 1.0000000000000007 - 3.122502256758253e-17im, 1.000000000000006 - 1.3877787807814457e-17im, 0.9999999999999999 - 3.122502256758253e-17im, 1.000000000000003 - 8.326672684688674e-17im, 0.999999999999998 - 1.3010426069826053e-18im, 1.0000000000000007 + 6.591949208711867e-17im, 0.9999999999999968 - 2.42861286636753e-17im, 0.9999999999999969 + 1.3877787807814457e-17im, 0.9999999999999991 - 1.734723475976807e-17im, 1.0000000000000024 - 2.0816681711721685e-17im, 0.999999999999995 + 1.0408340855860843e-17im, 0.999999999999995 - 6.938893903907228e-18im, 1.0000000000000036 + 1.3877787807814457e-17im, 1.0000000000000009 - 7.047314121155779e-19im, 0.9999999999999968 + 3.469446951953614e-18im
0.5, 0.9999999999999986 + 0.0im, 1.0000000000000062 + 2.439454888092385e-18im, 0.9999999999999946 - 1.9081958235744878e-17im, 1.0000000000000038 + 5.204170427930421e-18im, 0.999999999999999 + 8.239936510889834e-18im, 1.0000000000000024 - 2.2551405187698492e-17im, 1.0000000000000053 - 6.938893903907228e-18im, 1.0 - 3.122502256758253e-17im, 1.0000000000000004 - 1.5265566588595902e-16im, 0.999999999999997 - 1.0842021724855044e-18im, 0.9999999999999988 + 7.28583859910259e-17im, 0.9999999999999966 - 1.734723475976807e-17im, 0.9999999999999947 + 2.7755575615628914e-17im, 0.9999999999999988 - 1.3877787807814457e-17im, 1.0000000000000029 - 1.3877787807814457e-17im, 0.9999999999999951 + 1.734723475976807e-18im, 0.9999999999999964 + 0.0im, 1.0000000000000029 + 6.938893903907228e-18im, 0.9999999999999999 - 7.589415207398531e-19im, 0.9999999999999956 - 3.469446951953614e-18im
0.6, 0.9999999999999973 + 3.469446951953614e-18im, 1.0000000000000075 + 2.927345865710862e-18im, 0.9999999999999968 - 2.2551405187698492e-17im, 1.000000000000001 + 5.637851296924623e-18im, 0.9999999999999981 + 7.37257477290143e-18im, 1.0000000000000022 - 2.0816681711721685e-17im, 1.0000000000000044 - 3.469446951953614e-18im, 1.0000000000000007 - 3.469446951953614e-17im, 1.0000000000000007 - 9.71445146547012e-17im, 0.9999999999999993 - 1.3010426069826053e-18im, 0.9999999999999971 + 7.28583859910259e-17im, 0.9999999999999948 - 2.7755575615628914e-17im, 0.999999999999997 + 2.7755575615628914e-17im, 0.9999999999999959 - 1.3877787807814457e-17im, 1.0000000000000013 - 2.0816681711721685e-17im, 0.9999999999999949 + 5.204170427930421e-18im, 0.9999999999999974 - 6.938893903907228e-18im, 1.000000000000002 - 3.469446951953614e-18im, 0.9999999999999984 - 8.131516293641283e-19im, 0.9999999999999974 - 1.0408340855860843e-17im
0.7, 0.9999999999999979 + 1.734723475976807e-18im, 1.000000000000007 + 2.6020852139652106e-18im, 0.9999999999999973 - 2.2551405187698492e-17im, 1.0000000000000004 + 5.637851296924623e-18im, 0.9999999999999983 + 6.071532165918825e-18im, 1.0000000000000007 - 2.2551405187698492e-17im, 1.0000000000000056 + 3.469446951953614e-18im, 1.0000000000000007 - 5.551115123125783e-17im, 1.0000000000000004 - 8.326672684688674e-17im, 1.0000000000000007 - 1.951563910473908e-18im, 0.9999999999999962 + 7.632783294297951e-17im, 0.9999999999999946 - 3.469446951953614e-17im, 0.9999999999999962 + 2.7755575615628914e-17im, 0.9999999999999957 - 1.3010426069826053e-17im, 1.000000000000002 - 2.2551405187698492e-17im, 0.999999999999995 + 8.239936510889834e-18im, 0.9999999999999981 - 2.0816681711721685e-17im, 1.0000000000000007 - 5.204170427930421e-18im, 0.9999999999999984 - 7.860465750519907e-19im, 0.9999999999999982 - 1.734723475976807e-18im
0.8, 0.9999999999999978 - 1.734723475976807e-18im, 1.0000000000000073 + 8.673617379884035e-19im, 0.9999999999999962 - 2.168404344971009e-17im, 1.0 + 6.5052130349130266e-18im, 0.9999999999999973 + 6.5052130349130266e-18im, 1.0000000000000038 - 3.122502256758253e-17im, 1.0000000000000053 + 0.0im, 1.0000000000000007 - 5.898059818321144e-17im, 0.9999999999999996 - 1.1102230246251565e-16im, 1.0000000000000007 - 1.1926223897340549e-18im, 0.9999999999999963 + 7.589415207398531e-17im, 0.9999999999999964 - 3.642919299551295e-17im, 0.9999999999999948 + 0.0im, 0.9999999999999974 - 1.1709383462843448e-17im, 1.0000000000000024 - 2.0816681711721685e-17im, 0.9999999999999938 + 6.938893903907228e-18im, 0.9999999999999973 - 1.3877787807814457e-17im, 1.0000000000000018 - 3.469446951953614e-18im, 0.9999999999999988 - 7.860465750519907e-19im, 0.9999999999999971 + 1.734723475976807e-18im
0.9, 0.9999999999999981 - 3.469446951953614e-18im, 1.0000000000000087 - 8.673617379884035e-19im, 0.9999999999999953 - 2.2551405187698492e-17im, 0.9999999999999992 + 7.806255641895632e-18im, 0.9999999999999977 + 6.938893903907228e-18im, 1.000000000000005 - 2.7755575615628914e-17im, 1.0000000000000064 - 1.3877787807814457e-17im, 1.000000000000002 - 4.85722573273506e-17im, 0.9999999999999992 - 9.71445146547012e-17im, 1.0000000000000004 - 1.4094628242311558e-18im, 0.9999999999999963 + 7.806255641895632e-17im, 0.9999999999999966 - 3.382710778154774e-17im, 0.9999999999999961 + 1.3877787807814457e-17im, 0.9999999999999977 - 1.1926223897340549e-17im, 1.000000000000001 - 2.3418766925686896e-17im, 0.9999999999999966 + 8.673617379884035e-18im, 0.9999999999999941 - 1.3877787807814457e-17im, 1.000000000000002 - 1.734723475976807e-18im, 0.9999999999999988 - 8.673617379884035e-19im, 0.9999999999999951 + 3.469446951953614e-18im
