flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
1.4, 1.0000000000000069 + 1.734723475976807e-18im, 1.0000000000000053 - 3.469446951953614e-18im, 1.0000000000000078 + 4.119968255444917e-18im, 1.0000000000000084 - 8.456776945386935e-18im, 0.9999999999999918 + 5.204170427930421e-18im, 1.000000000000006 + 6.938893903907228e-17im, 1.0000000000000047 - 8.673617379884035e-19im, 1.0000000000000022 + 3.122502256758253e-17im, 1.0000000000000018 + 6.938893903907228e-18im, 1.00000000000001 - 1.214306433183765e-17im, 1.0000000000000115 - 3.2526065174565133e-18im, 0.9999999999999953 + 2.6020852139652106e-18im, 0.9999999999999979 + 1.734723475976807e-18im, 1.0000000000000018 + 1.214306433183765e-17im, 1.0000000000000078 - 3.469446951953614e-17im, 0.9999999999999997 - 1.4094628242311558e-18im, 1.0000000000000024 + 1.1709383462843448e-17im, 0.9999999999999971 + 9.540979117872439e-18im, 1.0000000000000067 - 3.469446951953614e-18im, 0.9999999999999989 + 5.204170427930421e-18im
1.5, 1.000000000000008 + 6.938893903907228e-18im, 1.0000000000000078 + 1.734723475976807e-17im, 1.000000000000008 + 4.336808689942018e-18im, 1.0000000000000095 - 9.107298248878237e-18im, 0.999999999999992 + 5.204170427930421e-18im, 1.0000000000000062 + 6.245004513516506e-17im, 1.0000000000000033 - 8.673617379884035e-19im, 1.000000000000004 + 1.3877787807814457e-17im, 1.0000000000000016 + 4.336808689942018e-18im, 1.0000000000000104 - 1.734723475976807e-17im, 1.0000000000000104 - 3.2526065174565133e-18im, 0.9999999999999951 + 1.734723475976807e-18im, 0.9999999999999959 + 1.734723475976807e-18im, 1.000000000000001 + 1.214306433183765e-17im, 1.0000000000000084 - 3.122502256758253e-17im, 1.0000000000000033 - 7.589415207398531e-19im, 1.000000000000002 + 1.0842021724855044e-17im, 0.999999999999997 + 1.0842021724855044e-17im, 1.0000000000000073 + 0.0im, 1.0000000000000009 + 3.469446951953614e-18im
1.6, 1.0000000000000095 + 5.204170427930421e-18im, 1.0000000000000084 + 1.734723475976807e-17im, 1.0000000000000073 + 4.336808689942018e-18im, 1.0000000000000087 - 8.890457814381136e-18im, 0.9999999999999936 + 5.637851296924623e-18im, 1.0000000000000058 + 5.204170427930421e-17im, 1.0000000000000033 - 8.673617379884035e-19im, 1.0000000000000067 + 1.734723475976807e-17im, 1.0 + 5.204170427930421e-18im, 1.00000000000001 - 1.214306433183765e-17im, 1.0000000000000109 - 3.0357660829594124e-18im, 0.9999999999999954 + 8.673617379884035e-19im, 0.9999999999999969 + 5.204170427930421e-18im, 1.0000000000000007 + 1.1275702593849246e-17im, 1.00000000000001 - 3.8163916471489756e-17im, 1.0000000000000022 - 5.421010862427522e-19im, 1.0000000000000007 + 1.3010426069826053e-17im, 0.999999999999997 + 9.540979117872439e-18im, 1.0000000000000082 + 8.673617379884035e-18im, 1.0000000000000029 + 4.336808689942018e-18im
1.7, 1.0000000000000118 + 5.204170427930421e-18im, 1.0000000000000102 + 2.42861286636753e-17im, 1.000000000000007 + 4.336808689942018e-18im, 1.000000000000007 - 9.134403303190375e-18im, 0.999999999999994 + 6.5052130349130266e-18im, 1.0000000000000073 + 5.0306980803327406e-17im, 1.0000000000000013 - 1.734723475976807e-18im, 1.0000000000000033 + 1.3877787807814457e-17im, 1.000000000000001 + 9.540979117872439e-18im, 1.0000000000000113 - 1.214306433183765e-17im, 1.0000000000000104 - 8.673617379884035e-19im, 0.9999999999999957 - 2.6020852139652106e-18im, 0.999999999999997 + 5.204170427930421e-18im, 1.0000000000000007 + 1.1275702593849246e-17im, 1.0000000000000087 - 3.8163916471489756e-17im, 1.0000000000000029 - 5.421010862427522e-19im, 1.0000000000000016 + 1.2576745200831851e-17im, 0.9999999999999977 + 8.673617379884035e-18im, 1.0000000000000078 + 5.204170427930421e-18im, 1.0000000000000027 + 4.336808689942018e-18im
1.8, 1.0000000000000127 + 5.204170427930421e-18im, 1.0000000000000122 + 2.7755575615628914e-17im, 1.000000000000008 + 4.553649124439119e-18im, 1.0000000000000069 - 9.107298248878237e-18im, 0.9999999999999941 + 7.37257477290143e-18im, 1.0000000000000078 + 4.85722573273506e-17im, 1.0000000000000033 - 1.734723475976807e-18im, 1.0000000000000029 + 2.0816681711721685e-17im, 1.0000000000000013 + 1.0408340855860843e-17im, 1.0000000000000122 - 1.214306433183765e-17im, 1.0000000000000127 + 4.336808689942018e-19im, 0.9999999999999953 - 4.336808689942018e-18im, 0.9999999999999971 + 3.469446951953614e-18im, 0.9999999999999998 + 1.0408340855860843e-17im, 1.0000000000000073 - 4.5102810375396984e-17im, 1.0000000000000018 - 4.336808689942018e-19im, 0.9999999999999986 + 1.2576745200831851e-17im, 0.9999999999999983 + 8.239936510889834e-18im, 1.0000000000000075 + 1.0408340855860843e-17im, 1.0000000000000016 + 6.938893903907228e-18im
1.9, 1.000000000000014 + 3.469446951953614e-18im, 1.0000000000000162 + 3.122502256758253e-17im, 1.0000000000000089 + 4.553649124439119e-18im, 1.0000000000000069 - 9.215718466126788e-18im, 0.9999999999999949 + 6.5052130349130266e-18im, 1.0000000000000089 + 4.5102810375396984e-17im, 1.0000000000000024 - 1.734723475976807e-18im, 1.0000000000000036 + 3.469446951953614e-17im, 1.000000000000002 + 9.540979117872439e-18im, 1.0000000000000104 - 1.5612511283791264e-17im, 1.0000000000000118 - 8.673617379884035e-19im, 0.9999999999999943 - 3.469446951953614e-18im, 0.9999999999999966 + 6.938893903907228e-18im, 0.999999999999999 + 1.214306433183765e-17im, 1.0000000000000075 - 3.8163916471489756e-17im, 1.0 - 5.421010862427522e-19im, 0.9999999999999963 + 1.0408340855860843e-17im, 0.9999999999999973 + 7.806255641895632e-18im, 1.0000000000000075 + 1.734723475976807e-18im, 0.9999999999999992 + 6.071532165918825e-18im
2.0, 1.0000000000000147 + 3.469446951953614e-18im, 1.0000000000000178 + 3.8163916471489756e-17im, 1.000000000000008 + 4.87890977618477e-18im, 1.0000000000000064 - 8.673617379884035e-18im, 0.9999999999999949 + 6.938893903907228e-18im, 1.0000000000000095 + 4.85722573273506e-17im, 1.0000000000000007 - 2.6020852139652106e-18im, 1.0000000000000033 + 1.734723475976807e-17im, 1.0000000000000027 + 7.806255641895632e-18im, 1.0000000000000095 - 1.9081958235744878e-17im, 1.0000000000000115 - 4.336808689942018e-19im, 0.999999999999994 + 1.734723475976807e-18im, 0.999999999999997 + 7.806255641895632e-18im, 0.9999999999999987 + 1.3877787807814457e-17im, 1.0000000000000073 - 4.163336342344337e-17im, 0.9999999999999991 - 8.673617379884035e-19im, 0.9999999999999972 + 1.1275702593849246e-17im, 0.9999999999999976 + 7.37257477290143e-18im, 1.0000000000000078 + 3.469446951953614e-18im, 0.999999999999999 + 4.7704895589362195e-18im
2.1, 1.000000000000015 + 5.204170427930421e-18im, 1.0000000000000182 + 3.122502256758253e-17im, 1.0000000000000078 + 4.662069341687669e-18im, 1.0000000000000058 - 9.324138683375338e-18im, 0.9999999999999943 + 5.637851296924623e-18im, 1.00000000000001 + 4.336808689942018e-17im, 0.9999999999999986 - 2.6020852139652106e-18im, 1.000000000000004 + 1.734723475976807e-17im, 1.000000000000003 + 7.806255641895632e-18im, 1.0000000000000107 - 2.2551405187698492e-17im, 1.0000000000000098 + 0.0im, 0.9999999999999946 + 2.6020852139652106e-18im, 0.9999999999999964 + 7.806255641895632e-18im, 0.9999999999999998 + 1.5612511283791264e-17im, 1.0000000000000064 - 2.7755575615628914e-17im, 0.9999999999999993 - 6.505213034913027e-19im, 0.9999999999999948 + 9.540979117872439e-18im, 0.9999999999999954 + 8.673617379884035e-18im, 1.0000000000000089 + 0.0im, 0.9999999999999997 + 4.7704895589362195e-18im
2.2, 1.000000000000014 + 5.204170427930421e-18im, 1.000000000000019 + 3.8163916471489756e-17im, 1.0000000000000053 + 4.553649124439119e-18im, 1.0000000000000073 - 1.0191500421363742e-17im, 0.9999999999999939 + 5.204170427930421e-18im, 1.0000000000000122 + 4.163336342344337e-17im, 0.9999999999999972 + 0.0im, 1.0000000000000042 + 0.0im, 1.0000000000000029 + 6.938893903907228e-18im, 1.0000000000000113 - 2.2551405187698492e-17im, 1.0000000000000104 + 8.673617379884035e-19im, 0.9999999999999929 + 5.204170427930421e-18im, 0.9999999999999984 + 5.204170427930421e-18im, 0.9999999999999998 + 1.3010426069826053e-17im, 1.000000000000007 - 3.122502256758253e-17im, 0.9999999999999982 - 6.505213034913027e-19im, 0.9999999999999933 + 9.540979117872439e-18im, 0.9999999999999942 + 8.239936510889834e-18im, 1.0000000000000098 + 8.673617379884035e-18im, 0.9999999999999997 + 3.903127820947816e-18im
2.3, 1.0000000000000138 + 6.071532165918825e-18im, 1.0000000000000213 + 3.122502256758253e-17im, 1.000000000000004 + 4.553649124439119e-18im, 1.000000000000007 - 1.0842021724855044e-17im, 0.9999999999999947 + 6.5052130349130266e-18im, 1.0000000000000127 + 4.336808689942018e-17im, 0.9999999999999977 - 1.734723475976807e-18im, 1.0000000000000047 - 6.938893903907228e-18im, 1.000000000000001 + 5.204170427930421e-18im, 1.0000000000000098 - 2.2551405187698492e-17im, 1.0000000000000093 + 1.3010426069826053e-18im, 0.9999999999999929 + 5.204170427930421e-18im, 0.9999999999999964 + 5.204170427930421e-18im, 1.0000000000000016 + 1.5612511283791264e-17im, 1.0000000000000073 - 3.469446951953614e-17im, 0.9999999999999958 - 5.421010862427522e-19im, 0.9999999999999931 + 9.324138683375338e-18im, 0.9999999999999937 + 8.239936510889834e-18im, 1.000000000000012 + 1.3877787807814457e-17im, 1.0000000000000009 + 2.168404344971009e-18im
2.4, 1.0000000000000153 + 6.071532165918825e-18im, 1.0000000000000215 + 1.0408340855860843e-17im, 1.0000000000000027 + 4.553649124439119e-18im, 1.0000000000000069 - 9.540979117872439e-18im, 0.9999999999999948 + 6.938893903907228e-18im, 1.0000000000000124 + 4.163336342344337e-17im, 0.9999999999999979 - 5.204170427930421e-18im, 1.0000000000000044 - 2.42861286636753e-17im, 1.0000000000000022 + 3.469446951953614e-18im, 1.00000000000001 - 2.0816681711721685e-17im, 1.00000000000001 - 8.673617379884035e-19im, 0.9999999999999918 + 2.6020852139652106e-18im, 0.9999999999999963 + 6.071532165918825e-18im, 1.0000000000000033 + 1.5612511283791264e-17im, 1.0000000000000093 - 3.2959746043559335e-17im, 0.999999999999995 - 7.589415207398531e-19im, 0.9999999999999943 + 8.890457814381136e-18im, 0.9999999999999944 + 8.239936510889834e-18im, 1.000000000000014 + 1.0408340855860843e-17im, 1.0000000000000033 + 3.0357660829594124e-18im
2.5, 1.0000000000000149 + 3.469446951953614e-18im, 1.0000000000000226 + 1.3877787807814457e-17im, 1.0000000000000002 + 4.933119884809045e-18im, 1.0000000000000064 - 9.107298248878237e-18im, 0.9999999999999948 + 6.938893903907228e-18im, 1.0000000000000122 + 3.9898639947466563e-17im, 0.9999999999999986 - 4.336808689942018e-18im, 1.0000000000000036 - 2.42861286636753e-17im, 1.0000000000000024 + 3.469446951953614e-18im, 1.000000000000012 - 2.0816681711721685e-17im, 1.00000000000001 - 8.673617379884035e-19im, 0.9999999999999928 + 1.734723475976807e-18im, 0.9999999999999962 + 7.806255641895632e-18im, 1.0000000000000053 + 9.540979117872439e-18im, 1.0000000000000109 - 3.642919299551295e-17im, 0.9999999999999937 - 8.673617379884035e-19im, 0.9999999999999967 + 8.673617379884035e-18im, 0.9999999999999947 + 8.673617379884035e-18im, 1.0000000000000129 + 1.0408340855860843e-17im, 1.000000000000005 + 1.3010426069826053e-18im
2.6, 1.000000000000017 + 5.204170427930421e-18im, 1.0000000000000238 + 2.7755575615628914e-17im, 1.0000000000000002 + 4.933119884809045e-18im, 1.0000000000000082 - 9.540979117872439e-18im, 0.9999999999999943 + 6.938893903907228e-18im, 1.0000000000000133 + 3.9898639947466563e-17im, 0.999999999999998 - 3.469446951953614e-18im, 1.0000000000000044 - 1.734723475976807e-17im, 1.0000000000000042 + 3.469446951953614e-18im, 1.0000000000000098 - 2.0816681711721685e-17im, 1.0000000000000098 + 4.336808689942018e-18im, 0.9999999999999933 + 3.469446951953614e-18im, 0.9999999999999966 + 6.071532165918825e-18im, 1.000000000000006 + 1.6479873021779667e-17im, 1.0000000000000102 - 4.336808689942018e-17im, 0.9999999999999932 - 7.589415207398531e-19im, 0.9999999999999982 + 8.239936510889834e-18im, 0.9999999999999966 + 8.239936510889834e-18im, 1.0000000000000138 + 1.214306433183765e-17im, 1.000000000000007 + 1.3010426069826053e-18im
2.7, 1.0000000000000173 + 3.469446951953614e-18im, 1.0000000000000255 + 2.42861286636753e-17im, 0.9999999999999983 + 4.662069341687669e-18im, 1.0000000000000087 - 1.3444106938820255e-17im, 0.9999999999999959 + 5.204170427930421e-18im, 1.000000000000011 + 3.9898639947466563e-17im, 0.9999999999999972 - 4.336808689942018e-18im, 1.0000000000000062 - 1.734723475976807e-17im, 1.0000000000000038 + 5.204170427930421e-18im, 1.0000000000000115 - 2.0816681711721685e-17im, 1.0000000000000084 + 3.469446951953614e-18im, 0.999999999999995 - 2.6020852139652106e-18im, 0.9999999999999947 + 6.071532165918825e-18im, 1.0000000000000067 + 1.474514954580286e-17im, 1.0000000000000078 - 4.336808689942018e-17im, 0.9999999999999932 - 8.673617379884035e-19im, 0.9999999999999973 + 8.890457814381136e-18im, 0.9999999999999977 + 8.023096076392733e-18im, 1.0000000000000164 + 1.3877787807814457e-17im, 1.0000000000000056 + 1.0842021724855044e-18im
2.8, 1.0000000000000175 + 3.469446951953614e-18im, 1.00000000000003 + 1.3877787807814457e-17im, 0.9999999999999968 + 4.553649124439119e-18im, 1.0000000000000078 - 1.3877787807814457e-17im, 0.9999999999999958 + 5.204170427930421e-18im, 1.0000000000000115 + 3.9898639947466563e-17im, 0.9999999999999976 - 5.204170427930421e-18im, 1.0000000000000062 - 2.0816681711721685e-17im, 1.0000000000000042 - 1.734723475976807e-18im, 1.0000000000000107 - 2.0816681711721685e-17im, 1.0000000000000087 + 4.336808689942018e-18im, 0.9999999999999932 - 1.734723475976807e-18im, 0.9999999999999956 + 4.336808689942018e-18im, 1.000000000000007 + 1.6479873021779667e-17im, 1.0000000000000078 - 4.683753385137379e-17im, 0.9999999999999917 - 4.336808689942018e-19im, 0.9999999999999958 + 8.456776945386935e-18im, 0.999999999999998 + 8.239936510889834e-18im, 1.0000000000000184 + 1.5612511283791264e-17im, 1.0000000000000064 + 1.4094628242311558e-18im
