flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM(mass_num)R15
1.0, 1.000000000000005 + 4.85722573273506e-17im, 0.9999999999999981 + 6.938893903907228e-17im, 1.000000000000007 + 9.107298248878237e-18im, 1.000000000000005 - 8.673617379884035e-19im, 1.0000000000000018 - 1.8041124150158794e-16im, 0.9999999999999986 - 6.938893903907228e-18im, 1.0000000000000049 - 4.336808689942018e-18im, 1.0000000000000007 - 2.7755575615628914e-17im, 0.9999999999999963 + 0.0im, 1.0000000000000004 - 6.938893903907228e-17im, 0.9999999999999968 + 3.469446951953614e-17im, 0.9999999999999962 + 6.938893903907228e-17im, 1.0000000000000013 + 1.3877787807814457e-17im, 0.9999999999999937 + 6.938893903907228e-18im, 1.000000000000003 + 4.87890977618477e-18im
1.1, 1.0000000000000062 + 5.204170427930421e-17im, 0.9999999999999976 + 4.163336342344337e-17im, 1.0000000000000087 + 7.589415207398531e-18im, 1.0000000000000036 + 2.168404344971009e-18im, 1.0000000000000033 - 1.3877787807814457e-16im, 0.9999999999999996 - 6.938893903907228e-18im, 1.0000000000000044 - 5.204170427930421e-18im, 1.0000000000000002 - 2.7755575615628914e-17im, 0.9999999999999971 - 1.734723475976807e-18im, 0.9999999999999997 - 4.85722573273506e-17im, 0.999999999999995 + 2.7755575615628914e-17im, 0.9999999999999944 + 8.326672684688674e-17im, 1.0000000000000002 - 2.7755575615628914e-17im, 0.9999999999999927 + 1.0408340855860843e-17im, 1.000000000000001 + 4.336808689942018e-18im
1.2, 1.0000000000000053 + 5.377642775528102e-17im, 0.9999999999999957 + 2.7755575615628914e-17im, 1.0000000000000095 + 1.0408340855860843e-17im, 1.0000000000000044 + 2.6020852139652106e-18im, 1.0000000000000022 - 1.5265566588595902e-16im, 0.999999999999998 + 0.0im, 1.000000000000004 - 6.071532165918825e-18im, 1.000000000000001 - 3.122502256758253e-17im, 0.999999999999998 + 1.734723475976807e-18im, 1.0000000000000013 - 4.85722573273506e-17im, 0.999999999999995 + 4.163336342344337e-17im, 0.999999999999995 + 1.5265566588595902e-16im, 0.9999999999999989 - 1.3877787807814457e-17im, 0.999999999999991 + 1.734723475976807e-17im, 1.0000000000000027 + 7.806255641895632e-18im
1.3, 1.0000000000000044 + 5.117434254131581e-17im, 0.9999999999999966 - 2.7755575615628914e-17im, 1.0000000000000127 + 1.0408340855860843e-17im, 1.000000000000004 + 2.927345865710862e-18im, 1.0000000000000027 - 1.6653345369377348e-16im, 0.9999999999999987 + 4.163336342344337e-17im, 1.000000000000003 - 6.071532165918825e-18im, 1.0000000000000029 - 3.469446951953614e-17im, 0.999999999999997 + 8.673617379884035e-18im, 1.0000000000000004 - 6.245004513516506e-17im, 0.9999999999999943 + 4.85722573273506e-17im, 0.9999999999999972 + 1.942890293094024e-16im, 0.9999999999999983 - 1.3877787807814457e-17im, 0.9999999999999911 + 2.7755575615628914e-17im, 1.0000000000000027 + 3.469446951953614e-18im
1.4, 1.0000000000000056 + 5.0306980803327406e-17im, 0.9999999999999971 - 4.163336342344337e-17im, 1.0000000000000147 + 6.938893903907228e-18im, 1.0000000000000044 + 3.211948935988307e-18im, 1.0000000000000024 - 1.3877787807814457e-16im, 0.9999999999999971 + 5.551115123125783e-17im, 1.0000000000000029 - 1.0408340855860843e-17im, 1.0000000000000018 - 3.469446951953614e-17im, 0.9999999999999978 + 8.673617379884035e-18im, 0.9999999999999999 - 5.551115123125783e-17im, 0.9999999999999949 + 4.163336342344337e-17im, 0.9999999999999948 + 1.6653345369377348e-16im, 0.9999999999999993 - 1.3877787807814457e-17im, 0.9999999999999903 + 2.0816681711721685e-17im, 1.0000000000000022 + 2.6020852139652106e-18im
1.5, 1.0000000000000053 + 5.0306980803327406e-17im, 0.999999999999996 - 5.551115123125783e-17im, 1.0000000000000144 + 1.0408340855860843e-17im, 1.000000000000004 + 3.0357660829594124e-18im, 1.0000000000000049 - 1.8041124150158794e-16im, 0.9999999999999966 + 9.71445146547012e-17im, 1.0000000000000033 - 1.1275702593849246e-17im, 1.0000000000000004 - 4.163336342344337e-17im, 1.0000000000000004 + 5.204170427930421e-18im, 1.0000000000000024 - 8.326672684688674e-17im, 0.9999999999999952 + 0.0im, 0.9999999999999937 + 1.8041124150158794e-16im, 1.0000000000000009 + 0.0im, 0.9999999999999897 + 2.42861286636753e-17im, 1.000000000000003 + 2.6020852139652106e-18im
1.6, 1.0000000000000047 + 5.377642775528102e-17im, 0.9999999999999991 - 4.163336342344337e-17im, 1.0000000000000169 + 1.0408340855860843e-17im, 1.0000000000000044 + 2.927345865710862e-18im, 1.0000000000000033 - 1.942890293094024e-16im, 0.999999999999996 + 6.938893903907228e-17im, 1.000000000000003 - 8.673617379884035e-18im, 1.0000000000000002 - 4.5102810375396984e-17im, 1.0000000000000007 + 6.938893903907228e-18im, 1.0000000000000007 - 9.020562075079397e-17im, 0.9999999999999956 + 2.7755575615628914e-17im, 0.9999999999999922 + 2.3592239273284576e-16im, 1.000000000000001 - 5.551115123125783e-17im, 0.9999999999999897 + 2.7755575615628914e-17im, 1.000000000000004 + 5.204170427930421e-18im
1.7, 1.000000000000004 + 5.204170427930421e-17im, 1.0000000000000004 - 2.7755575615628914e-17im, 1.0000000000000195 + 8.673617379884035e-18im, 1.0000000000000067 + 2.8189256484623115e-18im, 1.0000000000000047 - 1.249000902703301e-16im, 0.9999999999999949 + 1.249000902703301e-16im, 1.0000000000000024 - 1.0408340855860843e-17im, 1.0000000000000004 - 3.8163916471489756e-17im, 1.0000000000000013 + 5.204170427930421e-18im, 1.000000000000003 - 6.938893903907228e-17im, 0.999999999999996 + 1.3877787807814457e-17im, 0.9999999999999921 + 2.0816681711721685e-16im, 1.0000000000000007 - 4.163336342344337e-17im, 0.9999999999999882 + 2.0816681711721685e-17im, 1.0000000000000047 + 1.734723475976807e-18im
1.8, 1.000000000000005 + 5.204170427930421e-17im, 1.0 - 6.938893903907228e-17im, 1.0000000000000226 + 8.673617379884035e-18im, 1.0000000000000087 + 3.469446951953614e-18im, 1.000000000000005 - 1.6653345369377348e-16im, 0.9999999999999956 + 1.249000902703301e-16im, 1.0000000000000022 - 1.1275702593849246e-17im, 1.0000000000000002 - 4.5102810375396984e-17im, 1.0000000000000004 + 3.469446951953614e-18im, 1.0000000000000027 - 5.551115123125783e-17im, 0.9999999999999959 + 2.7755575615628914e-17im, 0.9999999999999923 + 1.942890293094024e-16im, 0.9999999999999993 - 8.326672684688674e-17im, 0.9999999999999878 + 2.42861286636753e-17im, 1.0000000000000047 + 1.734723475976807e-18im
1.9, 1.0000000000000047 + 5.117434254131581e-17im, 1.0000000000000002 - 1.3877787807814457e-16im, 1.0000000000000233 + 5.204170427930421e-18im, 1.0000000000000075 + 2.6020852139652106e-18im, 1.0000000000000075 - 1.8041124150158794e-16im, 0.999999999999997 + 1.249000902703301e-16im, 1.0000000000000029 - 1.3010426069826053e-17im, 1.0000000000000018 - 4.85722573273506e-17im, 0.9999999999999998 + 3.469446951953614e-18im, 1.0000000000000016 - 4.85722573273506e-17im, 0.9999999999999966 + 4.163336342344337e-17im, 0.9999999999999909 + 1.5265566588595902e-16im, 0.9999999999999988 - 4.163336342344337e-17im, 0.9999999999999875 + 3.122502256758253e-17im, 1.0000000000000047 - 5.204170427930421e-18im
2.0, 1.0000000000000047 + 4.85722573273506e-17im, 1.0000000000000007 - 1.3877787807814457e-16im, 1.0000000000000235 + 8.673617379884035e-18im, 1.0000000000000073 + 3.0357660829594124e-18im, 1.0000000000000084 - 2.0816681711721685e-16im, 0.9999999999999968 + 1.249000902703301e-16im, 1.0000000000000007 - 1.1275702593849246e-17im, 1.0000000000000016 - 4.163336342344337e-17im, 0.9999999999999989 + 6.938893903907228e-18im, 1.0000000000000022 - 5.551115123125783e-17im, 0.9999999999999973 + 4.85722573273506e-17im, 0.9999999999999919 + 1.6653345369377348e-16im, 0.9999999999999989 - 4.163336342344337e-17im, 0.9999999999999863 + 3.122502256758253e-17im, 1.0000000000000062 + 1.734723475976807e-18im
2.1, 1.0000000000000033 + 5.117434254131581e-17im, 1.0000000000000013 - 1.3877787807814457e-16im, 1.000000000000023 + 1.0408340855860843e-17im, 1.000000000000008 + 3.0357660829594124e-18im, 1.0000000000000093 - 1.8041124150158794e-16im, 0.9999999999999963 + 1.1102230246251565e-16im, 0.9999999999999991 - 1.214306433183765e-17im, 1.0000000000000018 - 4.5102810375396984e-17im, 0.9999999999999974 + 8.673617379884035e-18im, 1.0000000000000038 - 4.163336342344337e-17im, 0.9999999999999989 + 3.469446951953614e-17im, 0.9999999999999923 + 2.0816681711721685e-16im, 0.9999999999999972 + 2.7755575615628914e-17im, 0.9999999999999877 + 2.7755575615628914e-17im, 1.0000000000000064 - 3.469446951953614e-18im
2.2, 1.0000000000000024 + 4.85722573273506e-17im, 1.0000000000000018 - 1.1102230246251565e-16im, 1.000000000000025 + 5.204170427930421e-18im, 1.0000000000000093 + 2.8189256484623115e-18im, 1.000000000000009 - 1.249000902703301e-16im, 0.999999999999998 + 1.249000902703301e-16im, 1.0000000000000002 - 1.214306433183765e-17im, 1.0000000000000027 - 4.163336342344337e-17im, 0.9999999999999979 + 8.673617379884035e-18im, 1.000000000000006 + 0.0im, 0.9999999999999991 + 5.551115123125783e-17im, 0.9999999999999937 + 1.8041124150158794e-16im, 0.9999999999999959 + 1.3877787807814457e-17im, 0.9999999999999877 + 3.469446951953614e-17im, 1.0000000000000064 - 3.469446951953614e-18im
2.3, 1.0000000000000022 + 5.117434254131581e-17im, 1.000000000000002 - 1.249000902703301e-16im, 1.0000000000000273 + 5.204170427930421e-18im, 1.000000000000007 + 3.2526065174565133e-18im, 1.0000000000000102 - 1.5265566588595902e-16im, 0.9999999999999993 + 1.6653345369377348e-16im, 1.0000000000000013 - 1.1275702593849246e-17im, 1.0000000000000024 - 4.163336342344337e-17im, 0.9999999999999973 + 8.673617379884035e-18im, 1.0000000000000095 - 3.469446951953614e-17im, 0.999999999999999 + 5.551115123125783e-17im, 0.9999999999999941 + 1.5265566588595902e-16im, 0.9999999999999959 - 2.7755575615628914e-17im, 0.9999999999999873 + 3.469446951953614e-17im, 1.0000000000000102 - 5.204170427930421e-18im
2.4, 1.0000000000000029 + 5.117434254131581e-17im, 1.0000000000000018 - 1.249000902703301e-16im, 1.0000000000000242 + 8.673617379884035e-18im, 1.0000000000000062 + 3.2526065174565133e-18im, 1.000000000000011 - 1.6653345369377348e-16im, 0.9999999999999994 + 1.5265566588595902e-16im, 1.0000000000000024 - 7.806255641895632e-18im, 1.0000000000000038 - 4.163336342344337e-17im, 0.9999999999999962 + 1.0408340855860843e-17im, 1.000000000000009 - 1.3877787807814457e-17im, 0.999999999999997 + 3.469446951953614e-17im, 0.9999999999999938 + 1.6653345369377348e-16im, 0.9999999999999958 - 1.3877787807814457e-17im, 0.9999999999999859 + 3.8163916471489756e-17im, 1.0000000000000093 - 6.938893903907228e-18im
2.5, 1.000000000000003 + 4.9439619065339e-17im, 1.0000000000000027 - 1.3877787807814457e-16im, 1.000000000000025 + 1.5612511283791264e-17im, 1.0000000000000062 + 3.686287386450715e-18im, 1.0000000000000115 - 1.1102230246251565e-16im, 1.0000000000000007 + 1.8041124150158794e-16im, 1.0000000000000024 - 9.540979117872439e-18im, 1.000000000000006 - 4.5102810375396984e-17im, 0.9999999999999954 + 5.204170427930421e-18im, 1.0000000000000069 - 1.3877787807814457e-17im, 0.9999999999999982 + 2.0816681711721685e-17im, 0.9999999999999937 + 1.3877787807814457e-16im, 0.9999999999999952 - 2.7755575615628914e-17im, 0.9999999999999877 + 3.122502256758253e-17im, 1.000000000000009 - 1.734723475976807e-18im
2.6, 1.0000000000000044 + 4.85722573273506e-17im, 1.000000000000002 - 1.5265566588595902e-16im, 1.0000000000000249 + 1.3877787807814457e-17im, 1.0000000000000058 + 3.686287386450715e-18im, 1.000000000000012 - 9.71445146547012e-17im, 1.0000000000000007 + 2.0816681711721685e-16im, 1.0000000000000029 - 8.673617379884035e-18im, 1.000000000000006 - 4.5102810375396984e-17im, 0.9999999999999969 + 3.469446951953614e-18im, 1.0000000000000084 - 1.3877787807814457e-17im, 0.9999999999999993 + 6.938893903907228e-18im, 0.9999999999999953 + 1.8041124150158794e-16im, 0.9999999999999938 - 6.938893903907228e-17im, 0.999999999999989 + 3.469446951953614e-17im, 1.0000000000000113 + 0.0im
2.7, 1.0000000000000029 + 4.9439619065339e-17im, 1.0000000000000036 - 1.8041124150158794e-16im, 1.0000000000000224 + 1.3877787807814457e-17im, 1.0000000000000062 + 3.2526065174565133e-18im, 1.000000000000009 - 9.71445146547012e-17im, 1.0 + 2.0816681711721685e-16im, 1.000000000000005 - 1.0408340855860843e-17im, 1.000000000000003 - 4.85722573273506e-17im, 0.9999999999999981 + 6.938893903907228e-18im, 1.0000000000000093 - 3.469446951953614e-17im, 0.9999999999999972 + 6.938893903907228e-18im, 0.9999999999999942 + 1.5265566588595902e-16im, 0.999999999999994 - 4.163336342344337e-17im, 0.9999999999999886 + 4.5102810375396984e-17im, 1.0000000000000129 + 8.673617379884035e-18im
2.8, 1.000000000000001 + 4.683753385137379e-17im, 1.0000000000000036 - 1.942890293094024e-16im, 1.0000000000000224 + 1.734723475976807e-17im, 1.000000000000009 + 3.469446951953614e-18im, 1.0000000000000095 - 6.938893903907228e-17im, 1.0000000000000009 + 2.0816681711721685e-16im, 1.0000000000000047 - 1.214306433183765e-17im, 1.0000000000000033 - 4.85722573273506e-17im, 0.9999999999999964 + 1.5612511283791264e-17im, 1.0000000000000098 - 4.85722573273506e-17im, 0.9999999999999943 + 1.3877787807814457e-17im, 0.999999999999994 + 1.1102230246251565e-16im, 0.9999999999999934 - 5.551115123125783e-17im, 0.9999999999999866 + 4.163336342344337e-17im, 1.0000000000000107 + 5.204170427930421e-18im
2.9, 1.0000000000000002 + 4.85722573273506e-17im, 1.0000000000000053 - 1.942890293094024e-16im, 1.0000000000000218 + 2.2551405187698492e-17im, 1.000000000000011 + 3.903127820947816e-18im, 1.0000000000000093 - 6.938893903907228e-17im, 1.0000000000000009 + 1.942890293094024e-16im, 1.0000000000000029 - 1.214306433183765e-17im, 1.000000000000003 - 4.85722573273506e-17im, 0.9999999999999947 + 1.214306433183765e-17im, 1.0000000000000113 - 6.245004513516506e-17im, 0.999999999999994 + 2.0816681711721685e-17im, 0.9999999999999933 + 1.249000902703301e-16im, 0.9999999999999918 - 9.71445146547012e-17im, 0.9999999999999875 + 3.8163916471489756e-17im, 1.0000000000000075 + 3.469446951953614e-18im
3.0, 1.0000000000000022 + 4.597017211338539e-17im, 1.0000000000000036 - 1.8041124150158794e-16im, 1.0000000000000249 + 2.0816681711721685e-17im, 1.0000000000000113 + 4.553649124439119e-18im, 1.0000000000000095 - 1.3877787807814457e-17im, 0.9999999999999998 + 1.8041124150158794e-16im, 1.0000000000000016 - 1.474514954580286e-17im, 1.0000000000000007 - 5.204170427930421e-17im, 0.9999999999999922 + 1.214306433183765e-17im, 1.0000000000000127 - 4.85722573273506e-17im, 0.9999999999999966 + 1.3877787807814457e-17im, 0.999999999999996 + 1.3877787807814457e-16im, 0.9999999999999909 - 1.1102230246251565e-16im, 0.9999999999999872 + 4.163336342344337e-17im, 1.0000000000000078 + 8.673617379884035e-18im
3.1, 1.0000000000000036 + 4.9439619065339e-17im, 1.0000000000000042 - 1.5265566588595902e-16im, 1.0000000000000253 + 2.0816681711721685e-17im, 1.000000000000013 + 4.336808689942018e-18im, 1.0000000000000113 - 2.7755575615628914e-17im, 1.0000000000000002 + 1.6653345369377348e-16im, 0.9999999999999996 - 1.214306433183765e-17im, 1.0000000000000018 - 4.85722573273506e-17im, 0.9999999999999899 + 1.214306433183765e-17im, 1.0000000000000124 - 2.0816681711721685e-17im, 0.9999999999999979 - 6.938893903907228e-18im, 0.9999999999999948 + 1.8041124150158794e-16im, 0.9999999999999889 - 1.3877787807814457e-16im, 0.999999999999986 + 3.8163916471489756e-17im, 1.0000000000000058 + 3.469446951953614e-18im
3.2, 1.0000000000000044 + 4.9439619065339e-17im, 1.0000000000000047 - 1.942890293094024e-16im, 1.0000000000000215 + 1.9081958235744878e-17im, 1.0000000000000147 + 3.903127820947816e-18im, 1.0000000000000113 - 6.938893903907228e-17im, 1.000000000000001 + 1.6653345369377348e-16im, 0.9999999999999994 - 1.1275702593849246e-17im, 1.0000000000000016 - 5.204170427930421e-17im, 0.9999999999999888 + 1.214306433183765e-17im, 1.0000000000000104 - 2.0816681711721685e-17im, 0.9999999999999976 - 6.938893903907228e-17im, 0.9999999999999948 + 2.220446049250313e-16im, 0.9999999999999886 - 1.3877787807814457e-16im, 0.9999999999999879 + 3.469446951953614e-17im, 1.0000000000000062 + 5.204170427930421e-18im
3.3, 1.000000000000003 + 4.597017211338539e-17im, 1.0000000000000044 - 1.8041124150158794e-16im, 1.0000000000000164 + 2.6020852139652106e-17im, 1.0000000000000169 + 4.553649124439119e-18im, 1.0000000000000113 - 8.326672684688674e-17im, 0.9999999999999992 + 1.6653345369377348e-16im, 1.0000000000000024 - 1.3010426069826053e-17im, 1.000000000000002 - 5.204170427930421e-17im, 0.9999999999999892 + 6.938893903907228e-18im, 1.0000000000000107 - 4.85722573273506e-17im, 0.9999999999999987 - 1.249000902703301e-16im, 0.9999999999999949 + 2.636779683484747e-16im, 0.9999999999999897 - 2.0816681711721685e-16im, 0.9999999999999877 + 4.163336342344337e-17im, 1.000000000000006 + 1.734723475976807e-18im
3.4, 1.0000000000000024 + 5.0306980803327406e-17im, 1.0000000000000047 - 1.3877787807814457e-16im, 1.000000000000014 + 2.42861286636753e-17im, 1.000000000000016 + 4.336808689942018e-18im, 1.0000000000000098 - 8.326672684688674e-17im, 0.999999999999998 + 1.5265566588595902e-16im, 1.0000000000000042 - 1.1275702593849246e-17im, 1.000000000000002 - 5.204170427930421e-17im, 0.9999999999999921 - 1.734723475976807e-18im, 1.0000000000000109 - 6.245004513516506e-17im, 1.0000000000000002 - 1.1796119636642288e-16im, 0.9999999999999934 + 2.7755575615628914e-16im, 0.9999999999999903 - 2.220446049250313e-16im, 0.9999999999999875 + 3.8163916471489756e-17im, 1.0000000000000047 + 1.734723475976807e-18im
3.5, 1.000000000000002 + 5.4643789493269423e-17im, 1.000000000000005 - 1.5265566588595902e-16im, 1.0000000000000182 + 2.2551405187698492e-17im, 1.0000000000000169 + 4.7704895589362195e-18im, 1.0000000000000069 - 9.71445146547012e-17im, 0.9999999999999994 + 1.6653345369377348e-16im, 1.000000000000004 - 8.673617379884035e-18im, 1.0000000000000002 - 4.85722573273506e-17im, 0.9999999999999925 - 1.734723475976807e-18im, 1.000000000000012 - 6.245004513516506e-17im, 1.000000000000001 - 1.1796119636642288e-16im, 0.9999999999999941 + 3.0531133177191805e-16im, 0.9999999999999901 - 2.914335439641036e-16im, 0.9999999999999853 + 4.85722573273506e-17im, 1.0000000000000058 + 0.0im
3.6, 1.0000000000000009 + 5.551115123125783e-17im, 1.000000000000006 - 9.71445146547012e-17im, 1.0000000000000207 + 2.2551405187698492e-17im, 1.0000000000000187 + 4.553649124439119e-18im, 1.000000000000007 - 4.163336342344337e-17im, 0.9999999999999983 + 1.942890293094024e-16im, 1.0000000000000036 - 9.540979117872439e-18im, 1.0000000000000002 - 4.85722573273506e-17im, 0.9999999999999933 - 5.204170427930421e-18im, 1.0000000000000113 - 7.632783294297951e-17im, 1.0000000000000022 - 1.3183898417423734e-16im, 0.9999999999999958 + 3.191891195797325e-16im, 0.9999999999999909 - 3.191891195797325e-16im, 0.9999999999999829 + 3.8163916471489756e-17im, 1.0000000000000047 + 1.734723475976807e-18im
3.7, 1.0000000000000016 + 5.4643789493269423e-17im, 1.0000000000000049 - 8.326672684688674e-17im, 1.0000000000000238 + 2.42861286636753e-17im, 1.0000000000000189 + 4.336808689942018e-18im, 1.0000000000000058 - 2.7755575615628914e-17im, 0.9999999999999983 + 1.942890293094024e-16im, 1.0000000000000038 - 1.214306433183765e-17im, 0.9999999999999964 - 4.5102810375396984e-17im, 0.9999999999999958 + 6.938893903907228e-18im, 1.0000000000000087 - 2.7755575615628914e-17im, 1.0000000000000029 - 1.249000902703301e-16im, 0.9999999999999977 + 3.469446951953614e-16im, 0.9999999999999911 - 3.7470027081099033e-16im, 0.9999999999999817 + 4.5102810375396984e-17im, 1.0000000000000027 + 1.734723475976807e-18im
