flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM(mass_num)R15
0.0, 1.0 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999998 - 6.938893903907228e-18im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 0.9999999999999997 + 3.469446951953614e-18im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 1.734723475976807e-18im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 - 8.673617379884035e-19im
0.1, 1.0000000000000022 - 2.168404344971009e-19im, 1.0000000000000007 - 8.673617379884035e-19im, 0.9999999999999997 + 1.734723475976807e-18im, 1.0000000000000009 + 1.214306433183765e-17im, 0.9999999999999991 + 3.469446951953614e-18im, 0.9999999999999982 + 8.673617379884035e-19im, 1.0000000000000002 + 0.0im, 1.0000000000000007 + 3.469446951953614e-18im, 0.9999999999999998 + 8.673617379884035e-19im, 0.9999999999999993 - 6.938893903907228e-18im, 0.9999999999999996 - 2.7755575615628914e-17im, 0.9999999999999992 - 8.673617379884035e-19im, 0.9999999999999991 - 3.469446951953614e-18im, 0.9999999999999986 + 6.938893903907228e-18im, 1.000000000000003 + 0.0im
0.2, 1.0000000000000029 - 1.1384122811097797e-18im, 1.000000000000002 - 2.168404344971009e-19im, 0.9999999999999989 + 6.938893903907228e-18im, 1.0000000000000016 + 1.5612511283791264e-17im, 0.9999999999999994 + 3.469446951953614e-18im, 0.9999999999999977 + 4.336808689942018e-19im, 1.0000000000000007 - 5.204170427930421e-18im, 1.0000000000000018 - 3.469446951953614e-18im, 0.9999999999999993 + 5.963111948670274e-19im, 0.9999999999999993 + 0.0im, 0.9999999999999997 - 4.163336342344337e-17im, 0.9999999999999979 - 2.6020852139652106e-18im, 0.9999999999999999 + 1.0408340855860843e-17im, 0.9999999999999976 + 0.0im, 1.0000000000000042 - 1.3010426069826053e-18im
0.3, 1.0000000000000004 - 1.1180834903756764e-18im, 1.0000000000000022 + 1.0842021724855044e-19im, 0.9999999999999988 + 1.0408340855860843e-17im, 1.0000000000000018 + 1.734723475976807e-17im, 0.9999999999999992 + 1.734723475976807e-18im, 0.999999999999998 + 4.336808689942018e-19im, 1.0000000000000004 - 5.305814381600937e-18im, 1.000000000000003 - 1.214306433183765e-17im, 0.9999999999999974 + 5.421010862427522e-19im, 0.9999999999999998 - 1.3877787807814457e-17im, 1.0 - 3.8163916471489756e-17im, 0.999999999999999 - 1.3010426069826053e-18im, 1.000000000000002 + 1.0408340855860843e-17im, 0.9999999999999961 + 1.734723475976807e-18im, 1.000000000000004 - 4.336808689942018e-19im
0.4, 1.000000000000001 - 1.128247885742728e-18im, 1.0000000000000027 + 8.402566836762659e-19im, 0.9999999999999983 + 1.0408340855860843e-17im, 1.0000000000000029 + 1.3877787807814457e-17im, 1.0000000000000024 + 8.673617379884035e-19im, 0.9999999999999971 + 6.505213034913027e-19im, 0.9999999999999992 - 5.204170427930421e-18im, 1.0000000000000047 - 6.938893903907228e-18im, 0.9999999999999964 + 5.421010862427522e-19im, 1.0000000000000004 + 0.0im, 0.9999999999999986 - 4.163336342344337e-17im, 0.9999999999999997 - 1.0842021724855044e-18im, 1.0000000000000022 + 1.734723475976807e-17im, 0.9999999999999966 + 8.673617379884035e-19im, 1.000000000000007 - 4.336808689942018e-19im
0.5, 0.9999999999999996 - 1.1316360175317453e-18im, 1.0000000000000016 + 8.673617379884035e-19im, 0.9999999999999982 + 1.734723475976807e-17im, 1.0000000000000024 + 1.0408340855860843e-17im, 1.0000000000000044 - 1.3010426069826053e-18im, 0.9999999999999963 + 4.336808689942018e-19im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0000000000000027 - 8.673617379884035e-18im, 0.9999999999999946 + 7.047314121155779e-19im, 0.9999999999999998 + 1.0408340855860843e-17im, 0.9999999999999976 - 4.163336342344337e-17im, 1.0000000000000007 - 7.995991022080595e-19im, 1.0000000000000016 + 1.0408340855860843e-17im, 0.9999999999999956 + 1.0842021724855044e-18im, 1.0000000000000056 - 3.2526065174565133e-19im
0.6, 1.000000000000002 - 1.0842021724855044e-18im, 1.0000000000000009 + 9.75781955236954e-19im, 0.9999999999999976 + 1.5612511283791264e-17im, 1.0000000000000004 + 1.3877787807814457e-17im, 1.0000000000000064 - 1.5178830414797062e-18im, 0.999999999999994 + 6.505213034913027e-19im, 1.0000000000000007 - 6.938893903907228e-18im, 1.0000000000000022 - 1.3877787807814457e-17im, 0.9999999999999929 + 6.505213034913027e-19im, 1.0000000000000013 - 3.469446951953614e-18im, 0.9999999999999976 - 4.5102810375396984e-17im, 1.0000000000000018 - 9.75781955236954e-19im, 1.0000000000000013 + 1.214306433183765e-17im, 0.9999999999999964 + 1.3010426069826053e-18im, 1.0000000000000042 - 3.5236570605778894e-19im
0.7, 1.000000000000001 - 1.1384122811097797e-18im, 1.0000000000000002 + 8.673617379884035e-19im, 0.9999999999999998 + 1.734723475976807e-17im, 1.0000000000000002 + 5.204170427930421e-18im, 1.0000000000000087 - 1.5720931501039814e-18im, 0.9999999999999936 + 1.734723475976807e-18im, 1.0000000000000013 - 3.469446951953614e-18im, 1.0000000000000016 - 1.3010426069826053e-17im, 0.9999999999999954 + 5.421010862427522e-19im, 1.0000000000000022 - 2.0816681711721685e-17im, 0.9999999999999953 - 4.163336342344337e-17im, 1.0000000000000024 - 8.673617379884035e-19im, 1.0000000000000004 + 2.0816681711721685e-17im, 0.9999999999999954 + 8.673617379884035e-19im, 1.000000000000003 - 2.168404344971009e-19im
0.8, 1.0000000000000007 - 1.1384122811097797e-18im, 0.9999999999999997 + 9.75781955236954e-19im, 0.9999999999999986 + 1.8214596497756474e-17im, 0.999999999999998 + 6.938893903907228e-18im, 1.0000000000000089 - 1.5178830414797062e-18im, 0.9999999999999927 + 1.0842021724855044e-18im, 1.0000000000000016 + 0.0im, 1.0000000000000029 - 1.0408340855860843e-17im, 0.9999999999999957 + 3.7947076036992655e-19im, 1.0000000000000038 - 2.0816681711721685e-17im, 0.999999999999994 - 5.0306980803327406e-17im, 1.000000000000005 - 1.5178830414797062e-18im, 1.0000000000000004 + 2.2551405187698492e-17im, 0.9999999999999936 + 2.6020852139652106e-18im, 1.0000000000000042 - 4.336808689942018e-19im
0.9, 1.0000000000000007 - 9.215718466126788e-19im, 0.999999999999999 + 0.0im, 0.9999999999999989 + 1.5612511283791264e-17im, 0.9999999999999967 + 1.0408340855860843e-17im, 1.0000000000000118 - 1.5178830414797062e-18im, 0.9999999999999922 + 1.951563910473908e-18im, 1.0000000000000018 - 5.204170427930421e-18im, 1.0000000000000027 - 1.0842021724855044e-17im, 0.9999999999999952 + 2.710505431213761e-19im, 1.0000000000000029 - 3.8163916471489756e-17im, 0.9999999999999949 - 5.0306980803327406e-17im, 1.0000000000000056 - 1.0842021724855044e-18im, 1.0000000000000029 + 2.42861286636753e-17im, 0.9999999999999948 + 3.469446951953614e-18im, 1.0000000000000058 - 8.673617379884035e-19im
