flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM(mass_num)R15
0.0, 1.0 - 3.469446951953614e-18im, 1.0000000000000002 - 4.336808689942018e-19im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 0.9999999999999996 - 6.938893903907228e-18im, 1.0 + 0.0im, 1.0 - 4.336808689942018e-19im, 0.9999999999999998 - 3.469446951953614e-18im, 1.0 - 3.469446951953614e-18im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 3.469446951953614e-18im, 0.9999999999999999 + 0.0im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0 + 0.0im
0.1, 0.9999999999999983 - 5.204170427930421e-18im, 0.9999999999999999 + 1.734723475976807e-18im, 0.9999999999999978 + 1.3877787807814457e-17im, 1.0000000000000007 + 0.0im, 0.9999999999999999 - 1.2576745200831851e-17im, 0.9999999999999997 + 3.8163916471489756e-17im, 1.0000000000000009 - 1.0842021724855044e-18im, 1.0000000000000022 - 1.0842021724855044e-18im, 0.9999999999999987 - 2.3852447794681098e-18im, 1.000000000000002 - 5.204170427930421e-18im, 0.9999999999999994 - 1.3010426069826053e-18im, 1.0000000000000009 + 3.469446951953614e-18im, 1.0000000000000004 + 6.938893903907228e-18im, 1.0000000000000013 + 6.938893903907228e-18im, 1.0000000000000002 + 1.3877787807814457e-17im
0.2, 0.9999999999999977 - 5.204170427930421e-18im, 0.999999999999998 - 3.469446951953614e-18im, 0.9999999999999984 + 6.938893903907228e-18im, 0.9999999999999993 - 6.938893903907228e-18im, 1.0000000000000004 - 1.0842021724855044e-17im, 0.9999999999999976 + 3.642919299551295e-17im, 1.0000000000000033 - 5.963111948670274e-19im, 1.000000000000003 - 4.336808689942018e-19im, 0.9999999999999981 - 2.6020852139652106e-18im, 1.0000000000000013 - 1.0408340855860843e-17im, 0.9999999999999974 - 5.204170427930421e-18im, 1.0000000000000009 + 3.469446951953614e-18im, 1.000000000000001 - 6.938893903907228e-18im, 1.0000000000000004 + 6.938893903907228e-18im, 1.0000000000000013 + 1.3877787807814457e-17im
0.3, 0.9999999999999987 - 5.312590645178972e-18im, 0.999999999999998 - 5.204170427930421e-18im, 0.9999999999999997 + 6.938893903907228e-18im, 0.999999999999999 + 6.938893903907228e-18im, 1.0000000000000007 - 8.673617379884035e-18im, 0.9999999999999974 + 3.729655473350135e-17im, 1.0000000000000042 + 0.0im, 1.0000000000000036 + 4.336808689942018e-19im, 0.9999999999999983 - 2.6020852139652106e-18im, 1.0000000000000033 - 1.214306433183765e-17im, 0.9999999999999956 - 3.469446951953614e-18im, 1.0000000000000027 + 3.469446951953614e-18im, 1.0000000000000013 + 8.673617379884035e-19im, 0.9999999999999993 + 3.469446951953614e-18im, 1.0000000000000013 + 6.938893903907228e-18im
0.4, 0.9999999999999993 - 5.637851296924623e-18im, 0.9999999999999979 - 1.734723475976807e-18im, 0.9999999999999998 + 3.469446951953614e-18im, 0.9999999999999989 + 1.0408340855860843e-17im, 1.0000000000000027 - 8.673617379884035e-18im, 0.9999999999999971 + 3.756760527662273e-17im, 1.0000000000000049 - 8.673617379884035e-19im, 1.000000000000003 + 8.673617379884035e-19im, 0.9999999999999989 - 1.734723475976807e-18im, 1.0000000000000042 - 8.673617379884035e-18im, 0.9999999999999966 + 1.734723475976807e-18im, 1.0000000000000016 + 3.469446951953614e-18im, 1.0000000000000007 + 3.686287386450715e-18im, 0.9999999999999992 + 6.071532165918825e-18im, 1.000000000000002 - 3.469446951953614e-18im
0.5, 1.0000000000000002 - 5.637851296924623e-18im, 0.9999999999999977 + 0.0im, 1.0000000000000013 + 3.469446951953614e-18im, 0.9999999999999994 + 6.938893903907228e-18im, 1.0000000000000027 - 6.938893903907228e-18im, 0.9999999999999969 + 3.8055496254241206e-17im, 1.0000000000000064 - 8.673617379884035e-19im, 1.0000000000000016 + 1.734723475976807e-18im, 0.9999999999999983 + 3.469446951953614e-18im, 1.0000000000000038 - 1.0408340855860843e-17im, 0.9999999999999987 - 3.469446951953614e-18im, 1.0000000000000024 + 1.3877787807814457e-17im, 1.0000000000000018 + 1.734723475976807e-18im, 1.0000000000000009 + 2.168404344971009e-18im, 1.0000000000000033 - 6.938893903907228e-18im
0.6, 1.0000000000000002 - 5.773376568485311e-18im, 0.9999999999999968 - 3.469446951953614e-18im, 1.0000000000000013 + 6.938893903907228e-18im, 0.9999999999999991 + 1.3877787807814457e-17im, 1.0000000000000044 - 7.589415207398531e-18im, 0.9999999999999978 + 3.7513395167998453e-17im, 1.000000000000007 + 0.0im, 1.0000000000000007 + 3.469446951953614e-18im, 0.9999999999999968 + 5.204170427930421e-18im, 1.0000000000000036 - 1.734723475976807e-17im, 0.9999999999999979 - 3.469446951953614e-18im, 1.000000000000002 + 1.0408340855860843e-17im, 1.0000000000000007 + 1.734723475976807e-18im, 1.000000000000001 + 2.6020852139652106e-18im, 1.0000000000000047 - 3.469446951953614e-18im
0.7, 1.0000000000000002 - 5.800481622797449e-18im, 0.9999999999999982 - 1.734723475976807e-18im, 0.9999999999999997 + 8.673617379884035e-18im, 0.9999999999999988 + 3.469446951953614e-18im, 1.000000000000003 - 7.589415207398531e-18im, 0.9999999999999973 + 3.686287386450715e-17im, 1.000000000000007 + 5.204170427930421e-18im, 1.000000000000001 + 8.673617379884035e-19im, 0.9999999999999964 + 5.204170427930421e-18im, 1.0000000000000047 - 1.0408340855860843e-17im, 0.9999999999999999 - 3.469446951953614e-18im, 1.000000000000003 + 1.0408340855860843e-17im, 1.0000000000000022 + 0.0im, 1.000000000000001 + 4.7704895589362195e-18im, 1.0000000000000047 + 0.0im
0.8, 1.0000000000000022 - 6.071532165918825e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999977 + 8.673617379884035e-18im, 0.9999999999999989 + 0.0im, 1.0000000000000038 - 7.589415207398531e-18im, 0.9999999999999983 + 3.729655473350135e-17im, 1.0000000000000049 + 3.469446951953614e-18im, 0.9999999999999992 + 0.0im, 0.9999999999999966 + 3.469446951953614e-18im, 1.0000000000000024 - 1.3877787807814457e-17im, 1.000000000000001 - 1.734723475976807e-18im, 1.0000000000000029 + 1.5612511283791264e-17im, 1.000000000000001 + 6.938893903907228e-18im, 1.0000000000000009 + 5.095750210681871e-18im, 1.000000000000006 + 1.0408340855860843e-17im
0.9, 1.0000000000000049 - 5.7462715141731735e-18im, 1.000000000000001 - 1.734723475976807e-18im, 0.9999999999999978 + 1.5612511283791264e-17im, 0.9999999999999984 - 3.469446951953614e-18im, 1.0000000000000027 - 7.806255641895632e-18im, 0.9999999999999961 + 3.5561831257524545e-17im, 1.000000000000004 + 1.734723475976807e-18im, 0.9999999999999994 + 0.0im, 0.9999999999999962 + 3.469446951953614e-18im, 0.9999999999999999 - 1.0408340855860843e-17im, 1.0000000000000013 + 0.0im, 1.000000000000003 + 2.0816681711721685e-17im, 1.000000000000001 + 1.734723475976807e-17im, 1.0000000000000018 + 5.204170427930421e-18im, 1.000000000000004 + 1.0408340855860843e-17im
1.0, 1.0000000000000067 - 5.637851296924623e-18im, 1.0000000000000004 - 1.734723475976807e-18im, 0.9999999999999983 + 1.6479873021779667e-17im, 0.9999999999999987 + 0.0im, 1.0000000000000038 - 4.7704895589362195e-18im, 0.9999999999999958 + 3.5561831257524545e-17im, 1.0000000000000053 - 5.204170427930421e-18im, 0.9999999999999976 - 1.734723475976807e-18im, 0.9999999999999957 + 5.204170427930421e-18im, 0.9999999999999998 - 1.0408340855860843e-17im, 1.0000000000000007 + 1.734723475976807e-18im, 1.0000000000000038 + 1.5612511283791264e-17im, 1.0000000000000027 + 1.734723475976807e-17im, 1.0000000000000009 + 5.637851296924623e-18im, 1.0000000000000053 + 1.0408340855860843e-17im
1.1, 1.0000000000000069 - 4.336808689942018e-18im, 1.0 + 0.0im, 1.0000000000000004 + 1.3877787807814457e-17im, 1.0 - 3.469446951953614e-18im, 1.0000000000000044 - 4.336808689942018e-18im, 0.9999999999999953 + 3.2959746043559335e-17im, 1.0000000000000047 - 3.469446951953614e-18im, 0.9999999999999971 - 3.469446951953614e-18im, 0.9999999999999963 + 6.938893903907228e-18im, 0.9999999999999996 - 1.734723475976807e-17im, 1.000000000000002 + 1.734723475976807e-18im, 1.0000000000000029 + 1.734723475976807e-17im, 1.0000000000000016 + 2.42861286636753e-17im, 0.999999999999999 + 4.7704895589362195e-18im, 1.0000000000000047 + 0.0im
