flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
0.0, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 - 4.336808689942018e-19im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 - 2.0328790734103208e-20im, 1.0000000000000002 - 1.734723475976807e-18im, 0.9999999999999999 + 1.3877787807814457e-17im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999998 + 0.0im, 1.0 - 1.0842021724855044e-19im
0.1, 0.9999999999999992 + 1.0408340855860843e-17im, 1.0000000000000009 + 0.0im, 1.0000000000000002 - 6.938893903907228e-18im, 1.000000000000001 + 0.0im, 1.0000000000000007 - 1.734723475976807e-18im, 1.000000000000002 + 0.0im, 1.0000000000000013 - 2.7755575615628914e-17im, 0.9999999999999988 + 2.7755575615628914e-17im, 1.0 + 4.336808689942018e-19im, 0.9999999999999998 - 3.469446951953614e-17im, 1.0000000000000016 + 1.3877787807814457e-17im, 1.0000000000000009 - 3.469446951953614e-18im, 0.9999999999999984 - 1.6263032587282567e-19im, 1.0000000000000004 - 3.469446951953614e-18im, 1.0 + 4.163336342344337e-17im, 0.9999999999999993 - 1.734723475976807e-18im, 0.9999999999999987 - 6.938893903907228e-18im, 1.0000000000000009 + 2.0816681711721685e-17im, 0.9999999999999986 - 6.938893903907228e-18im, 0.9999999999999994 - 2.168404344971009e-19im
0.2, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000022 + 0.0im, 0.9999999999999992 + 0.0im, 1.000000000000002 + 1.3010426069826053e-18im, 0.9999999999999997 + 0.0im, 1.0000000000000038 + 4.336808689942018e-19im, 0.9999999999999988 - 4.163336342344337e-17im, 0.9999999999999988 + 4.163336342344337e-17im, 0.9999999999999996 + 4.336808689942018e-19im, 0.9999999999999983 - 3.469446951953614e-17im, 1.0000000000000009 + 3.469446951953614e-17im, 1.0000000000000013 + 6.938893903907228e-18im, 0.9999999999999994 - 4.336808689942018e-19im, 1.0000000000000002 - 6.071532165918825e-18im, 1.0000000000000002 + 5.551115123125783e-17im, 1.0000000000000018 - 2.6020852139652106e-18im, 0.9999999999999979 + 6.938893903907228e-18im, 1.000000000000001 + 2.7755575615628914e-17im, 0.9999999999999992 + 0.0im, 0.9999999999999997 - 4.336808689942018e-19im
0.3, 0.9999999999999977 + 1.0408340855860843e-17im, 1.0000000000000029 - 1.734723475976807e-18im, 0.9999999999999994 + 0.0im, 1.0000000000000009 + 0.0im, 0.9999999999999981 - 8.673617379884035e-19im, 1.0000000000000049 + 4.336808689942018e-19im, 0.9999999999999996 - 4.163336342344337e-17im, 0.9999999999999978 + 2.7755575615628914e-17im, 0.9999999999999981 + 0.0im, 0.9999999999999963 - 2.0816681711721685e-17im, 0.9999999999999979 + 2.7755575615628914e-17im, 1.000000000000001 + 1.214306433183765e-17im, 0.9999999999999998 - 6.505213034913027e-19im, 1.000000000000002 - 8.673617379884035e-18im, 0.9999999999999998 + 5.551115123125783e-17im, 1.0000000000000018 - 2.168404344971009e-18im, 0.9999999999999978 + 2.0816681711721685e-17im, 1.0000000000000002 + 4.163336342344337e-17im, 0.9999999999999991 - 2.7755575615628914e-17im, 0.9999999999999999 + 0.0im
0.4, 0.9999999999999983 + 2.2551405187698492e-17im, 1.000000000000002 + 1.0842021724855044e-18im, 0.9999999999999992 + 0.0im, 1.0000000000000024 + 8.673617379884035e-19im, 0.9999999999999977 - 1.734723475976807e-18im, 1.0000000000000042 + 0.0im, 1.0 - 3.8163916471489756e-17im, 0.9999999999999974 + 4.85722573273506e-17im, 0.9999999999999972 - 1.3010426069826053e-18im, 0.9999999999999943 - 2.7755575615628914e-17im, 0.9999999999999987 + 3.469446951953614e-17im, 1.000000000000003 + 8.673617379884035e-18im, 0.9999999999999993 - 3.2526065174565133e-19im, 1.0000000000000027 - 8.673617379884035e-18im, 0.9999999999999999 + 1.3877787807814457e-17im, 1.0000000000000016 - 2.0599841277224584e-18im, 0.9999999999999964 + 2.0816681711721685e-17im, 1.0000000000000004 + 2.0816681711721685e-17im, 0.9999999999999994 - 3.469446951953614e-17im, 1.000000000000001 + 0.0im
0.5, 0.9999999999999964 + 2.2551405187698492e-17im, 1.0000000000000013 + 9.75781955236954e-19im, 0.9999999999999999 + 6.938893903907228e-18im, 1.000000000000003 + 6.505213034913027e-19im, 0.9999999999999982 - 8.673617379884035e-19im, 1.0000000000000042 + 0.0im, 0.999999999999999 - 3.122502256758253e-17im, 0.9999999999999997 + 3.469446951953614e-17im, 0.9999999999999959 - 1.3010426069826053e-18im, 0.9999999999999936 - 3.122502256758253e-17im, 0.9999999999999999 + 2.0816681711721685e-17im, 1.0000000000000058 + 6.938893903907228e-18im, 1.0000000000000009 + 0.0im, 1.0000000000000024 - 8.938738692374631e-18im, 0.9999999999999988 + 6.938893903907228e-17im, 1.0000000000000016 - 2.3852447794681098e-18im, 0.999999999999997 - 1.3877787807814457e-17im, 1.0000000000000038 + 1.0408340855860843e-17im, 1.0 - 3.122502256758253e-17im, 1.0000000000000018 - 4.336808689942018e-19im
0.6, 0.9999999999999979 + 1.734723475976807e-17im, 1.0000000000000022 + 6.505213034913027e-19im, 0.9999999999999986 + 6.938893903907228e-18im, 1.000000000000002 + 6.505213034913027e-19im, 0.9999999999999976 + 3.469446951953614e-18im, 1.0000000000000036 + 4.336808689942018e-19im, 0.9999999999999982 - 4.163336342344337e-17im, 0.9999999999999988 + 2.0816681711721685e-17im, 0.9999999999999958 - 1.3010426069826053e-18im, 0.9999999999999956 - 3.122502256758253e-17im, 0.9999999999999989 + 6.938893903907228e-18im, 1.0000000000000062 + 1.0408340855860843e-17im, 0.9999999999999988 + 6.505213034913027e-19im, 1.000000000000004 - 9.540979117872439e-18im, 0.9999999999999983 + 3.469446951953614e-17im, 1.000000000000003 - 1.734723475976807e-18im, 0.9999999999999966 - 2.0816681711721685e-17im, 1.0000000000000013 + 2.0816681711721685e-17im, 0.9999999999999973 - 3.469446951953614e-17im, 1.0000000000000018 - 1.3010426069826053e-18im
0.7, 0.9999999999999973 + 2.2551405187698492e-17im, 1.0000000000000036 + 0.0im, 0.9999999999999986 + 3.469446951953614e-18im, 1.0000000000000009 + 1.0842021724855044e-19im, 0.9999999999999987 + 2.6020852139652106e-18im, 1.000000000000003 + 1.734723475976807e-18im, 0.9999999999999989 - 3.8163916471489756e-17im, 0.9999999999999998 + 2.7755575615628914e-17im, 0.9999999999999966 - 1.3010426069826053e-18im, 0.9999999999999961 - 2.2551405187698492e-17im, 0.9999999999999986 + 6.938893903907228e-18im, 1.0000000000000056 + 9.540979117872439e-18im, 0.9999999999999987 + 1.951563910473908e-18im, 1.0000000000000049 - 7.37257477290143e-18im, 0.9999999999999989 + 3.469446951953614e-17im, 1.000000000000005 - 2.168404344971009e-18im, 0.9999999999999961 - 2.0816681711721685e-17im, 1.0000000000000033 + 2.0816681711721685e-17im, 0.999999999999996 - 2.7755575615628914e-17im, 1.000000000000002 - 8.673617379884035e-19im
0.8, 0.9999999999999984 + 1.9081958235744878e-17im, 1.0000000000000049 + 2.168404344971009e-18im, 0.9999999999999998 + 1.3877787807814457e-17im, 1.0000000000000013 + 4.336808689942018e-19im, 0.9999999999999963 + 2.6020852139652106e-18im, 1.0000000000000036 + 0.0im, 0.9999999999999978 - 4.163336342344337e-17im, 0.9999999999999998 + 2.0816681711721685e-17im, 0.9999999999999947 - 1.5178830414797062e-18im, 0.9999999999999968 - 2.0816681711721685e-17im, 0.9999999999999988 + 6.938893903907228e-18im, 1.000000000000005 + 1.1275702593849246e-17im, 0.9999999999999989 + 2.168404344971009e-18im, 1.0000000000000049 - 1.0408340855860843e-17im, 0.9999999999999983 + 4.85722573273506e-17im, 1.0000000000000042 - 2.6020852139652106e-18im, 0.9999999999999958 - 2.0816681711721685e-17im, 1.000000000000003 + 1.5612511283791264e-17im, 0.9999999999999962 - 4.163336342344337e-17im, 1.0000000000000047 - 8.673617379884035e-19im
0.9, 0.9999999999999974 + 2.0816681711721685e-17im, 1.000000000000005 + 2.6020852139652106e-18im, 1.0 + 1.3877787807814457e-17im, 1.0000000000000016 + 5.421010862427522e-19im, 0.9999999999999943 + 6.071532165918825e-18im, 1.0000000000000038 + 4.336808689942018e-18im, 0.9999999999999957 - 4.163336342344337e-17im, 0.9999999999999987 + 2.7755575615628914e-17im, 0.999999999999996 - 1.5178830414797062e-18im, 0.9999999999999963 - 2.0816681711721685e-17im, 0.9999999999999997 + 2.0816681711721685e-17im, 1.0000000000000056 + 1.1275702593849246e-17im, 0.9999999999999984 + 2.168404344971009e-18im, 1.0000000000000049 - 1.0408340855860843e-17im, 1.0000000000000002 + 4.85722573273506e-17im, 1.000000000000003 - 3.469446951953614e-18im, 0.999999999999996 - 2.7755575615628914e-17im, 1.0000000000000018 + 1.6479873021779667e-17im, 0.9999999999999941 - 3.122502256758253e-17im, 1.0000000000000027 - 8.673617379884035e-19im
