flowtime, d1, d2, d3
0.0, 0.9999999999999999 + 4.336808689942018e-19im, 0.9999999999999999 - 2.710505431213761e-20im, 0.9999999999999999 + 0.0im
0.1, 1.0000000000000016 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000024 - 2.168404344971009e-19im
0.2, 1.000000000000003 + 0.0im, 0.9999999999999983 - 1.0842021724855044e-19im, 1.0000000000000016 - 2.168404344971009e-19im
0.3, 1.000000000000004 + 2.168404344971009e-19im, 0.999999999999997 + 1.0842021724855044e-19im, 1.0000000000000022 - 4.336808689942018e-19im
0.4, 1.0000000000000056 + 0.0im, 0.999999999999996 - 3.2526065174565133e-19im, 1.0 - 2.168404344971009e-19im
0.5, 1.0000000000000069 + 2.168404344971009e-19im, 0.999999999999997 + 0.0im, 1.0000000000000007 + 6.505213034913027e-19im
0.6, 1.000000000000007 + 2.168404344971009e-19im, 0.9999999999999959 + 3.2526065174565133e-19im, 1.0000000000000024 + 8.673617379884035e-19im
0.7, 1.0000000000000062 + 1.0842021724855044e-18im, 0.9999999999999964 + 4.336808689942018e-19im, 1.0000000000000009 + 1.3010426069826053e-18im
0.8, 1.000000000000005 + 1.6263032587282567e-18im, 0.9999999999999964 + 5.421010862427522e-19im, 0.9999999999999992 + 1.5178830414797062e-18im
0.9, 1.0000000000000038 + 2.168404344971009e-18im, 0.9999999999999964 + 5.963111948670274e-19im, 0.999999999999998 + 1.5178830414797062e-18im
1.0, 1.000000000000005 + 2.6020852139652106e-18im, 0.9999999999999959 + 7.047314121155779e-19im, 0.9999999999999971 + 8.673617379884035e-19im
1.1, 1.0000000000000042 + 2.4936649967166602e-18im, 0.9999999999999936 + 9.215718466126788e-19im, 0.999999999999997 + 1.3010426069826053e-18im
1.2, 1.0000000000000058 + 2.2768245622195593e-18im, 0.9999999999999913 + 9.75781955236954e-19im, 0.9999999999999961 + 1.0842021724855044e-18im
1.3, 1.0000000000000053 + 2.168404344971009e-18im, 0.9999999999999911 + 9.215718466126788e-19im, 0.999999999999995 + 6.505213034913027e-19im
1.4, 1.000000000000004 + 2.3852447794681098e-18im, 0.9999999999999902 + 1.0570971181733668e-18im, 0.9999999999999953 + 1.5178830414797062e-18im
1.5, 1.000000000000005 + 2.3310346708438345e-18im, 0.9999999999999891 + 9.75781955236954e-19im, 0.9999999999999943 + 1.951563910473908e-18im
1.6, 1.0000000000000069 + 2.3852447794681098e-18im, 0.9999999999999882 + 1.0842021724855044e-18im, 0.9999999999999944 + 2.3852447794681098e-18im
1.7, 1.0000000000000102 + 2.3852447794681098e-18im, 0.9999999999999867 + 1.0570971181733668e-18im, 0.9999999999999958 + 3.0357660829594124e-18im
1.8, 1.000000000000009 + 2.3852447794681098e-18im, 0.9999999999999853 + 1.0164395367051604e-18im, 0.9999999999999967 + 3.0357660829594124e-18im
1.9, 1.00000000000001 + 2.439454888092385e-18im, 0.9999999999999839 + 1.0164395367051604e-18im, 0.9999999999999966 + 4.336808689942018e-19im
2.0, 1.0000000000000084 + 2.5478751053409354e-18im, 0.9999999999999855 + 1.0148513499290586e-18im, 0.9999999999999983 + 1.734723475976807e-18im
2.1, 1.0000000000000089 + 2.3852447794681098e-18im, 0.9999999999999849 + 1.0299920638612292e-18im, 0.9999999999999976 + 4.336808689942018e-19im
2.2, 1.0000000000000078 + 2.3310346708438345e-18im, 0.9999999999999831 + 9.825582188149884e-19im, 0.9999999999999992 - 8.673617379884035e-19im
2.3, 1.0000000000000067 + 2.3852447794681098e-18im, 0.9999999999999836 + 8.944667923005412e-19im, 0.9999999999999981 - 2.168404344971009e-18im
2.4, 1.0000000000000062 + 2.5478751053409354e-18im, 0.9999999999999828 + 8.944667923005412e-19im, 0.9999999999999982 - 1.734723475976807e-18im
2.5, 1.0000000000000058 + 2.4665599424045226e-18im, 0.9999999999999822 + 7.589415207398531e-19im, 0.9999999999999969 - 1.734723475976807e-18im
2.6, 1.0000000000000069 + 2.6020852139652106e-18im, 0.9999999999999828 + 5.692061405548898e-19im, 0.9999999999999977 - 1.734723475976807e-18im
2.7, 1.0000000000000069 + 2.574980159653073e-18im, 0.9999999999999815 + 5.421010862427522e-19im, 0.9999999999999967 - 3.469446951953614e-18im
2.8, 1.0000000000000049 + 2.642742795433417e-18im, 0.9999999999999823 + 2.981555974335137e-19im, 0.9999999999999964 - 1.734723475976807e-18im
2.9, 1.0000000000000062 + 2.6156377411212794e-18im, 0.9999999999999839 + 1.6263032587282567e-19im, 0.9999999999999972 - 2.6020852139652106e-18im
3.0, 1.0000000000000067 + 2.6020852139652106e-18im, 0.999999999999985 + 1.6263032587282567e-19im, 0.9999999999999963 - 3.469446951953614e-18im
3.1, 1.0000000000000069 + 2.588532686809142e-18im, 0.9999999999999866 + 1.6263032587282567e-19im, 0.9999999999999971 - 5.204170427930421e-18im
3.2, 1.0000000000000062 + 2.6359665318553827e-18im, 0.999999999999987 + 3.2526065174565133e-19im, 0.9999999999999963 - 1.734723475976807e-18im
3.3, 1.0000000000000078 + 2.656295322589486e-18im, 0.9999999999999855 + 3.2526065174565133e-19im, 0.9999999999999951 - 6.938893903907228e-18im
3.4, 1.0000000000000073 + 2.6359665318553827e-18im, 0.9999999999999858 + 2.710505431213761e-19im, 0.9999999999999933 - 3.469446951953614e-18im
3.5, 1.0000000000000078 + 2.6156377411212794e-18im, 0.9999999999999865 + 2.710505431213761e-19im, 0.9999999999999939 - 8.673617379884035e-19im
3.6, 1.0000000000000058 + 2.6156377411212794e-18im, 0.999999999999986 + 1.6263032587282567e-19im, 0.9999999999999946 + 2.6020852139652106e-18im
3.7, 1.0000000000000075 + 2.611402576385008e-18im, 0.9999999999999847 + 2.168404344971009e-19im, 0.9999999999999949 - 3.469446951953614e-18im
3.8, 1.0000000000000067 + 2.6105555434377536e-18im, 0.9999999999999846 + 2.710505431213761e-19im, 0.9999999999999934 - 1.734723475976807e-18im
3.9, 1.0000000000000062 + 2.600391148070702e-18im, 0.9999999999999843 + 0.0im, 0.9999999999999932 - 8.673617379884035e-18im
4.0, 1.0000000000000073 + 2.605473345754228e-18im, 0.9999999999999818 + 2.168404344971009e-19im, 0.999999999999992 - 3.469446951953614e-18im
4.1, 1.0000000000000064 + 2.588532686809142e-18im, 0.9999999999999841 + 1.6263032587282567e-19im, 0.9999999999999928 - 8.673617379884035e-18im
4.2, 1.0000000000000058 + 2.6020852139652106e-18im, 0.9999999999999842 + 1.6263032587282567e-19im, 0.9999999999999934 - 1.5612511283791264e-17im
4.3, 1.000000000000005 + 2.55465136891897e-18im, 0.9999999999999829 + 3.2526065174565133e-19im, 0.9999999999999932 - 1.3877787807814457e-17im
4.4, 1.000000000000005 + 2.588532686809142e-18im, 0.9999999999999816 + 3.2526065174565133e-19im, 0.9999999999999939 - 1.0408340855860843e-17im
4.5, 1.0000000000000042 + 2.6156377411212794e-18im, 0.9999999999999809 + 5.963111948670274e-19im, 0.9999999999999925 - 1.3877787807814457e-17im
4.6, 1.000000000000006 + 2.6698478497455547e-18im, 0.9999999999999819 + 4.87890977618477e-19im, 0.9999999999999941 - 3.469446951953614e-18im
4.7, 1.0000000000000058 + 2.6834003769016235e-18im, 0.9999999999999822 + 2.710505431213761e-19im, 0.9999999999999954 - 8.673617379884035e-18im
4.8, 1.000000000000006 + 2.656295322589486e-18im, 0.9999999999999828 + 3.2526065174565133e-19im, 0.9999999999999958 - 2.42861286636753e-17im
4.9, 1.0000000000000053 + 2.6834003769016235e-18im, 0.9999999999999838 + 4.336808689942018e-19im, 0.9999999999999962 - 1.3877787807814457e-17im
5.0, 1.000000000000006 + 2.6698478497455547e-18im, 0.9999999999999833 + 4.336808689942018e-19im, 0.9999999999999968 - 1.3877787807814457e-17im
5.1, 1.000000000000006 + 2.6834003769016235e-18im, 0.9999999999999841 + 3.7947076036992655e-19im, 0.9999999999999959 - 1.3877787807814457e-17im
5.2, 1.000000000000007 + 2.6291902682773483e-18im, 0.9999999999999833 + 4.0657581468206416e-19im, 0.9999999999999964 + 0.0im
5.3, 1.0000000000000064 + 2.642742795433417e-18im, 0.9999999999999825 + 2.439454888092385e-19im, 0.9999999999999967 + 3.469446951953614e-18im
5.4, 1.0000000000000058 + 2.6291902682773483e-18im, 0.9999999999999817 + 2.710505431213761e-19im, 0.9999999999999942 + 0.0im
5.5, 1.0000000000000044 + 2.6291902682773483e-18im, 0.9999999999999803 + 3.2526065174565133e-19im, 0.9999999999999943 - 2.0816681711721685e-17im
5.6, 1.0000000000000053 + 2.520770051028798e-18im, 0.9999999999999797 + 2.981555974335137e-19im, 0.9999999999999943 - 1.3877787807814457e-17im
5.7, 1.0000000000000049 + 2.6020852139652106e-18im, 0.9999999999999781 + 2.981555974335137e-19im, 0.9999999999999956 - 3.469446951953614e-18im
5.8, 1.0000000000000062 + 2.520770051028798e-18im, 0.9999999999999771 + 1.0842021724855044e-19im, 0.9999999999999979 + 0.0im
5.9, 1.0000000000000075 + 2.4665599424045226e-18im, 0.9999999999999788 + 1.8973538018496328e-19im, 0.9999999999999982 + 0.0im
6.0, 1.000000000000009 + 2.520770051028798e-18im, 0.999999999999978 + 2.710505431213761e-20im, 0.9999999999999982 - 6.938893903907228e-18im
6.1, 1.0000000000000078 + 2.439454888092385e-18im, 0.999999999999978 + 1.8973538018496328e-19im, 0.9999999999999988 + 0.0im
