flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
0.0, 1.0 + 0.0im, 0.9999999999999999 + 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 1.0000000000000002 + 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999998 - 3.469446951953614e-18im, 0.9999999999999999 + 1.734723475976807e-18im, 0.9999999999999999 - 6.938893903907228e-18im, 1.0 + 0.0im, 0.9999999999999997 + 0.0im, 0.9999999999999999 - 1.3877787807814457e-17im, 0.9999999999999999 + 4.336808689942018e-19im, 0.9999999999999997 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999998 + 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 - 3.469446951953614e-18im, 1.0 - 4.336808689942018e-19im
0.1, 0.9999999999999989 - 6.938893903907228e-18im, 0.9999999999999994 - 1.734723475976807e-18im, 1.000000000000002 - 5.204170427930421e-18im, 0.9999999999999991 - 1.0408340855860843e-17im, 1.0000000000000009 - 8.673617379884035e-19im, 0.9999999999999994 + 1.734723475976807e-18im, 1.0000000000000007 - 7.806255641895632e-18im, 0.9999999999999988 + 0.0im, 1.0000000000000007 - 1.0842021724855044e-18im, 1.000000000000002 - 4.163336342344337e-17im, 0.999999999999999 + 4.336808689942018e-19im, 0.999999999999997 - 1.734723475976807e-17im, 0.9999999999999993 - 1.734723475976807e-18im, 0.9999999999999987 - 3.3610267347050637e-18im, 1.0 + 0.0im, 0.9999999999999979 + 0.0im, 1.0000000000000007 + 0.0im, 0.9999999999999998 + 2.905661822261152e-17im, 0.9999999999999993 - 5.854691731421724e-18im, 0.9999999999999996 + 6.938893903907228e-18im
0.2, 1.0000000000000002 + 6.938893903907228e-18im, 0.999999999999998 - 1.734723475976807e-18im, 1.0000000000000016 - 7.37257477290143e-18im, 1.0000000000000004 - 9.540979117872439e-18im, 0.9999999999999997 - 2.168404344971009e-19im, 0.9999999999999981 + 8.673617379884035e-19im, 0.9999999999999998 - 8.782037597132586e-18im, 0.9999999999999979 + 3.2526065174565133e-19im, 1.0000000000000013 - 1.3010426069826053e-18im, 1.0000000000000007 - 4.163336342344337e-17im, 0.9999999999999997 + 1.734723475976807e-18im, 0.9999999999999969 - 2.0816681711721685e-17im, 0.999999999999998 - 1.734723475976807e-18im, 0.9999999999999991 - 3.144186300207963e-18im, 1.0000000000000016 + 0.0im, 0.9999999999999963 + 3.469446951953614e-18im, 0.9999999999999999 + 3.469446951953614e-18im, 1.0000000000000004 + 2.8406096919120216e-17im, 0.9999999999999993 - 6.071532165918825e-18im, 0.9999999999999987 - 6.938893903907228e-18im
0.3, 1.0000000000000002 + 0.0im, 0.9999999999999967 - 3.469446951953614e-18im, 1.0000000000000024 - 7.589415207398531e-18im, 1.0 - 9.540979117872439e-18im, 0.9999999999999984 - 4.336808689942018e-19im, 0.9999999999999994 + 8.673617379884035e-19im, 1.0000000000000004 - 8.673617379884035e-18im, 0.9999999999999968 + 6.505213034913027e-19im, 1.0 + 4.336808689942018e-19im, 0.9999999999999996 - 2.7755575615628914e-17im, 1.0 + 2.6020852139652106e-18im, 0.9999999999999958 - 3.469446951953614e-17im, 1.0000000000000007 - 3.469446951953614e-18im, 1.0000000000000002 - 2.8189256484623115e-18im, 1.000000000000001 - 1.0842021724855044e-18im, 0.9999999999999972 + 3.469446951953614e-18im, 0.9999999999999984 + 8.673617379884035e-18im, 1.0000000000000022 + 2.927345865710862e-17im, 0.9999999999999987 - 5.204170427930421e-18im, 0.9999999999999992 - 1.3877787807814457e-17im
0.4, 1.0000000000000033 + 0.0im, 0.9999999999999961 + 3.469446951953614e-18im, 1.000000000000004 - 7.26415455565288e-18im, 1.0000000000000018 - 9.107298248878237e-18im, 0.9999999999999962 - 8.673617379884035e-19im, 1.0000000000000009 + 2.6020852139652106e-18im, 1.0000000000000009 - 8.023096076392733e-18im, 0.9999999999999976 + 2.168404344971009e-19im, 0.9999999999999983 + 8.673617379884035e-19im, 0.9999999999999978 - 2.0816681711721685e-17im, 0.9999999999999976 + 1.3010426069826053e-18im, 0.9999999999999952 - 2.7755575615628914e-17im, 0.9999999999999999 - 3.469446951953614e-18im, 1.0000000000000027 - 2.7647155398380363e-18im, 1.0000000000000004 - 3.7947076036992655e-19im, 0.9999999999999989 + 3.469446951953614e-18im, 0.9999999999999988 + 5.204170427930421e-18im, 1.0000000000000022 + 2.883977778811442e-17im, 0.9999999999999993 - 4.7704895589362195e-18im, 1.0000000000000018 - 1.734723475976807e-17im
0.5, 1.0000000000000036 + 0.0im, 0.9999999999999963 - 6.938893903907228e-18im, 1.0000000000000067 - 7.237049501340742e-18im, 1.0000000000000036 - 9.974659986866641e-18im, 0.9999999999999964 - 8.673617379884035e-19im, 0.9999999999999991 + 1.734723475976807e-18im, 1.0000000000000027 - 8.239936510889834e-18im, 0.9999999999999966 + 8.673617379884035e-19im, 0.9999999999999972 + 0.0im, 0.9999999999999982 - 3.469446951953614e-17im, 0.9999999999999972 + 3.469446951953614e-18im, 0.9999999999999929 - 1.3877787807814457e-17im, 0.9999999999999994 - 4.336808689942018e-18im, 1.0000000000000038 - 2.778268066994105e-18im, 1.0000000000000018 - 4.607859233063394e-19im, 0.9999999999999993 - 5.204170427930421e-18im, 0.9999999999999972 + 7.806255641895632e-18im, 1.000000000000004 + 2.905661822261152e-17im, 0.9999999999999993 - 4.7704895589362195e-18im, 1.0000000000000016 + 3.469446951953614e-18im
0.6, 1.0000000000000042 + 1.734723475976807e-17im, 0.9999999999999952 - 1.0408340855860843e-17im, 1.0000000000000095 - 7.15573433840433e-18im, 1.0000000000000029 - 1.1709383462843448e-17im, 0.9999999999999941 - 1.3010426069826053e-18im, 0.9999999999999999 + 2.6020852139652106e-18im, 1.000000000000002 - 7.37257477290143e-18im, 0.9999999999999964 + 6.505213034913027e-19im, 0.999999999999997 + 0.0im, 0.9999999999999963 - 2.0816681711721685e-17im, 0.9999999999999982 + 3.469446951953614e-18im, 0.9999999999999916 + 6.938893903907228e-18im, 1.0000000000000016 - 4.336808689942018e-18im, 1.0000000000000049 - 2.846030702774449e-18im, 1.0000000000000007 - 6.505213034913027e-19im, 1.0 - 5.204170427930421e-18im, 0.9999999999999957 + 6.938893903907228e-18im, 1.0000000000000042 + 2.883977778811442e-17im, 1.0000000000000013 - 6.5052130349130266e-18im, 1.000000000000002 + 3.469446951953614e-18im
0.7, 1.0000000000000038 + 1.0408340855860843e-17im, 0.9999999999999968 - 1.3877787807814457e-17im, 1.0000000000000115 - 6.5052130349130266e-18im, 1.000000000000004 - 1.0408340855860843e-17im, 0.9999999999999922 - 1.0842021724855044e-18im, 1.0000000000000013 + 3.0357660829594124e-18im, 1.0000000000000007 - 6.5052130349130266e-18im, 0.9999999999999968 + 2.168404344971009e-19im, 0.9999999999999972 - 2.6020852139652106e-18im, 0.9999999999999966 - 6.938893903907228e-18im, 0.999999999999999 + 3.686287386450715e-18im, 0.9999999999999913 + 0.0im, 0.9999999999999989 - 4.336808689942018e-18im, 1.0000000000000082 - 3.0086610286472748e-18im, 0.999999999999999 - 6.505213034913027e-19im, 0.9999999999999991 - 5.204170427930421e-18im, 0.9999999999999971 + 6.938893903907228e-18im, 1.0000000000000016 + 3.0357660829594124e-17im, 1.0000000000000016 - 6.5052130349130266e-18im, 1.000000000000002 - 3.469446951953614e-18im
0.8, 1.0000000000000038 + 1.0408340855860843e-17im, 0.9999999999999954 - 6.938893903907228e-18im, 1.0000000000000124 - 6.7220534694101275e-18im, 1.0000000000000049 - 1.0842021724855044e-17im, 0.9999999999999885 - 6.505213034913027e-19im, 0.9999999999999997 + 2.6020852139652106e-18im, 1.0 - 6.938893903907228e-18im, 0.9999999999999979 + 8.673617379884035e-19im, 0.9999999999999963 - 1.734723475976807e-18im, 0.9999999999999971 - 1.0408340855860843e-17im, 0.9999999999999993 + 3.686287386450715e-18im, 0.9999999999999929 + 6.938893903907228e-18im, 0.9999999999999992 - 5.204170427930421e-18im, 1.000000000000008 - 2.9544509200229996e-18im, 0.9999999999999979 + 2.168404344971009e-19im, 0.9999999999999981 - 1.734723475976807e-18im, 0.9999999999999989 + 7.806255641895632e-18im, 1.0000000000000033 + 3.0249240612345574e-17im, 1.0000000000000018 - 7.37257477290143e-18im, 1.000000000000001 - 1.0408340855860843e-17im
0.9, 1.0000000000000042 + 3.469446951953614e-18im, 0.9999999999999971 - 3.469446951953614e-18im, 1.0000000000000142 - 6.7220534694101275e-18im, 1.0000000000000029 - 1.1275702593849246e-17im, 0.9999999999999873 - 1.5178830414797062e-18im, 1.0000000000000007 + 3.469446951953614e-18im, 0.9999999999999998 - 6.938893903907228e-18im, 0.9999999999999979 + 4.336808689942018e-19im, 0.999999999999998 - 2.6020852139652106e-18im, 0.9999999999999962 - 1.0408340855860843e-17im, 0.9999999999999981 + 3.469446951953614e-18im, 0.9999999999999954 + 2.0816681711721685e-17im, 1.0000000000000002 - 6.071532165918825e-18im, 1.0000000000000087 - 2.8866882842426556e-18im, 0.9999999999999989 - 2.168404344971009e-19im, 0.9999999999999992 + 0.0im, 0.9999999999999994 + 9.540979117872439e-18im, 1.0000000000000058 + 2.992397996059992e-17im, 1.0000000000000038 - 6.071532165918825e-18im, 1.0000000000000004 + 3.469446951953614e-18im
