flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
0.0, 0.9999999999999998 + 0.0im, 0.9999999999999998 + 3.469446951953614e-18im, 1.0000000000000002 - 6.938893903907228e-18im, 0.9999999999999999 + 0.0im, 0.9999999999999998 + 0.0im, 0.9999999999999998 + 0.0im, 1.0 + 0.0im, 1.0 - 3.469446951953614e-18im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999997 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999998 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 4.336808689942018e-19im, 1.0 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im, 0.9999999999999999 - 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im
0.1, 0.9999999999999991 - 1.0842021724855044e-18im, 0.9999999999999989 + 3.469446951953614e-18im, 1.0000000000000022 - 1.734723475976807e-18im, 1.0000000000000009 + 0.0im, 0.9999999999999982 + 6.071532165918825e-18im, 1.0000000000000016 - 3.469446951953614e-18im, 1.0000000000000007 + 5.204170427930421e-18im, 1.0000000000000007 - 5.204170427930421e-18im, 0.9999999999999994 + 0.0im, 1.0000000000000007 - 4.336808689942018e-19im, 0.999999999999999 + 2.6020852139652106e-18im, 1.000000000000001 + 3.469446951953614e-18im, 0.9999999999999979 + 1.0408340855860843e-17im, 0.9999999999999993 + 5.421010862427522e-20im, 1.0000000000000007 + 6.938893903907228e-18im, 1.0000000000000002 - 5.963111948670274e-19im, 1.000000000000001 - 8.673617379884035e-19im, 0.9999999999999994 + 3.469446951953614e-18im, 0.9999999999999999 - 1.214306433183765e-17im, 0.9999999999999992 + 2.168404344971009e-18im
0.2, 0.9999999999999996 - 5.204170427930421e-18im, 0.9999999999999987 + 1.0408340855860843e-17im, 1.0000000000000018 + 0.0im, 1.000000000000002 - 1.0408340855860843e-17im, 0.9999999999999986 + 5.204170427930421e-18im, 0.9999999999999992 - 1.734723475976807e-18im, 1.0000000000000018 + 6.938893903907228e-18im, 1.0000000000000029 - 1.1275702593849246e-17im, 0.9999999999999999 - 1.0842021724855044e-18im, 0.9999999999999992 + 0.0im, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000007 - 3.469446951953614e-18im, 0.9999999999999971 + 1.0408340855860843e-17im, 1.0000000000000029 + 4.336808689942018e-19im, 0.9999999999999999 + 3.469446951953614e-18im, 1.0000000000000002 - 3.7947076036992655e-19im, 0.9999999999999996 - 1.734723475976807e-18im, 1.0 + 0.0im, 1.0000000000000004 - 1.214306433183765e-17im, 0.9999999999999996 + 3.469446951953614e-18im
0.3, 0.9999999999999989 - 5.204170427930421e-18im, 0.9999999999999988 + 1.734723475976807e-17im, 1.0000000000000018 + 4.336808689942018e-18im, 1.0000000000000016 - 2.7755575615628914e-17im, 0.9999999999999989 + 3.469446951953614e-18im, 1.0000000000000013 - 1.734723475976807e-18im, 1.000000000000003 + 8.673617379884035e-18im, 1.0000000000000024 - 9.974659986866641e-18im, 0.9999999999999989 - 2.3852447794681098e-18im, 1.0000000000000002 - 1.0842021724855044e-19im, 0.9999999999999973 + 1.0408340855860843e-17im, 1.0000000000000004 - 3.469446951953614e-18im, 0.9999999999999961 + 1.0408340855860843e-17im, 1.0000000000000018 + 1.5178830414797062e-18im, 0.999999999999999 + 0.0im, 1.0 - 5.421010862427522e-19im, 1.0 - 8.673617379884035e-19im, 1.0000000000000016 - 3.469446951953614e-18im, 1.0000000000000016 - 1.214306433183765e-17im, 1.0000000000000004 + 2.6020852139652106e-18im
0.4, 1.0000000000000002 - 3.469446951953614e-18im, 1.0000000000000024 + 1.734723475976807e-17im, 1.000000000000002 + 5.204170427930421e-18im, 0.9999999999999999 - 3.122502256758253e-17im, 0.9999999999999998 + 6.938893903907228e-18im, 1.000000000000002 - 2.6020852139652106e-18im, 1.0000000000000053 + 1.214306433183765e-17im, 1.0000000000000018 - 9.107298248878237e-18im, 1.0000000000000004 - 2.168404344971009e-18im, 0.9999999999999983 - 5.421010862427522e-20im, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000009 - 6.938893903907228e-18im, 0.9999999999999959 + 6.938893903907228e-18im, 1.0000000000000002 + 1.0842021724855044e-18im, 0.9999999999999974 - 6.938893903907228e-18im, 1.0000000000000022 - 4.87890977618477e-19im, 1.0000000000000024 + 8.673617379884035e-19im, 1.000000000000002 + 1.0408340855860843e-17im, 1.000000000000002 - 8.673617379884035e-18im, 1.0000000000000004 + 2.6020852139652106e-18im
0.5, 1.0000000000000004 - 3.469446951953614e-18im, 1.0000000000000027 + 1.0408340855860843e-17im, 1.000000000000002 + 3.903127820947816e-18im, 1.0000000000000004 - 2.42861286636753e-17im, 1.0000000000000009 + 6.938893903907228e-18im, 1.0000000000000004 - 8.673617379884035e-19im, 1.0000000000000067 + 1.214306433183765e-17im, 1.0000000000000024 - 9.974659986866641e-18im, 0.9999999999999983 - 3.0357660829594124e-18im, 0.9999999999999994 - 1.6263032587282567e-19im, 0.9999999999999987 + 6.938893903907228e-18im, 1.0000000000000004 - 1.3877787807814457e-17im, 0.9999999999999952 + 1.0408340855860843e-17im, 0.9999999999999978 + 6.505213034913027e-19im, 0.9999999999999969 - 2.42861286636753e-17im, 1.0000000000000016 - 5.421010862427522e-19im, 1.0000000000000022 + 8.673617379884035e-19im, 1.0000000000000013 + 2.0816681711721685e-17im, 1.0000000000000022 - 6.938893903907228e-18im, 0.9999999999999983 + 1.734723475976807e-18im
0.6, 1.0 + 0.0im, 1.0000000000000029 + 3.469446951953614e-18im, 1.0000000000000029 + 2.6020852139652106e-18im, 1.0000000000000024 - 2.7755575615628914e-17im, 0.9999999999999999 + 8.673617379884035e-18im, 1.0000000000000016 - 2.6020852139652106e-18im, 1.000000000000007 - 3.469446951953614e-18im, 1.0000000000000009 - 9.540979117872439e-18im, 0.9999999999999982 - 3.2526065174565133e-18im, 0.9999999999999983 - 3.2526065174565133e-19im, 0.9999999999999984 + 6.938893903907228e-18im, 0.9999999999999989 - 2.0816681711721685e-17im, 0.9999999999999944 + 1.0408340855860843e-17im, 0.9999999999999968 + 4.336808689942018e-19im, 0.9999999999999966 - 2.7755575615628914e-17im, 1.0000000000000018 - 4.336808689942018e-19im, 1.0000000000000022 + 8.673617379884035e-19im, 1.0000000000000009 + 2.42861286636753e-17im, 1.0000000000000027 - 6.938893903907228e-18im, 0.9999999999999977 - 1.734723475976807e-18im
0.7, 1.0000000000000029 - 3.469446951953614e-18im, 1.0000000000000016 + 3.469446951953614e-18im, 1.0000000000000033 + 3.469446951953614e-18im, 1.0000000000000018 - 2.42861286636753e-17im, 0.9999999999999976 + 7.806255641895632e-18im, 1.0000000000000009 - 5.204170427930421e-18im, 1.0000000000000075 + 5.204170427930421e-18im, 1.0000000000000016 - 1.0408340855860843e-17im, 0.9999999999999977 - 3.2526065174565133e-18im, 0.9999999999999978 - 2.439454888092385e-19im, 0.9999999999999974 + 8.673617379884035e-18im, 1.0000000000000002 - 2.2551405187698492e-17im, 0.9999999999999954 + 1.214306433183765e-17im, 0.9999999999999958 + 4.336808689942018e-19im, 0.9999999999999956 - 2.0816681711721685e-17im, 1.0000000000000047 - 4.87890977618477e-19im, 1.0000000000000018 + 1.734723475976807e-18im, 1.000000000000001 + 2.7755575615628914e-17im, 1.0000000000000009 - 8.673617379884035e-18im, 0.9999999999999971 + 0.0im
0.8, 1.0000000000000027 + 0.0im, 1.0000000000000004 - 3.469446951953614e-18im, 1.0000000000000029 + 3.903127820947816e-18im, 0.9999999999999997 - 2.7755575615628914e-17im, 0.9999999999999976 + 8.673617379884035e-18im, 1.0000000000000013 - 6.938893903907228e-18im, 1.0000000000000058 + 6.938893903907228e-18im, 1.000000000000003 - 1.0842021724855044e-17im, 0.9999999999999988 - 3.0357660829594124e-18im, 0.9999999999999979 - 2.439454888092385e-19im, 1.0000000000000002 + 1.0408340855860843e-17im, 1.0000000000000013 - 2.0816681711721685e-17im, 0.9999999999999962 + 6.938893903907228e-18im, 0.9999999999999956 - 1.0842021724855044e-19im, 0.9999999999999971 - 2.0816681711721685e-17im, 1.000000000000003 - 4.336808689942018e-19im, 1.000000000000002 + 3.469446951953614e-18im, 1.0000000000000022 + 3.8163916471489756e-17im, 0.9999999999999978 - 1.9081958235744878e-17im, 0.9999999999999956 - 8.673617379884035e-19im
0.9, 1.0000000000000033 - 1.0408340855860843e-17im, 1.0 - 1.3877787807814457e-17im, 1.0000000000000024 + 4.228388472693467e-18im, 1.0000000000000007 - 3.469446951953614e-17im, 0.9999999999999969 + 5.204170427930421e-18im, 1.0000000000000004 - 5.204170427930421e-18im, 1.0000000000000075 + 1.3877787807814457e-17im, 1.0000000000000004 - 1.1275702593849246e-17im, 0.9999999999999981 - 3.3610267347050637e-18im, 0.9999999999999969 - 2.710505431213761e-19im, 0.9999999999999993 + 1.5612511283791264e-17im, 1.000000000000002 - 2.2551405187698492e-17im, 0.999999999999996 + 3.469446951953614e-18im, 0.9999999999999937 - 1.0842021724855044e-19im, 0.9999999999999986 - 2.42861286636753e-17im, 1.0000000000000038 - 4.87890977618477e-19im, 1.0000000000000038 + 0.0im, 1.000000000000004 + 5.551115123125783e-17im, 0.9999999999999974 - 1.5612511283791264e-17im, 0.999999999999996 - 1.734723475976807e-18im
