flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM(mass_num)R15
1.0, 1.000000000000003 + 2.6020852139652106e-18im, 1.0000000000000033 + 2.6020852139652106e-17im, 0.9999999999999999 + 2.0816681711721685e-17im, 0.9999999999999969 + 0.0im, 0.9999999999999988 + 3.469446951953614e-17im, 1.0000000000000002 - 1.3877787807814457e-17im, 1.0000000000000044 - 6.938893903907228e-18im, 0.9999999999999943 - 1.5612511283791264e-17im, 0.9999999999999994 - 2.7755575615628914e-17im, 1.000000000000002 + 6.071532165918825e-18im, 0.9999999999999987 - 3.122502256758253e-17im, 1.000000000000002 + 8.673617379884035e-19im, 0.9999999999999996 - 1.0842021724855044e-18im, 0.9999999999999931 + 6.776263578034403e-21im, 0.9999999999999984 + 5.204170427930421e-18im
1.1, 1.0 + 6.071532165918825e-18im, 1.0000000000000016 + 2.949029909160572e-17im, 1.0000000000000009 + 2.0816681711721685e-17im, 0.9999999999999959 - 1.734723475976807e-18im, 0.999999999999998 + 2.42861286636753e-17im, 0.9999999999999996 - 2.0816681711721685e-17im, 1.0000000000000027 - 2.42861286636753e-17im, 0.9999999999999933 - 1.5612511283791264e-17im, 0.9999999999999991 - 3.469446951953614e-17im, 1.000000000000001 + 4.7704895589362195e-18im, 0.999999999999998 - 4.85722573273506e-17im, 1.0000000000000022 + 2.168404344971009e-18im, 0.9999999999999984 - 1.5178830414797062e-18im, 0.9999999999999928 + 0.0im, 0.9999999999999988 + 5.204170427930421e-18im
1.2, 0.9999999999999996 + 7.806255641895632e-18im, 1.0000000000000022 + 2.688821387764051e-17im, 1.0000000000000004 + 1.3877787807814457e-17im, 0.9999999999999954 + 1.734723475976807e-18im, 0.9999999999999989 + 1.3877787807814457e-17im, 1.0000000000000007 + 0.0im, 1.0000000000000022 - 2.42861286636753e-17im, 0.9999999999999906 - 1.214306433183765e-17im, 1.0000000000000002 - 4.85722573273506e-17im, 1.0000000000000013 + 3.903127820947816e-18im, 0.999999999999997 - 4.85722573273506e-17im, 1.0000000000000044 + 0.0im, 0.9999999999999984 + 1.3010426069826053e-18im, 0.999999999999993 + 8.131516293641283e-20im, 0.9999999999999992 + 6.938893903907228e-18im
1.3, 0.9999999999999981 + 6.071532165918825e-18im, 1.0000000000000002 + 2.992397996059992e-17im, 1.0000000000000009 + 4.163336342344337e-17im, 0.9999999999999947 + 0.0im, 0.999999999999998 + 1.3877787807814457e-17im, 1.000000000000003 + 0.0im, 1.0000000000000033 - 2.7755575615628914e-17im, 0.9999999999999919 - 1.0408340855860843e-17im, 0.9999999999999999 - 6.938893903907228e-17im, 1.0000000000000002 + 3.469446951953614e-18im, 0.999999999999996 - 6.245004513516506e-17im, 1.000000000000008 - 8.673617379884035e-19im, 0.9999999999999983 + 2.168404344971009e-18im, 0.9999999999999927 - 5.421010862427522e-20im, 1.0000000000000024 + 1.0408340855860843e-17im
1.4, 0.999999999999998 + 6.071532165918825e-18im, 0.9999999999999994 + 3.209238430557093e-17im, 1.000000000000002 + 4.85722573273506e-17im, 0.9999999999999959 + 1.734723475976807e-18im, 0.999999999999997 + 1.3877787807814457e-17im, 1.0000000000000044 + 6.938893903907228e-18im, 1.0000000000000038 - 4.163336342344337e-17im, 0.9999999999999941 - 6.938893903907228e-18im, 1.0000000000000016 - 6.245004513516506e-17im, 1.0000000000000018 + 1.734723475976807e-18im, 0.9999999999999954 - 5.204170427930421e-17im, 1.000000000000008 + 2.168404344971009e-18im, 0.999999999999998 + 3.469446951953614e-18im, 0.9999999999999913 - 1.0842021724855044e-19im, 1.0000000000000027 + 1.3877787807814457e-17im
1.5, 0.9999999999999982 + 3.469446951953614e-18im, 0.9999999999999991 + 3.122502256758253e-17im, 1.0000000000000029 + 4.163336342344337e-17im, 0.9999999999999968 + 5.204170427930421e-18im, 0.9999999999999983 + 2.0816681711721685e-17im, 1.000000000000005 + 1.3877787807814457e-17im, 1.0000000000000042 - 4.163336342344337e-17im, 0.9999999999999947 - 6.938893903907228e-18im, 1.0000000000000022 - 6.245004513516506e-17im, 1.0000000000000004 + 2.6020852139652106e-18im, 0.9999999999999948 - 5.898059818321144e-17im, 1.0000000000000089 + 1.3010426069826053e-18im, 0.9999999999999976 + 4.7704895589362195e-18im, 0.9999999999999917 - 2.168404344971009e-19im, 1.0000000000000029 + 1.3877787807814457e-17im
1.6, 0.9999999999999983 - 8.673617379884035e-19im, 0.9999999999999991 + 3.111660235033398e-17im, 1.000000000000004 + 4.85722573273506e-17im, 0.9999999999999967 + 0.0im, 0.9999999999999976 - 1.3877787807814457e-17im, 1.0000000000000044 + 6.938893903907228e-18im, 1.0000000000000056 - 4.5102810375396984e-17im, 0.9999999999999949 - 1.3877787807814457e-17im, 1.000000000000003 - 6.938893903907228e-17im, 1.0000000000000009 + 2.6020852139652106e-18im, 0.9999999999999944 - 5.551115123125783e-17im, 1.0000000000000089 + 8.673617379884035e-19im, 0.9999999999999981 + 4.336808689942018e-18im, 0.9999999999999915 - 5.421010862427522e-19im, 1.000000000000003 + 1.5612511283791264e-17im
1.7, 0.9999999999999993 - 8.673617379884035e-19im, 0.9999999999999979 + 3.111660235033398e-17im, 1.0000000000000038 + 6.938893903907228e-17im, 0.9999999999999967 + 3.469446951953614e-18im, 0.9999999999999983 - 1.3877787807814457e-17im, 1.0000000000000053 - 1.3877787807814457e-17im, 1.0000000000000044 - 5.377642775528102e-17im, 0.9999999999999942 - 1.0408340855860843e-17im, 1.0000000000000029 - 2.7755575615628914e-17im, 0.9999999999999997 + 2.6020852139652106e-18im, 0.9999999999999952 - 6.418476861114186e-17im, 1.0000000000000098 + 2.168404344971009e-18im, 0.9999999999999991 + 8.673617379884035e-19im, 0.9999999999999908 - 4.336808689942018e-19im, 1.0000000000000042 + 1.0408340855860843e-17im
1.8, 0.9999999999999998 - 2.6020852139652106e-18im, 0.9999999999999986 + 3.122502256758253e-17im, 1.0000000000000042 + 6.245004513516506e-17im, 0.999999999999994 + 3.469446951953614e-18im, 0.9999999999999951 - 1.3877787807814457e-17im, 1.0000000000000053 - 1.3877787807814457e-17im, 1.0000000000000056 - 5.204170427930421e-17im, 0.9999999999999947 - 3.469446951953614e-18im, 1.0000000000000027 - 2.7755575615628914e-17im, 1.0000000000000004 + 2.6020852139652106e-18im, 0.9999999999999941 - 6.418476861114186e-17im, 1.0000000000000067 + 2.8189256484623115e-18im, 1.0000000000000007 + 2.6020852139652106e-18im, 0.9999999999999882 - 8.673617379884035e-19im, 1.0000000000000024 + 2.42861286636753e-17im
1.9, 1.0000000000000018 - 1.734723475976807e-18im, 0.9999999999999982 + 3.2959746043559335e-17im, 1.0000000000000049 + 6.938893903907228e-17im, 0.9999999999999936 + 1.3877787807814457e-17im, 0.9999999999999971 - 2.0816681711721685e-17im, 1.0000000000000038 + 6.938893903907228e-18im, 1.000000000000007 - 4.85722573273506e-17im, 0.9999999999999937 - 1.734723475976807e-17im, 1.0000000000000002 - 4.163336342344337e-17im, 1.000000000000001 + 4.336808689942018e-18im, 0.9999999999999939 - 6.418476861114186e-17im, 1.0000000000000056 + 2.8189256484623115e-18im, 1.000000000000001 + 3.469446951953614e-18im, 0.9999999999999873 - 4.336808689942018e-19im, 1.0000000000000022 + 2.7755575615628914e-17im
2.0, 1.0000000000000027 - 8.673617379884035e-19im, 0.9999999999999962 + 3.209238430557093e-17im, 1.0000000000000033 + 8.326672684688674e-17im, 0.999999999999994 + 3.469446951953614e-18im, 1.000000000000001 - 6.938893903907228e-17im, 1.0000000000000058 + 2.0816681711721685e-17im, 1.0000000000000062 - 5.204170427930421e-17im, 0.9999999999999954 - 1.5612511283791264e-17im, 0.9999999999999998 + 0.0im, 1.0000000000000022 + 8.673617379884035e-19im, 0.9999999999999936 - 5.551115123125783e-17im, 1.0000000000000047 + 2.8189256484623115e-18im, 0.9999999999999992 + 7.806255641895632e-18im, 0.9999999999999872 + 4.336808689942018e-19im, 1.0000000000000029 + 2.0816681711721685e-17im
2.1, 1.0000000000000027 - 8.673617379884035e-19im, 0.9999999999999954 + 2.862293735361732e-17im, 1.0000000000000029 + 6.938893903907228e-17im, 0.9999999999999963 + 2.0816681711721685e-17im, 1.0 - 4.85722573273506e-17im, 1.000000000000005 + 4.163336342344337e-17im, 1.0000000000000073 - 4.85722573273506e-17im, 0.999999999999995 - 1.734723475976807e-17im, 0.9999999999999994 - 2.7755575615628914e-17im, 1.0000000000000024 + 4.336808689942018e-18im, 0.9999999999999939 - 5.637851296924623e-17im, 1.0000000000000067 + 3.0357660829594124e-18im, 0.9999999999999986 + 8.673617379884035e-18im, 0.9999999999999843 + 8.673617379884035e-19im, 1.0000000000000024 + 3.122502256758253e-17im
2.2, 1.000000000000003 - 2.6020852139652106e-18im, 0.999999999999996 + 2.688821387764051e-17im, 1.0000000000000022 + 7.632783294297951e-17im, 0.9999999999999969 + 2.7755575615628914e-17im, 0.9999999999999988 - 5.551115123125783e-17im, 1.0000000000000056 + 6.245004513516506e-17im, 1.000000000000007 - 4.85722573273506e-17im, 0.9999999999999951 - 2.0816681711721685e-17im, 0.9999999999999979 - 5.551115123125783e-17im, 1.000000000000004 + 9.540979117872439e-18im, 0.9999999999999946 - 6.071532165918825e-17im, 1.0000000000000078 + 3.2526065174565133e-18im, 0.999999999999996 + 1.734723475976807e-18im, 0.9999999999999833 + 2.168404344971009e-18im, 1.0000000000000029 + 2.42861286636753e-17im
2.3, 1.000000000000005 - 6.938893903907228e-18im, 0.9999999999999946 + 2.6020852139652106e-17im, 1.000000000000001 + 9.020562075079397e-17im, 0.9999999999999984 + 3.122502256758253e-17im, 0.9999999999999983 - 6.938893903907228e-17im, 1.0000000000000038 + 7.632783294297951e-17im, 1.0000000000000062 - 5.0306980803327406e-17im, 0.9999999999999942 - 2.42861286636753e-17im, 0.9999999999999966 - 2.7755575615628914e-17im, 1.0000000000000036 + 8.673617379884035e-18im, 0.999999999999995 - 6.245004513516506e-17im, 1.000000000000008 + 3.2526065174565133e-18im, 0.9999999999999959 - 3.469446951953614e-18im, 0.9999999999999833 + 2.6020852139652106e-18im, 1.000000000000004 + 1.734723475976807e-17im
2.4, 1.0000000000000056 - 4.336808689942018e-18im, 0.999999999999994 + 2.949029909160572e-17im, 1.0000000000000004 + 6.938893903907228e-17im, 1.0000000000000004 + 4.163336342344337e-17im, 0.9999999999999999 - 6.938893903907228e-17im, 1.0000000000000038 + 4.85722573273506e-17im, 1.0000000000000064 - 5.204170427930421e-17im, 0.9999999999999933 - 2.6020852139652106e-17im, 0.9999999999999968 - 2.7755575615628914e-17im, 1.000000000000003 + 8.673617379884035e-18im, 0.9999999999999953 - 6.201636426617085e-17im, 1.0000000000000087 + 2.8189256484623115e-18im, 0.9999999999999964 + 3.469446951953614e-18im, 0.9999999999999818 + 2.6020852139652106e-18im, 1.0000000000000044 + 2.42861286636753e-17im
2.5, 1.0000000000000053 - 5.204170427930421e-18im, 0.9999999999999931 + 3.2959746043559335e-17im, 0.9999999999999988 + 8.326672684688674e-17im, 1.0 + 4.85722573273506e-17im, 0.9999999999999984 - 1.1102230246251565e-16im, 1.000000000000003 + 3.469446951953614e-17im, 1.0000000000000064 - 5.0306980803327406e-17im, 0.9999999999999929 - 2.42861286636753e-17im, 0.9999999999999958 - 2.7755575615628914e-17im, 1.000000000000003 + 8.673617379884035e-18im, 0.9999999999999943 - 6.201636426617085e-17im, 1.0000000000000098 + 2.6020852139652106e-18im, 0.9999999999999969 - 1.734723475976807e-18im, 0.9999999999999822 + 3.469446951953614e-18im, 1.0000000000000053 + 2.42861286636753e-17im
2.6, 1.0000000000000064 - 1.5612511283791264e-17im, 0.9999999999999942 + 3.8163916471489756e-17im, 0.9999999999999984 + 6.245004513516506e-17im, 1.0000000000000007 + 4.85722573273506e-17im, 0.9999999999999997 - 1.249000902703301e-16im, 1.0000000000000033 + 6.938893903907228e-18im, 1.0000000000000049 - 5.0306980803327406e-17im, 0.9999999999999926 - 2.0816681711721685e-17im, 0.9999999999999941 - 2.7755575615628914e-17im, 1.0000000000000036 + 1.0408340855860843e-17im, 0.9999999999999957 - 6.364266752489911e-17im, 1.0000000000000115 + 2.3852447794681098e-18im, 0.999999999999997 + 1.734723475976807e-18im, 0.9999999999999843 + 8.673617379884035e-19im, 1.0000000000000062 + 2.0816681711721685e-17im
2.7, 1.000000000000007 - 1.734723475976807e-17im, 0.999999999999994 + 4.163336342344337e-17im, 1.0000000000000013 + 4.85722573273506e-17im, 0.999999999999999 + 4.163336342344337e-17im, 0.9999999999999986 - 1.5265566588595902e-16im, 1.000000000000003 + 0.0im, 1.0000000000000049 - 4.336808689942018e-17im, 0.9999999999999917 - 2.42861286636753e-17im, 0.9999999999999958 - 1.3877787807814457e-17im, 1.0000000000000049 + 8.673617379884035e-18im, 0.9999999999999948 - 6.375108774214766e-17im, 1.0000000000000118 + 2.3852447794681098e-18im, 0.9999999999999971 - 1.734723475976807e-18im, 0.9999999999999842 + 8.673617379884035e-19im, 1.0000000000000073 + 2.42861286636753e-17im
2.8, 1.0000000000000087 - 1.5612511283791264e-17im, 0.999999999999993 + 3.122502256758253e-17im, 1.0000000000000027 + 7.632783294297951e-17im, 0.9999999999999982 + 5.551115123125783e-17im, 0.9999999999999992 - 1.5265566588595902e-16im, 1.0000000000000033 + 6.938893903907228e-18im, 1.0000000000000044 - 4.5102810375396984e-17im, 0.9999999999999901 - 2.42861286636753e-17im, 0.9999999999999966 - 2.7755575615628914e-17im, 1.0000000000000069 + 1.0408340855860843e-17im, 0.9999999999999937 - 6.375108774214766e-17im, 1.0000000000000104 + 2.168404344971009e-18im, 0.9999999999999971 - 3.469446951953614e-18im, 0.9999999999999837 + 8.673617379884035e-19im, 1.000000000000007 + 1.3877787807814457e-17im
2.9, 1.000000000000009 - 8.673617379884035e-18im, 0.9999999999999925 + 3.2959746043559335e-17im, 1.0000000000000036 + 6.245004513516506e-17im, 0.9999999999999986 + 6.245004513516506e-17im, 0.9999999999999958 - 2.220446049250313e-16im, 1.0000000000000036 + 0.0im, 1.0000000000000044 - 4.163336342344337e-17im, 0.9999999999999907 - 2.7755575615628914e-17im, 0.9999999999999968 + 1.3877787807814457e-17im, 1.0000000000000089 + 6.938893903907228e-18im, 0.9999999999999949 - 6.331740687315346e-17im, 1.0000000000000098 + 1.734723475976807e-18im, 0.9999999999999962 - 1.734723475976807e-18im, 0.9999999999999841 + 6.938893903907228e-18im, 1.000000000000007 + 1.3877787807814457e-17im
3.0, 1.0000000000000078 - 1.3877787807814457e-17im, 0.9999999999999918 + 2.949029909160572e-17im, 1.000000000000005 + 4.163336342344337e-17im, 0.9999999999999997 + 4.163336342344337e-17im, 0.9999999999999957 - 2.7755575615628914e-16im, 1.0000000000000042 + 6.938893903907228e-18im, 1.000000000000003 - 4.85722573273506e-17im, 0.9999999999999908 - 3.122502256758253e-17im, 0.9999999999999981 + 1.3877787807814457e-17im, 1.0000000000000095 + 5.204170427930421e-18im, 0.999999999999993 - 6.418476861114186e-17im, 1.0000000000000069 + 1.0842021724855044e-18im, 0.9999999999999963 - 3.469446951953614e-18im, 0.9999999999999869 + 0.0im, 1.0000000000000053 + 1.0408340855860843e-17im
3.1, 1.000000000000007 - 1.5612511283791264e-17im, 0.9999999999999918 + 2.949029909160572e-17im, 1.0000000000000024 + 3.469446951953614e-17im, 0.9999999999999978 + 4.163336342344337e-17im, 0.9999999999999958 - 3.0531133177191805e-16im, 1.0000000000000044 + 0.0im, 1.000000000000003 - 4.85722573273506e-17im, 0.9999999999999906 - 2.949029909160572e-17im, 0.9999999999999993 + 4.163336342344337e-17im, 1.0000000000000098 + 3.469446951953614e-18im, 0.9999999999999925 - 7.025630077706069e-17im, 1.0000000000000064 + 8.673617379884035e-19im, 0.9999999999999983 - 3.469446951953614e-18im, 0.9999999999999857 - 5.204170427930421e-18im, 1.0000000000000058 + 6.938893903907228e-18im
3.2, 1.000000000000009 - 1.3877787807814457e-17im, 0.9999999999999925 + 3.122502256758253e-17im, 1.0000000000000016 + 2.0816681711721685e-17im, 0.9999999999999937 + 4.85722573273506e-17im, 0.9999999999999962 - 3.3306690738754696e-16im, 1.0000000000000029 - 5.551115123125783e-17im, 1.0000000000000027 - 5.724587470723463e-17im, 0.999999999999989 - 3.469446951953614e-17im, 0.9999999999999999 + 5.551115123125783e-17im, 1.0000000000000129 + 7.806255641895632e-18im, 0.9999999999999905 - 6.591949208711867e-17im, 1.0000000000000053 + 8.131516293641283e-19im, 0.9999999999999979 + 0.0im, 0.9999999999999858 - 1.734723475976807e-18im, 1.0000000000000049 + 1.3877787807814457e-17im
3.3, 1.000000000000008 - 7.806255641895632e-18im, 0.9999999999999917 + 3.469446951953614e-17im, 0.9999999999999993 + 3.469446951953614e-17im, 0.9999999999999926 + 4.163336342344337e-17im, 0.9999999999999957 - 3.3306690738754696e-16im, 1.0000000000000024 - 2.7755575615628914e-17im, 1.000000000000003 - 5.204170427930421e-17im, 0.9999999999999896 - 2.949029909160572e-17im, 1.0000000000000004 + 6.938893903907228e-17im, 1.0000000000000149 + 8.239936510889834e-18im, 0.9999999999999907 - 7.28583859910259e-17im, 1.0000000000000069 + 8.673617379884035e-19im, 0.9999999999999992 - 5.204170427930421e-18im, 0.9999999999999865 - 1.0408340855860843e-17im, 1.000000000000007 + 1.0408340855860843e-17im
3.4, 1.0000000000000084 - 8.673617379884035e-18im, 0.9999999999999897 + 2.949029909160572e-17im, 0.9999999999999991 + 5.551115123125783e-17im, 0.9999999999999931 + 4.163336342344337e-17im, 0.9999999999999958 - 3.3306690738754696e-16im, 1.0000000000000024 - 1.3877787807814457e-17im, 1.0000000000000044 - 5.984795992119984e-17im, 0.9999999999999878 - 2.42861286636753e-17im, 1.0 + 4.163336342344337e-17im, 1.0000000000000155 + 9.107298248878237e-18im, 0.9999999999999901 - 6.938893903907228e-17im, 1.0000000000000069 + 1.734723475976807e-18im, 0.9999999999999987 - 1.214306433183765e-17im, 0.9999999999999869 - 5.204170427930421e-18im, 1.000000000000007 + 1.0408340855860843e-17im
3.5, 1.0000000000000087 - 1.3877787807814457e-17im, 0.9999999999999917 + 1.734723475976807e-17im, 0.9999999999999984 + 2.0816681711721685e-17im, 0.9999999999999923 + 3.469446951953614e-17im, 0.9999999999999958 - 3.469446951953614e-16im, 1.0000000000000013 + 0.0im, 1.0000000000000044 - 6.158268339717665e-17im, 0.9999999999999868 - 2.2551405187698492e-17im, 1.0 + 4.163336342344337e-17im, 1.0000000000000153 + 8.673617379884035e-18im, 0.9999999999999911 - 6.245004513516506e-17im, 1.0000000000000069 + 2.168404344971009e-18im, 0.9999999999999992 - 1.5612511283791264e-17im, 0.9999999999999888 - 6.938893903907228e-18im, 1.0000000000000078 + 1.734723475976807e-17im
3.6, 1.0000000000000089 - 1.6479873021779667e-17im, 0.9999999999999915 + 2.7755575615628914e-17im, 0.9999999999999996 + 4.85722573273506e-17im, 0.9999999999999932 + 3.469446951953614e-17im, 0.9999999999999978 - 4.0245584642661925e-16im, 1.0000000000000002 - 4.163336342344337e-17im, 1.0000000000000042 - 6.331740687315346e-17im, 0.9999999999999857 - 3.642919299551295e-17im, 1.0000000000000007 + 0.0im, 1.0000000000000142 + 9.540979117872439e-18im, 0.9999999999999915 - 6.591949208711867e-17im, 1.0000000000000069 + 2.168404344971009e-18im, 0.9999999999999987 - 1.734723475976807e-17im, 0.9999999999999875 - 5.204170427930421e-18im, 1.0000000000000095 + 1.0408340855860843e-17im
3.7, 1.0000000000000098 - 1.9081958235744878e-17im, 0.9999999999999889 + 3.122502256758253e-17im, 0.9999999999999996 + 4.85722573273506e-17im, 0.9999999999999939 + 6.938893903907228e-18im, 0.9999999999999991 - 3.7470027081099033e-16im, 1.0000000000000004 - 8.326672684688674e-17im, 1.0000000000000029 - 6.331740687315346e-17im, 0.9999999999999856 - 4.336808689942018e-17im, 1.000000000000002 + 0.0im, 1.000000000000015 + 1.1275702593849246e-17im, 0.999999999999991 - 5.898059818321144e-17im, 1.0000000000000073 + 4.336808689942018e-18im, 1.0000000000000007 - 1.5612511283791264e-17im, 0.999999999999987 - 1.0408340855860843e-17im, 1.0000000000000087 + 1.0408340855860843e-17im
