flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM1R15, dM1R16, dM1R17, dM1R18, dM1R19, dM(mass_num)R20
0.0, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 - 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0 + 3.469446951953614e-18im, 1.0 + 4.336808689942018e-19im, 0.9999999999999998 + 8.673617379884035e-19im, 1.0000000000000004 - 4.336808689942018e-19im, 0.9999999999999998 - 3.469446951953614e-18im, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 - 3.469446951953614e-18im, 0.9999999999999999 - 2.168404344971009e-19im, 1.0 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im, 0.9999999999999999 + 0.0im, 1.0 - 8.673617379884035e-19im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 3.469446951953614e-18im, 0.9999999999999999 + 0.0im
0.1, 1.0000000000000029 + 8.673617379884035e-19im, 0.9999999999999978 + 1.734723475976807e-18im, 1.0000000000000002 + 8.673617379884035e-19im, 1.0000000000000024 + 4.336808689942018e-19im, 0.9999999999999991 + 2.8189256484623115e-18im, 1.0 + 0.0im, 1.0000000000000007 - 6.505213034913027e-19im, 1.0 + 1.734723475976807e-18im, 1.0000000000000009 + 8.673617379884035e-19im, 1.0000000000000013 - 4.7704895589362195e-18im, 1.0000000000000004 + 3.469446951953614e-18im, 1.000000000000001 - 6.938893903907228e-18im, 0.9999999999999999 - 5.421010862427522e-20im, 0.9999999999999984 + 0.0im, 0.9999999999999992 + 3.469446951953614e-18im, 0.9999999999999983 - 5.204170427930421e-18im, 1.000000000000001 - 2.710505431213761e-20im, 0.9999999999999982 - 6.938893903907228e-18im, 1.0000000000000007 + 1.3010426069826053e-18im, 1.0000000000000004 - 8.673617379884035e-19im
0.2, 1.000000000000002 + 2.6020852139652106e-18im, 1.0000000000000007 + 1.734723475976807e-18im, 0.9999999999999987 + 0.0im, 1.0000000000000053 + 1.3010426069826053e-18im, 1.0 + 3.903127820947816e-18im, 0.9999999999999996 - 2.710505431213761e-19im, 1.000000000000001 - 4.336808689942018e-19im, 0.9999999999999993 + 5.204170427930421e-18im, 1.0000000000000024 + 6.505213034913027e-19im, 1.000000000000003 - 5.204170427930421e-18im, 1.0000000000000018 + 3.469446951953614e-18im, 1.0 - 3.469446951953614e-18im, 1.0000000000000016 - 7.422126200315807e-20im, 0.9999999999999969 + 1.6263032587282567e-19im, 0.9999999999999977 + 4.336808689942018e-18im, 0.9999999999999968 - 1.214306433183765e-17im, 1.0000000000000004 - 5.421010862427522e-20im, 0.9999999999999981 - 6.5052130349130266e-18im, 1.0000000000000022 + 1.734723475976807e-18im, 1.0000000000000009 - 4.336808689942018e-19im
0.3, 1.000000000000003 + 2.4936649967166602e-18im, 1.0000000000000016 + 2.6020852139652106e-18im, 0.9999999999999992 + 4.336808689942018e-19im, 1.0000000000000044 + 2.168404344971009e-18im, 1.000000000000001 + 3.469446951953614e-18im, 0.9999999999999992 - 2.710505431213761e-19im, 0.9999999999999988 - 3.2526065174565133e-19im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0000000000000027 + 8.673617379884035e-19im, 1.0000000000000044 - 3.469446951953614e-18im, 1.000000000000004 + 4.336808689942018e-18im, 1.0 - 2.168404344971009e-18im, 1.0000000000000013 - 7.453889935837843e-20im, 0.9999999999999958 + 1.6263032587282567e-19im, 0.9999999999999991 + 3.903127820947816e-18im, 0.9999999999999968 - 1.214306433183765e-17im, 0.9999999999999999 + 2.168404344971009e-19im, 0.9999999999999988 - 6.938893903907228e-18im, 1.0000000000000022 + 1.4365678785432934e-18im, 1.0000000000000016 - 1.3010426069826053e-18im
0.4, 1.000000000000004 + 2.439454888092385e-18im, 1.000000000000002 + 1.734723475976807e-18im, 0.9999999999999998 + 4.336808689942018e-19im, 1.000000000000005 + 3.0357660829594124e-18im, 1.0000000000000024 + 3.469446951953614e-18im, 0.9999999999999987 - 3.7947076036992655e-19im, 0.9999999999999968 - 2.168404344971009e-19im, 1.0000000000000002 + 7.37257477290143e-18im, 1.0000000000000024 + 4.336808689942018e-19im, 1.0000000000000069 - 4.336808689942018e-18im, 1.0000000000000033 + 6.938893903907228e-18im, 0.999999999999999 - 2.6020852139652106e-18im, 1.0000000000000022 - 6.098637220230962e-20im, 0.9999999999999948 + 1.0842021724855044e-19im, 0.9999999999999986 + 4.336808689942018e-18im, 0.9999999999999952 - 1.474514954580286e-17im, 0.9999999999999984 + 3.2526065174565133e-19im, 0.9999999999999979 - 7.37257477290143e-18im, 1.000000000000003 + 1.3552527156068805e-18im, 1.0000000000000024 - 4.336808689942018e-18im
0.5, 1.000000000000004 + 2.710505431213761e-18im, 1.000000000000003 + 5.204170427930421e-18im, 0.9999999999999986 - 8.673617379884035e-19im, 1.0000000000000053 + 2.168404344971009e-18im, 1.0000000000000024 + 1.734723475976807e-18im, 0.999999999999997 - 3.7947076036992655e-19im, 0.9999999999999987 - 5.421010862427522e-20im, 0.9999999999999998 + 6.071532165918825e-18im, 1.000000000000004 + 2.168404344971009e-19im, 1.0000000000000056 - 5.204170427930421e-18im, 1.0000000000000044 + 3.469446951953614e-18im, 0.999999999999999 - 3.469446951953614e-18im, 1.0000000000000027 - 9.486769009248164e-20im, 0.9999999999999948 + 5.421010862427522e-20im, 0.9999999999999988 + 3.469446951953614e-18im, 0.9999999999999956 - 1.3877787807814457e-17im, 0.9999999999999984 + 0.0im, 0.9999999999999989 - 9.107298248878237e-18im, 1.000000000000004 + 9.75781955236954e-19im, 1.0000000000000027 - 1.734723475976807e-18im
0.6, 1.000000000000004 + 2.6020852139652106e-18im, 1.0000000000000056 + 1.734723475976807e-18im, 0.9999999999999994 - 8.673617379884035e-19im, 1.0000000000000053 + 2.168404344971009e-18im, 1.0000000000000029 + 1.734723475976807e-18im, 0.9999999999999957 - 5.421010862427522e-19im, 0.9999999999999988 + 1.6263032587282567e-19im, 0.9999999999999994 + 4.7704895589362195e-18im, 1.0000000000000044 - 1.0842021724855044e-19im, 1.0000000000000084 - 4.336808689942018e-18im, 1.0000000000000053 + 6.938893903907228e-18im, 0.999999999999999 - 3.0357660829594124e-18im, 1.0000000000000024 - 5.421010862427522e-20im, 0.9999999999999944 + 5.421010862427522e-20im, 0.9999999999999997 + 3.903127820947816e-18im, 0.9999999999999949 - 1.6479873021779667e-17im, 0.9999999999999981 + 2.168404344971009e-19im, 0.9999999999999969 - 1.0842021724855044e-17im, 1.0000000000000049 + 3.2526065174565133e-19im, 1.000000000000004 - 3.469446951953614e-18im
0.7, 1.0000000000000042 + 3.469446951953614e-18im, 1.0000000000000053 + 5.204170427930421e-18im, 0.9999999999999978 - 1.5178830414797062e-18im, 1.0000000000000049 + 4.336808689942018e-18im, 1.0000000000000013 + 5.204170427930421e-18im, 0.9999999999999944 - 4.87890977618477e-19im, 0.9999999999999983 + 1.0842021724855044e-19im, 0.9999999999999998 + 4.553649124439119e-18im, 1.0000000000000016 - 7.589415207398531e-19im, 1.000000000000007 - 4.336808689942018e-18im, 1.0000000000000064 + 7.806255641895632e-18im, 0.9999999999999992 - 3.903127820947816e-18im, 1.0000000000000018 + 5.421010862427522e-20im, 0.9999999999999947 + 8.131516293641283e-20im, 0.9999999999999988 + 3.903127820947816e-18im, 0.9999999999999943 - 1.474514954580286e-17im, 0.9999999999999974 + 8.673617379884035e-19im, 0.999999999999996 - 1.1709383462843448e-17im, 1.0000000000000038 - 2.168404344971009e-19im, 1.0000000000000049 - 3.469446951953614e-18im
0.8, 1.0000000000000049 + 3.469446951953614e-18im, 1.0000000000000047 + 8.673617379884035e-18im, 0.9999999999999984 - 6.505213034913027e-19im, 1.0000000000000036 + 2.6020852139652106e-18im, 1.0000000000000024 + 6.938893903907228e-18im, 0.9999999999999929 - 4.336808689942018e-19im, 1.0 + 5.421010862427522e-20im, 0.9999999999999992 + 4.20128341838133e-18im, 0.9999999999999996 - 6.505213034913027e-19im, 1.0000000000000082 - 4.336808689942018e-18im, 1.0000000000000064 + 8.673617379884035e-18im, 0.9999999999999989 - 3.0357660829594124e-18im, 1.0000000000000038 + 1.8973538018496328e-19im, 0.999999999999996 + 4.0657581468206416e-20im, 0.9999999999999993 + 3.903127820947816e-18im, 0.9999999999999946 - 1.5612511283791264e-17im, 0.999999999999998 + 4.336808689942018e-19im, 0.9999999999999969 - 1.1709383462843448e-17im, 1.0000000000000044 + 4.336808689942018e-19im, 1.0000000000000053 - 6.938893903907228e-18im
0.9, 1.0000000000000053 + 3.0357660829594124e-18im, 1.0000000000000049 + 5.204170427930421e-18im, 0.999999999999997 - 1.0842021724855044e-18im, 1.000000000000005 + 3.469446951953614e-18im, 1.0000000000000022 + 6.071532165918825e-18im, 0.9999999999999939 - 4.336808689942018e-19im, 0.9999999999999989 + 1.6263032587282567e-19im, 1.0000000000000007 + 4.255493527005605e-18im, 0.9999999999999977 - 5.421010862427522e-19im, 1.0000000000000107 - 2.6020852139652106e-18im, 1.0000000000000056 + 8.673617379884035e-18im, 1.0 - 3.0357660829594124e-18im, 1.000000000000005 + 1.6263032587282567e-19im, 0.9999999999999962 + 6.776263578034403e-20im, 1.0000000000000002 + 3.903127820947816e-18im, 0.9999999999999967 - 1.734723475976807e-17im, 0.9999999999999992 + 8.673617379884035e-19im, 0.9999999999999982 - 1.2576745200831851e-17im, 1.000000000000004 + 2.168404344971009e-19im, 1.0000000000000053 - 7.806255641895632e-18im
