flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM1R15, dM1R16, dM1R17, dM1R18, dM1R19, dM(mass_num)R20
0.0, 1.0 + 8.673617379884035e-19im, 0.9999999999999999 + 0.0im, 1.0 - 3.469446951953614e-18im, 1.0 + 1.0842021724855044e-19im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 8.673617379884035e-19im, 0.9999999999999998 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999999 - 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0000000000000002 - 3.469446951953614e-18im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 1.0 + 1.734723475976807e-18im, 1.0 + 0.0im, 0.9999999999999998 + 0.0im
0.1, 0.9999999999999974 - 2.168404344971009e-18im, 1.0 + 0.0im, 1.0000000000000022 + 0.0im, 1.000000000000001 + 1.0842021724855044e-19im, 0.9999999999999987 - 2.168404344971009e-19im, 1.0000000000000002 + 1.734723475976807e-18im, 1.0000000000000013 - 3.469446951953614e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999993 - 4.336808689942018e-18im, 0.9999999999999976 - 1.0842021724855044e-18im, 1.0000000000000007 - 5.204170427930421e-18im, 1.0000000000000018 - 1.734723475976807e-18im, 1.000000000000001 - 1.734723475976807e-18im, 1.0000000000000013 + 1.734723475976807e-18im, 0.9999999999999977 + 1.734723475976807e-18im, 0.9999999999999993 + 1.734723475976807e-18im, 0.9999999999999981 + 1.734723475976807e-17im, 0.9999999999999999 + 0.0im, 0.9999999999999994 - 2.168404344971009e-19im, 1.0000000000000024 + 6.938893903907228e-18im
0.2, 0.9999999999999976 - 1.5178830414797062e-18im, 1.0 - 6.938893903907228e-18im, 0.9999999999999999 + 3.469446951953614e-18im, 1.000000000000003 - 2.168404344971009e-19im, 0.9999999999999972 - 1.0842021724855044e-19im, 0.9999999999999991 - 1.734723475976807e-18im, 1.0000000000000002 + 1.0408340855860843e-17im, 1.0000000000000002 - 5.421010862427522e-20im, 0.9999999999999987 - 5.204170427930421e-18im, 0.9999999999999981 - 8.673617379884035e-19im, 1.0000000000000004 - 1.734723475976807e-18im, 1.0000000000000007 + 0.0im, 1.0000000000000007 + 2.6020852139652106e-18im, 1.0000000000000004 - 1.734723475976807e-18im, 0.999999999999997 + 1.734723475976807e-18im, 0.9999999999999992 + 0.0im, 0.9999999999999999 + 2.7755575615628914e-17im, 1.000000000000001 + 8.673617379884035e-18im, 0.9999999999999994 - 4.336808689942018e-19im, 1.000000000000002 + 6.938893903907228e-18im
0.3, 0.9999999999999969 - 1.4094628242311558e-18im, 0.9999999999999989 - 6.938893903907228e-18im, 0.9999999999999996 + 6.938893903907228e-18im, 1.0000000000000022 - 4.336808689942018e-19im, 0.9999999999999959 - 2.439454888092385e-19im, 0.9999999999999998 - 5.204170427930421e-18im, 1.0000000000000002 - 5.204170427930421e-18im, 1.0000000000000002 + 0.0im, 1.0000000000000004 - 6.5052130349130266e-18im, 0.999999999999998 - 1.951563910473908e-18im, 1.0000000000000018 - 4.336808689942018e-19im, 1.0000000000000016 - 8.673617379884035e-19im, 1.0000000000000007 + 3.469446951953614e-18im, 0.9999999999999994 + 3.469446951953614e-18im, 0.999999999999996 + 3.469446951953614e-18im, 0.9999999999999987 + 1.214306433183765e-17im, 1.0000000000000004 + 3.122502256758253e-17im, 0.9999999999999998 + 4.336808689942018e-18im, 0.9999999999999976 + 2.168404344971009e-19im, 1.0000000000000027 - 3.469446951953614e-18im
0.4, 1.0000000000000002 - 1.6263032587282567e-18im, 0.9999999999999993 + 0.0im, 0.9999999999999999 + 1.0408340855860843e-17im, 1.0000000000000022 - 3.2526065174565133e-19im, 0.9999999999999986 - 3.5236570605778894e-19im, 1.0000000000000002 - 5.204170427930421e-18im, 0.9999999999999979 - 1.5612511283791264e-17im, 1.0000000000000002 - 2.168404344971009e-18im, 1.0000000000000002 - 6.071532165918825e-18im, 0.9999999999999984 - 1.6263032587282567e-18im, 1.0 - 4.336808689942018e-19im, 1.000000000000001 - 1.3010426069826053e-18im, 0.9999999999999997 + 4.336808689942018e-18im, 1.0000000000000009 + 2.6020852139652106e-18im, 0.9999999999999941 + 4.336808689942018e-18im, 0.9999999999999968 + 1.0408340855860843e-17im, 1.0000000000000024 + 3.382710778154774e-17im, 1.000000000000002 + 3.469446951953614e-18im, 0.9999999999999967 + 3.2526065174565133e-19im, 1.0000000000000033 + 0.0im
0.5, 1.0000000000000016 - 1.4907779871675686e-18im, 0.9999999999999988 + 3.469446951953614e-18im, 0.9999999999999978 + 1.9081958235744878e-17im, 1.0000000000000024 - 3.2526065174565133e-19im, 0.9999999999999997 - 3.5236570605778894e-19im, 0.9999999999999996 - 6.938893903907228e-18im, 0.9999999999999978 - 1.3877787807814457e-17im, 1.0000000000000009 - 1.0842021724855044e-18im, 1.0000000000000004 - 5.854691731421724e-18im, 0.9999999999999977 - 1.734723475976807e-18im, 0.9999999999999998 - 8.673617379884035e-19im, 1.000000000000001 - 1.734723475976807e-18im, 0.9999999999999981 + 5.204170427930421e-18im, 1.0000000000000024 + 0.0im, 0.9999999999999925 + 5.204170427930421e-18im, 0.9999999999999973 - 1.734723475976807e-18im, 1.0000000000000033 + 3.426078865054194e-17im, 1.0000000000000038 + 4.336808689942018e-18im, 0.999999999999996 + 2.168404344971009e-19im, 1.0000000000000049 + 0.0im
0.6, 1.0000000000000033 - 1.4230153513872246e-18im, 0.9999999999999987 + 0.0im, 0.9999999999999973 + 2.42861286636753e-17im, 0.9999999999999997 - 2.710505431213761e-19im, 0.9999999999999989 - 3.5236570605778894e-19im, 1.0000000000000007 - 7.806255641895632e-18im, 0.999999999999996 - 1.0408340855860843e-17im, 1.0000000000000004 - 1.1384122811097797e-18im, 1.000000000000001 - 6.7220534694101275e-18im, 0.9999999999999978 - 1.6263032587282567e-18im, 1.0000000000000027 - 8.673617379884035e-19im, 1.0000000000000002 + 0.0im, 0.999999999999997 + 4.336808689942018e-18im, 1.0000000000000007 + 0.0im, 0.9999999999999901 + 4.336808689942018e-18im, 0.9999999999999981 + 1.734723475976807e-18im, 1.000000000000002 + 3.491130995403324e-17im, 1.000000000000001 + 8.673617379884035e-19im, 0.9999999999999952 + 5.421010862427522e-19im, 1.0000000000000042 - 5.204170427930421e-18im
0.7, 1.0000000000000027 - 1.3688052427629493e-18im, 0.9999999999999993 - 3.469446951953614e-18im, 0.9999999999999974 + 2.949029909160572e-17im, 0.9999999999999997 - 6.505213034913027e-19im, 1.0000000000000013 - 3.5236570605778894e-19im, 1.0000000000000004 - 4.7704895589362195e-18im, 0.9999999999999944 - 1.0408340855860843e-17im, 0.9999999999999988 - 1.0842021724855044e-18im, 1.0000000000000036 - 6.938893903907228e-18im, 0.9999999999999963 - 1.6263032587282567e-18im, 1.0000000000000018 - 1.734723475976807e-18im, 1.000000000000002 - 4.336808689942018e-19im, 0.9999999999999956 + 6.5052130349130266e-18im, 0.9999999999999992 + 0.0im, 0.9999999999999896 + 2.6020852139652106e-18im, 0.9999999999999971 + 0.0im, 1.0000000000000013 + 3.5236570605778894e-17im, 1.0000000000000027 + 8.673617379884035e-19im, 0.9999999999999948 + 2.168404344971009e-19im, 1.0000000000000029 - 3.469446951953614e-18im
0.8, 1.0000000000000016 - 1.395910297075087e-18im, 1.0 - 1.214306433183765e-17im, 0.9999999999999989 + 2.7755575615628914e-17im, 0.9999999999999992 - 7.589415207398531e-19im, 1.0000000000000004 - 3.6591823321385775e-19im, 0.9999999999999977 - 3.0357660829594124e-18im, 0.9999999999999946 - 9.540979117872439e-18im, 1.0000000000000002 - 1.5178830414797062e-18im, 1.0000000000000038 - 7.697835424647081e-18im, 0.9999999999999956 - 1.3552527156068805e-18im, 1.0 - 6.071532165918825e-18im, 1.000000000000001 + 4.336808689942018e-19im, 0.9999999999999973 + 5.637851296924623e-18im, 0.9999999999999988 + 0.0im, 0.9999999999999903 + 3.0357660829594124e-18im, 0.9999999999999969 + 8.673617379884035e-19im, 0.9999999999999994 + 3.599551212651875e-17im, 1.000000000000001 + 3.469446951953614e-18im, 0.9999999999999949 + 1.0842021724855044e-19im, 1.0000000000000002 - 6.938893903907228e-18im
0.9, 0.9999999999999989 - 1.5449880957918438e-18im, 0.9999999999999987 - 8.673617379884035e-18im, 0.9999999999999957 + 2.6020852139652106e-17im, 0.9999999999999983 - 4.336808689942018e-19im, 1.000000000000002 - 3.6591823321385775e-19im, 0.9999999999999962 - 3.469446951953614e-18im, 0.9999999999999934 - 1.1275702593849246e-17im, 0.9999999999999996 - 8.673617379884035e-19im, 1.000000000000006 - 7.37257477290143e-18im, 0.9999999999999949 - 1.4094628242311558e-18im, 1.0000000000000013 - 4.336808689942018e-18im, 1.0000000000000016 + 6.505213034913027e-19im, 0.9999999999999989 + 5.637851296924623e-18im, 0.9999999999999983 + 1.3010426069826053e-18im, 0.9999999999999917 + 3.0357660829594124e-18im, 0.999999999999997 + 2.6020852139652106e-18im, 1.0000000000000004 + 3.5128150388530344e-17im, 1.0000000000000013 + 2.6020852139652106e-18im, 0.9999999999999947 + 3.7947076036992655e-19im, 0.9999999999999999 - 5.204170427930421e-18im
