flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM(mass_num)R15
1.0, 0.9999999999999972 + 4.5102810375396984e-17im, 0.9999999999999987 + 2.0816681711721685e-17im, 0.9999999999999998 + 4.336808689942018e-18im, 0.9999999999999981 + 4.163336342344337e-17im, 0.9999999999999947 + 1.5612511283791264e-17im, 1.0000000000000016 + 1.734723475976807e-18im, 1.0 + 5.421010862427522e-18im, 1.0000000000000029 - 5.551115123125783e-17im, 1.0000000000000013 + 6.938893903907228e-18im, 0.9999999999999971 + 4.85722573273506e-17im, 0.9999999999999981 - 2.949029909160572e-17im, 0.9999999999999986 + 1.249000902703301e-16im, 0.9999999999999906 - 1.3877787807814457e-17im, 0.9999999999999979 - 8.326672684688674e-17im, 0.9999999999999934 + 6.245004513516506e-17im
1.1, 0.9999999999999984 + 3.122502256758253e-17im, 0.9999999999999987 - 1.3877787807814457e-17im, 0.9999999999999977 + 1.214306433183765e-17im, 0.9999999999999986 + 5.551115123125783e-17im, 0.9999999999999938 + 1.9081958235744878e-17im, 1.0000000000000036 + 0.0im, 0.9999999999999983 + 5.204170427930421e-18im, 1.0000000000000018 - 8.326672684688674e-17im, 1.0000000000000013 + 5.204170427930421e-18im, 0.999999999999997 + 5.551115123125783e-17im, 0.9999999999999986 - 6.591949208711867e-17im, 0.9999999999999977 + 8.326672684688674e-17im, 0.9999999999999912 - 2.0816681711721685e-17im, 0.9999999999999992 + 0.0im, 0.9999999999999942 + 4.5102810375396984e-17im
1.2, 0.9999999999999978 + 1.9081958235744878e-17im, 0.9999999999999992 - 1.3877787807814457e-17im, 0.999999999999997 + 3.469446951953614e-18im, 0.9999999999999984 - 5.551115123125783e-17im, 0.9999999999999933 + 1.734723475976807e-17im, 1.0000000000000056 - 1.0408340855860843e-17im, 0.999999999999996 + 3.469446951953614e-18im, 1.0000000000000027 - 5.551115123125783e-17im, 1.0000000000000009 + 2.0816681711721685e-17im, 0.9999999999999947 + 4.163336342344337e-17im, 0.9999999999999971 - 1.1449174941446927e-16im, 0.9999999999999969 + 6.938893903907228e-17im, 0.9999999999999915 - 4.85722573273506e-17im, 1.0000000000000004 - 5.551115123125783e-17im, 0.9999999999999941 + 4.5102810375396984e-17im
1.3, 0.9999999999999991 + 2.7755575615628914e-17im, 0.9999999999999989 - 9.71445146547012e-17im, 0.9999999999999993 + 2.0816681711721685e-17im, 0.999999999999997 + 0.0im, 0.9999999999999922 + 6.938893903907228e-18im, 1.0000000000000067 - 2.7755575615628914e-17im, 0.9999999999999959 + 3.469446951953614e-18im, 1.0000000000000016 + 2.7755575615628914e-17im, 1.0 + 4.85722573273506e-17im, 0.9999999999999944 + 6.938893903907228e-17im, 0.9999999999999943 - 1.3877787807814457e-16im, 0.999999999999997 + 8.326672684688674e-17im, 0.9999999999999912 - 2.7755575615628914e-17im, 0.9999999999999991 - 1.6653345369377348e-16im, 0.9999999999999927 + 4.163336342344337e-17im
1.4, 0.999999999999999 + 2.7755575615628914e-17im, 1.0000000000000002 - 1.6653345369377348e-16im, 0.9999999999999998 + 2.0816681711721685e-17im, 0.999999999999997 - 1.3877787807814457e-16im, 0.999999999999993 + 0.0im, 1.0000000000000062 - 2.7755575615628914e-17im, 0.999999999999997 + 3.469446951953614e-18im, 1.0000000000000022 + 2.7755575615628914e-17im, 1.0000000000000018 + 2.7755575615628914e-17im, 0.9999999999999921 + 1.3877787807814457e-17im, 0.9999999999999932 - 1.6653345369377348e-16im, 0.9999999999999966 + 1.3877787807814457e-16im, 0.9999999999999887 - 6.938893903907228e-17im, 0.9999999999999982 + 0.0im, 0.9999999999999925 + 4.85722573273506e-17im
1.5, 0.9999999999999982 + 2.7755575615628914e-17im, 0.9999999999999993 - 1.1102230246251565e-16im, 0.9999999999999977 + 3.469446951953614e-17im, 0.9999999999999952 - 1.1102230246251565e-16im, 0.9999999999999909 - 2.7755575615628914e-17im, 1.0000000000000069 - 2.7755575615628914e-17im, 0.9999999999999961 + 3.469446951953614e-18im, 1.0000000000000022 + 2.7755575615628914e-17im, 1.0000000000000022 + 6.938893903907228e-17im, 0.999999999999994 + 1.3877787807814457e-17im, 0.9999999999999941 - 2.0816681711721685e-16im, 0.9999999999999976 + 1.3877787807814457e-16im, 0.9999999999999883 - 1.3877787807814457e-16im, 0.9999999999999976 - 5.551115123125783e-17im, 0.9999999999999925 + 4.85722573273506e-17im
1.6, 0.9999999999999981 + 4.163336342344337e-17im, 0.9999999999999997 - 1.3877787807814457e-16im, 1.0000000000000002 + 2.7755575615628914e-17im, 0.9999999999999949 - 2.498001805406602e-16im, 0.9999999999999921 + 1.3877787807814457e-17im, 1.0000000000000073 + 0.0im, 0.9999999999999949 + 3.469446951953614e-18im, 1.0000000000000016 + 2.7755575615628914e-17im, 1.0000000000000038 + 4.163336342344337e-17im, 0.9999999999999954 - 1.1102230246251565e-16im, 0.9999999999999959 - 1.457167719820518e-16im, 0.9999999999999986 + 3.0531133177191805e-16im, 0.9999999999999893 - 1.1102230246251565e-16im, 0.9999999999999971 - 1.6653345369377348e-16im, 0.9999999999999909 + 6.938893903907228e-18im
1.7, 0.9999999999999976 + 0.0im, 0.9999999999999986 - 1.3877787807814457e-16im, 0.9999999999999997 + 0.0im, 0.9999999999999941 - 3.3306690738754696e-16im, 0.9999999999999938 + 0.0im, 1.0000000000000073 - 2.7755575615628914e-17im, 0.9999999999999953 + 3.469446951953614e-18im, 1.0000000000000024 + 8.326672684688674e-17im, 1.000000000000004 + 1.6653345369377348e-16im, 0.9999999999999956 - 1.6653345369377348e-16im, 0.999999999999996 - 1.942890293094024e-16im, 0.9999999999999997 + 2.7755575615628914e-16im, 0.9999999999999897 - 1.249000902703301e-16im, 0.9999999999999971 - 1.6653345369377348e-16im, 0.9999999999999931 + 2.7755575615628914e-17im
1.8, 0.9999999999999969 + 2.7755575615628914e-17im, 0.9999999999999973 - 2.220446049250313e-16im, 1.0000000000000024 - 1.3877787807814457e-17im, 0.9999999999999948 - 4.440892098500626e-16im, 0.9999999999999929 + 0.0im, 1.0000000000000067 + 0.0im, 0.9999999999999939 + 1.3877787807814457e-17im, 1.0000000000000018 + 1.1102230246251565e-16im, 1.0000000000000056 + 2.7755575615628914e-16im, 0.9999999999999964 - 1.1102230246251565e-16im, 0.9999999999999956 - 2.220446049250313e-16im, 0.9999999999999987 + 2.7755575615628914e-16im, 0.9999999999999887 - 8.326672684688674e-17im, 0.9999999999999963 - 2.7755575615628914e-16im, 0.9999999999999922 + 9.71445146547012e-17im
1.9, 0.9999999999999957 + 5.551115123125783e-17im, 0.9999999999999976 - 3.608224830031759e-16im, 1.0000000000000013 - 2.7755575615628914e-17im, 0.999999999999995 - 3.3306690738754696e-16im, 0.999999999999993 - 2.7755575615628914e-17im, 1.000000000000008 - 1.3877787807814457e-17im, 0.9999999999999956 + 1.734723475976807e-17im, 1.0000000000000016 + 1.3877787807814457e-16im, 1.0000000000000047 + 2.220446049250313e-16im, 0.9999999999999968 + 0.0im, 0.9999999999999959 - 1.734723475976807e-16im, 0.9999999999999993 + 3.0531133177191805e-16im, 0.9999999999999898 - 1.3877787807814457e-16im, 0.9999999999999972 + 5.551115123125783e-17im, 0.9999999999999922 + 8.326672684688674e-17im
2.0, 0.9999999999999966 + 0.0im, 0.9999999999999973 - 4.718447854656915e-16im, 1.0000000000000009 - 2.7755575615628914e-17im, 0.9999999999999942 - 3.885780586188048e-16im, 0.9999999999999938 + 2.7755575615628914e-17im, 1.0000000000000084 + 1.3877787807814457e-17im, 0.9999999999999944 + 1.0408340855860843e-17im, 0.9999999999999993 + 1.3877787807814457e-16im, 1.000000000000004 + 1.3877787807814457e-16im, 0.9999999999999973 + 2.7755575615628914e-17im, 0.9999999999999961 - 2.0122792321330962e-16im, 0.9999999999999992 + 2.498001805406602e-16im, 0.9999999999999887 - 1.942890293094024e-16im, 0.9999999999999966 + 0.0im, 0.9999999999999913 + 4.163336342344337e-17im
2.1, 0.999999999999996 + 2.220446049250313e-16im, 0.9999999999999956 - 4.440892098500626e-16im, 1.0000000000000004 - 1.3877787807814457e-17im, 0.9999999999999939 - 2.7755575615628914e-16im, 0.9999999999999952 + 1.3877787807814457e-16im, 1.000000000000008 + 1.3877787807814457e-17im, 0.9999999999999941 + 1.3877787807814457e-17im, 1.0000000000000004 + 1.942890293094024e-16im, 1.0000000000000053 + 1.6653345369377348e-16im, 0.9999999999999969 + 8.326672684688674e-17im, 0.9999999999999941 - 5.551115123125783e-17im, 0.9999999999999971 + 1.942890293094024e-16im, 0.9999999999999869 - 1.3877787807814457e-16im, 0.9999999999999968 - 2.220446049250313e-16im, 0.9999999999999918 + 4.163336342344337e-17im
2.2, 0.9999999999999948 + 3.885780586188048e-16im, 0.9999999999999963 - 4.163336342344337e-16im, 1.0000000000000004 + 1.3877787807814457e-17im, 0.9999999999999943 - 2.220446049250313e-16im, 0.9999999999999953 + 1.1102230246251565e-16im, 1.0000000000000093 + 4.163336342344337e-17im, 0.9999999999999933 + 1.734723475976807e-17im, 0.9999999999999999 + 8.326672684688674e-17im, 1.000000000000005 + 8.326672684688674e-17im, 0.9999999999999954 + 8.326672684688674e-17im, 0.9999999999999944 - 1.6653345369377348e-16im, 0.999999999999997 + 2.220446049250313e-16im, 0.9999999999999866 - 2.220446049250313e-16im, 0.9999999999999969 - 2.220446049250313e-16im, 0.9999999999999928 + 0.0im
2.3, 0.9999999999999964 + 3.885780586188048e-16im, 0.9999999999999977 - 4.440892098500626e-16im, 0.9999999999999992 + 2.7755575615628914e-17im, 0.9999999999999944 - 1.1102230246251565e-16im, 0.9999999999999943 + 3.0531133177191805e-16im, 1.0000000000000107 + 6.938893903907228e-17im, 0.9999999999999936 + 1.0408340855860843e-17im, 0.9999999999999996 + 1.1102230246251565e-16im, 1.0000000000000056 + 2.220446049250313e-16im, 0.9999999999999953 + 0.0im, 0.9999999999999932 - 5.551115123125783e-17im, 0.9999999999999967 + 2.498001805406602e-16im, 0.9999999999999866 - 1.3877787807814457e-16im, 0.9999999999999956 - 5.551115123125783e-17im, 0.9999999999999925 - 5.551115123125783e-17im
2.4, 0.9999999999999967 + 3.885780586188048e-16im, 0.9999999999999999 - 4.718447854656915e-16im, 0.9999999999999994 + 4.163336342344337e-17im, 0.9999999999999943 - 1.6653345369377348e-16im, 0.9999999999999956 + 2.7755575615628914e-16im, 1.0000000000000089 + 2.7755575615628914e-17im, 0.9999999999999933 + 1.3877787807814457e-17im, 0.9999999999999992 + 1.1102230246251565e-16im, 1.000000000000006 + 1.6653345369377348e-16im, 0.9999999999999961 - 1.1102230246251565e-16im, 0.9999999999999949 - 1.6653345369377348e-16im, 0.9999999999999962 + 2.220446049250313e-16im, 0.9999999999999869 - 1.3877787807814457e-16im, 0.9999999999999951 + 2.220446049250313e-16im, 0.999999999999991 - 1.249000902703301e-16im
2.5, 0.9999999999999956 + 4.996003610813204e-16im, 1.0000000000000009 - 3.608224830031759e-16im, 0.9999999999999987 + 5.551115123125783e-17im, 0.9999999999999953 + 1.1102230246251565e-16im, 0.9999999999999962 + 2.498001805406602e-16im, 1.0000000000000064 + 2.7755575615628914e-17im, 0.999999999999993 + 1.3877787807814457e-17im, 1.0000000000000009 + 2.7755575615628914e-17im, 1.0000000000000069 + 2.7755575615628914e-16im, 0.9999999999999969 - 2.7755575615628914e-17im, 0.9999999999999946 + 0.0im, 0.999999999999996 + 1.3877787807814457e-16im, 0.9999999999999869 - 5.551115123125783e-17im, 0.9999999999999956 + 7.216449660063518e-16im, 0.9999999999999889 - 1.249000902703301e-16im
2.6, 0.9999999999999954 + 6.106226635438361e-16im, 1.0000000000000009 - 3.3306690738754696e-16im, 0.9999999999999992 + 8.326672684688674e-17im, 0.9999999999999949 + 0.0im, 0.9999999999999977 + 1.6653345369377348e-16im, 1.000000000000006 + 5.551115123125783e-17im, 0.999999999999993 - 3.469446951953614e-18im, 0.9999999999999991 + 8.326672684688674e-17im, 1.0000000000000064 + 2.220446049250313e-16im, 0.9999999999999983 - 2.7755575615628914e-17im, 0.9999999999999929 - 5.551115123125783e-17im, 0.9999999999999966 + 1.6653345369377348e-16im, 0.9999999999999865 - 1.6653345369377348e-16im, 0.9999999999999947 + 8.881784197001252e-16im, 0.9999999999999899 - 1.249000902703301e-16im
2.7, 0.9999999999999956 + 3.3306690738754696e-16im, 1.0000000000000027 - 2.220446049250313e-16im, 1.000000000000002 + 5.551115123125783e-17im, 0.9999999999999971 - 2.7755575615628914e-16im, 0.9999999999999982 + 1.6653345369377348e-16im, 1.0000000000000033 + 2.7755575615628914e-17im, 0.9999999999999928 - 1.0408340855860843e-17im, 0.9999999999999991 + 5.551115123125783e-17im, 1.000000000000004 + 5.551115123125783e-17im, 0.9999999999999994 + 8.326672684688674e-17im, 0.9999999999999925 - 5.551115123125783e-17im, 0.9999999999999952 + 1.942890293094024e-16im, 0.9999999999999851 - 1.1102230246251565e-16im, 0.9999999999999932 + 5.551115123125783e-16im, 0.9999999999999906 - 1.5265566588595902e-16im
2.8, 0.9999999999999952 + 4.440892098500626e-16im, 1.000000000000003 - 2.7755575615628914e-16im, 1.0000000000000029 + 1.3877787807814457e-16im, 0.999999999999996 - 2.220446049250313e-16im, 0.9999999999999988 + 1.3877787807814457e-16im, 1.0000000000000013 + 2.7755575615628914e-17im, 0.9999999999999944 + 3.469446951953614e-18im, 0.9999999999999971 + 6.938893903907228e-17im, 1.0000000000000024 + 1.1102230246251565e-16im, 0.9999999999999991 - 2.7755575615628914e-17im, 0.9999999999999918 - 1.1102230246251565e-16im, 0.9999999999999946 + 1.6653345369377348e-16im, 0.9999999999999865 - 1.1102230246251565e-16im, 0.9999999999999927 + 4.996003610813204e-16im, 0.9999999999999903 - 1.8041124150158794e-16im
2.9, 0.9999999999999952 + 5.551115123125783e-16im, 1.0000000000000027 - 3.885780586188048e-16im, 1.0000000000000016 + 1.1102230246251565e-16im, 0.9999999999999958 - 2.7755575615628914e-16im, 0.9999999999999978 + 1.1102230246251565e-16im, 1.0 + 8.326672684688674e-17im, 0.9999999999999944 - 3.469446951953614e-18im, 0.9999999999999978 + 8.326672684688674e-17im, 1.000000000000001 + 5.551115123125783e-17im, 0.9999999999999986 + 1.3877787807814457e-16im, 0.9999999999999918 + 1.6653345369377348e-16im, 0.9999999999999946 + 2.220446049250313e-16im, 0.9999999999999845 - 1.1102230246251565e-16im, 0.9999999999999905 + 7.216449660063518e-16im, 0.9999999999999898 - 2.220446049250313e-16im
3.0, 0.9999999999999967 + 3.885780586188048e-16im, 1.0000000000000033 - 5.551115123125783e-17im, 1.000000000000001 + 1.6653345369377348e-16im, 0.9999999999999953 - 5.551115123125783e-17im, 0.9999999999999981 + 8.326672684688674e-17im, 0.9999999999999987 + 1.3877787807814457e-16im, 0.999999999999993 + 0.0im, 0.9999999999999991 + 9.71445146547012e-17im, 1.0000000000000016 - 5.551115123125783e-17im, 0.9999999999999986 + 0.0im, 0.9999999999999902 + 1.1102230246251565e-16im, 0.9999999999999956 + 2.220446049250313e-16im, 0.9999999999999836 - 1.6653345369377348e-16im, 0.9999999999999893 + 6.661338147750939e-16im, 0.9999999999999902 - 1.942890293094024e-16im
3.1, 0.9999999999999971 + 4.440892098500626e-16im, 1.000000000000003 - 3.3306690738754696e-16im, 0.9999999999999998 + 1.942890293094024e-16im, 0.9999999999999947 - 2.7755575615628914e-16im, 0.9999999999999981 + 1.3877787807814457e-16im, 1.0000000000000013 - 2.7755575615628914e-17im, 0.9999999999999928 + 1.0408340855860843e-17im, 0.9999999999999982 + 1.1102230246251565e-16im, 1.0000000000000016 + 0.0im, 0.9999999999999993 - 5.551115123125783e-17im, 0.9999999999999918 - 5.551115123125783e-17im, 0.9999999999999962 + 2.498001805406602e-16im, 0.9999999999999832 - 2.220446049250313e-16im, 0.9999999999999905 + 3.3306690738754696e-16im, 0.999999999999989 - 2.220446049250313e-16im
3.2, 0.9999999999999963 + 5.551115123125783e-16im, 1.0000000000000016 - 2.7755575615628914e-16im, 0.9999999999999996 + 1.6653345369377348e-16im, 0.9999999999999938 - 1.1102230246251565e-16im, 0.9999999999999981 + 8.326672684688674e-17im, 1.0000000000000018 + 0.0im, 0.9999999999999919 + 2.0816681711721685e-17im, 0.9999999999999981 + 1.249000902703301e-16im, 1.0000000000000018 - 5.551115123125783e-17im, 1.0 - 1.1102230246251565e-16im, 0.9999999999999909 + 1.6653345369377348e-16im, 0.9999999999999957 + 2.220446049250313e-16im, 0.9999999999999832 - 3.0531133177191805e-16im, 0.9999999999999905 + 7.216449660063518e-16im, 0.9999999999999893 - 2.220446049250313e-16im
3.3, 0.9999999999999971 + 4.996003610813204e-16im, 1.0000000000000022 - 2.7755575615628914e-16im, 0.999999999999999 + 1.942890293094024e-16im, 0.9999999999999949 - 1.6653345369377348e-16im, 0.9999999999999982 + 1.3877787807814457e-16im, 1.0000000000000016 + 1.3877787807814457e-17im, 0.9999999999999918 + 1.3877787807814457e-17im, 0.9999999999999983 + 1.3877787807814457e-16im, 1.0000000000000016 + 5.551115123125783e-17im, 1.000000000000001 - 8.326672684688674e-17im, 0.9999999999999913 + 1.1102230246251565e-16im, 0.9999999999999972 + 3.0531133177191805e-16im, 0.9999999999999823 - 2.220446049250313e-16im, 0.9999999999999913 + 6.661338147750939e-16im, 0.9999999999999901 - 1.942890293094024e-16im
3.4, 0.9999999999999984 + 2.220446049250313e-16im, 1.0000000000000042 - 2.220446049250313e-16im, 0.9999999999999976 + 1.3877787807814457e-16im, 0.9999999999999942 - 4.440892098500626e-16im, 0.9999999999999958 + 2.220446049250313e-16im, 1.0000000000000036 + 1.3877787807814457e-17im, 0.9999999999999912 + 6.938893903907228e-18im, 0.9999999999999988 + 1.5265566588595902e-16im, 1.0000000000000013 + 5.551115123125783e-17im, 1.0000000000000024 + 1.1102230246251565e-16im, 0.999999999999993 - 5.551115123125783e-17im, 0.9999999999999973 + 3.0531133177191805e-16im, 0.9999999999999841 - 2.220446049250313e-16im, 0.9999999999999905 + 7.771561172376096e-16im, 0.9999999999999913 - 1.8041124150158794e-16im
3.5, 0.9999999999999987 + 1.1102230246251565e-16im, 1.0000000000000029 - 5.551115123125783e-17im, 0.9999999999999986 + 1.6653345369377348e-16im, 0.999999999999995 - 6.106226635438361e-16im, 0.9999999999999964 + 1.6653345369377348e-16im, 1.0000000000000027 - 1.3877787807814457e-17im, 0.9999999999999895 + 3.469446951953614e-18im, 0.9999999999999956 + 1.8041124150158794e-16im, 1.0000000000000016 + 1.6653345369377348e-16im, 1.0000000000000027 + 8.326672684688674e-17im, 0.9999999999999932 - 1.6653345369377348e-16im, 0.9999999999999996 + 3.0531133177191805e-16im, 0.9999999999999837 - 1.3877787807814457e-16im, 0.9999999999999891 + 5.551115123125783e-16im, 0.9999999999999907 - 2.0816681711721685e-16im
3.6, 0.9999999999999994 + 5.551115123125783e-17im, 1.000000000000003 - 1.6653345369377348e-16im, 0.9999999999999981 + 2.220446049250313e-16im, 0.9999999999999958 - 5.551115123125783e-16im, 0.9999999999999967 + 2.220446049250313e-16im, 1.0000000000000047 + 1.3877787807814457e-17im, 0.9999999999999876 - 3.469446951953614e-18im, 0.9999999999999957 + 1.8041124150158794e-16im, 1.0000000000000007 + 2.220446049250313e-16im, 1.0000000000000024 + 1.1102230246251565e-16im, 0.9999999999999948 - 1.1102230246251565e-16im, 0.9999999999999993 + 2.7755575615628914e-16im, 0.9999999999999826 - 2.220446049250313e-16im, 0.9999999999999889 + 7.216449660063518e-16im, 0.9999999999999931 - 1.249000902703301e-16im
3.7, 1.0000000000000002 + 5.551115123125783e-17im, 1.0000000000000018 - 5.551115123125783e-17im, 0.999999999999997 + 3.3306690738754696e-16im, 0.9999999999999951 - 3.3306690738754696e-16im, 0.9999999999999976 + 2.220446049250313e-16im, 1.0000000000000047 + 5.551115123125783e-17im, 0.9999999999999897 - 1.0408340855860843e-17im, 0.9999999999999967 + 2.498001805406602e-16im, 0.9999999999999997 + 3.885780586188048e-16im, 1.0000000000000042 + 1.942890293094024e-16im, 0.9999999999999942 - 2.7755575615628914e-16im, 1.0 + 1.942890293094024e-16im, 0.9999999999999835 - 3.0531133177191805e-16im, 0.9999999999999895 + 7.216449660063518e-16im, 0.999999999999992 - 1.249000902703301e-16im
