flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
1.0, 1.000000000000007 + 0.0im, 0.9999999999999981 + 4.357137480676121e-18im, 1.0000000000000013 + 3.469446951953614e-18im, 1.0000000000000053 + 3.469446951953614e-18im, 1.0000000000000004 + 4.163336342344337e-17im, 1.0000000000000038 + 2.7755575615628914e-17im, 1.0 + 2.6020852139652106e-17im, 0.9999999999999997 - 2.0328790734103208e-20im, 0.9999999999999966 - 3.469446951953614e-18im, 1.0000000000000024 - 3.0357660829594124e-17im, 0.9999999999999984 - 1.734723475976807e-18im, 0.9999999999999992 + 2.0816681711721685e-17im, 0.9999999999999962 - 4.336808689942018e-18im, 1.0000000000000016 + 6.071532165918825e-18im, 1.000000000000001 + 9.75781955236954e-19im, 1.0000000000000058 + 6.938893903907228e-18im, 0.9999999999999966 - 2.168404344971009e-18im, 0.9999999999999991 - 2.3852447794681098e-18im, 1.000000000000003 - 1.0408340855860843e-17im, 0.9999999999999957 - 1.9081958235744878e-17im
1.1, 1.0000000000000062 + 0.0im, 0.9999999999999964 + 4.3503612170980865e-18im, 1.0000000000000027 + 1.734723475976807e-18im, 1.0000000000000075 + 3.7947076036992655e-18im, 1.000000000000001 + 4.5102810375396984e-17im, 1.0000000000000042 + 2.6020852139652106e-17im, 1.0000000000000009 + 2.168404344971009e-17im, 1.0000000000000002 - 6.098637220230962e-20im, 0.9999999999999974 + 0.0im, 1.0000000000000004 - 3.0791341698588326e-17im, 0.9999999999999988 - 6.938893903907228e-18im, 0.9999999999999978 + 1.9081958235744878e-17im, 0.9999999999999969 - 6.071532165918825e-18im, 1.000000000000002 + 4.336808689942018e-18im, 1.0000000000000027 + 1.0570971181733668e-18im, 1.000000000000007 + 3.469446951953614e-18im, 0.9999999999999968 - 1.734723475976807e-18im, 0.9999999999999999 - 2.4936649967166602e-18im, 1.0000000000000029 - 1.3877787807814457e-17im, 0.9999999999999971 - 1.734723475976807e-17im
1.2, 1.0000000000000067 - 4.336808689942018e-19im, 0.9999999999999964 + 4.445228907190568e-18im, 1.000000000000006 + 6.938893903907228e-18im, 1.000000000000008 + 3.469446951953614e-18im, 1.000000000000002 + 4.5102810375396984e-17im, 1.0000000000000047 + 2.2551405187698492e-17im, 1.0 + 1.9081958235744878e-17im, 1.0000000000000004 - 5.421010862427522e-20im, 0.9999999999999972 - 1.734723475976807e-18im, 1.0000000000000024 - 3.122502256758253e-17im, 0.9999999999999991 - 2.6020852139652106e-18im, 0.9999999999999983 + 1.5612511283791264e-17im, 0.9999999999999969 - 5.204170427930421e-18im, 1.0000000000000016 + 4.336808689942018e-18im, 1.0000000000000033 + 1.043544591017298e-18im, 1.0000000000000073 + 6.938893903907228e-18im, 0.9999999999999964 - 2.168404344971009e-18im, 1.0000000000000007 - 2.2768245622195593e-18im, 1.000000000000006 - 1.3877787807814457e-17im, 0.9999999999999972 - 1.5612511283791264e-17im
1.3, 1.0000000000000042 - 4.336808689942018e-19im, 0.9999999999999966 + 4.4994390158148434e-18im, 1.0000000000000062 + 3.469446951953614e-18im, 1.0000000000000067 + 3.3373098121819433e-18im, 1.0000000000000027 + 4.5102810375396984e-17im, 1.0000000000000053 + 2.2551405187698492e-17im, 0.9999999999999993 + 1.734723475976807e-17im, 1.000000000000001 - 5.759824041329242e-20im, 0.9999999999999967 - 8.673617379884035e-18im, 1.0000000000000013 - 3.126906828083975e-17im, 1.000000000000002 - 1.734723475976807e-18im, 0.9999999999999969 + 2.0816681711721685e-17im, 0.9999999999999947 - 7.806255641895632e-18im, 1.0000000000000024 + 5.204170427930421e-18im, 1.0000000000000038 + 1.1231656880592022e-18im, 1.0000000000000069 + 5.204170427930421e-18im, 0.9999999999999966 - 1.3010426069826053e-18im, 1.000000000000002 - 2.8731357570865868e-18im, 1.0000000000000058 - 1.214306433183765e-17im, 0.9999999999999961 - 1.0408340855860843e-17im
1.4, 1.0000000000000024 + 4.336808689942018e-19im, 0.9999999999999969 + 4.4994390158148434e-18im, 1.000000000000006 + 1.214306433183765e-17im, 1.000000000000007 + 3.3610267347050637e-18im, 1.0000000000000029 + 4.683753385137379e-17im, 1.0000000000000042 + 1.9949319973733282e-17im, 0.9999999999999992 + 1.5612511283791264e-17im, 0.9999999999999996 - 5.632769099241097e-20im, 0.9999999999999979 - 1.3877787807814457e-17im, 1.000000000000003 - 3.12792326762068e-17im, 1.0000000000000022 - 3.469446951953614e-18im, 0.999999999999998 + 2.2551405187698492e-17im, 0.9999999999999939 - 6.071532165918825e-18im, 1.0000000000000004 + 8.673617379884035e-19im, 1.0000000000000018 + 1.1926223897340549e-18im, 1.000000000000007 + 8.673617379884035e-18im, 0.9999999999999959 - 1.734723475976807e-18im, 1.0000000000000029 - 2.927345865710862e-18im, 1.0000000000000056 - 1.214306433183765e-17im, 0.9999999999999958 - 6.938893903907228e-18im
1.5, 1.0000000000000009 + 0.0im, 0.9999999999999958 + 4.607859233063394e-18im, 1.0000000000000056 + 1.3877787807814457e-17im, 1.0000000000000075 + 3.3610267347050637e-18im, 1.0000000000000013 + 4.2500725161431774e-17im, 1.0000000000000069 + 2.168404344971009e-17im, 0.999999999999999 + 1.214306433183765e-17im, 0.9999999999999989 - 5.844527336054672e-20im, 0.9999999999999986 - 1.474514954580286e-17im, 1.0000000000000027 - 3.133344278483108e-17im, 1.000000000000003 - 2.6020852139652106e-18im, 0.9999999999999986 + 2.42861286636753e-17im, 0.9999999999999942 - 8.673617379884035e-18im, 1.0 + 8.673617379884035e-19im, 1.0000000000000004 + 1.2468324983583301e-18im, 1.0000000000000069 + 2.0816681711721685e-17im, 0.9999999999999947 - 2.6020852139652106e-18im, 1.0000000000000007 - 2.927345865710862e-18im, 1.0000000000000056 - 1.3010426069826053e-17im, 0.9999999999999956 - 8.673617379884035e-18im
1.6, 1.0000000000000002 - 1.3010426069826053e-18im, 0.9999999999999938 + 4.445228907190568e-18im, 1.0000000000000069 + 7.806255641895632e-18im, 1.0000000000000053 + 3.0357660829594124e-18im, 1.0000000000000038 + 4.336808689942018e-17im, 1.0000000000000067 + 2.0816681711721685e-17im, 0.9999999999999998 + 1.1275702593849246e-17im, 0.9999999999999993 - 5.759824041329242e-20im, 0.9999999999999999 - 1.3010426069826053e-17im, 1.0000000000000013 - 3.111660235033398e-17im, 1.0000000000000069 - 3.469446951953614e-18im, 0.9999999999999973 + 2.2551405187698492e-17im, 0.9999999999999961 - 6.938893903907228e-18im, 0.9999999999999997 + 2.6020852139652106e-18im, 0.999999999999998 + 1.2468324983583301e-18im, 1.0000000000000073 + 1.9081958235744878e-17im, 0.9999999999999969 - 1.3010426069826053e-18im, 0.9999999999999999 - 2.9408983928669308e-18im, 1.000000000000004 - 1.6479873021779667e-17im, 0.9999999999999959 - 8.673617379884035e-18im
1.7, 1.0000000000000007 - 2.168404344971009e-18im, 0.9999999999999939 + 4.4994390158148434e-18im, 1.000000000000008 + 8.673617379884035e-18im, 1.0000000000000058 + 2.6020852139652106e-18im, 1.0000000000000022 + 4.5536491244391186e-17im, 1.0000000000000073 + 2.3418766925686896e-17im, 0.9999999999999992 + 1.3010426069826053e-17im, 0.999999999999999 - 6.437450399132683e-20im, 0.9999999999999997 - 1.3877787807814457e-17im, 1.000000000000003 - 3.0574501264091225e-17im, 1.0000000000000082 - 2.168404344971009e-18im, 0.9999999999999998 + 2.168404344971009e-17im, 0.999999999999995 - 3.469446951953614e-18im, 1.0000000000000009 + 1.734723475976807e-18im, 0.9999999999999964 + 1.463672932855431e-18im, 1.0000000000000073 + 1.8214596497756474e-17im, 0.9999999999999959 + 0.0im, 1.0 - 2.956144985917508e-18im, 1.0000000000000047 - 1.3010426069826053e-17im, 0.9999999999999951 - 6.071532165918825e-18im
1.8, 1.000000000000002 - 1.734723475976807e-18im, 0.9999999999999931 + 4.662069341687669e-18im, 1.00000000000001 + 9.540979117872439e-18im, 1.0000000000000067 + 2.3852447794681098e-18im, 1.000000000000003 + 4.466912950640278e-17im, 1.000000000000007 + 2.42861286636753e-17im, 0.9999999999999994 + 1.474514954580286e-17im, 1.0 - 6.437450399132683e-20im, 1.000000000000001 - 1.3877787807814457e-17im, 1.0000000000000022 - 2.970713952610282e-17im, 1.0000000000000073 - 2.6020852139652106e-18im, 0.9999999999999991 + 2.0816681711721685e-17im, 0.9999999999999962 - 1.0408340855860843e-17im, 1.000000000000002 + 0.0im, 0.9999999999999946 + 1.5178830414797062e-18im, 1.0000000000000078 + 1.6479873021779667e-17im, 0.9999999999999952 + 2.168404344971009e-18im, 1.0000000000000004 - 2.9544509200229996e-18im, 1.0000000000000027 - 1.0408340855860843e-17im, 0.9999999999999952 - 6.938893903907228e-18im
1.9, 1.0000000000000007 - 4.336808689942018e-19im, 0.9999999999999938 + 4.7704895589362195e-18im, 1.000000000000012 + 1.0408340855860843e-17im, 1.0000000000000058 + 2.168404344971009e-19im, 1.0000000000000038 + 4.401860820291148e-17im, 1.0000000000000056 + 2.2551405187698492e-17im, 1.0000000000000007 + 1.431146867680866e-17im, 1.0000000000000018 - 5.759824041329242e-20im, 0.9999999999999996 - 1.3010426069826053e-17im, 1.0000000000000038 - 2.970713952610282e-17im, 1.0000000000000082 - 3.469446951953614e-18im, 0.9999999999999992 + 2.0816681711721685e-17im, 0.9999999999999973 - 8.673617379884035e-18im, 1.0000000000000022 - 1.734723475976807e-18im, 0.9999999999999948 + 1.6263032587282567e-18im, 1.0000000000000078 + 1.6479873021779667e-17im, 0.9999999999999947 + 2.6020852139652106e-18im, 0.9999999999999998 - 2.9408983928669308e-18im, 1.0000000000000029 - 7.806255641895632e-18im, 0.9999999999999959 - 5.204170427930421e-18im
2.0, 0.9999999999999993 - 1.734723475976807e-18im, 0.9999999999999948 + 4.662069341687669e-18im, 1.0000000000000124 + 1.3010426069826053e-17im, 1.000000000000006 - 1.0842021724855044e-18im, 1.0000000000000042 + 4.445228907190568e-17im, 1.0000000000000049 + 2.168404344971009e-17im, 1.000000000000001 + 1.2576745200831851e-17im, 1.0000000000000044 - 5.759824041329242e-20im, 0.9999999999999996 - 1.5612511283791264e-17im, 1.0000000000000053 - 2.970713952610282e-17im, 1.0000000000000087 - 4.7704895589362195e-18im, 1.0000000000000002 + 1.9949319973733282e-17im, 0.9999999999999983 - 8.673617379884035e-18im, 1.000000000000002 - 2.6020852139652106e-18im, 0.9999999999999943 + 1.7889335846010823e-18im, 1.0000000000000093 + 1.5612511283791264e-17im, 0.9999999999999963 + 3.0357660829594124e-18im, 0.9999999999999998 - 2.9544509200229996e-18im, 1.0000000000000018 - 6.071532165918825e-18im, 0.9999999999999973 - 2.6020852139652106e-18im
2.1, 1.0 - 1.734723475976807e-18im, 0.9999999999999938 + 4.824699667560495e-18im, 1.0000000000000135 + 1.214306433183765e-17im, 1.0000000000000073 - 1.734723475976807e-18im, 1.0000000000000053 + 4.4994390158148434e-17im, 1.000000000000004 + 2.168404344971009e-17im, 0.9999999999999997 + 1.3010426069826053e-17im, 1.000000000000006 - 5.759824041329242e-20im, 0.999999999999999 - 1.3010426069826053e-17im, 1.0000000000000058 - 2.927345865710862e-17im, 1.0000000000000084 - 5.637851296924623e-18im, 0.999999999999999 + 1.9949319973733282e-17im, 0.9999999999999968 - 1.3877787807814457e-17im, 1.000000000000002 - 8.673617379884035e-19im, 0.9999999999999932 + 1.8431436932253575e-18im, 1.000000000000011 + 1.3010426069826053e-17im, 0.9999999999999959 + 1.3010426069826053e-18im, 0.9999999999999988 - 2.9544509200229996e-18im, 1.0000000000000022 - 3.469446951953614e-18im, 0.9999999999999982 - 4.336808689942018e-18im
2.2, 0.9999999999999999 - 2.6020852139652106e-18im, 0.9999999999999937 + 5.095750210681871e-18im, 1.0000000000000144 + 1.1275702593849246e-17im, 1.0000000000000058 - 2.168404344971009e-18im, 1.0000000000000042 + 4.4777549723651333e-17im, 1.0000000000000024 + 1.734723475976807e-17im, 0.9999999999999987 + 1.214306433183765e-17im, 1.0000000000000075 - 6.437450399132683e-20im, 1.0000000000000013 - 9.540979117872439e-18im, 1.0000000000000053 - 2.970713952610282e-17im, 1.0000000000000087 - 3.469446951953614e-18im, 0.9999999999999999 + 2.168404344971009e-17im, 0.9999999999999976 - 6.938893903907228e-18im, 1.0 - 1.734723475976807e-18im, 0.9999999999999919 + 2.0599841277224584e-18im, 1.0000000000000129 + 1.474514954580286e-17im, 0.9999999999999953 + 4.336808689942018e-19im, 0.9999999999999989 - 2.9002408113987244e-18im, 1.0000000000000056 - 6.071532165918825e-18im, 0.999999999999999 - 4.336808689942018e-18im
2.3, 0.999999999999998 - 3.0357660829594124e-18im, 0.9999999999999938 + 5.095750210681871e-18im, 1.0000000000000133 + 1.214306433183765e-17im, 1.0000000000000056 - 1.5178830414797062e-18im, 1.0000000000000042 + 4.470978708787099e-17im, 1.0000000000000027 + 1.5612511283791264e-17im, 0.9999999999999996 + 1.3444106938820255e-17im, 1.000000000000005 - 6.098637220230962e-20im, 0.9999999999999992 - 8.673617379884035e-18im, 1.0000000000000064 - 3.0140820395097023e-17im, 1.0000000000000069 - 3.903127820947816e-18im, 1.000000000000001 + 2.168404344971009e-17im, 0.9999999999999977 - 1.3877787807814457e-17im, 0.9999999999999992 + 0.0im, 0.9999999999999908 + 1.8431436932253575e-18im, 1.0000000000000142 + 1.6479873021779667e-17im, 0.9999999999999979 + 1.5178830414797062e-18im, 0.9999999999999973 - 2.927345865710862e-18im, 1.0000000000000047 - 7.806255641895632e-18im, 0.9999999999999979 - 3.0357660829594124e-18im
2.4, 0.9999999999999953 - 1.734723475976807e-18im, 0.9999999999999942 + 5.041540102057596e-18im, 1.0000000000000127 + 1.474514954580286e-17im, 1.000000000000006 - 1.734723475976807e-18im, 1.0000000000000033 + 4.483175983227561e-17im, 1.0000000000000018 + 1.6479873021779667e-17im, 1.000000000000001 + 1.3010426069826053e-17im, 1.000000000000005 - 6.437450399132683e-20im, 0.9999999999999997 - 1.0408340855860843e-17im, 1.0000000000000049 - 2.970713952610282e-17im, 1.0000000000000056 - 3.469446951953614e-18im, 0.9999999999999994 + 2.3418766925686896e-17im, 0.9999999999999977 - 1.5612511283791264e-17im, 1.000000000000001 + 8.673617379884035e-19im, 0.9999999999999895 + 1.5178830414797062e-18im, 1.0000000000000153 + 1.5612511283791264e-17im, 0.9999999999999981 + 1.734723475976807e-18im, 0.9999999999999969 - 3.0357660829594124e-18im, 1.0000000000000056 - 8.673617379884035e-18im, 0.9999999999999986 - 3.0357660829594124e-18im
2.5, 0.9999999999999939 - 8.673617379884035e-19im, 0.9999999999999928 + 5.149960319306146e-18im, 1.000000000000013 + 1.734723475976807e-17im, 1.0000000000000073 - 8.673617379884035e-19im, 1.0000000000000033 + 4.434386885465713e-17im, 1.000000000000001 + 1.474514954580286e-17im, 1.0000000000000016 + 1.214306433183765e-17im, 1.0 - 6.776263578034403e-20im, 0.9999999999999964 - 9.974659986866641e-18im, 1.000000000000005 - 2.916503843986007e-17im, 1.000000000000008 - 3.686287386450715e-18im, 0.999999999999999 + 1.9949319973733282e-17im, 0.9999999999999976 - 6.938893903907228e-18im, 1.0000000000000042 + 0.0im, 0.9999999999999879 + 1.0842021724855044e-18im, 1.0000000000000158 + 1.8214596497756474e-17im, 0.9999999999999966 + 2.8189256484623115e-18im, 0.9999999999999968 - 2.9815559743351372e-18im, 1.0000000000000062 - 8.673617379884035e-18im, 1.0000000000000004 - 3.0357660829594124e-18im
2.6, 0.999999999999992 - 8.673617379884035e-19im, 0.9999999999999943 + 5.204170427930421e-18im, 1.0000000000000147 + 1.8214596497756474e-17im, 1.0000000000000044 - 1.3010426069826053e-18im, 1.000000000000005 + 4.423544863740858e-17im, 1.000000000000001 + 1.0408340855860843e-17im, 1.0000000000000018 + 1.3010426069826053e-17im, 0.999999999999999 - 7.115076756936123e-20im, 0.9999999999999967 - 9.540979117872439e-18im, 1.0000000000000029 - 2.916503843986007e-17im, 1.0000000000000082 - 3.0357660829594124e-18im, 1.0000000000000009 + 1.9081958235744878e-17im, 0.9999999999999977 - 1.214306433183765e-17im, 1.0000000000000033 + 0.0im, 0.9999999999999871 + 1.1926223897340549e-18im, 1.000000000000016 + 1.6479873021779667e-17im, 0.9999999999999982 + 2.168404344971009e-18im, 0.9999999999999979 - 3.144186300207963e-18im, 1.000000000000004 - 5.204170427930421e-18im, 1.0000000000000016 - 3.0357660829594124e-18im
2.7, 0.9999999999999938 - 1.3010426069826053e-18im, 0.9999999999999947 + 5.2583805365546965e-18im, 1.000000000000016 + 1.9081958235744878e-17im, 1.0000000000000056 - 3.469446951953614e-18im, 1.0000000000000029 + 4.4885969940899884e-17im, 1.000000000000001 + 1.3877787807814457e-17im, 1.0000000000000018 + 1.3444106938820255e-17im, 0.9999999999999941 - 7.453889935837843e-20im, 0.9999999999999963 - 1.214306433183765e-17im, 1.0000000000000033 - 2.927345865710862e-17im, 1.000000000000007 - 2.3852447794681098e-18im, 1.000000000000002 + 1.734723475976807e-17im, 0.9999999999999984 - 6.938893903907228e-18im, 1.0000000000000036 - 2.6020852139652106e-18im, 0.9999999999999865 + 8.673617379884035e-19im, 1.0000000000000182 + 1.734723475976807e-17im, 0.9999999999999988 + 2.3852447794681098e-18im, 0.9999999999999994 - 3.0357660829594124e-18im, 1.0000000000000029 - 1.734723475976807e-18im, 0.9999999999999999 - 3.903127820947816e-18im
