flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM2R15, dM2R16, dM2R17, dM2R18, dM2R19, dM(mass_num)R20
0.0, 0.9999999999999999 + 0.0im, 0.9999999999999998 + 1.3877787807814457e-17im, 0.9999999999999999 + 3.469446951953614e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999997 + 0.0im, 1.0 - 2.168404344971009e-19im, 0.9999999999999998 + 2.168404344971009e-19im, 1.0000000000000002 + 8.673617379884035e-19im, 0.9999999999999999 + 0.0im, 1.0 + 8.673617379884035e-19im, 0.9999999999999998 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 0.0im, 1.0000000000000002 + 1.734723475976807e-18im, 1.0000000000000002 - 4.336808689942018e-19im, 1.0 - 8.673617379884035e-19im, 1.0 - 6.938893903907228e-18im
0.1, 0.9999999999999993 + 0.0im, 0.9999999999999996 + 4.85722573273506e-17im, 1.0 + 1.734723475976807e-18im, 1.000000000000002 + 5.204170427930421e-18im, 1.0000000000000018 - 2.439454888092385e-19im, 1.0000000000000009 - 2.710505431213761e-19im, 0.9999999999999997 + 3.2526065174565133e-19im, 1.000000000000002 - 1.0408340855860843e-17im, 0.9999999999999982 - 1.0408340855860843e-17im, 1.000000000000002 + 8.673617379884035e-19im, 0.999999999999999 + 3.469446951953614e-18im, 1.0 - 2.168404344971009e-19im, 1.0000000000000004 - 6.938893903907228e-18im, 1.0000000000000004 - 1.734723475976807e-17im, 0.9999999999999996 - 8.673617379884035e-19im, 0.9999999999999997 + 0.0im, 0.9999999999999994 - 3.469446951953614e-18im, 0.999999999999999 + 1.3010426069826053e-18im, 1.0000000000000007 + 2.6020852139652106e-18im, 0.9999999999999993 - 5.204170427930421e-18im
0.2, 0.9999999999999998 - 3.469446951953614e-18im, 1.0000000000000016 + 5.551115123125783e-17im, 0.9999999999999974 + 3.469446951953614e-18im, 1.000000000000004 + 6.938893903907228e-18im, 0.9999999999999997 - 2.507217523872729e-19im, 0.9999999999999997 - 2.710505431213761e-19im, 0.9999999999999987 + 1.0842021724855044e-19im, 1.000000000000002 - 1.3877787807814457e-17im, 0.999999999999997 - 6.938893903907228e-18im, 1.000000000000003 + 1.1926223897340549e-18im, 0.999999999999997 + 1.734723475976807e-18im, 0.9999999999999991 - 4.336808689942018e-19im, 1.0 - 2.0816681711721685e-17im, 0.9999999999999994 - 2.0816681711721685e-17im, 1.0000000000000009 - 1.4094628242311558e-18im, 1.000000000000001 - 1.734723475976807e-18im, 0.9999999999999998 - 3.469446951953614e-18im, 0.9999999999999988 + 2.168404344971009e-18im, 1.0000000000000007 + 2.8189256484623115e-18im, 0.9999999999999971 - 3.74049749507499e-18im
0.3, 0.9999999999999988 + 2.6020852139652106e-18im, 1.0000000000000027 + 4.85722573273506e-17im, 0.9999999999999994 + 5.204170427930421e-18im, 1.000000000000003 + 7.15573433840433e-18im, 1.0000000000000022 - 2.981555974335137e-19im, 1.0 - 2.710505431213761e-19im, 0.9999999999999981 + 0.0im, 1.0000000000000022 - 1.3877787807814457e-17im, 0.9999999999999966 + 0.0im, 1.0000000000000044 + 1.4094628242311558e-18im, 0.9999999999999958 - 1.734723475976807e-18im, 1.0000000000000018 - 4.336808689942018e-19im, 0.9999999999999992 - 1.9081958235744878e-17im, 0.9999999999999987 - 1.8214596497756474e-17im, 1.000000000000002 - 1.2468324983583301e-18im, 1.0000000000000009 + 0.0im, 0.9999999999999994 - 1.214306433183765e-17im, 0.9999999999999988 + 1.734723475976807e-18im, 1.0000000000000002 + 2.3852447794681098e-18im, 0.9999999999999958 - 3.469446951953614e-18im
0.4, 0.9999999999999991 + 5.204170427930421e-18im, 1.0000000000000027 + 4.5102810375396984e-17im, 0.9999999999999987 + 1.0408340855860843e-17im, 1.0000000000000016 + 7.589415207398531e-18im, 1.0000000000000027 - 2.710505431213761e-19im, 1.0000000000000007 - 4.336808689942018e-19im, 0.9999999999999979 + 0.0im, 1.0000000000000036 - 1.5612511283791264e-17im, 0.9999999999999958 - 6.938893903907228e-18im, 1.0000000000000042 + 2.168404344971009e-18im, 0.9999999999999959 - 5.204170427930421e-18im, 1.0000000000000004 - 3.2526065174565133e-19im, 1.0000000000000007 - 2.168404344971009e-17im, 0.999999999999998 - 1.474514954580286e-17im, 1.0000000000000016 - 1.0028870095490916e-18im, 1.0000000000000002 + 2.168404344971009e-18im, 0.9999999999999998 - 1.214306433183765e-17im, 0.9999999999999989 + 2.168404344971009e-18im, 1.0 + 2.4936649967166602e-18im, 0.9999999999999961 - 1.734723475976807e-18im
0.5, 1.0000000000000007 + 5.637851296924623e-18im, 1.0000000000000033 + 5.898059818321144e-17im, 1.0000000000000002 + 8.673617379884035e-18im, 1.0000000000000024 + 7.48099499014998e-18im, 1.0000000000000013 - 2.710505431213761e-19im, 0.9999999999999998 - 2.168404344971009e-19im, 0.9999999999999987 + 3.7947076036992655e-19im, 1.0000000000000044 - 1.214306433183765e-17im, 0.9999999999999949 - 1.0408340855860843e-17im, 1.0000000000000042 + 2.168404344971009e-18im, 0.9999999999999959 - 4.336808689942018e-18im, 1.0000000000000007 - 5.421010862427522e-19im, 1.000000000000001 - 2.1250362580715887e-17im, 0.999999999999998 - 1.566672139241554e-17im, 0.9999999999999997 - 9.690056916589196e-19im, 1.0000000000000016 + 3.0357660829594124e-18im, 1.0000000000000007 - 1.0408340855860843e-17im, 0.9999999999999972 + 3.903127820947816e-18im, 0.9999999999999987 + 2.3852447794681098e-18im, 0.999999999999997 - 3.469446951953614e-18im
0.6, 1.0000000000000009 + 6.288372600415926e-18im, 1.0000000000000027 + 7.28583859910259e-17im, 0.9999999999999996 + 5.204170427930421e-18im, 1.0000000000000033 + 6.938893903907228e-18im, 1.0000000000000007 - 1.6263032587282567e-19im, 1.0 - 5.421010862427522e-20im, 0.999999999999999 + 3.7947076036992655e-19im, 1.0000000000000056 - 1.734723475976807e-17im, 0.9999999999999931 - 5.204170427930421e-18im, 1.0000000000000029 + 1.734723475976807e-18im, 0.9999999999999956 - 3.469446951953614e-18im, 1.0000000000000004 - 6.505213034913027e-19im, 1.000000000000002 - 2.0491421059976034e-17im, 0.9999999999999986 - 1.6046192152785466e-17im, 1.0000000000000029 - 9.825582188149884e-19im, 0.9999999999999992 + 2.6020852139652106e-18im, 1.0 - 3.469446951953614e-18im, 0.9999999999999953 + 3.469446951953614e-18im, 0.9999999999999987 + 2.4936649967166602e-18im, 0.9999999999999956 - 2.6020852139652106e-18im
0.7, 0.9999999999999987 + 6.179952383167375e-18im, 1.0000000000000022 + 6.245004513516506e-17im, 0.9999999999999984 + 5.204170427930421e-18im, 1.0000000000000049 + 6.071532165918825e-18im, 1.0000000000000027 + 0.0im, 0.9999999999999992 + 0.0im, 1.0000000000000002 + 3.7947076036992655e-19im, 1.0000000000000036 - 1.734723475976807e-17im, 0.9999999999999944 - 6.938893903907228e-18im, 1.0000000000000024 + 3.469446951953614e-18im, 0.9999999999999954 + 1.734723475976807e-18im, 1.000000000000002 - 1.0842021724855044e-19im, 1.0000000000000009 - 1.9949319973733282e-17im, 0.9999999999999997 - 1.734723475976807e-17im, 1.0000000000000036 - 1.0028870095490916e-18im, 1.0 + 2.6020852139652106e-18im, 1.0000000000000004 - 5.204170427930421e-18im, 0.999999999999992 + 3.469446951953614e-18im, 0.9999999999999983 + 2.6020852139652106e-18im, 0.9999999999999949 - 1.734723475976807e-18im
0.8, 0.9999999999999964 + 5.800481622797449e-18im, 1.000000000000001 + 6.591949208711867e-17im, 0.9999999999999993 + 1.734723475976807e-18im, 1.0000000000000038 + 6.071532165918825e-18im, 1.0000000000000058 + 2.710505431213761e-19im, 0.9999999999999981 + 0.0im, 1.0000000000000002 + 2.981555974335137e-19im, 1.0000000000000027 - 1.3877787807814457e-17im, 0.9999999999999937 - 5.204170427930421e-18im, 1.0000000000000022 + 3.0357660829594124e-18im, 0.9999999999999944 - 1.734723475976807e-18im, 1.000000000000001 - 9.75781955236954e-19im, 1.0000000000000029 - 2.3418766925686896e-17im, 1.0000000000000002 - 1.6479873021779667e-17im, 1.0000000000000047 - 1.0299920638612292e-18im, 1.0000000000000027 + 2.8189256484623115e-18im, 0.9999999999999989 - 3.469446951953614e-18im, 0.999999999999992 + 3.469446951953614e-18im, 0.9999999999999998 + 2.927345865710862e-18im, 0.9999999999999948 + 3.469446951953614e-18im
0.9, 0.9999999999999982 + 5.421010862427522e-18im, 1.000000000000001 + 7.28583859910259e-17im, 0.9999999999999982 + 1.3877787807814457e-17im, 1.0000000000000058 + 1.0408340855860843e-17im, 1.0000000000000053 + 1.0842021724855044e-19im, 0.9999999999999981 + 0.0im, 1.0000000000000027 + 2.710505431213761e-19im, 1.0000000000000047 - 1.0408340855860843e-17im, 0.9999999999999951 - 3.469446951953614e-18im, 1.0000000000000053 + 3.469446951953614e-18im, 0.9999999999999944 - 3.469446951953614e-18im, 0.9999999999999998 - 9.215718466126788e-19im, 1.0000000000000027 - 2.168404344971009e-17im, 0.9999999999999987 - 1.214306433183765e-17im, 1.000000000000005 - 9.215718466126788e-19im, 1.0000000000000022 + 2.8189256484623115e-18im, 1.0 - 6.071532165918825e-18im, 0.9999999999999913 + 3.469446951953614e-18im, 0.9999999999999978 + 2.656295322589486e-18im, 0.9999999999999957 + 0.0im
