flowtime, dM2R1, dM2R2, dM2R3, dM2R4, dM2R5, dM2R6, dM2R7, dM2R8, dM2R9, dM2R10, dM2R11, dM2R12, dM2R13, dM2R14, dM(mass_num)R15
1.0, 0.999999999999997 + 5.204170427930421e-18im, 1.0000000000000036 - 8.673617379884035e-19im, 1.0000000000000009 + 1.5612511283791264e-17im, 1.0000000000000027 - 3.5561831257524545e-17im, 0.9999999999999996 - 3.5561831257524545e-17im, 0.9999999999999979 + 3.469446951953614e-18im, 0.9999999999999964 + 0.0im, 0.9999999999999981 + 2.2768245622195593e-18im, 1.0000000000000024 - 2.3310346708438345e-18im, 1.0000000000000038 - 2.0816681711721685e-17im, 1.000000000000002 + 2.0816681711721685e-17im, 1.000000000000006 + 7.37257477290143e-18im, 1.000000000000008 - 6.071532165918825e-18im, 1.0000000000000018 - 4.9873299934333204e-18im, 1.0000000000000033 + 2.6020852139652106e-18im
1.1, 0.9999999999999962 + 0.0im, 1.0000000000000033 - 2.6020852139652106e-18im, 1.0000000000000027 + 1.9081958235744878e-17im, 1.0000000000000062 - 3.5561831257524545e-17im, 0.9999999999999978 - 3.729655473350135e-17im, 0.9999999999999989 + 0.0im, 0.9999999999999967 + 2.6020852139652106e-18im, 0.9999999999999961 + 2.3852447794681098e-18im, 1.0000000000000049 - 2.253107639696439e-18im, 1.000000000000003 - 2.42861286636753e-17im, 1.0000000000000004 + 3.469446951953614e-17im, 1.0000000000000058 + 8.239936510889834e-18im, 1.0000000000000102 - 1.734723475976807e-18im, 1.0000000000000027 - 5.204170427930421e-18im, 1.0000000000000047 + 1.734723475976807e-18im
1.2, 0.9999999999999962 - 8.673617379884035e-18im, 1.0000000000000027 + 0.0im, 1.000000000000003 + 1.734723475976807e-17im, 1.0000000000000053 - 3.0357660829594124e-17im, 0.9999999999999978 - 3.2959746043559335e-17im, 1.0 - 3.469446951953614e-18im, 0.9999999999999957 + 4.336808689942018e-18im, 0.9999999999999969 + 2.4936649967166602e-18im, 1.000000000000007 - 2.358139725155972e-18im, 1.0000000000000027 - 2.0816681711721685e-17im, 1.0000000000000018 + 3.469446951953614e-17im, 1.0000000000000062 + 8.239936510889834e-18im, 1.0000000000000093 + 0.0im, 1.0000000000000038 - 4.9873299934333204e-18im, 1.0000000000000053 + 0.0im
1.3, 0.9999999999999963 - 1.0408340855860843e-17im, 1.0000000000000038 + 0.0im, 1.000000000000003 + 8.673617379884035e-18im, 1.0000000000000044 - 2.949029909160572e-17im, 0.9999999999999963 - 3.122502256758253e-17im, 1.0 + 0.0im, 0.9999999999999949 + 8.673617379884035e-18im, 0.9999999999999956 + 3.0357660829594124e-18im, 1.0000000000000093 - 2.5478751053409354e-18im, 1.0000000000000018 - 2.42861286636753e-17im, 1.0000000000000002 + 2.0816681711721685e-17im, 1.0000000000000062 + 9.540979117872439e-18im, 1.0000000000000073 + 1.3010426069826053e-18im, 1.0000000000000029 - 4.662069341687669e-18im, 1.000000000000005 + 2.6020852139652106e-18im
1.4, 0.999999999999999 - 8.673617379884035e-18im, 1.0000000000000022 - 3.469446951953614e-18im, 1.0000000000000038 + 1.0408340855860843e-17im, 1.0000000000000036 - 3.0357660829594124e-17im, 0.9999999999999967 - 3.252606517456513e-17im, 1.0000000000000016 - 3.469446951953614e-18im, 0.9999999999999938 + 5.204170427930421e-18im, 0.9999999999999951 + 3.0357660829594124e-18im, 1.0000000000000104 - 2.6020852139652106e-18im, 1.0000000000000027 - 4.163336342344337e-17im, 1.0000000000000007 + 2.7755575615628914e-17im, 1.0000000000000067 + 9.107298248878237e-18im, 1.0000000000000087 + 4.336808689942018e-19im, 1.0000000000000049 - 4.607859233063394e-18im, 1.0000000000000053 + 8.673617379884035e-19im
1.5, 1.0000000000000002 - 8.673617379884035e-18im, 1.0000000000000022 - 6.071532165918825e-18im, 1.000000000000005 + 1.3877787807814457e-17im, 1.0000000000000024 - 3.0357660829594124e-17im, 0.9999999999999972 - 3.3393426912553537e-17im, 1.0000000000000009 + 0.0im, 0.9999999999999956 + 8.673617379884035e-18im, 0.9999999999999964 + 1.951563910473908e-18im, 1.0000000000000087 - 2.3852447794681098e-18im, 1.000000000000003 - 3.122502256758253e-17im, 1.0000000000000018 + 1.3877787807814457e-17im, 1.000000000000007 + 9.107298248878237e-18im, 1.000000000000008 + 0.0im, 1.0000000000000056 - 4.7704895589362195e-18im, 1.0000000000000067 + 1.734723475976807e-18im
1.6, 1.0000000000000018 - 1.0408340855860843e-17im, 1.000000000000003 - 6.938893903907228e-18im, 1.0000000000000064 + 1.0408340855860843e-17im, 1.0000000000000036 - 3.122502256758253e-17im, 0.999999999999998 - 3.5561831257524545e-17im, 1.0000000000000013 - 1.734723475976807e-17im, 0.9999999999999966 + 1.734723475976807e-18im, 0.999999999999998 + 1.951563910473908e-18im, 1.0000000000000087 - 2.6020852139652106e-18im, 0.9999999999999996 - 3.8163916471489756e-17im, 1.0000000000000018 + 2.7755575615628914e-17im, 1.000000000000006 + 9.107298248878237e-18im, 1.000000000000007 - 8.673617379884035e-19im, 1.0000000000000053 - 4.743384504624082e-18im, 1.000000000000008 - 1.734723475976807e-18im
1.7, 1.0000000000000024 - 3.469446951953614e-18im, 1.0000000000000047 - 3.469446951953614e-18im, 1.0000000000000062 + 1.5612511283791264e-17im, 1.000000000000004 - 3.209238430557093e-17im, 0.9999999999999983 - 3.5561831257524545e-17im, 0.9999999999999999 - 3.469446951953614e-18im, 0.9999999999999956 + 6.938893903907228e-18im, 1.0 + 1.0842021724855044e-18im, 1.00000000000001 - 1.734723475976807e-18im, 0.9999999999999989 - 3.8163916471489756e-17im, 0.9999999999999988 + 3.469446951953614e-17im, 1.0000000000000082 + 7.806255641895632e-18im, 1.0000000000000089 - 1.3010426069826053e-18im, 1.000000000000005 - 4.716279450311944e-18im, 1.0000000000000069 + 8.673617379884035e-19im
1.8, 1.0000000000000047 + 0.0im, 1.0000000000000044 - 1.734723475976807e-18im, 1.0000000000000073 + 1.3877787807814457e-17im, 1.000000000000004 - 3.165870343657673e-17im, 0.9999999999999982 - 3.7947076036992655e-17im, 0.9999999999999991 - 3.469446951953614e-18im, 0.999999999999997 + 3.469446951953614e-18im, 1.0000000000000002 + 4.336808689942018e-19im, 1.0000000000000115 - 1.734723475976807e-18im, 0.9999999999999977 - 4.163336342344337e-17im, 0.9999999999999974 + 4.163336342344337e-17im, 1.0000000000000089 + 8.239936510889834e-18im, 1.0000000000000093 - 1.3010426069826053e-18im, 1.0000000000000053 - 4.662069341687669e-18im, 1.0000000000000047 + 3.469446951953614e-18im
1.9, 1.0000000000000056 + 0.0im, 1.000000000000006 - 1.734723475976807e-18im, 1.0000000000000073 + 8.673617379884035e-18im, 1.000000000000005 - 3.0791341698588326e-17im, 0.9999999999999984 - 3.813681141717762e-17im, 0.9999999999999997 - 1.3877787807814457e-17im, 0.9999999999999996 + 6.938893903907228e-18im, 0.9999999999999978 + 4.336808689942018e-19im, 1.0000000000000135 - 2.6020852139652106e-18im, 0.9999999999999991 - 4.163336342344337e-17im, 0.999999999999998 + 6.245004513516506e-17im, 1.0000000000000093 + 7.37257477290143e-18im, 1.0000000000000087 - 8.673617379884035e-19im, 1.0000000000000056 - 4.87890977618477e-18im, 1.0000000000000024 + 5.204170427930421e-18im
2.0, 1.0000000000000069 + 0.0im, 1.0000000000000064 - 1.734723475976807e-18im, 1.0000000000000069 + 1.5612511283791264e-17im, 1.0000000000000084 - 2.949029909160572e-17im, 0.9999999999999963 - 3.8055496254241206e-17im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0000000000000013 + 3.469446951953614e-18im, 0.9999999999999974 + 4.336808689942018e-19im, 1.0000000000000129 - 2.168404344971009e-18im, 0.9999999999999984 - 4.336808689942018e-17im, 0.9999999999999979 + 4.85722573273506e-17im, 1.0000000000000075 + 7.806255641895632e-18im, 1.0000000000000093 - 1.3010426069826053e-18im, 1.0000000000000067 - 4.445228907190568e-18im, 1.0000000000000033 + 5.204170427930421e-18im
2.1, 1.000000000000008 - 3.469446951953614e-18im, 1.0000000000000053 - 4.336808689942018e-18im, 1.0000000000000058 + 1.3877787807814457e-17im, 1.000000000000009 - 3.0357660829594124e-17im, 0.9999999999999981 - 3.881443777498106e-17im, 1.0000000000000002 + 0.0im, 1.0000000000000024 + 3.469446951953614e-18im, 0.9999999999999964 + 0.0im, 1.0000000000000113 + 0.0im, 0.9999999999999977 - 4.336808689942018e-17im, 0.9999999999999988 + 4.163336342344337e-17im, 1.0000000000000056 + 6.938893903907228e-18im, 1.0000000000000093 - 1.734723475976807e-18im, 1.0000000000000075 - 4.228388472693467e-18im, 1.0000000000000024 + 6.071532165918825e-18im
2.2, 1.0000000000000093 - 3.469446951953614e-18im, 1.0000000000000053 - 5.204170427930421e-18im, 1.000000000000006 + 1.6479873021779667e-17im, 1.0000000000000098 - 3.0357660829594124e-17im, 0.9999999999999972 - 3.838075690598686e-17im, 1.0000000000000009 - 3.469446951953614e-18im, 1.000000000000003 + 1.734723475976807e-18im, 0.9999999999999953 - 8.673617379884035e-19im, 1.0000000000000122 - 8.673617379884035e-19im, 0.999999999999998 - 5.204170427930421e-17im, 1.0 + 3.469446951953614e-17im, 1.000000000000007 + 6.5052130349130266e-18im, 1.000000000000012 - 8.673617379884035e-19im, 1.0000000000000058 - 3.686287386450715e-18im, 1.000000000000003 + 1.734723475976807e-18im
2.3, 1.0000000000000098 + 3.469446951953614e-18im, 1.000000000000005 - 6.938893903907228e-18im, 1.000000000000006 + 1.3010426069826053e-17im, 1.0000000000000095 - 3.122502256758253e-17im, 0.9999999999999967 - 3.642919299551295e-17im, 1.000000000000001 - 3.469446951953614e-18im, 1.0000000000000062 + 1.734723475976807e-18im, 0.9999999999999951 + 0.0im, 1.0000000000000118 - 8.673617379884035e-19im, 0.9999999999999952 - 4.85722573273506e-17im, 1.0000000000000018 + 2.0816681711721685e-17im, 1.0000000000000058 + 7.806255641895632e-18im, 1.000000000000011 - 1.3010426069826053e-18im, 1.0000000000000044 - 3.7947076036992655e-18im, 1.0000000000000044 + 5.204170427930421e-18im
2.4, 1.0000000000000095 - 3.469446951953614e-18im, 1.0000000000000036 - 9.540979117872439e-18im, 1.0000000000000067 + 1.474514954580286e-17im, 1.0000000000000093 - 3.209238430557093e-17im, 0.9999999999999958 - 4.0766001685454967e-17im, 1.0000000000000004 + 3.469446951953614e-18im, 1.0000000000000058 + 5.204170427930421e-18im, 0.9999999999999953 - 2.168404344971009e-19im, 1.0000000000000118 - 1.3010426069826053e-18im, 0.9999999999999966 - 5.0306980803327406e-17im, 1.0000000000000038 + 1.3877787807814457e-17im, 1.0000000000000062 + 6.938893903907228e-18im, 1.000000000000012 - 1.734723475976807e-18im, 1.0000000000000049 - 4.119968255444917e-18im, 1.000000000000004 + 1.3877787807814457e-17im
2.5, 1.0000000000000113 + 0.0im, 1.0000000000000042 - 1.214306433183765e-17im, 1.000000000000006 + 1.474514954580286e-17im, 1.000000000000009 - 3.209238430557093e-17im, 0.9999999999999956 - 4.2500725161431774e-17im, 0.9999999999999994 - 3.469446951953614e-18im, 1.0000000000000038 - 1.734723475976807e-18im, 0.9999999999999968 + 2.168404344971009e-19im, 1.0000000000000102 - 2.168404344971009e-18im, 0.9999999999999957 - 4.683753385137379e-17im, 1.0000000000000022 + 1.3877787807814457e-17im, 1.0000000000000062 + 6.071532165918825e-18im, 1.000000000000013 - 8.673617379884035e-19im, 1.0000000000000029 - 3.686287386450715e-18im, 1.0000000000000024 + 1.3877787807814457e-17im
2.6, 1.0000000000000113 + 1.3877787807814457e-17im, 1.0000000000000029 - 8.673617379884035e-18im, 1.000000000000005 + 1.1275702593849246e-17im, 1.0000000000000098 - 3.252606517456513e-17im, 0.9999999999999986 - 3.8163916471489756e-17im, 0.9999999999999967 + 3.469446951953614e-18im, 1.0000000000000018 + 3.469446951953614e-18im, 0.9999999999999974 + 4.336808689942018e-19im, 1.0000000000000124 - 2.6020852139652106e-18im, 0.9999999999999961 - 3.9898639947466563e-17im, 1.0000000000000016 + 1.3877787807814457e-17im, 1.0000000000000047 + 4.336808689942018e-18im, 1.0000000000000115 - 8.673617379884035e-19im, 1.000000000000004 - 3.686287386450715e-18im, 1.0000000000000024 + 1.3877787807814457e-17im
2.7, 1.0000000000000095 + 3.469446951953614e-18im, 1.0000000000000049 - 1.3010426069826053e-17im, 1.000000000000003 + 1.474514954580286e-17im, 1.0000000000000093 - 3.252606517456513e-17im, 0.9999999999999986 - 4.2500725161431774e-17im, 0.9999999999999974 - 3.469446951953614e-18im, 1.0000000000000044 + 4.336808689942018e-18im, 0.9999999999999956 + 2.168404344971009e-19im, 1.000000000000011 - 8.673617379884035e-19im, 0.9999999999999988 - 3.903127820947816e-17im, 1.0000000000000016 + 0.0im, 1.0000000000000042 + 4.336808689942018e-18im, 1.0000000000000127 + 1.734723475976807e-18im, 1.000000000000005 - 4.7704895589362195e-18im, 1.000000000000003 + 1.0408340855860843e-17im
2.8, 1.0000000000000087 + 6.938893903907228e-18im, 1.0000000000000036 - 1.0408340855860843e-17im, 1.0000000000000047 + 1.6479873021779667e-17im, 1.0000000000000087 - 3.122502256758253e-17im, 0.9999999999999976 - 4.336808689942018e-17im, 0.9999999999999966 - 1.0408340855860843e-17im, 1.0000000000000042 + 6.938893903907228e-18im, 0.9999999999999937 - 2.168404344971009e-19im, 1.000000000000012 - 3.0357660829594124e-18im, 0.999999999999998 - 3.903127820947816e-17im, 1.0000000000000024 - 1.3877787807814457e-17im, 1.0000000000000027 + 2.6020852139652106e-18im, 1.0000000000000115 + 2.6020852139652106e-18im, 1.0000000000000038 - 4.336808689942018e-18im, 1.000000000000002 - 1.734723475976807e-18im
2.9, 1.000000000000009 + 6.938893903907228e-18im, 1.0000000000000042 - 1.0408340855860843e-17im, 1.0000000000000029 + 1.9081958235744878e-17im, 1.0000000000000087 - 2.992397996059992e-17im, 0.9999999999999976 - 4.0766001685454967e-17im, 0.999999999999998 - 3.469446951953614e-18im, 1.0000000000000036 + 7.806255641895632e-18im, 0.9999999999999932 - 2.168404344971009e-19im, 1.0000000000000107 - 2.168404344971009e-18im, 0.9999999999999976 - 3.642919299551295e-17im, 1.0000000000000018 - 6.938893903907228e-18im, 1.0000000000000018 + 3.469446951953614e-18im, 1.000000000000013 + 2.6020852139652106e-18im, 1.0000000000000033 - 4.7704895589362195e-18im, 1.0000000000000027 + 5.204170427930421e-18im
3.0, 1.0000000000000069 + 3.469446951953614e-18im, 1.0000000000000024 - 1.3877787807814457e-17im, 1.0000000000000027 + 2.0816681711721685e-17im, 1.000000000000009 - 2.970713952610282e-17im, 0.9999999999999957 - 4.336808689942018e-17im, 0.9999999999999963 + 0.0im, 1.0000000000000033 + 6.071532165918825e-18im, 0.9999999999999921 + 8.673617379884035e-19im, 1.0000000000000084 - 2.168404344971009e-18im, 0.9999999999999971 - 3.8163916471489756e-17im, 1.0000000000000004 - 1.3877787807814457e-17im, 1.0000000000000022 + 1.734723475976807e-18im, 1.000000000000011 + 8.673617379884035e-19im, 1.0000000000000013 - 4.119968255444917e-18im, 1.0000000000000042 + 3.469446951953614e-18im
3.1, 1.0000000000000089 + 3.469446951953614e-18im, 1.0000000000000018 - 1.3877787807814457e-17im, 1.0000000000000024 + 2.0816681711721685e-17im, 1.0000000000000093 - 2.927345865710862e-17im, 0.9999999999999966 - 4.2500725161431774e-17im, 0.999999999999996 + 0.0im, 1.0000000000000018 + 7.806255641895632e-18im, 0.9999999999999909 + 2.168404344971009e-19im, 1.000000000000009 - 1.3010426069826053e-18im, 0.9999999999999969 - 3.686287386450715e-17im, 0.9999999999999999 - 3.469446951953614e-17im, 1.0000000000000024 + 8.673617379884035e-19im, 1.0000000000000104 - 8.673617379884035e-19im, 0.9999999999999987 - 4.9873299934333204e-18im, 1.0000000000000049 + 0.0im
3.2, 1.0000000000000069 + 0.0im, 1.000000000000002 - 1.1275702593849246e-17im, 1.0000000000000027 + 1.9081958235744878e-17im, 1.000000000000011 - 2.970713952610282e-17im, 0.9999999999999952 - 4.0766001685454967e-17im, 0.9999999999999983 + 6.938893903907228e-18im, 1.0000000000000013 + 7.806255641895632e-18im, 0.9999999999999907 + 4.336808689942018e-19im, 1.000000000000006 + 0.0im, 0.9999999999999987 - 3.686287386450715e-17im, 0.999999999999998 - 4.163336342344337e-17im, 1.0000000000000024 - 8.673617379884035e-19im, 1.000000000000012 + 0.0im, 0.9999999999999987 - 5.204170427930421e-18im, 1.0000000000000049 + 1.734723475976807e-18im
3.3, 1.000000000000008 - 3.469446951953614e-18im, 1.0000000000000007 - 1.474514954580286e-17im, 1.000000000000002 + 2.3418766925686896e-17im, 1.0000000000000109 - 2.949029909160572e-17im, 0.9999999999999958 - 4.423544863740858e-17im, 0.9999999999999986 + 6.938893903907228e-18im, 1.0000000000000004 + 6.071532165918825e-18im, 0.9999999999999887 + 2.168404344971009e-19im, 1.0000000000000064 - 2.168404344971009e-18im, 1.0000000000000016 - 3.7730235602495554e-17im, 0.999999999999998 - 1.3877787807814457e-17im, 1.0000000000000016 - 4.336808689942018e-18im, 1.0000000000000129 + 2.6020852139652106e-18im, 0.9999999999999973 - 5.637851296924623e-18im, 1.000000000000006 - 1.734723475976807e-18im
3.4, 1.000000000000007 + 6.938893903907228e-18im, 0.9999999999999994 - 1.3010426069826053e-17im, 1.0000000000000009 + 2.688821387764051e-17im, 1.0000000000000115 - 2.883977778811442e-17im, 0.9999999999999942 - 4.423544863740858e-17im, 1.0000000000000009 + 1.3877787807814457e-17im, 0.999999999999999 + 4.336808689942018e-18im, 0.9999999999999861 + 2.168404344971009e-19im, 1.0000000000000064 - 2.6020852139652106e-18im, 1.0000000000000029 - 3.686287386450715e-17im, 0.9999999999999978 - 6.938893903907228e-18im, 1.0000000000000024 - 4.336808689942018e-18im, 1.0000000000000142 + 2.6020852139652106e-18im, 0.9999999999999973 - 5.637851296924623e-18im, 1.0000000000000067 - 5.204170427930421e-18im
3.5, 1.0000000000000064 + 3.469446951953614e-18im, 1.0000000000000002 - 1.5612511283791264e-17im, 0.9999999999999998 + 2.949029909160572e-17im, 1.0000000000000118 - 3.0140820395097023e-17im, 0.9999999999999943 - 4.0766001685454967e-17im, 1.0000000000000016 + 1.734723475976807e-17im, 0.9999999999999984 + 6.071532165918825e-18im, 0.9999999999999855 + 2.168404344971009e-19im, 1.0000000000000044 - 1.3010426069826053e-18im, 1.0000000000000042 - 3.7730235602495554e-17im, 0.9999999999999984 - 2.7755575615628914e-17im, 1.0000000000000027 - 4.336808689942018e-18im, 1.0000000000000129 + 5.204170427930421e-18im, 0.9999999999999957 - 6.288372600415926e-18im, 1.000000000000009 - 8.673617379884035e-18im
3.6, 1.0000000000000058 + 6.938893903907228e-18im, 1.0000000000000024 - 1.5612511283791264e-17im, 1.0000000000000004 + 2.862293735361732e-17im, 1.0000000000000098 - 3.122502256758253e-17im, 0.9999999999999949 - 4.163336342344337e-17im, 1.0000000000000024 + 2.0816681711721685e-17im, 0.9999999999999989 + 4.336808689942018e-18im, 0.9999999999999847 + 6.505213034913027e-19im, 1.000000000000003 - 1.3010426069826053e-18im, 1.000000000000003 - 3.686287386450715e-17im, 0.9999999999999976 - 2.0816681711721685e-17im, 1.0000000000000036 - 6.071532165918825e-18im, 1.0000000000000129 + 4.336808689942018e-18im, 0.9999999999999943 - 6.071532165918825e-18im, 1.0000000000000109 - 1.3877787807814457e-17im
3.7, 1.0000000000000062 + 1.3877787807814457e-17im, 1.0000000000000022 - 1.6479873021779667e-17im, 1.0000000000000002 + 3.2959746043559335e-17im, 1.0000000000000095 - 3.165870343657673e-17im, 0.9999999999999953 - 4.336808689942018e-17im, 1.0000000000000042 + 2.7755575615628914e-17im, 0.9999999999999989 + 2.6020852139652106e-18im, 0.9999999999999835 + 2.168404344971009e-19im, 1.0000000000000033 - 8.673617379884035e-19im, 1.0000000000000042 - 3.63207727782644e-17im, 0.9999999999999983 - 4.163336342344337e-17im, 1.0000000000000033 - 5.204170427930421e-18im, 1.0000000000000122 + 6.938893903907228e-18im, 0.9999999999999933 - 5.854691731421724e-18im, 1.0000000000000115 - 8.673617379884035e-18im
