flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM(mass_num)R15
1.3, 0.9999999999999976 + 2.7755575615628914e-17im, 1.0000000000000033 + 5.204170427930421e-18im, 0.9999999999999988 + 1.951563910473908e-17im, 1.0000000000000022 - 1.5612511283791264e-17im, 1.0000000000000049 - 4.4994390158148434e-18im, 1.0000000000000002 + 6.505213034913027e-19im, 1.0000000000000075 + 2.8189256484623115e-18im, 1.0000000000000038 - 6.071532165918825e-18im, 1.0000000000000058 + 6.938893903907228e-18im, 1.0000000000000087 + 1.5612511283791264e-17im, 1.0000000000000029 + 6.938893903907228e-18im, 0.9999999999999986 + 1.734723475976807e-18im, 0.9999999999999982 + 6.938893903907228e-18im, 0.9999999999999947 + 3.3610267347050637e-18im, 1.0000000000000029 - 8.673617379884035e-19im
1.4, 0.9999999999999977 + 6.938893903907228e-18im, 1.0000000000000053 + 8.673617379884035e-18im, 0.999999999999996 + 1.9081958235744878e-17im, 1.0000000000000024 - 1.734723475976807e-17im, 1.0000000000000053 - 4.553649124439119e-18im, 0.9999999999999994 + 8.673617379884035e-19im, 1.0000000000000058 + 3.469446951953614e-18im, 1.0000000000000033 - 3.469446951953614e-18im, 1.0000000000000075 - 3.469446951953614e-18im, 1.0000000000000093 + 1.5612511283791264e-17im, 1.0000000000000044 + 8.673617379884035e-18im, 0.9999999999999993 + 4.336808689942018e-19im, 0.9999999999999969 + 3.469446951953614e-18im, 0.9999999999999933 + 3.0357660829594124e-18im, 1.0000000000000038 + 1.734723475976807e-18im
1.5, 0.9999999999999974 - 6.938893903907228e-18im, 1.0000000000000047 + 1.0408340855860843e-17im, 0.9999999999999947 + 1.9081958235744878e-17im, 1.0000000000000029 - 1.0408340855860843e-17im, 1.0000000000000067 - 4.662069341687669e-18im, 0.9999999999999974 + 1.3010426069826053e-18im, 1.0000000000000067 + 2.3852447794681098e-18im, 1.0000000000000049 - 1.734723475976807e-18im, 1.000000000000008 - 3.469446951953614e-18im, 1.0000000000000104 + 1.0408340855860843e-17im, 1.000000000000003 + 3.469446951953614e-18im, 1.0000000000000002 + 1.734723475976807e-18im, 0.9999999999999981 + 8.673617379884035e-18im, 0.999999999999993 + 3.469446951953614e-18im, 1.000000000000005 + 0.0im
1.6, 0.9999999999999974 + 0.0im, 1.0000000000000069 + 1.214306433183765e-17im, 0.9999999999999956 + 1.8214596497756474e-17im, 1.0000000000000042 - 1.214306433183765e-17im, 1.0000000000000058 - 4.553649124439119e-18im, 0.9999999999999944 + 1.3010426069826053e-18im, 1.0000000000000064 + 2.6020852139652106e-18im, 1.0000000000000058 + 0.0im, 1.0000000000000084 - 1.3877787807814457e-17im, 1.0000000000000098 + 1.5612511283791264e-17im, 1.000000000000003 - 1.734723475976807e-18im, 0.9999999999999993 + 1.5178830414797062e-18im, 0.9999999999999973 + 6.938893903907228e-18im, 0.9999999999999927 + 3.3610267347050637e-18im, 1.0000000000000069 + 8.673617379884035e-19im
1.7, 0.999999999999998 + 2.7755575615628914e-17im, 1.0000000000000069 + 1.3010426069826053e-17im, 0.9999999999999956 + 1.7564075194265172e-17im, 1.000000000000006 - 5.204170427930421e-18im, 1.0000000000000044 - 4.607859233063394e-18im, 0.999999999999995 + 1.734723475976807e-18im, 1.0000000000000069 + 2.927345865710862e-18im, 1.0000000000000075 + 0.0im, 1.0000000000000058 - 2.0816681711721685e-17im, 1.0000000000000087 + 1.9081958235744878e-17im, 1.0000000000000058 - 5.204170427930421e-18im, 0.999999999999999 + 1.734723475976807e-18im, 0.9999999999999967 + 8.673617379884035e-18im, 0.9999999999999929 + 3.577867169202165e-18im, 1.0000000000000056 - 3.469446951953614e-18im
1.8, 0.9999999999999994 + 3.469446951953614e-17im, 1.000000000000009 + 1.214306433183765e-17im, 0.9999999999999967 + 1.734723475976807e-17im, 1.0000000000000049 - 5.204170427930421e-18im, 1.0000000000000016 - 4.7704895589362195e-18im, 0.9999999999999956 + 2.168404344971009e-18im, 1.0000000000000078 + 3.198396408832238e-18im, 1.0000000000000084 + 0.0im, 1.000000000000005 - 3.8163916471489756e-17im, 1.0000000000000089 + 1.9081958235744878e-17im, 1.0000000000000058 - 1.0408340855860843e-17im, 0.9999999999999972 + 1.5178830414797062e-18im, 0.999999999999998 + 6.938893903907228e-18im, 0.9999999999999949 + 3.144186300207963e-18im, 1.0000000000000062 - 2.6020852139652106e-18im
1.9, 0.9999999999999987 + 2.0816681711721685e-17im, 1.0000000000000093 + 1.3877787807814457e-17im, 0.9999999999999972 + 1.7293024651143796e-17im, 1.0000000000000067 - 8.673617379884035e-18im, 1.0000000000000002 - 4.553649124439119e-18im, 0.9999999999999954 + 2.3852447794681098e-18im, 1.0000000000000093 + 3.144186300207963e-18im, 1.0000000000000089 + 2.168404344971009e-18im, 1.0000000000000053 - 3.469446951953614e-17im, 1.0000000000000084 + 2.42861286636753e-17im, 1.000000000000008 - 1.214306433183765e-17im, 0.999999999999996 + 1.5178830414797062e-18im, 0.9999999999999977 + 6.938893903907228e-18im, 0.9999999999999967 + 3.144186300207963e-18im, 1.0000000000000038 + 0.0im
2.0, 0.9999999999999974 + 2.7755575615628914e-17im, 1.000000000000009 + 1.3010426069826053e-17im, 0.9999999999999953 + 1.7279472123987727e-17im, 1.0000000000000075 - 1.0408340855860843e-17im, 0.9999999999999979 - 4.553649124439119e-18im, 0.9999999999999952 + 1.734723475976807e-18im, 1.000000000000009 + 3.1340219048409113e-18im, 1.0000000000000084 + 4.336808689942018e-19im, 1.0000000000000069 - 4.5102810375396984e-17im, 1.000000000000009 + 2.42861286636753e-17im, 1.0000000000000084 - 1.3010426069826053e-17im, 0.999999999999997 + 1.5178830414797062e-18im, 0.9999999999999971 + 1.0408340855860843e-17im, 0.9999999999999976 + 3.577867169202165e-18im, 1.0000000000000073 + 1.734723475976807e-18im
2.1, 0.9999999999999979 + 0.0im, 1.0000000000000093 + 1.3877787807814457e-17im, 0.9999999999999942 + 1.7401444868392346e-17im, 1.0000000000000062 - 6.938893903907228e-18im, 0.9999999999999976 - 4.4994390158148434e-18im, 0.9999999999999952 + 2.3852447794681098e-18im, 1.0000000000000089 + 3.1577388273640317e-18im, 1.000000000000009 + 0.0im, 1.0000000000000089 - 5.204170427930421e-17im, 1.0000000000000104 + 1.9081958235744878e-17im, 1.0000000000000113 - 1.1275702593849246e-17im, 0.999999999999996 + 1.5178830414797062e-18im, 0.9999999999999992 + 1.1275702593849246e-17im, 0.9999999999999979 + 3.469446951953614e-18im, 1.0000000000000078 + 0.0im
2.2, 0.9999999999999971 + 6.938893903907228e-18im, 1.00000000000001 + 1.3877787807814457e-17im, 0.9999999999999953 + 1.734723475976807e-17im, 1.0000000000000073 - 1.214306433183765e-17im, 0.9999999999999968 - 4.553649124439119e-18im, 0.9999999999999942 + 2.3852447794681098e-18im, 1.0000000000000109 + 2.927345865710862e-18im, 1.0000000000000104 - 8.673617379884035e-19im, 1.0000000000000082 - 5.204170427930421e-17im, 1.0000000000000095 + 1.5612511283791264e-17im, 1.00000000000001 - 1.5612511283791264e-17im, 0.9999999999999958 + 1.0842021724855044e-18im, 1.000000000000002 + 1.3010426069826053e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0000000000000064 + 3.469446951953614e-18im
2.3, 0.9999999999999967 - 6.938893903907228e-18im, 1.0000000000000104 + 1.5612511283791264e-17im, 0.9999999999999951 + 1.723881454251952e-17im, 1.0000000000000064 - 1.0408340855860843e-17im, 0.9999999999999939 - 4.391018798566293e-18im, 0.999999999999993 + 2.6020852139652106e-18im, 1.0000000000000122 + 3.2526065174565133e-18im, 1.0000000000000115 + 0.0im, 1.000000000000008 - 4.5102810375396984e-17im, 1.0000000000000098 + 2.0816681711721685e-17im, 1.0000000000000102 - 1.3877787807814457e-17im, 0.9999999999999942 + 1.3010426069826053e-18im, 1.000000000000003 + 1.3877787807814457e-17im, 0.9999999999999994 + 3.577867169202165e-18im, 1.0000000000000058 + 0.0im
2.4, 0.9999999999999972 + 6.938893903907228e-18im, 1.0000000000000102 + 1.474514954580286e-17im, 0.9999999999999936 + 1.713039432527097e-17im, 1.0000000000000089 - 1.5612511283791264e-17im, 0.9999999999999921 - 4.391018798566293e-18im, 0.9999999999999944 + 2.8189256484623115e-18im, 1.0000000000000109 + 3.415236843329339e-18im, 1.000000000000011 + 8.673617379884035e-19im, 1.0000000000000078 - 3.8163916471489756e-17im, 1.0000000000000093 + 2.0816681711721685e-17im, 1.000000000000012 - 1.474514954580286e-17im, 0.999999999999995 + 1.6263032587282567e-18im, 1.0000000000000033 + 1.1275702593849246e-17im, 0.9999999999999992 + 3.686287386450715e-18im, 1.0000000000000056 - 1.734723475976807e-18im
2.5, 0.9999999999999972 + 1.3877787807814457e-17im, 1.0000000000000089 + 1.474514954580286e-17im, 0.9999999999999939 + 1.7997756063259374e-17im, 1.0000000000000095 - 1.3877787807814457e-17im, 0.9999999999999887 - 4.391018798566293e-18im, 0.9999999999999942 + 3.0357660829594124e-18im, 1.0000000000000115 + 3.7947076036992655e-18im, 1.0000000000000113 - 1.3010426069826053e-18im, 1.000000000000006 - 3.469446951953614e-17im, 1.000000000000008 + 1.734723475976807e-17im, 1.0000000000000115 - 1.5612511283791264e-17im, 0.9999999999999942 + 1.8431436932253575e-18im, 1.0000000000000044 + 7.806255641895632e-18im, 0.999999999999999 + 3.63207727782644e-18im, 1.0000000000000078 + 1.734723475976807e-18im
2.6, 0.9999999999999957 + 2.7755575615628914e-17im, 1.0000000000000087 + 1.734723475976807e-17im, 0.999999999999994 + 1.8865117801247777e-17im, 1.0000000000000104 - 1.734723475976807e-17im, 0.9999999999999876 - 4.445228907190568e-18im, 0.9999999999999937 + 3.0357660829594124e-18im, 1.000000000000012 + 4.336808689942018e-18im, 1.0000000000000109 - 2.168404344971009e-18im, 1.0000000000000053 - 3.122502256758253e-17im, 1.000000000000007 + 1.734723475976807e-17im, 1.0000000000000113 - 1.5612511283791264e-17im, 0.9999999999999946 + 1.8431436932253575e-18im, 1.0000000000000022 + 1.0408340855860843e-17im, 0.9999999999999989 + 3.5236570605778894e-18im, 1.000000000000007 - 1.734723475976807e-18im
2.7, 0.9999999999999969 + 4.163336342344337e-17im, 1.0000000000000053 + 1.6479873021779667e-17im, 0.9999999999999931 + 1.7780915628762273e-17im, 1.0000000000000115 - 1.5612511283791264e-17im, 0.9999999999999869 - 4.391018798566293e-18im, 0.9999999999999956 + 3.0357660829594124e-18im, 1.0000000000000127 + 4.445228907190568e-18im, 1.00000000000001 + 8.673617379884035e-19im, 1.0000000000000087 - 1.734723475976807e-17im, 1.0000000000000078 + 1.3877787807814457e-17im, 1.0000000000000113 - 1.214306433183765e-17im, 0.9999999999999947 + 2.2768245622195593e-18im, 1.000000000000003 + 6.938893903907228e-18im, 0.9999999999999972 + 3.63207727782644e-18im, 1.0000000000000062 - 3.469446951953614e-18im
2.8, 0.9999999999999987 + 3.469446951953614e-17im, 1.0000000000000053 + 1.8214596497756474e-17im, 0.9999999999999927 + 1.8431436932253575e-17im, 1.0000000000000122 - 1.734723475976807e-17im, 0.9999999999999869 - 4.2825985813177425e-18im, 0.999999999999996 + 3.0357660829594124e-18im, 1.0000000000000138 + 3.903127820947816e-18im, 1.0000000000000109 + 4.336808689942018e-19im, 1.000000000000008 - 3.122502256758253e-17im, 1.0000000000000064 + 1.6479873021779667e-17im, 1.0000000000000124 - 1.1275702593849246e-17im, 0.9999999999999951 + 2.1141942363467336e-18im, 1.0000000000000036 + 8.673617379884035e-18im, 0.9999999999999969 + 3.469446951953614e-18im, 1.0000000000000053 - 5.204170427930421e-18im
2.9, 0.9999999999999974 + 4.85722573273506e-17im, 1.0000000000000027 + 1.6479873021779667e-17im, 0.9999999999999908 + 1.8648277366750676e-17im, 1.000000000000012 - 1.734723475976807e-17im, 0.999999999999984 - 4.445228907190568e-18im, 0.9999999999999939 + 1.3010426069826053e-18im, 1.000000000000015 + 3.686287386450715e-18im, 1.0000000000000056 + 8.673617379884035e-19im, 1.0000000000000093 - 3.122502256758253e-17im, 1.0000000000000058 + 1.8214596497756474e-17im, 1.0000000000000109 - 9.540979117872439e-18im, 0.999999999999995 + 2.3852447794681098e-18im, 1.0000000000000067 + 6.071532165918825e-18im, 0.9999999999999981 + 3.7947076036992655e-18im, 1.000000000000006 + 5.204170427930421e-18im
3.0, 0.9999999999999968 + 5.551115123125783e-17im, 1.000000000000001 + 1.8214596497756474e-17im, 0.9999999999999919 + 1.9081958235744878e-17im, 1.0000000000000133 - 1.734723475976807e-17im, 0.999999999999984 - 4.391018798566293e-18im, 0.9999999999999899 + 2.6020852139652106e-18im, 1.0000000000000135 + 3.577867169202165e-18im, 1.0000000000000053 + 4.336808689942018e-19im, 1.0000000000000118 - 3.122502256758253e-17im, 1.0000000000000053 + 1.6479873021779667e-17im, 1.0000000000000104 - 1.1275702593849246e-17im, 0.9999999999999979 + 2.439454888092385e-18im, 1.0000000000000056 + 7.806255641895632e-18im, 0.9999999999999994 + 3.7947076036992655e-18im, 1.0000000000000062 + 0.0im
3.1, 0.999999999999996 + 5.551115123125783e-17im, 1.0000000000000002 + 1.9081958235744878e-17im, 0.9999999999999919 + 1.8214596497756474e-17im, 1.000000000000014 - 1.734723475976807e-17im, 0.9999999999999842 - 4.391018798566293e-18im, 0.9999999999999899 - 4.336808689942018e-19im, 1.0000000000000122 + 3.686287386450715e-18im, 1.0000000000000036 + 8.673617379884035e-19im, 1.0000000000000109 - 3.642919299551295e-17im, 1.0000000000000042 + 1.6479873021779667e-17im, 1.0000000000000122 - 1.0408340855860843e-17im, 0.9999999999999977 + 2.4665599424045226e-18im, 1.0000000000000058 + 7.806255641895632e-18im, 0.9999999999999972 + 3.5236570605778894e-18im, 1.0000000000000058 + 5.204170427930421e-18im
3.2, 0.9999999999999951 + 7.632783294297951e-17im, 1.0000000000000002 + 1.734723475976807e-17im, 0.9999999999999927 + 1.9081958235744878e-17im, 1.0000000000000164 - 1.9081958235744878e-17im, 0.9999999999999847 - 4.553649124439119e-18im, 0.9999999999999923 - 4.336808689942018e-19im, 1.0000000000000122 + 4.119968255444917e-18im, 1.0000000000000036 - 4.336808689942018e-19im, 1.0000000000000115 - 3.642919299551295e-17im, 1.0000000000000033 + 1.734723475976807e-17im, 1.0000000000000118 - 1.1275702593849246e-17im, 0.9999999999999994 + 2.439454888092385e-18im, 1.0000000000000064 + 6.938893903907228e-18im, 0.9999999999999973 + 3.7947076036992655e-18im, 1.0000000000000042 + 8.673617379884035e-18im
3.3, 0.9999999999999951 + 1.1102230246251565e-16im, 0.9999999999999998 + 1.6479873021779667e-17im, 0.9999999999999931 + 1.8648277366750676e-17im, 1.0000000000000158 - 1.9081958235744878e-17im, 0.9999999999999859 - 4.607859233063394e-18im, 0.9999999999999915 + 0.0im, 1.0000000000000113 + 3.469446951953614e-18im, 1.0 + 8.673617379884035e-19im, 1.0000000000000124 - 3.642919299551295e-17im, 1.0000000000000042 + 1.8214596497756474e-17im, 1.0000000000000127 - 1.1275702593849246e-17im, 0.999999999999999 + 2.425902360936316e-18im, 1.0000000000000058 + 8.673617379884035e-18im, 0.9999999999999958 + 3.74049749507499e-18im, 1.0000000000000038 + 8.673617379884035e-18im
3.4, 0.9999999999999972 + 1.1102230246251565e-16im, 0.9999999999999991 + 1.6479873021779667e-17im, 0.9999999999999944 + 1.929879867024198e-17im, 1.0000000000000162 - 2.6020852139652106e-17im, 0.9999999999999863 - 4.553649124439119e-18im, 0.9999999999999939 + 4.336808689942018e-19im, 1.0000000000000122 + 2.8189256484623115e-18im, 0.9999999999999994 + 4.336808689942018e-19im, 1.0000000000000122 - 3.642919299551295e-17im, 1.0000000000000049 + 2.0816681711721685e-17im, 1.000000000000014 - 1.1275702593849246e-17im, 1.0 + 2.4530074152484538e-18im, 1.0000000000000067 + 7.806255641895632e-18im, 0.9999999999999979 + 3.848917712323541e-18im, 1.000000000000007 + 1.0408340855860843e-17im
3.5, 0.9999999999999971 + 1.0408340855860843e-16im, 0.999999999999999 + 1.474514954580286e-17im, 0.9999999999999959 + 1.8431436932253575e-17im, 1.0000000000000158 - 2.0816681711721685e-17im, 0.9999999999999866 - 4.607859233063394e-18im, 0.999999999999995 + 0.0im, 1.0000000000000107 + 3.2526065174565133e-18im, 0.9999999999999972 + 1.3010426069826053e-18im, 1.000000000000013 - 3.8163916471489756e-17im, 1.0000000000000038 + 2.0816681711721685e-17im, 1.0000000000000144 - 1.1275702593849246e-17im, 1.0000000000000022 + 2.4326786245143506e-18im, 1.0000000000000062 + 5.204170427930421e-18im, 0.9999999999999979 + 3.7947076036992655e-18im, 1.0000000000000056 + 1.734723475976807e-18im
3.6, 0.9999999999999967 + 1.1102230246251565e-16im, 0.9999999999999988 + 1.734723475976807e-17im, 0.9999999999999969 + 1.8431436932253575e-17im, 1.0000000000000153 - 2.2551405187698492e-17im, 0.9999999999999847 - 4.553649124439119e-18im, 0.9999999999999943 - 1.3010426069826053e-18im, 1.0000000000000102 + 3.0357660829594124e-18im, 0.9999999999999961 + 1.734723475976807e-18im, 1.0000000000000135 - 4.163336342344337e-17im, 1.0000000000000036 + 1.9081958235744878e-17im, 1.0000000000000138 - 1.1275702593849246e-17im, 1.000000000000006 + 2.4386078551451307e-18im, 1.0000000000000062 + 3.469446951953614e-18im, 0.9999999999999976 + 3.74049749507499e-18im, 1.000000000000004 + 5.204170427930421e-18im
3.7, 0.9999999999999989 + 1.1102230246251565e-16im, 0.9999999999999979 + 1.734723475976807e-17im, 0.9999999999999973 + 1.9081958235744878e-17im, 1.0000000000000164 - 1.734723475976807e-17im, 0.9999999999999836 - 4.445228907190568e-18im, 0.9999999999999953 - 8.673617379884035e-19im, 1.0000000000000098 + 2.8189256484623115e-18im, 0.9999999999999942 + 2.168404344971009e-18im, 1.0000000000000135 - 4.163336342344337e-17im, 1.0000000000000027 + 2.168404344971009e-17im, 1.000000000000014 - 1.214306433183765e-17im, 1.0000000000000084 + 2.4326786245143506e-18im, 1.0000000000000067 + 4.336808689942018e-18im, 0.9999999999999976 + 3.7947076036992655e-18im, 1.000000000000004 + 5.204170427930421e-18im
