flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM1R15, dM1R16, dM1R17, dM1R18, dM1R19, dM(mass_num)R20
0.0, 1.0000000000000002 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999999 - 6.938893903907228e-18im, 1.0 + 6.776263578034403e-21im, 1.0000000000000002 + 0.0im, 0.9999999999999999 + 1.734723475976807e-18im, 1.0 + 4.336808689942018e-19im, 0.9999999999999997 + 0.0im, 0.9999999999999998 + 0.0im, 0.9999999999999998 + 8.673617379884035e-19im, 1.0000000000000002 + 0.0im, 1.0 - 3.469446951953614e-18im, 0.9999999999999999 + 1.734723475976807e-18im, 1.0 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im, 0.9999999999999999 + 0.0im, 1.0000000000000002 + 1.734723475976807e-18im, 0.9999999999999998 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im, 1.0 + 0.0im
0.1, 1.0000000000000007 + 6.938893903907228e-18im, 0.9999999999999987 + 0.0im, 0.9999999999999993 - 2.0816681711721685e-17im, 1.0000000000000007 + 2.710505431213761e-20im, 0.9999999999999994 + 1.3877787807814457e-17im, 1.000000000000001 + 6.938893903907228e-18im, 0.9999999999999997 - 6.505213034913027e-19im, 0.9999999999999998 - 3.469446951953614e-18im, 0.9999999999999991 + 0.0im, 0.999999999999999 + 1.734723475976807e-18im, 0.9999999999999997 + 0.0im, 0.9999999999999998 + 0.0im, 1.0000000000000024 - 1.734723475976807e-18im, 0.9999999999999998 + 6.938893903907228e-18im, 0.9999999999999994 - 8.673617379884035e-18im, 0.9999999999999987 - 6.505213034913027e-19im, 1.000000000000001 + 2.6020852139652106e-18im, 1.0000000000000002 + 1.3877787807814457e-17im, 1.0000000000000007 - 3.469446951953614e-18im, 0.9999999999999987 + 3.2526065174565133e-19im
0.2, 1.000000000000002 + 3.469446951953614e-18im, 0.9999999999999987 - 4.336808689942018e-18im, 1.0000000000000009 + 3.469446951953614e-18im, 1.0000000000000007 - 4.0657581468206416e-20im, 0.9999999999999998 + 2.2551405187698492e-17im, 1.0000000000000013 + 2.6020852139652106e-18im, 0.999999999999998 - 8.673617379884035e-19im, 1.0000000000000027 - 5.204170427930421e-18im, 1.0000000000000009 - 1.0408340855860843e-17im, 0.9999999999999989 + 2.6020852139652106e-18im, 0.9999999999999998 + 0.0im, 0.9999999999999976 + 1.0408340855860843e-17im, 1.0000000000000018 - 5.204170427930421e-18im, 0.9999999999999992 + 1.734723475976807e-18im, 1.0000000000000007 - 5.204170427930421e-18im, 0.9999999999999997 - 6.505213034913027e-19im, 1.0000000000000022 + 8.673617379884035e-19im, 0.9999999999999999 + 6.938893903907228e-18im, 1.0000000000000018 - 8.673617379884035e-18im, 0.9999999999999978 + 5.421010862427522e-19im
0.3, 0.9999999999999997 + 0.0im, 0.9999999999999981 - 2.6020852139652106e-18im, 1.0000000000000004 + 1.3877787807814457e-17im, 1.0000000000000036 - 4.0657581468206416e-20im, 1.0000000000000007 + 2.42861286636753e-17im, 1.0000000000000002 + 4.7704895589362195e-18im, 0.9999999999999976 - 1.0842021724855044e-18im, 1.0000000000000033 - 3.469446951953614e-18im, 1.0000000000000004 - 1.0408340855860843e-17im, 0.9999999999999979 + 6.938893903907228e-18im, 0.9999999999999976 + 1.0408340855860843e-17im, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000024 - 1.0408340855860843e-17im, 0.9999999999999983 + 8.673617379884035e-18im, 1.0000000000000016 - 1.0408340855860843e-17im, 0.9999999999999991 - 4.336808689942018e-19im, 1.0000000000000027 + 3.469446951953614e-18im, 0.9999999999999996 + 1.3877787807814457e-17im, 1.000000000000001 - 8.673617379884035e-18im, 0.9999999999999967 + 6.505213034913027e-19im
0.4, 0.9999999999999992 - 3.469446951953614e-18im, 0.999999999999998 + 0.0im, 1.000000000000001 + 2.0816681711721685e-17im, 1.0000000000000022 - 4.0657581468206416e-20im, 1.0000000000000002 + 2.7755575615628914e-17im, 0.9999999999999971 + 4.7704895589362195e-18im, 0.9999999999999983 - 1.1180834903756764e-18im, 1.0000000000000022 - 6.938893903907228e-18im, 1.0000000000000007 - 8.673617379884035e-18im, 0.999999999999997 + 7.806255641895632e-18im, 0.9999999999999958 + 1.734723475976807e-17im, 0.9999999999999986 + 6.938893903907228e-18im, 1.0000000000000027 - 1.214306433183765e-17im, 0.9999999999999993 + 1.5612511283791264e-17im, 1.0000000000000027 - 1.1275702593849246e-17im, 0.999999999999999 - 4.336808689942018e-19im, 1.0000000000000016 + 5.204170427930421e-18im, 0.9999999999999987 + 1.3877787807814457e-17im, 1.0000000000000002 - 1.214306433183765e-17im, 0.9999999999999968 - 8.673617379884035e-19im
0.5, 0.9999999999999994 + 6.938893903907228e-18im, 0.999999999999997 - 8.673617379884035e-19im, 1.0000000000000022 + 1.5612511283791264e-17im, 1.0000000000000013 - 4.0657581468206416e-20im, 0.9999999999999988 + 2.7755575615628914e-17im, 0.9999999999999988 + 5.421010862427522e-18im, 0.9999999999999974 - 1.1384122811097797e-18im, 0.9999999999999996 + 0.0im, 1.0000000000000016 - 1.734723475976807e-18im, 0.9999999999999973 + 8.239936510889834e-18im, 0.9999999999999953 + 8.673617379884035e-18im, 0.9999999999999993 + 1.0408340855860843e-17im, 1.0000000000000018 - 1.5612511283791264e-17im, 0.999999999999998 + 1.9081958235744878e-17im, 1.0000000000000024 - 1.1709383462843448e-17im, 0.9999999999999998 - 4.87890977618477e-19im, 1.000000000000002 + 7.806255641895632e-18im, 0.9999999999999981 + 1.734723475976807e-17im, 1.000000000000003 - 1.3877787807814457e-17im, 0.9999999999999979 - 8.673617379884035e-19im
0.6, 1.0000000000000009 - 3.469446951953614e-18im, 0.9999999999999956 + 3.469446951953614e-18im, 1.000000000000004 + 1.3877787807814457e-17im, 1.0000000000000036 - 1.3552527156068805e-20im, 0.999999999999999 + 2.949029909160572e-17im, 0.999999999999998 + 5.44811591673966e-18im, 0.9999999999999993 - 8.673617379884035e-19im, 0.9999999999999984 - 5.204170427930421e-18im, 1.0000000000000024 + 1.734723475976807e-18im, 0.9999999999999976 + 8.239936510889834e-18im, 0.9999999999999964 + 1.734723475976807e-18im, 0.9999999999999994 + 1.0408340855860843e-17im, 1.0000000000000029 - 1.214306433183765e-17im, 1.0000000000000004 + 1.734723475976807e-17im, 1.0000000000000038 - 1.1275702593849246e-17im, 0.9999999999999991 - 1.3552527156068805e-19im, 1.0000000000000024 + 7.37257477290143e-18im, 0.9999999999999976 + 2.0816681711721685e-17im, 1.0000000000000038 - 1.3877787807814457e-17im, 0.9999999999999974 - 1.734723475976807e-18im
0.7, 1.0000000000000013 + 6.938893903907228e-18im, 0.9999999999999958 + 1.734723475976807e-18im, 1.0000000000000049 + 1.1275702593849246e-17im, 1.0000000000000024 + 1.3552527156068805e-20im, 1.0000000000000004 + 3.209238430557093e-17im, 0.9999999999999981 + 5.5294310796760726e-18im, 0.9999999999999999 - 1.4094628242311558e-18im, 0.9999999999999988 + 1.734723475976807e-18im, 1.0000000000000027 + 6.938893903907228e-18im, 0.9999999999999968 + 9.107298248878237e-18im, 0.9999999999999976 - 1.734723475976807e-18im, 1.0 + 6.938893903907228e-18im, 1.000000000000003 - 1.734723475976807e-17im, 1.0000000000000002 + 1.6479873021779667e-17im, 1.0000000000000024 - 1.1600963245594897e-17im, 0.9999999999999989 - 1.0842021724855044e-19im, 1.0000000000000033 + 9.107298248878237e-18im, 0.9999999999999981 + 2.0816681711721685e-17im, 1.0000000000000027 - 1.6479873021779667e-17im, 0.9999999999999966 - 1.734723475976807e-18im
0.8, 0.9999999999999999 + 1.3877787807814457e-17im, 0.9999999999999969 + 3.469446951953614e-18im, 1.0000000000000062 + 1.1275702593849246e-17im, 1.0000000000000007 - 4.0657581468206416e-20im, 0.9999999999999998 + 3.382710778154774e-17im, 0.9999999999999984 + 5.854691731421724e-18im, 0.9999999999999993 - 1.5178830414797062e-18im, 1.0000000000000004 + 3.469446951953614e-18im, 1.0000000000000047 + 5.204170427930421e-18im, 0.9999999999999966 + 9.974659986866641e-18im, 0.999999999999998 - 1.734723475976807e-18im, 0.9999999999999998 + 3.469446951953614e-18im, 1.0000000000000033 - 1.474514954580286e-17im, 1.0000000000000022 + 1.3010426069826053e-17im, 1.0000000000000009 - 1.2007539060276962e-17im, 0.999999999999998 - 8.809142651444724e-20im, 1.0000000000000038 + 5.637851296924623e-18im, 0.9999999999999969 + 2.2551405187698492e-17im, 1.000000000000003 - 1.6479873021779667e-17im, 0.9999999999999951 - 2.6020852139652106e-18im
0.9, 0.9999999999999997 + 2.42861286636753e-17im, 0.9999999999999966 - 1.734723475976807e-18im, 1.000000000000006 + 1.1275702593849246e-17im, 0.9999999999999989 - 1.3552527156068805e-20im, 0.9999999999999997 + 3.209238430557093e-17im, 0.9999999999999984 + 6.5052130349130266e-18im, 0.9999999999999988 - 1.4094628242311558e-18im, 1.0000000000000022 + 0.0im, 1.0000000000000049 + 6.938893903907228e-18im, 0.9999999999999978 + 9.974659986866641e-18im, 0.9999999999999972 - 3.469446951953614e-18im, 0.9999999999999994 + 1.734723475976807e-18im, 1.0000000000000038 - 1.5612511283791264e-17im, 1.0000000000000033 + 1.3877787807814457e-17im, 1.0000000000000013 - 1.2685165418080402e-17im, 0.9999999999999966 - 9.147955830346444e-20im, 1.0000000000000049 + 2.6020852139652106e-18im, 0.9999999999999972 + 2.42861286636753e-17im, 1.000000000000002 - 1.734723475976807e-17im, 0.9999999999999961 - 1.734723475976807e-18im
