flowtime, d1, d2, d3
0.0, 1.0 + 0.0im, 1.0 + 0.0im, 1.0 + 0.0im
0.1, 1.0000000000000002 + 0.0im, 1.0000000000000002 - 4.1359030627651384e-25im, 1.0 + 0.0im
0.2, 0.9999999999999987 - 1.6653345369377348e-16im, 1.0000000000000038 + 4.163336342344337e-17im, 0.9999999999999993 + 1.1102230246251565e-16im
0.3, 1.0000000000000002 - 1.1379786002407855e-15im, 1.0000000000000062 + 4.440892098500626e-16im, 0.9999999999999998 - 3.3306690738754696e-16im
0.4, 1.0000000000000002 - 8.881784197001252e-16im, 1.0000000000000047 + 2.7755575615628914e-16im, 0.9999999999999993 - 3.3306690738754696e-16im
0.5, 1.0000000000000022 - 1.0547118733938987e-15im, 1.0000000000000053 - 4.996003610813204e-16im, 1.0000000000000009 - 9.71445146547012e-17im
0.6, 1.0000000000000033 - 1.0269562977782698e-15im, 1.0000000000000062 - 3.95516952522712e-16im, 0.9999999999999999 - 5.551115123125783e-17im
0.7, 1.0000000000000036 - 1.2212453270876722e-15im, 1.0000000000000033 - 5.551115123125783e-16im, 0.9999999999999991 + 2.220446049250313e-16im
0.8, 1.0000000000000042 - 1.4432899320127035e-15im, 1.0000000000000042 - 1.1518563880486e-15im, 0.9999999999999996 + 3.3306690738754696e-16im
0.9, 1.0000000000000053 - 1.6653345369377348e-15im, 1.0000000000000053 - 8.881784197001252e-16im, 0.9999999999999999 + 4.163336342344337e-16im
1.0, 1.000000000000005 - 9.43689570931383e-16im, 1.0000000000000044 - 5.551115123125783e-16im, 0.9999999999999991 + 3.885780586188048e-16im
1.1, 1.0000000000000056 - 2.220446049250313e-16im, 1.0000000000000049 + 1.6653345369377348e-16im, 0.9999999999999996 + 6.106226635438361e-16im
1.2, 1.0000000000000073 - 6.661338147750939e-16im, 1.0000000000000053 + 1.1657341758564144e-15im, 0.9999999999999992 + 2.7755575615628914e-16im
1.3, 1.0000000000000069 - 8.326672684688674e-16im, 1.0000000000000062 + 7.494005416219807e-16im, 1.0000000000000002 + 6.938893903907228e-16im
1.4, 1.0000000000000062 - 9.992007221626409e-16im, 1.0000000000000073 + 1.6653345369377348e-16im, 1.000000000000002 + 2.7755575615628914e-16im
1.5, 1.000000000000006 - 2.0539125955565396e-15im, 1.0000000000000082 + 4.996003610813204e-16im, 1.000000000000002 - 1.6653345369377348e-16im
1.6, 1.0000000000000062 - 1.8596235662471372e-15im, 1.0000000000000093 + 2.220446049250313e-16im, 1.0000000000000038 - 4.440892098500626e-16im
1.7, 1.0000000000000053 - 1.6653345369377348e-15im, 1.0000000000000104 + 4.996003610813204e-16im, 1.0000000000000038 - 2.220446049250313e-16im
1.8, 1.0000000000000044 - 1.4988010832439613e-15im, 1.0000000000000095 + 4.718447854656915e-16im, 1.000000000000003 + 3.3306690738754696e-16im
1.9, 1.000000000000004 - 1.942890293094024e-15im, 1.0000000000000078 - 5.551115123125783e-17im, 1.0000000000000038 + 2.7755575615628914e-16im
2.0, 1.0000000000000064 - 1.3322676295501878e-15im, 1.000000000000006 - 4.440892098500626e-16im, 1.0000000000000033 + 3.885780586188048e-16im
2.1, 1.0000000000000067 - 8.326672684688674e-16im, 1.0000000000000053 - 4.996003610813204e-16im, 1.0000000000000029 - 1.6653345369377348e-16im
2.2, 1.000000000000007 - 9.992007221626409e-16im, 1.0000000000000042 + 3.885780586188048e-16im, 1.000000000000004 - 1.6653345369377348e-16im
2.3, 1.0000000000000053 - 1.3461454173580023e-15im, 1.0000000000000033 + 3.885780586188048e-16im, 1.0000000000000036 - 4.718447854656915e-16im
2.4, 1.000000000000004 - 1.8318679906315083e-15im, 1.0000000000000027 + 6.106226635438361e-16im, 1.0000000000000033 - 5.551115123125783e-16im
2.5, 1.0000000000000018 - 2.1094237467877974e-15im, 1.000000000000003 + 6.661338147750939e-16im, 1.000000000000006 - 1.6653345369377348e-16im
2.6, 1.0000000000000013 - 1.915134717478395e-15im, 1.0000000000000016 + 6.106226635438361e-16im, 1.0000000000000058 - 2.7755575615628914e-16im
2.7, 1.0000000000000029 - 2.4424906541753444e-15im, 1.0000000000000022 + 8.326672684688674e-16im, 1.0000000000000053 - 5.551115123125783e-16im
2.8, 1.0000000000000036 - 1.916869440954372e-15im, 1.000000000000002 + 3.885780586188048e-16im, 1.0000000000000042 + 0.0im
2.9, 1.0000000000000056 - 1.790234627208065e-15im, 1.0000000000000013 + 1.6653345369377348e-16im, 1.0000000000000044 - 7.216449660063518e-16im
3.0, 1.0000000000000069 - 1.27675647831893e-15im, 1.000000000000001 + 8.326672684688674e-16im, 1.0000000000000044 - 1.0824674490095276e-15im
3.1, 1.0000000000000067 - 9.71445146547012e-16im, 1.0000000000000024 - 8.326672684688674e-17im, 1.000000000000003 - 1.9359513991901167e-15im
3.2, 1.0000000000000064 - 1.1657341758564144e-15im, 1.0000000000000018 - 4.996003610813204e-16im, 1.0000000000000027 - 1.7763568394002505e-15im
3.3, 1.0000000000000056 - 6.661338147750939e-16im, 1.0000000000000022 - 5.828670879282072e-16im, 1.000000000000003 - 1.2212453270876722e-15im
3.4, 1.000000000000006 - 5.551115123125783e-16im, 1.000000000000002 - 6.106226635438361e-16im, 1.0000000000000009 - 1.4988010832439613e-15im
3.5, 1.0000000000000069 + 6.661338147750939e-16im, 1.0000000000000009 + 0.0im, 0.9999999999999987 - 1.4155343563970746e-15im
3.6, 1.0000000000000062 + 3.3306690738754696e-16im, 1.0000000000000016 - 5.551115123125783e-16im, 0.9999999999999991 - 8.326672684688674e-16im
3.7, 1.0000000000000053 - 3.885780586188048e-16im, 1.0000000000000018 - 6.38378239159465e-16im, 1.0000000000000004 - 4.996003610813204e-16im
3.8, 1.0000000000000042 - 7.216449660063518e-16im, 1.0000000000000016 - 6.661338147750939e-16im, 1.0000000000000002 - 6.661338147750939e-16im
3.9, 1.0000000000000036 - 2.7755575615628914e-16im, 1.0000000000000009 - 1.942890293094024e-16im, 0.9999999999999993 - 2.220446049250313e-16im
4.0, 1.0000000000000036 - 1.1102230246251565e-16im, 0.9999999999999998 - 2.7755575615628914e-16im, 0.9999999999999987 + 5.551115123125783e-17im
4.1, 1.0000000000000033 + 2.7755575615628914e-16im, 1.000000000000001 - 6.38378239159465e-16im, 0.9999999999999972 + 1.6653345369377348e-16im
4.2, 1.000000000000004 + 5.551115123125783e-17im, 1.0000000000000009 - 1.1657341758564144e-15im, 0.9999999999999957 + 5.551115123125783e-17im
4.3, 1.0000000000000049 - 2.7755575615628914e-16im, 1.000000000000001 - 1.7208456881689926e-15im, 0.999999999999995 + 4.718447854656915e-16im
4.4, 1.0000000000000042 + 2.7755575615628914e-16im, 1.0000000000000018 - 1.3877787807814457e-15im, 0.9999999999999948 - 3.0531133177191805e-16im
4.5, 1.0000000000000036 - 1.6653345369377348e-16im, 1.000000000000001 - 6.661338147750939e-16im, 0.9999999999999938 - 7.771561172376096e-16im
4.6, 1.0000000000000027 - 2.7755575615628914e-16im, 1.0000000000000016 - 1.4988010832439613e-15im, 0.9999999999999938 - 6.106226635438361e-16im
4.7, 1.0000000000000036 - 6.661338147750939e-16im, 1.000000000000001 - 2.1094237467877974e-15im, 0.9999999999999931 - 6.38378239159465e-16im
4.8, 1.0000000000000004 - 1.1379786002407855e-15im, 1.0000000000000018 - 1.7486012637846216e-15im, 0.9999999999999942 - 4.996003610813204e-16im
4.9, 1.0000000000000004 - 1.5543122344752192e-15im, 1.0000000000000016 - 1.4988010832439613e-15im, 0.9999999999999933 - 8.326672684688674e-16im
5.0, 1.0000000000000018 - 2.192690473634684e-15im, 1.000000000000003 - 2.220446049250313e-15im, 0.9999999999999937 - 8.187894806610529e-16im
5.1, 1.0000000000000009 - 1.7763568394002505e-15im, 1.0000000000000009 - 2.55351295663786e-15im, 0.9999999999999919 - 6.661338147750939e-16im
5.2, 1.0000000000000007 - 2.0192181260370035e-15im, 1.000000000000001 - 2.6367796834847468e-15im, 0.999999999999993 - 4.440892098500626e-16im
