flowtime, dM3R1, dM3R2, dM3R3, dM3R4, dM3R5, dM3R6, dM3R7, dM3R8, dM3R9, dM3R10, dM3R11, dM3R12, dM3R13, dM3R14, dM3R15, dM3R16, dM3R17, dM3R18, dM3R19, dM(mass_num)R20
0.0, 1.0000000000000004 + 3.469446951953614e-18im, 1.0 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im, 0.9999999999999998 + 8.673617379884035e-19im, 1.0 - 6.938893903907228e-18im, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999997 + 0.0im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 0.9999999999999998 + 1.0842021724855044e-19im, 1.0 + 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0000000000000002 + 1.3877787807814457e-17im, 1.0 - 6.938893903907228e-18im, 1.0000000000000004 + 0.0im
0.1, 1.0000000000000018 + 1.734723475976807e-18im, 1.0000000000000009 - 1.3877787807814457e-17im, 1.000000000000001 - 1.734723475976807e-17im, 1.0 + 3.0357660829594124e-18im, 1.000000000000001 + 0.0im, 0.9999999999999988 + 3.469446951953614e-18im, 1.0000000000000036 - 2.168404344971009e-19im, 1.0000000000000002 + 3.469446951953614e-18im, 0.9999999999999982 + 0.0im, 1.0000000000000007 - 5.551115123125783e-17im, 0.9999999999999996 + 2.7755575615628914e-17im, 0.9999999999999997 + 6.938893903907228e-18im, 1.0000000000000016 + 4.163336342344337e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 0.9999999999999999 - 1.0842021724855044e-19im, 0.9999999999999984 - 6.938893903907228e-18im, 1.000000000000002 - 6.938893903907228e-18im, 0.9999999999999998 + 1.3877787807814457e-17im, 1.000000000000001 + 1.3877787807814457e-17im, 0.9999999999999986 + 0.0im
0.2, 1.0000000000000013 + 1.734723475976807e-18im, 1.0000000000000002 - 1.3877787807814457e-17im, 1.000000000000004 - 8.673617379884035e-18im, 1.0000000000000004 + 1.951563910473908e-18im, 1.0000000000000022 - 6.938893903907228e-18im, 0.9999999999999968 - 1.0408340855860843e-17im, 1.0000000000000058 + 2.168404344971009e-19im, 1.0000000000000002 - 1.734723475976807e-18im, 1.0 + 0.0im, 0.9999999999999987 - 4.85722573273506e-17im, 0.9999999999999999 + 2.7755575615628914e-17im, 1.0000000000000004 + 1.3877787807814457e-17im, 1.000000000000003 + 7.632783294297951e-17im, 1.000000000000001 - 1.734723475976807e-17im, 0.9999999999999991 + 0.0im, 0.999999999999999 - 5.204170427930421e-18im, 1.0000000000000024 - 2.42861286636753e-17im, 0.9999999999999996 + 1.3877787807814457e-17im, 1.0000000000000009 - 1.0408340855860843e-17im, 0.9999999999999964 + 1.734723475976807e-18im
0.3, 1.000000000000003 - 1.734723475976807e-18im, 1.0000000000000022 - 2.0816681711721685e-17im, 1.0000000000000013 - 1.1275702593849246e-17im, 1.0000000000000022 + 2.4936649967166602e-18im, 1.0000000000000044 - 6.938893903907228e-18im, 0.9999999999999977 - 6.938893903907228e-18im, 1.0000000000000073 - 2.168404344971009e-19im, 0.9999999999999986 - 1.734723475976807e-18im, 1.0000000000000007 - 5.204170427930421e-18im, 0.9999999999999999 - 5.551115123125783e-17im, 0.9999999999999983 - 2.7755575615628914e-17im, 1.0000000000000004 + 2.0816681711721685e-17im, 1.0000000000000036 + 6.938893903907228e-17im, 1.0000000000000033 - 1.734723475976807e-17im, 0.9999999999999994 + 5.421010862427522e-20im, 0.9999999999999987 - 1.214306433183765e-17im, 1.0000000000000018 - 2.0816681711721685e-17im, 0.9999999999999984 + 2.0816681711721685e-17im, 1.0000000000000009 - 3.469446951953614e-18im, 0.9999999999999979 + 1.734723475976807e-18im
0.4, 1.000000000000004 - 3.469446951953614e-18im, 1.000000000000003 - 2.7755575615628914e-17im, 1.0000000000000013 - 9.974659986866641e-18im, 1.0000000000000033 + 2.6020852139652106e-18im, 1.0000000000000042 + 1.3877787807814457e-17im, 0.9999999999999957 - 3.469446951953614e-18im, 1.0000000000000069 - 1.0842021724855044e-19im, 0.9999999999999977 + 1.734723475976807e-18im, 0.9999999999999961 - 5.204170427930421e-18im, 0.9999999999999978 - 8.326672684688674e-17im, 1.0000000000000009 + 1.3877787807814457e-17im, 1.0000000000000004 + 1.0408340855860843e-17im, 1.0000000000000038 + 6.591949208711867e-17im, 1.0000000000000036 - 1.734723475976807e-17im, 0.999999999999997 + 1.0842021724855044e-19im, 0.9999999999999991 - 1.214306433183765e-17im, 1.0000000000000044 - 1.3877787807814457e-17im, 0.9999999999999991 + 6.938893903907228e-18im, 1.0000000000000024 - 6.938893903907228e-18im, 0.9999999999999977 + 3.469446951953614e-18im
0.5, 1.0000000000000056 - 3.7947076036992655e-18im, 1.000000000000003 - 4.85722573273506e-17im, 1.0000000000000013 - 1.0408340855860843e-17im, 1.0000000000000027 + 3.0357660829594124e-18im, 1.0000000000000042 + 2.7755575615628914e-17im, 0.9999999999999968 - 6.938893903907228e-18im, 1.0000000000000067 - 1.0842021724855044e-19im, 0.9999999999999992 + 3.469446951953614e-18im, 0.9999999999999968 - 1.0408340855860843e-17im, 0.9999999999999959 - 8.673617379884035e-17im, 1.000000000000002 + 1.3877787807814457e-17im, 0.9999999999999977 + 1.3877787807814457e-17im, 1.000000000000003 + 5.898059818321144e-17im, 1.0000000000000029 - 1.734723475976807e-17im, 0.9999999999999982 + 0.0im, 0.999999999999999 - 1.0408340855860843e-17im, 1.0000000000000056 - 1.0408340855860843e-17im, 0.999999999999999 + 0.0im, 1.0000000000000024 - 5.204170427930421e-18im, 0.9999999999999979 + 2.6020852139652106e-18im
0.6, 1.0000000000000062 - 4.7704895589362195e-18im, 1.0000000000000027 - 2.0816681711721685e-17im, 0.9999999999999983 - 1.0842021724855044e-17im, 1.0000000000000049 + 4.336808689942018e-18im, 1.0000000000000027 + 4.163336342344337e-17im, 0.9999999999999981 - 8.673617379884035e-18im, 1.0000000000000036 + 0.0im, 0.9999999999999988 - 3.469446951953614e-18im, 0.999999999999997 - 1.0408340855860843e-17im, 0.9999999999999954 - 9.367506770274758e-17im, 1.0000000000000004 + 2.7755575615628914e-17im, 0.9999999999999981 + 1.3877787807814457e-17im, 1.000000000000005 + 5.377642775528102e-17im, 1.0000000000000042 - 1.9081958235744878e-17im, 0.9999999999999979 + 0.0im, 0.9999999999999977 - 1.6479873021779667e-17im, 1.0000000000000073 - 1.0408340855860843e-17im, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000027 - 8.673617379884035e-18im, 0.9999999999999973 + 3.469446951953614e-18im
0.7, 1.000000000000004 - 4.336808689942018e-18im, 1.0000000000000029 - 1.734723475976807e-17im, 0.9999999999999964 - 8.673617379884035e-18im, 1.0000000000000042 + 4.7704895589362195e-18im, 1.0000000000000022 + 4.163336342344337e-17im, 0.9999999999999981 - 9.540979117872439e-18im, 1.0000000000000018 - 1.6263032587282567e-19im, 0.999999999999999 + 6.938893903907228e-18im, 0.9999999999999948 - 8.673617379884035e-18im, 0.9999999999999946 - 1.0408340855860843e-16im, 1.000000000000002 + 1.3877787807814457e-17im, 0.9999999999999992 + 3.469446951953614e-18im, 1.0000000000000075 + 5.724587470723463e-17im, 1.000000000000004 - 1.9081958235744878e-17im, 0.9999999999999988 + 2.710505431213761e-19im, 0.9999999999999997 - 1.5612511283791264e-17im, 1.0000000000000064 - 3.469446951953614e-18im, 0.9999999999999971 - 1.3877787807814457e-17im, 1.0000000000000016 - 7.806255641895632e-18im, 0.9999999999999973 + 6.071532165918825e-18im
0.8, 1.0000000000000044 - 8.673617379884035e-18im, 1.0000000000000033 - 1.3877787807814457e-17im, 0.9999999999999953 - 8.673617379884035e-18im, 1.0000000000000049 + 3.903127820947816e-18im, 1.0000000000000007 + 2.7755575615628914e-17im, 0.9999999999999958 - 9.974659986866641e-18im, 1.0000000000000013 - 5.421010862427522e-20im, 1.000000000000001 + 2.42861286636753e-17im, 0.9999999999999949 - 1.214306433183765e-17im, 0.9999999999999939 - 1.0755285551056204e-16im, 1.0000000000000042 + 2.7755575615628914e-17im, 0.9999999999999982 + 1.0408340855860843e-17im, 1.0000000000000067 + 5.377642775528102e-17im, 1.0000000000000044 - 1.214306433183765e-17im, 0.9999999999999976 + 3.7947076036992655e-19im, 0.9999999999999986 - 1.5612511283791264e-17im, 1.0000000000000067 - 1.734723475976807e-18im, 0.9999999999999952 - 2.42861286636753e-17im, 1.0000000000000022 - 9.540979117872439e-18im, 0.9999999999999966 + 4.336808689942018e-18im
0.9, 1.0000000000000064 - 7.806255641895632e-18im, 1.0000000000000044 - 1.0408340855860843e-17im, 0.999999999999996 - 8.673617379884035e-18im, 1.000000000000005 + 4.336808689942018e-18im, 1.0000000000000013 + 4.163336342344337e-17im, 0.9999999999999972 - 1.1709383462843448e-17im, 1.000000000000003 - 2.710505431213761e-20im, 1.0000000000000007 + 3.8163916471489756e-17im, 0.9999999999999946 - 6.938893903907228e-18im, 0.9999999999999938 - 1.0928757898653885e-16im, 1.0000000000000036 + 2.0816681711721685e-17im, 0.9999999999999982 + 6.938893903907228e-18im, 1.0000000000000064 + 5.377642775528102e-17im, 1.0000000000000027 - 8.673617379884035e-18im, 0.999999999999998 + 3.5236570605778894e-19im, 0.9999999999999991 - 1.6479873021779667e-17im, 1.0000000000000062 - 3.469446951953614e-18im, 0.9999999999999962 - 2.0816681711721685e-17im, 1.0000000000000033 - 8.890457814381136e-18im, 0.9999999999999968 + 3.469446951953614e-18im
