flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM(mass_num)R15
0.0, 1.0000000000000002 + 1.734723475976807e-18im, 0.9999999999999999 + 0.0im, 0.9999999999999999 - 1.734723475976807e-18im, 0.9999999999999998 + 0.0im, 0.9999999999999997 + 3.469446951953614e-18im, 1.0 - 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 0.9999999999999998 + 0.0im, 1.0 - 1.734723475976807e-18im, 1.0000000000000002 + 0.0im, 1.0 + 0.0im, 1.0000000000000002 + 3.469446951953614e-18im
0.1, 0.9999999999999994 + 6.938893903907228e-18im, 1.0000000000000018 + 3.469446951953614e-18im, 0.9999999999999997 + 3.469446951953614e-18im, 1.0000000000000007 + 3.469446951953614e-18im, 1.0 - 3.469446951953614e-18im, 1.0000000000000002 + 0.0im, 0.9999999999999991 + 3.469446951953614e-18im, 0.9999999999999998 + 1.0408340855860843e-17im, 1.0000000000000022 + 3.469446951953614e-18im, 0.9999999999999998 - 1.3877787807814457e-17im, 1.0000000000000004 - 3.469446951953614e-18im, 1.0000000000000013 + 8.673617379884035e-19im, 1.0000000000000004 + 1.0408340855860843e-17im, 1.000000000000001 + 0.0im, 1.0000000000000013 + 1.734723475976807e-18im
0.2, 0.9999999999999997 + 8.673617379884035e-18im, 1.0000000000000016 + 3.469446951953614e-18im, 1.000000000000002 + 6.071532165918825e-18im, 1.000000000000001 + 1.0408340855860843e-17im, 1.000000000000002 - 1.0408340855860843e-17im, 1.0000000000000002 - 6.938893903907228e-18im, 1.0000000000000007 + 0.0im, 0.9999999999999982 + 1.3877787807814457e-17im, 1.0000000000000007 + 3.469446951953614e-18im, 1.0 - 2.0816681711721685e-17im, 0.9999999999999991 - 1.0408340855860843e-17im, 1.000000000000001 + 4.336808689942018e-19im, 1.0000000000000002 + 1.0408340855860843e-17im, 0.9999999999999999 + 2.6020852139652106e-18im, 1.000000000000003 + 2.6020852139652106e-18im
0.3, 1.0000000000000004 + 9.540979117872439e-18im, 1.000000000000002 + 8.673617379884035e-18im, 1.000000000000001 + 3.469446951953614e-18im, 1.0000000000000018 + 1.5612511283791264e-17im, 1.0000000000000049 - 1.734723475976807e-17im, 0.999999999999999 - 3.469446951953614e-18im, 1.0000000000000018 - 3.469446951953614e-18im, 0.9999999999999963 + 1.3877787807814457e-17im, 1.000000000000003 - 3.469446951953614e-18im, 0.9999999999999993 - 2.7755575615628914e-17im, 0.9999999999999991 - 8.673617379884035e-18im, 0.9999999999999997 - 4.336808689942018e-19im, 1.0000000000000013 - 1.0408340855860843e-17im, 0.9999999999999997 + 3.469446951953614e-18im, 1.0000000000000036 + 7.589415207398531e-19im
0.4, 1.0000000000000002 + 1.3010426069826053e-17im, 1.000000000000004 + 1.214306433183765e-17im, 1.0000000000000007 + 4.7704895589362195e-18im, 1.0000000000000018 + 2.0816681711721685e-17im, 1.0000000000000027 - 2.42861286636753e-17im, 0.9999999999999991 - 2.0816681711721685e-17im, 1.0000000000000036 - 6.938893903907228e-18im, 0.9999999999999987 + 1.5612511283791264e-17im, 1.0000000000000016 + 0.0im, 0.9999999999999998 - 4.85722573273506e-17im, 0.9999999999999976 - 1.3010426069826053e-17im, 1.0000000000000002 - 5.421010862427522e-20im, 1.0000000000000016 - 1.734723475976807e-18im, 0.9999999999999999 + 5.204170427930421e-18im, 1.0000000000000044 + 0.0im
0.5, 1.000000000000001 + 1.3444106938820255e-17im, 1.0000000000000036 + 1.6479873021779667e-17im, 1.000000000000002 + 3.903127820947816e-18im, 1.0000000000000016 + 2.2551405187698492e-17im, 1.0000000000000038 - 2.0816681711721685e-17im, 0.9999999999999984 - 2.42861286636753e-17im, 1.0000000000000036 - 5.204170427930421e-18im, 0.9999999999999983 + 1.5612511283791264e-17im, 1.0000000000000018 + 0.0im, 0.999999999999999 - 3.469446951953614e-17im, 0.999999999999999 - 1.3877787807814457e-17im, 1.0000000000000018 - 1.0842021724855044e-19im, 1.0000000000000013 - 3.469446951953614e-18im, 0.9999999999999999 + 6.071532165918825e-18im, 1.0000000000000049 + 0.0im
0.6, 1.0 + 1.3010426069826053e-17im, 1.000000000000003 + 1.5612511283791264e-17im, 1.0000000000000036 + 4.174178364069192e-18im, 1.0000000000000042 + 1.9081958235744878e-17im, 1.0000000000000036 - 2.6020852139652106e-17im, 0.9999999999999971 - 3.122502256758253e-17im, 1.000000000000003 - 8.673617379884035e-18im, 0.9999999999999992 + 1.463672932855431e-17im, 1.0000000000000007 + 3.469446951953614e-18im, 0.9999999999999996 - 2.949029909160572e-17im, 0.9999999999999991 - 1.3444106938820255e-17im, 1.0000000000000029 - 2.168404344971009e-19im, 1.0000000000000013 - 1.214306433183765e-17im, 0.9999999999999988 + 6.5052130349130266e-18im, 1.0000000000000056 + 0.0im
0.7, 0.9999999999999993 + 1.3877787807814457e-17im, 1.0000000000000044 + 1.474514954580286e-17im, 1.0000000000000013 + 4.336808689942018e-18im, 1.0000000000000053 + 1.9081958235744878e-17im, 1.0000000000000024 - 2.7755575615628914e-17im, 0.9999999999999967 - 3.122502256758253e-17im, 1.0000000000000042 - 3.469446951953614e-18im, 0.999999999999999 + 1.474514954580286e-17im, 0.9999999999999967 + 1.734723475976807e-18im, 1.0000000000000016 - 3.642919299551295e-17im, 0.999999999999999 - 1.3173056395698879e-17im, 1.0000000000000027 - 4.336808689942018e-19im, 1.0000000000000004 - 1.0408340855860843e-17im, 0.9999999999999987 + 5.637851296924623e-18im, 1.0000000000000056 - 1.734723475976807e-18im
0.8, 0.999999999999998 + 1.3715157481941631e-17im, 1.0000000000000036 + 1.2576745200831851e-17im, 0.9999999999999997 + 4.119968255444917e-18im, 1.0000000000000069 + 2.6020852139652106e-17im, 1.0000000000000022 - 2.949029909160572e-17im, 0.9999999999999966 - 2.0816681711721685e-17im, 1.0000000000000053 - 8.673617379884035e-18im, 0.9999999999999992 + 1.6479873021779667e-17im, 0.9999999999999956 + 5.204170427930421e-18im, 1.0000000000000029 - 3.469446951953614e-17im, 0.9999999999999986 - 1.3444106938820255e-17im, 1.0000000000000029 - 8.673617379884035e-19im, 1.0000000000000016 - 1.9081958235744878e-17im, 0.9999999999999987 + 6.938893903907228e-18im, 1.000000000000006 - 1.734723475976807e-18im
0.9, 0.9999999999999994 + 1.3552527156068805e-17im, 1.0000000000000042 + 1.3010426069826053e-17im, 0.9999999999999982 + 2.168404344971009e-18im, 1.000000000000007 + 2.949029909160572e-17im, 1.000000000000002 - 3.122502256758253e-17im, 0.9999999999999968 - 2.0816681711721685e-17im, 1.000000000000005 - 8.673617379884035e-18im, 0.9999999999999994 + 1.6479873021779667e-17im, 0.9999999999999959 + 1.3877787807814457e-17im, 1.0000000000000024 - 2.6020852139652106e-17im, 0.9999999999999981 - 1.3444106938820255e-17im, 1.0000000000000033 - 2.168404344971009e-18im, 1.0000000000000002 - 8.673617379884035e-18im, 0.9999999999999997 + 8.239936510889834e-18im, 1.0000000000000082 - 1.734723475976807e-18im
1.0, 0.9999999999999996 + 1.2576745200831851e-17im, 1.000000000000002 + 1.1709383462843448e-17im, 0.9999999999999968 + 3.0357660829594124e-18im, 1.000000000000008 + 2.862293735361732e-17im, 1.0000000000000038 - 3.469446951953614e-17im, 0.9999999999999966 - 2.0816681711721685e-17im, 1.0000000000000042 - 1.1275702593849246e-17im, 1.0000000000000002 + 1.5612511283791264e-17im, 0.9999999999999958 + 1.0408340855860843e-17im, 1.0000000000000036 - 2.6020852139652106e-17im, 0.9999999999999988 - 1.431146867680866e-17im, 1.0000000000000022 - 1.734723475976807e-18im, 1.000000000000001 - 8.673617379884035e-18im, 0.9999999999999987 + 6.5052130349130266e-18im, 1.000000000000008 + 0.0im
1.1, 0.9999999999999997 + 1.2576745200831851e-17im, 1.0000000000000018 + 1.1275702593849246e-17im, 0.9999999999999954 + 1.734723475976807e-18im, 1.0000000000000073 + 3.0357660829594124e-17im, 1.0000000000000036 - 3.8163916471489756e-17im, 0.9999999999999969 - 1.3877787807814457e-17im, 1.0000000000000067 - 9.540979117872439e-18im, 1.000000000000003 + 1.3877787807814457e-17im, 0.9999999999999958 + 1.5612511283791264e-17im, 1.000000000000004 - 2.862293735361732e-17im, 0.9999999999999991 - 1.3877787807814457e-17im, 1.0000000000000036 - 1.734723475976807e-18im, 0.9999999999999999 - 8.673617379884035e-18im, 0.9999999999999979 + 8.239936510889834e-18im, 1.0000000000000078 + 0.0im
1.2, 1.0 + 1.0842021724855044e-17im, 0.9999999999999997 + 1.1492543028346347e-17im, 0.9999999999999964 + 4.336808689942018e-18im, 1.000000000000007 + 2.3418766925686896e-17im, 1.000000000000004 - 3.642919299551295e-17im, 0.9999999999999969 - 1.3877787807814457e-17im, 1.0000000000000064 - 9.540979117872439e-18im, 1.0000000000000013 + 1.214306433183765e-17im, 0.9999999999999966 + 1.734723475976807e-17im, 1.0000000000000022 - 2.688821387764051e-17im, 0.9999999999999992 - 1.3877787807814457e-17im, 1.0000000000000049 - 1.734723475976807e-18im, 0.9999999999999996 - 3.469446951953614e-18im, 1.0 + 7.806255641895632e-18im, 1.0000000000000082 - 3.469446951953614e-18im
