flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM(mass_num)R15
2.1, 1.0000000000000064 + 1.3010426069826053e-18im, 1.000000000000005 - 2.168404344971009e-18im, 0.9999999999999953 - 1.0408340855860843e-17im, 0.9999999999999949 + 1.734723475976807e-18im, 1.0000000000000184 - 1.9081958235744878e-17im, 0.9999999999999994 - 1.3010426069826053e-18im, 1.0000000000000036 - 1.0408340855860843e-17im, 0.999999999999989 - 2.6020852139652106e-18im, 1.0000000000000033 + 1.734723475976807e-18im, 1.0000000000000098 + 2.6020852139652106e-17im, 0.9999999999999956 - 1.0842021724855044e-18im, 0.9999999999999998 - 3.2959746043559335e-17im, 0.9999999999999929 - 1.734723475976807e-17im, 0.9999999999999921 + 5.854691731421724e-18im, 0.999999999999999 - 5.854691731421724e-18im
2.2, 1.000000000000006 + 1.3010426069826053e-18im, 1.000000000000009 - 2.168404344971009e-18im, 0.9999999999999932 - 1.0408340855860843e-17im, 0.9999999999999979 + 3.469446951953614e-18im, 1.0000000000000173 - 2.0816681711721685e-17im, 1.0000000000000018 - 1.3010426069826053e-18im, 0.9999999999999987 - 6.938893903907228e-18im, 0.9999999999999851 - 3.469446951953614e-18im, 1.000000000000003 + 0.0im, 1.0000000000000109 + 2.949029909160572e-17im, 0.9999999999999967 - 1.0842021724855044e-18im, 0.999999999999997 - 3.469446951953614e-17im, 0.99999999999999 - 1.734723475976807e-17im, 0.9999999999999933 + 5.637851296924623e-18im, 1.0000000000000024 - 6.071532165918825e-18im
2.3, 1.0000000000000069 + 1.5178830414797062e-18im, 1.0000000000000122 - 2.168404344971009e-18im, 0.9999999999999917 - 1.3877787807814457e-17im, 0.9999999999999996 + 3.469446951953614e-18im, 1.0000000000000113 - 2.0816681711721685e-17im, 1.0000000000000016 - 1.3010426069826053e-18im, 0.9999999999999979 - 4.336808689942018e-18im, 0.9999999999999847 - 8.673617379884035e-19im, 1.0000000000000033 - 2.6020852139652106e-18im, 1.000000000000011 + 3.122502256758253e-17im, 0.9999999999999971 - 1.1926223897340549e-18im, 0.9999999999999948 - 3.122502256758253e-17im, 0.9999999999999883 - 6.938893903907228e-18im, 0.9999999999999963 + 7.37257477290143e-18im, 1.0000000000000044 - 6.071532165918825e-18im
2.4, 1.0000000000000087 + 1.734723475976807e-18im, 1.000000000000013 - 2.6020852139652106e-18im, 0.9999999999999936 - 8.673617379884035e-18im, 1.0000000000000038 + 0.0im, 1.0000000000000093 - 2.0816681711721685e-17im, 1.0000000000000027 - 2.168404344971009e-19im, 1.0000000000000024 - 6.938893903907228e-18im, 0.9999999999999865 + 1.734723475976807e-18im, 1.0000000000000036 - 1.734723475976807e-18im, 1.000000000000007 + 3.2959746043559335e-17im, 0.9999999999999974 - 1.1926223897340549e-18im, 0.9999999999999972 - 2.949029909160572e-17im, 0.9999999999999896 + 1.734723475976807e-17im, 0.9999999999999981 + 8.890457814381136e-18im, 1.0000000000000047 - 5.854691731421724e-18im
2.5, 1.0000000000000107 + 1.3010426069826053e-18im, 1.0000000000000138 - 2.168404344971009e-18im, 0.9999999999999968 - 8.673617379884035e-18im, 1.0000000000000058 + 8.673617379884035e-19im, 1.000000000000012 - 2.168404344971009e-17im, 1.0000000000000027 - 2.168404344971009e-19im, 1.0000000000000073 - 7.806255641895632e-18im, 0.9999999999999905 - 8.673617379884035e-19im, 1.0000000000000038 - 2.6020852139652106e-18im, 1.0000000000000058 + 3.122502256758253e-17im, 0.9999999999999992 - 9.75781955236954e-19im, 1.0000000000000004 - 2.42861286636753e-17im, 0.999999999999992 + 6.938893903907228e-18im, 1.0000000000000022 + 1.0408340855860843e-17im, 1.000000000000005 - 6.071532165918825e-18im
2.6, 1.000000000000012 + 1.734723475976807e-18im, 1.0000000000000144 - 2.6020852139652106e-18im, 1.0000000000000009 - 1.5612511283791264e-17im, 1.0000000000000067 + 8.673617379884035e-19im, 1.0000000000000149 - 2.0816681711721685e-17im, 1.0000000000000024 + 1.3010426069826053e-18im, 1.0000000000000093 - 7.806255641895632e-18im, 0.9999999999999937 - 1.734723475976807e-18im, 1.0000000000000047 - 2.6020852139652106e-18im, 1.0000000000000089 + 3.122502256758253e-17im, 0.9999999999999991 - 9.75781955236954e-19im, 1.000000000000002 - 2.949029909160572e-17im, 0.9999999999999952 + 3.469446951953614e-18im, 1.0000000000000049 + 1.0625181290357943e-17im, 1.000000000000006 - 6.288372600415926e-18im
2.7, 1.0000000000000122 + 1.734723475976807e-18im, 1.000000000000014 - 2.168404344971009e-18im, 1.000000000000003 - 1.5612511283791264e-17im, 1.0000000000000075 + 0.0im, 1.000000000000016 - 2.168404344971009e-17im, 1.0000000000000018 + 3.686287386450715e-18im, 1.0000000000000102 - 7.806255641895632e-18im, 0.9999999999999947 - 1.734723475976807e-18im, 1.0000000000000064 - 3.469446951953614e-18im, 1.000000000000012 + 3.122502256758253e-17im, 0.9999999999999991 - 1.0842021724855044e-18im, 1.0000000000000038 - 3.642919299551295e-17im, 0.9999999999999969 - 3.469446951953614e-18im, 1.0000000000000062 + 1.0625181290357943e-17im, 1.0000000000000053 - 6.071532165918825e-18im
2.8, 1.000000000000013 + 1.3010426069826053e-18im, 1.0000000000000133 - 2.6020852139652106e-18im, 1.000000000000004 - 1.734723475976807e-17im, 1.0000000000000082 + 8.673617379884035e-19im, 1.0000000000000158 - 1.9949319973733282e-17im, 1.0000000000000042 + 3.686287386450715e-18im, 1.0000000000000113 - 6.938893903907228e-18im, 0.9999999999999956 - 2.6020852139652106e-18im, 1.0000000000000082 - 1.734723475976807e-18im, 1.0000000000000138 + 3.2959746043559335e-17im, 0.9999999999999997 - 9.75781955236954e-19im, 1.0000000000000058 - 4.163336342344337e-17im, 0.9999999999999974 + 0.0im, 1.000000000000007 + 1.0191500421363742e-17im, 1.000000000000006 - 6.071532165918825e-18im
2.9, 1.0000000000000124 + 1.5178830414797062e-18im, 1.000000000000013 - 2.168404344971009e-18im, 1.0000000000000038 - 1.734723475976807e-17im, 1.0000000000000075 - 8.673617379884035e-19im, 1.0000000000000155 - 1.9949319973733282e-17im, 1.0000000000000056 + 4.119968255444917e-18im, 1.0000000000000115 - 8.673617379884035e-18im, 0.9999999999999956 - 3.469446951953614e-18im, 1.000000000000008 - 2.6020852139652106e-18im, 1.0000000000000138 + 3.122502256758253e-17im, 0.9999999999999998 - 1.0842021724855044e-18im, 1.0000000000000073 - 4.163336342344337e-17im, 0.9999999999999983 - 3.469446951953614e-18im, 1.0000000000000069 + 1.0625181290357943e-17im, 1.000000000000006 - 5.854691731421724e-18im
3.0, 1.0000000000000109 + 1.5178830414797062e-18im, 1.000000000000012 - 2.6020852139652106e-18im, 1.0000000000000036 - 1.5612511283791264e-17im, 1.0000000000000082 + 0.0im, 1.0000000000000153 - 1.9949319973733282e-17im, 1.0000000000000049 + 4.336808689942018e-18im, 1.0000000000000107 - 7.806255641895632e-18im, 0.9999999999999956 - 1.734723475976807e-18im, 1.000000000000008 - 3.469446951953614e-18im, 1.0000000000000142 + 3.2959746043559335e-17im, 1.0000000000000002 - 1.0842021724855044e-18im, 1.0000000000000078 - 4.163336342344337e-17im, 0.999999999999999 + 0.0im, 1.0000000000000062 + 1.0408340855860843e-17im, 1.0000000000000064 - 6.071532165918825e-18im
3.1, 1.000000000000011 + 1.5178830414797062e-18im, 1.0000000000000124 - 2.168404344971009e-18im, 1.0000000000000029 - 1.5612511283791264e-17im, 1.0000000000000075 + 0.0im, 1.0000000000000147 - 1.9081958235744878e-17im, 1.000000000000004 + 4.119968255444917e-18im, 1.0000000000000113 - 7.806255641895632e-18im, 0.999999999999995 - 1.734723475976807e-18im, 1.0000000000000078 - 3.469446951953614e-18im, 1.000000000000014 + 3.122502256758253e-17im, 0.9999999999999999 - 1.1926223897340549e-18im, 1.0000000000000073 - 4.336808689942018e-17im, 0.9999999999999989 + 3.469446951953614e-18im, 1.000000000000006 + 1.0625181290357943e-17im, 1.0000000000000062 - 5.854691731421724e-18im
3.2, 1.0000000000000109 + 1.5178830414797062e-18im, 1.0000000000000129 - 2.168404344971009e-18im, 1.000000000000002 - 1.5612511283791264e-17im, 1.0000000000000082 + 0.0im, 1.0000000000000162 - 1.9949319973733282e-17im, 1.0000000000000044 + 4.336808689942018e-18im, 1.0000000000000115 - 7.806255641895632e-18im, 0.9999999999999952 - 8.673617379884035e-19im, 1.0000000000000075 - 1.734723475976807e-18im, 1.0000000000000147 + 3.2959746043559335e-17im, 1.0000000000000002 - 1.1926223897340549e-18im, 1.0000000000000078 - 4.336808689942018e-17im, 0.999999999999999 + 0.0im, 1.0000000000000064 + 1.0625181290357943e-17im, 1.0000000000000069 - 6.071532165918825e-18im
3.3, 1.0000000000000115 + 1.5178830414797062e-18im, 1.0000000000000142 - 2.168404344971009e-18im, 1.0000000000000016 - 1.734723475976807e-17im, 1.0000000000000084 - 8.673617379884035e-19im, 1.0000000000000169 - 2.0816681711721685e-17im, 1.0000000000000044 + 4.119968255444917e-18im, 1.0000000000000115 - 7.806255641895632e-18im, 0.9999999999999949 - 2.6020852139652106e-18im, 1.0000000000000069 - 3.469446951953614e-18im, 1.000000000000015 + 3.122502256758253e-17im, 1.0000000000000007 - 1.0842021724855044e-18im, 1.0000000000000082 - 4.163336342344337e-17im, 0.9999999999999987 - 3.469446951953614e-18im, 1.0000000000000067 + 1.0408340855860843e-17im, 1.0000000000000064 - 5.854691731421724e-18im
3.4, 1.0000000000000113 + 1.5178830414797062e-18im, 1.0000000000000142 - 2.6020852139652106e-18im, 1.0000000000000024 - 1.734723475976807e-17im, 1.000000000000008 + 0.0im, 1.000000000000017 - 1.9949319973733282e-17im, 1.0000000000000053 + 4.119968255444917e-18im, 1.0000000000000115 - 6.938893903907228e-18im, 0.9999999999999941 - 8.673617379884035e-19im, 1.000000000000007 - 2.6020852139652106e-18im, 1.0000000000000149 + 3.2959746043559335e-17im, 0.9999999999999998 - 1.1926223897340549e-18im, 1.0000000000000075 - 4.163336342344337e-17im, 0.9999999999999994 + 3.469446951953614e-18im, 1.000000000000006 + 1.0408340855860843e-17im, 1.000000000000007 - 6.071532165918825e-18im
3.5, 1.0000000000000113 + 1.5178830414797062e-18im, 1.000000000000014 - 2.6020852139652106e-18im, 1.0000000000000022 - 1.3877787807814457e-17im, 1.000000000000008 + 8.673617379884035e-19im, 1.000000000000017 - 1.9949319973733282e-17im, 1.0000000000000049 + 4.119968255444917e-18im, 1.000000000000012 - 8.673617379884035e-18im, 0.9999999999999937 - 1.734723475976807e-18im, 1.0000000000000069 - 3.469446951953614e-18im, 1.000000000000014 + 3.122502256758253e-17im, 1.0000000000000002 - 9.75781955236954e-19im, 1.000000000000007 - 3.9898639947466563e-17im, 0.9999999999999996 + 0.0im, 1.0000000000000056 + 1.0408340855860843e-17im, 1.000000000000007 - 5.854691731421724e-18im
3.6, 1.0000000000000118 + 1.734723475976807e-18im, 1.0000000000000142 - 2.6020852139652106e-18im, 1.0000000000000024 - 1.5612511283791264e-17im, 1.0000000000000082 + 8.673617379884035e-19im, 1.0000000000000169 - 2.0816681711721685e-17im, 1.000000000000005 + 4.119968255444917e-18im, 1.0000000000000118 - 8.673617379884035e-18im, 0.999999999999994 - 8.673617379884035e-19im, 1.0000000000000062 - 4.336808689942018e-18im, 1.000000000000014 + 3.2959746043559335e-17im, 1.0 - 1.0842021724855044e-18im, 1.0000000000000064 - 4.163336342344337e-17im, 0.9999999999999997 + 0.0im, 1.0000000000000058 + 9.974659986866641e-18im, 1.0000000000000075 - 6.071532165918825e-18im
3.7, 1.000000000000012 + 1.5178830414797062e-18im, 1.0000000000000149 - 2.6020852139652106e-18im, 1.0000000000000022 - 1.734723475976807e-17im, 1.0000000000000082 + 8.673617379884035e-19im, 1.0000000000000175 - 1.9949319973733282e-17im, 1.000000000000005 + 3.903127820947816e-18im, 1.000000000000011 - 8.673617379884035e-18im, 0.9999999999999941 - 2.6020852139652106e-18im, 1.0000000000000064 - 2.6020852139652106e-18im, 1.000000000000014 + 2.949029909160572e-17im, 0.9999999999999994 - 1.1926223897340549e-18im, 1.000000000000006 - 4.5102810375396984e-17im, 0.9999999999999988 + 3.469446951953614e-18im, 1.0000000000000062 + 1.0191500421363742e-17im, 1.0000000000000069 - 5.854691731421724e-18im
