flowtime, dM1R1, dM1R2, dM1R3, dM1R4, dM1R5, dM1R6, dM1R7, dM1R8, dM1R9, dM1R10, dM1R11, dM1R12, dM1R13, dM1R14, dM1R15, dM1R16, dM1R17, dM1R18, dM1R19, dM(mass_num)R20
1.0, 0.9999999999999954 - 8.673617379884035e-19im, 1.0 + 1.734723475976807e-18im, 1.0000000000000027 - 8.673617379884035e-19im, 0.9999999999999931 + 0.0im, 1.0000000000000004 - 1.734723475976807e-18im, 0.9999999999999976 + 2.168404344971009e-19im, 1.000000000000002 + 6.938893903907228e-18im, 1.0000000000000022 + 0.0im, 0.9999999999999917 + 3.469446951953614e-18im, 0.9999999999999976 + 0.0im, 1.0000000000000058 + 4.336808689942018e-18im, 1.0000000000000036 + 1.0408340855860843e-17im, 1.000000000000002 - 3.469446951953614e-18im, 0.9999999999999943 + 1.734723475976807e-18im, 1.0000000000000004 - 1.3010426069826053e-18im, 0.999999999999997 + 1.734723475976807e-18im, 1.0000000000000009 + 2.6020852139652106e-18im, 0.9999999999999971 - 3.144186300207963e-18im, 1.0000000000000016 + 8.673617379884035e-19im, 0.9999999999999932 - 8.673617379884035e-19im
1.1, 0.9999999999999953 - 2.6020852139652106e-18im, 0.9999999999999994 + 1.734723475976807e-18im, 1.0000000000000013 - 1.0842021724855044e-18im, 0.9999999999999908 - 2.6020852139652106e-18im, 1.0000000000000033 - 8.673617379884035e-18im, 1.0000000000000002 + 6.505213034913027e-19im, 1.0000000000000038 + 5.204170427930421e-18im, 1.000000000000003 - 4.336808689942018e-19im, 0.99999999999999 + 2.6020852139652106e-18im, 0.9999999999999983 + 1.734723475976807e-18im, 1.0000000000000067 + 2.6020852139652106e-18im, 1.0000000000000044 + 1.0408340855860843e-17im, 1.0000000000000024 - 1.734723475976807e-18im, 0.9999999999999944 + 8.673617379884035e-19im, 1.0000000000000009 - 1.5178830414797062e-18im, 0.9999999999999936 + 3.469446951953614e-18im, 1.0000000000000018 + 1.734723475976807e-18im, 0.9999999999999962 - 3.2526065174565133e-18im, 1.0000000000000016 + 1.3010426069826053e-18im, 0.9999999999999902 - 8.673617379884035e-19im
1.2, 0.999999999999994 - 2.6020852139652106e-18im, 0.9999999999999994 - 3.469446951953614e-18im, 0.9999999999999991 - 6.505213034913027e-19im, 0.9999999999999885 + 0.0im, 1.0000000000000075 - 1.3877787807814457e-17im, 0.9999999999999989 + 6.505213034913027e-19im, 1.0000000000000075 + 5.204170427930421e-18im, 1.000000000000002 - 4.336808689942018e-19im, 0.9999999999999917 + 2.6020852139652106e-18im, 0.9999999999999974 + 0.0im, 1.0000000000000078 + 5.204170427930421e-18im, 1.000000000000003 + 1.214306433183765e-17im, 1.0000000000000044 - 2.6020852139652106e-18im, 0.999999999999993 + 0.0im, 0.9999999999999999 - 1.1926223897340549e-18im, 0.9999999999999939 + 1.734723475976807e-18im, 1.0 - 2.6020852139652106e-18im, 0.9999999999999949 - 3.2526065174565133e-18im, 1.0000000000000018 + 1.734723475976807e-18im, 0.9999999999999876 - 1.734723475976807e-18im
1.3, 0.9999999999999944 - 2.6020852139652106e-18im, 0.9999999999999998 - 5.204170427930421e-18im, 0.9999999999999986 - 8.673617379884035e-19im, 0.9999999999999853 - 1.734723475976807e-18im, 1.000000000000009 - 1.3877787807814457e-17im, 1.0000000000000002 + 0.0im, 1.000000000000007 + 1.734723475976807e-18im, 1.000000000000002 + 0.0im, 0.9999999999999906 + 3.469446951953614e-18im, 0.9999999999999978 + 0.0im, 1.0000000000000089 + 6.071532165918825e-18im, 1.0000000000000024 + 1.214306433183765e-17im, 1.0000000000000064 - 5.204170427930421e-18im, 0.999999999999992 + 4.336808689942018e-19im, 0.9999999999999981 - 1.0842021724855044e-18im, 0.9999999999999952 + 3.469446951953614e-18im, 0.9999999999999967 + 0.0im, 0.9999999999999942 - 3.144186300207963e-18im, 0.9999999999999998 + 2.168404344971009e-18im, 0.999999999999984 - 3.469446951953614e-18im
1.4, 0.9999999999999978 - 2.6020852139652106e-18im, 0.9999999999999999 - 5.204170427930421e-18im, 0.9999999999999998 - 8.673617379884035e-19im, 0.9999999999999855 + 0.0im, 1.0000000000000067 - 8.673617379884035e-18im, 0.9999999999999997 + 2.168404344971009e-19im, 1.0000000000000064 + 1.734723475976807e-18im, 1.0000000000000007 - 4.336808689942018e-19im, 0.9999999999999881 + 4.336808689942018e-18im, 0.9999999999999978 - 8.673617379884035e-19im, 1.00000000000001 + 7.806255641895632e-18im, 1.000000000000004 + 1.214306433183765e-17im, 1.0000000000000042 + 1.734723475976807e-18im, 0.9999999999999913 + 1.734723475976807e-18im, 0.9999999999999972 - 9.75781955236954e-19im, 0.9999999999999952 + 0.0im, 0.9999999999999968 - 1.734723475976807e-18im, 0.9999999999999932 - 2.710505431213761e-18im, 1.0 + 2.6020852139652106e-18im, 0.999999999999984 - 4.336808689942018e-18im
1.5, 0.999999999999999 - 2.168404344971009e-18im, 1.0000000000000007 + 0.0im, 1.0000000000000013 - 4.336808689942018e-19im, 0.9999999999999831 - 8.673617379884035e-19im, 1.000000000000007 - 1.5612511283791264e-17im, 0.9999999999999981 - 2.168404344971009e-19im, 1.0000000000000049 + 1.734723475976807e-18im, 0.9999999999999989 - 6.505213034913027e-19im, 0.9999999999999866 + 4.336808689942018e-18im, 0.9999999999999943 + 8.673617379884035e-19im, 1.0000000000000124 + 4.336808689942018e-18im, 1.000000000000004 + 1.734723475976807e-17im, 1.0000000000000022 + 0.0im, 0.9999999999999911 + 3.469446951953614e-18im, 0.9999999999999971 - 5.421010862427522e-19im, 0.9999999999999949 - 1.734723475976807e-18im, 0.999999999999997 + 0.0im, 0.9999999999999917 - 2.6020852139652106e-18im, 1.0000000000000002 + 8.673617379884035e-19im, 0.9999999999999816 - 7.806255641895632e-18im
1.6, 1.0000000000000013 - 2.168404344971009e-18im, 1.0000000000000007 + 0.0im, 1.0000000000000024 + 0.0im, 0.9999999999999816 - 3.469446951953614e-18im, 1.0000000000000087 - 1.9081958235744878e-17im, 1.0 - 2.168404344971009e-19im, 1.0000000000000044 + 3.469446951953614e-18im, 0.9999999999999963 - 8.673617379884035e-19im, 0.9999999999999851 + 6.071532165918825e-18im, 0.9999999999999946 + 0.0im, 1.0000000000000138 + 6.071532165918825e-18im, 1.000000000000005 + 1.734723475976807e-17im, 1.000000000000001 - 1.734723475976807e-18im, 0.9999999999999915 + 4.7704895589362195e-18im, 0.9999999999999956 - 1.0842021724855044e-18im, 0.9999999999999916 - 3.469446951953614e-18im, 0.9999999999999972 - 1.734723475976807e-18im, 0.9999999999999917 - 2.6020852139652106e-18im, 1.0000000000000009 + 0.0im, 0.9999999999999805 - 7.806255641895632e-18im
1.7, 1.000000000000001 - 2.168404344971009e-18im, 1.000000000000002 - 1.734723475976807e-18im, 1.000000000000002 + 0.0im, 0.9999999999999793 + 0.0im, 1.0000000000000098 - 2.42861286636753e-17im, 0.9999999999999996 - 8.673617379884035e-19im, 1.0000000000000027 + 1.5612511283791264e-17im, 0.9999999999999948 - 8.673617379884035e-19im, 0.9999999999999827 + 8.673617379884035e-18im, 0.9999999999999958 - 8.673617379884035e-19im, 1.0000000000000138 + 5.204170427930421e-18im, 1.000000000000005 + 1.5612511283791264e-17im, 1.0 + 8.673617379884035e-19im, 0.9999999999999895 + 3.0357660829594124e-18im, 0.9999999999999977 - 8.673617379884035e-19im, 0.9999999999999917 - 3.469446951953614e-18im, 0.9999999999999967 - 8.673617379884035e-19im, 0.9999999999999907 - 2.4936649967166602e-18im, 1.0000000000000024 + 8.673617379884035e-19im, 0.9999999999999787 - 1.1275702593849246e-17im
1.8, 1.0000000000000002 - 2.6020852139652106e-18im, 1.0000000000000022 + 1.734723475976807e-18im, 0.9999999999999997 + 4.336808689942018e-19im, 0.9999999999999765 - 2.6020852139652106e-18im, 1.0000000000000102 - 2.0816681711721685e-17im, 1.0 - 1.5178830414797062e-18im, 1.000000000000002 + 1.3877787807814457e-17im, 0.9999999999999948 - 1.0842021724855044e-18im, 0.999999999999982 + 6.938893903907228e-18im, 0.9999999999999942 + 8.673617379884035e-19im, 1.000000000000014 + 6.938893903907228e-18im, 1.0000000000000053 + 1.214306433183765e-17im, 1.0000000000000016 + 8.673617379884035e-19im, 0.9999999999999881 + 2.6020852139652106e-18im, 0.9999999999999969 - 6.505213034913027e-19im, 0.9999999999999893 - 3.469446951953614e-18im, 0.999999999999996 + 0.0im, 0.9999999999999906 - 2.4936649967166602e-18im, 1.0000000000000022 + 0.0im, 0.9999999999999765 - 9.540979117872439e-18im
1.9, 0.9999999999999993 - 3.469446951953614e-18im, 1.0000000000000056 + 1.734723475976807e-18im, 1.0000000000000002 + 2.168404344971009e-19im, 0.9999999999999738 - 3.469446951953614e-18im, 1.0000000000000129 - 1.734723475976807e-17im, 1.0000000000000016 - 1.0842021724855044e-18im, 0.9999999999999989 + 1.0408340855860843e-17im, 0.9999999999999949 - 1.3010426069826053e-18im, 0.9999999999999793 + 6.938893903907228e-18im, 0.9999999999999936 - 8.673617379884035e-19im, 1.0000000000000133 + 2.6020852139652106e-18im, 1.0000000000000069 + 8.673617379884035e-18im, 1.0000000000000042 - 3.469446951953614e-18im, 0.9999999999999876 + 1.734723475976807e-18im, 0.9999999999999957 - 1.0842021724855044e-18im, 0.9999999999999899 - 1.734723475976807e-18im, 0.9999999999999972 + 8.673617379884035e-19im, 0.9999999999999896 - 2.3852447794681098e-18im, 1.0000000000000018 + 8.673617379884035e-19im, 0.9999999999999756 - 9.540979117872439e-18im
2.0, 0.9999999999999973 - 3.903127820947816e-18im, 1.0000000000000073 + 0.0im, 0.9999999999999993 + 6.505213034913027e-19im, 0.999999999999972 - 1.734723475976807e-18im, 1.000000000000015 - 1.5612511283791264e-17im, 1.0000000000000002 - 1.951563910473908e-18im, 1.0 + 6.938893903907228e-18im, 0.999999999999994 - 1.5178830414797062e-18im, 0.9999999999999761 + 6.071532165918825e-18im, 0.9999999999999933 + 8.673617379884035e-19im, 1.0000000000000122 + 2.6020852139652106e-18im, 1.0000000000000082 + 1.734723475976807e-17im, 1.000000000000003 - 8.673617379884035e-19im, 0.999999999999985 + 2.6020852139652106e-18im, 0.9999999999999947 - 9.75781955236954e-19im, 0.9999999999999911 - 1.734723475976807e-18im, 0.9999999999999997 - 1.734723475976807e-18im, 0.999999999999989 - 2.3852447794681098e-18im, 0.9999999999999989 + 2.6020852139652106e-18im, 0.9999999999999747 - 8.673617379884035e-18im
2.1, 0.9999999999999976 - 4.7704895589362195e-18im, 1.0000000000000053 + 1.734723475976807e-18im, 1.0 + 0.0im, 0.9999999999999735 - 4.336808689942018e-18im, 1.000000000000015 - 8.673617379884035e-18im, 0.9999999999999993 - 2.3852447794681098e-18im, 1.0000000000000004 + 1.0408340855860843e-17im, 0.9999999999999928 - 2.168404344971009e-18im, 0.9999999999999726 + 1.0408340855860843e-17im, 0.999999999999995 - 1.734723475976807e-18im, 1.00000000000001 + 6.071532165918825e-18im, 1.0000000000000067 + 1.5612511283791264e-17im, 1.0000000000000029 + 0.0im, 0.9999999999999847 + 2.168404344971009e-18im, 0.9999999999999928 - 9.215718466126788e-19im, 0.9999999999999926 + 1.734723475976807e-18im, 0.9999999999999997 - 2.6020852139652106e-18im, 0.9999999999999899 - 2.168404344971009e-18im, 0.9999999999999993 + 3.469446951953614e-18im, 0.9999999999999745 - 8.673617379884035e-18im
2.2, 0.9999999999999967 - 4.336808689942018e-18im, 1.0000000000000024 - 5.204170427930421e-18im, 1.0000000000000016 + 0.0im, 0.9999999999999744 - 3.469446951953614e-18im, 1.000000000000019 - 6.938893903907228e-18im, 0.9999999999999987 - 2.3852447794681098e-18im, 1.0000000000000016 + 1.734723475976807e-17im, 0.9999999999999899 - 1.734723475976807e-18im, 0.9999999999999701 + 7.806255641895632e-18im, 0.9999999999999971 - 6.071532165918825e-18im, 1.000000000000008 + 6.071532165918825e-18im, 1.0000000000000078 + 1.5612511283791264e-17im, 1.000000000000002 - 3.469446951953614e-18im, 0.9999999999999831 + 3.0357660829594124e-18im, 0.9999999999999927 - 8.673617379884035e-19im, 0.9999999999999944 + 3.469446951953614e-18im, 0.9999999999999999 - 4.336808689942018e-18im, 0.9999999999999896 - 1.734723475976807e-18im, 0.9999999999999994 + 1.734723475976807e-18im, 0.9999999999999717 - 1.0408340855860843e-17im
2.3, 0.9999999999999984 - 3.469446951953614e-18im, 1.0000000000000016 + 1.734723475976807e-18im, 1.0000000000000036 + 0.0im, 0.9999999999999708 - 8.673617379884035e-19im, 1.0000000000000213 - 5.204170427930421e-18im, 0.9999999999999994 - 1.734723475976807e-18im, 1.0000000000000047 + 1.5612511283791264e-17im, 0.9999999999999907 - 1.734723475976807e-18im, 0.9999999999999699 + 6.938893903907228e-18im, 0.9999999999999979 - 8.673617379884035e-18im, 1.0000000000000069 + 5.204170427930421e-18im, 1.000000000000008 + 1.5612511283791264e-17im, 1.0000000000000007 + 0.0im, 0.9999999999999837 + 2.168404344971009e-18im, 0.9999999999999937 - 8.131516293641283e-19im, 0.9999999999999944 + 5.204170427930421e-18im, 1.000000000000001 - 2.6020852139652106e-18im, 0.9999999999999875 - 1.0842021724855044e-18im, 0.9999999999999982 + 3.469446951953614e-18im, 0.9999999999999705 - 7.806255641895632e-18im
2.4, 1.0000000000000018 - 3.0357660829594124e-18im, 1.0000000000000002 + 0.0im, 1.000000000000002 - 6.505213034913027e-19im, 0.9999999999999688 - 3.469446951953614e-18im, 1.0000000000000204 - 1.0408340855860843e-17im, 1.0000000000000018 - 1.3010426069826053e-18im, 1.000000000000003 + 1.214306433183765e-17im, 0.9999999999999912 - 6.505213034913027e-19im, 0.9999999999999691 + 5.204170427930421e-18im, 0.9999999999999981 - 1.0408340855860843e-17im, 1.0000000000000093 + 5.204170427930421e-18im, 1.0000000000000069 + 1.3877787807814457e-17im, 0.9999999999999983 - 8.673617379884035e-19im, 0.9999999999999828 + 3.0357660829594124e-18im, 0.9999999999999952 - 8.673617379884035e-19im, 0.9999999999999959 + 0.0im, 0.9999999999999987 - 1.734723475976807e-18im, 0.9999999999999903 - 1.1926223897340549e-18im, 1.0000000000000007 + 3.469446951953614e-18im, 0.999999999999967 - 4.336808689942018e-18im
2.5, 1.000000000000002 - 2.168404344971009e-18im, 0.9999999999999997 + 3.469446951953614e-18im, 0.9999999999999997 - 8.673617379884035e-19im, 0.999999999999967 - 5.204170427930421e-18im, 1.00000000000002 - 1.5612511283791264e-17im, 1.000000000000002 - 3.0357660829594124e-18im, 1.0000000000000029 + 1.3877787807814457e-17im, 0.9999999999999906 - 1.5178830414797062e-18im, 0.9999999999999692 + 6.071532165918825e-18im, 1.0000000000000002 - 1.0408340855860843e-17im, 1.0000000000000082 + 5.204170427930421e-18im, 1.000000000000008 + 1.214306433183765e-17im, 0.9999999999999953 - 8.673617379884035e-19im, 0.9999999999999822 + 2.168404344971009e-18im, 0.999999999999995 - 1.1926223897340549e-18im, 0.9999999999999937 - 1.734723475976807e-18im, 0.999999999999997 + 8.673617379884035e-19im, 0.9999999999999896 - 1.2468324983583301e-18im, 1.0000000000000016 + 3.469446951953614e-18im, 0.9999999999999657 - 5.204170427930421e-18im
2.6, 1.0000000000000056 - 2.6020852139652106e-18im, 1.0000000000000009 + 5.204170427930421e-18im, 0.9999999999999974 - 1.0842021724855044e-18im, 0.9999999999999671 - 4.336808689942018e-18im, 1.000000000000018 - 1.5612511283791264e-17im, 1.0000000000000016 - 3.0357660829594124e-18im, 0.999999999999999 + 8.673617379884035e-18im, 0.999999999999991 - 1.734723475976807e-18im, 0.999999999999967 + 3.469446951953614e-18im, 1.0000000000000018 - 1.214306433183765e-17im, 1.0000000000000069 + 6.938893903907228e-18im, 1.0000000000000087 + 1.3877787807814457e-17im, 0.9999999999999926 - 3.469446951953614e-18im, 0.9999999999999807 + 3.903127820947816e-18im, 0.9999999999999954 - 1.3823577699190182e-18im, 0.9999999999999933 - 1.734723475976807e-18im, 0.9999999999999941 + 0.0im, 0.9999999999999888 - 1.2468324983583301e-18im, 1.0000000000000036 - 8.673617379884035e-19im, 0.9999999999999638 - 6.938893903907228e-18im
2.7, 1.0000000000000089 - 3.0357660829594124e-18im, 0.9999999999999969 + 5.204170427930421e-18im, 0.9999999999999987 - 8.673617379884035e-19im, 0.999999999999965 - 6.071532165918825e-18im, 1.0000000000000213 - 1.734723475976807e-17im, 1.0 - 2.6020852139652106e-18im, 0.9999999999999991 + 1.214306433183765e-17im, 0.9999999999999907 - 1.734723475976807e-18im, 0.9999999999999661 + 4.336808689942018e-18im, 1.000000000000002 - 1.0408340855860843e-17im, 1.0000000000000073 + 5.204170427930421e-18im, 1.0000000000000115 + 1.5612511283791264e-17im, 0.99999999999999 - 3.469446951953614e-18im, 0.9999999999999801 + 3.0357660829594124e-18im, 0.9999999999999942 - 1.2468324983583301e-18im, 0.9999999999999922 - 6.938893903907228e-18im, 0.9999999999999892 + 8.673617379884035e-19im, 0.9999999999999869 - 1.463672932855431e-18im, 1.0000000000000038 + 0.0im, 0.9999999999999607 - 6.071532165918825e-18im
2.8, 1.0000000000000093 - 3.469446951953614e-18im, 0.9999999999999957 + 1.0408340855860843e-17im, 0.9999999999999976 - 8.673617379884035e-19im, 0.999999999999964 - 4.336808689942018e-18im, 1.0000000000000215 - 1.0408340855860843e-17im, 0.9999999999999989 - 2.6020852139652106e-18im, 0.9999999999999998 + 1.0408340855860843e-17im, 0.9999999999999903 - 1.734723475976807e-18im, 0.9999999999999654 + 5.204170427930421e-18im, 0.9999999999999993 - 1.214306433183765e-17im, 1.0000000000000082 + 3.469446951953614e-18im, 1.000000000000012 + 2.0816681711721685e-17im, 0.9999999999999898 - 1.734723475976807e-18im, 0.9999999999999822 + 1.734723475976807e-18im, 0.9999999999999951 - 1.2468324983583301e-18im, 0.9999999999999923 - 6.938893903907228e-18im, 0.9999999999999866 + 8.673617379884035e-19im, 0.9999999999999886 - 1.463672932855431e-18im, 1.0000000000000038 - 4.336808689942018e-18im, 0.9999999999999573 - 5.204170427930421e-18im
