flowtime, sM2R1, sM2R2, sM2R3, sM2R4, sM2R5, sM2R6, sM2R7, sM2R8, sM2R9, sM2R10, sM2R11, sM2R12, sM2R13, sM2R14, sM2R15
0.0, 0.6753970303117443, 0.821036834461853, 1.2011270913546597, 1.1807428904439528, 1.4674537666452716, 1.5334280041290411, 1.4038816835211227, 0.7206299905919288, 1.2183589894183129, 0.7033806321819644, 1.042810858987408, 0.6827879631758514, 0.6795806788562747, 0.6657793304024919, 0.7510166756011986
0.1, 0.4519609945630202, 0.4634055190978347, 0.4937749394152854, 0.5008961509280258, 0.5343256133100243, 0.5460503911100216, 0.5296745632462747, 0.45764811228329816, 0.501922648390009, 0.45294396210292526, 0.48240313836747994, 0.4507096569595922, 0.4541134315720196, 0.4513644743415111, 0.45898288748419674
0.2, 0.41598524594999803, 0.4192055517794665, 0.42096742777192264, 0.42721604024711396, 0.43738078490611576, 0.446170849434767, 0.44091445607895074, 0.41842409807578584, 0.4327916055529728, 0.41463766618690223, 0.41771892670530403, 0.41466450295406837, 0.4176166682719301, 0.41608610786293676, 0.4177485175645604
0.3, 0.40254118793274957, 0.4050948700832651, 0.39983900536367034, 0.40591076888351124, 0.4127963623068993, 0.4193388115133494, 0.4143553166962121, 0.40395328254116736, 0.4128682246333818, 0.400613602860667, 0.3983346876798631, 0.40106296257717183, 0.4038215359223493, 0.4027517537665271, 0.4029218119169225
0.4, 0.3929003311908873, 0.3954442460637057, 0.3868443320670296, 0.3931249240337605, 0.39987326076895047, 0.4048710606613639, 0.39927546154274235, 0.3938413502705816, 0.4007996832006385, 0.3906343829013982, 0.3862007324583039, 0.39113895308260527, 0.394066426673261, 0.3931776192774905, 0.3926651119142416
0.5, 0.38422385700878603, 0.38675207147455837, 0.37581295798976116, 0.38239503940082065, 0.3895658916929204, 0.39369922742883895, 0.38738698543932615, 0.3848213239647454, 0.39067522762572543, 0.3816776135331772, 0.3758377752076379, 0.38208480045301474, 0.3853934732690206, 0.38458097346221726, 0.3835356407830317
0.6, 0.3758470565869853, 0.3783005786412987, 0.36541427654537795, 0.37227226374566874, 0.3798784937225693, 0.38364937661545384, 0.3766050784653687, 0.37605670911766903, 0.3811303501952547, 0.3730495732314162, 0.36604506642108164, 0.37323906912601806, 0.37707558435109784, 0.3763044641651938, 0.3746651322121802
0.7, 0.367519083578575, 0.36984074457776434, 0.3552096387153448, 0.3622919837395572, 0.3701778828594138, 0.37392746971981483, 0.3662004111674119, 0.36720856780438926, 0.37167277330138515, 0.36449202450630797, 0.3564114249134935, 0.36434291618218995, 0.3688329416295549, 0.3681030190864359, 0.36571530439212663
0.8, 0.35911576688754143, 0.3612471844976382, 0.345004974808253, 0.3522720419190642, 0.36021792945921677, 0.36415142280599155, 0.35587169449495354, 0.3581022409784787, 0.36206689143438925, 0.3558774758944596, 0.3467483872427383, 0.35526323438632845, 0.3605269463739866, 0.3598612865962722, 0.35652752383933506
0.9, 0.35056899592302576, 0.35244852015221134, 0.33470420012055396, 0.3421383377577368, 0.3499054907328307, 0.3541092321860909, 0.3454996240630716, 0.3486479926193895, 0.352190611100717, 0.3471359832911948, 0.33696084125573517, 0.3459295043088493, 0.3520814582414281, 0.35152358070689516, 0.3470332031236577
1.0, 0.34184009826434325, 0.3434067764145003, 0.32426123978660765, 0.3318648387716665, 0.3392114865703738, 0.3436767751058121, 0.33505425529766775, 0.3388149166153326, 0.34198888565581037, 0.33822814895187603, 0.32700422964952763, 0.33631251233321763, 0.3434526084265795, 0.34306765159046815, 0.33721623236776577
1.1, 0.3329070319786481, 0.3341083162833122, 0.31365845775749546, 0.32144856441042813, 0.3281278729271538, 0.3327837011760917, 0.32454689834887496, 0.32861531658687043, 0.33145053311070616, 0.32913244934169533, 0.31686528235381106, 0.32641334492490504, 0.33461423777261873, 0.3344919453023432, 0.32708897537905035
1.2, 0.32375801959300776, 0.3245578529238005, 0.3028945745034883, 0.31089813794561344, 0.3166535669459545, 0.3213974635152001, 0.3140014730065634, 0.31808787538874383, 0.32059083218980794, 0.31983917962260583, 0.30655125360794905, 0.31625410635198264, 0.3255505835459585, 0.32580833379778806, 0.31667561566258096
1.3, 0.31438937821519497, 0.3147732637933583, 0.2919770772402063, 0.3002278709298552, 0.3047973580505278, 0.30951534768829203, 0.3034392702555858, 0.3072807732092337, 0.3094378976686713, 0.3103484384067688, 0.29608308035394965, 0.30586875873489205, 0.31625371920182777, 0.317037390402967, 0.3060031670028951
1.4, 0.304806603478968, 0.3047809124863538, 0.28091754940634683, 0.2894539577098812, 0.2925852439038599, 0.2971606981616968, 0.2928733694321558, 0.29624037462329195, 0.2980247047199536, 0.3006707571075361, 0.28549066449894966, 0.29529548396827326, 0.3067248846995408, 0.3082049554242794, 0.2950990622536114
1.5, 0.2950274408271673, 0.2946117762031942, 0.26972951644406723, 0.2785916125029248, 0.28006503300183794, 0.28438170557128534, 0.28230833283787393, 0.28500784645501676, 0.2863869232821382, 0.29082877770243115, 0.2748093451974722, 0.28457203185400753, 0.29697849320789027, 0.29933942218557114, 0.2839922971135977
1.6, 0.2850845823942694, 0.2842985667003137, 0.25842870987355027, 0.2676531231365964, 0.2673063917944205, 0.2712515072008975, 0.2717416500343055, 0.2736211089809867, 0.27456420748236277, 0.2808578688128513, 0.26407707237178185, 0.2737340058211365, 0.28704607431351203, 0.29046949916904646, 0.2727153607655813
1.7, 0.2750250886140106, 0.2738737309881262, 0.24703549146057102, 0.2566472476098149, 0.2543970151873793, 0.2578680954148295, 0.26116532758135197, 0.2621181128115707, 0.26260212138615413, 0.27080380897696155, 0.253332156915566, 0.26281489947248116, 0.27697636537907644, 0.28162238819191365, 0.26130562116451306
1.8, 0.2649050123766989, 0.263368085765555, 0.23557871836862254, 0.2455804306982982, 0.24143638471342485, 0.24435242784004013, 0.2505675567667747, 0.250539112680772, 0.25055308721866065, 0.2607172055551029, 0.2426117028933332, 0.25184670536993586, 0.26682928825027413, 0.2728224437333115, 0.24980597238428265
1.9, 0.25478069252513563, 0.2528099402430882, 0.22409974082060835, 0.2344601221283354, 0.2285286988591528, 0.2308435723476755, 0.23993501718369237, 0.23892758741556547, 0.2384760606792837, 0.25064637167541254, 0.23195085151985087, 0.24086055707701923, 0.25666554964146976, 0.2640904580058495, 0.2382649688365418
2.0, 0.24470040868185022, 0.24222475053052878, 0.21265481949332796, 0.2233000534391115, 0.2157762951392174, 0.21749057724393314, 0.2292563263670653, 0.22733035410241376, 0.22643529035576526, 0.2406313552389147, 0.22138282638509665, 0.22988741337365215, 0.2465367046807275, 0.2554437190874624, 0.22673660315053962
2.1, 0.234699622239153, 0.2316354618629411, 0.2013144329753715, 0.2121266502750506, 0.20327437153003014, 0.20444169356878844, 0.21852674828395424, 0.21579740533288586, 0.21449858244426664, 0.2307010204533673, 0.21093957755574563, 0.21895895415758931, 0.23647981330162451, 0.24689686421819587, 0.21527966726854528
2.2, 0.224800650829032, 0.22106365576625142, 0.19015890521471254, 0.20098490396505067, 0.1911072816975689, 0.19183240554259978, 0.2077536894759651, 0.20438163133415138, 0.20273529558309028, 0.22087343275565227, 0.20065267869444053, 0.20810870941792453, 0.22651752150892393, 0.23846327578304627, 0.20395650068910048
2.3, 0.21501557266124746, 0.21053143948353018, 0.1792711884443498, 0.18994135173150448, 0.17934630897442685, 0.17977437418834163, 0.19696185916753386, 0.19313826957258193, 0.19121408622678845, 0.21115859463559566, 0.1905540810512477, 0.1973731930376164, 0.2166617956565373, 0.23015642567198283, 0.1928309735122497
2.4, 0.2053505659636084, 0.20006376302621595, 0.16872874582851208, 0.17908193171423364, 0.1680486632149848, 0.1683476120397789, 0.18619648758229504, 0.18212381597123978, 0.1800003543723786, 0.20156227494097786, 0.1806763777748953, 0.1867926419519016, 0.2069190188063913, 0.22199038561047704, 0.18196575492760086
2.5, 0.1958103174433078, 0.18969062413345175, 0.15859668395459828, 0.16850388637353453, 0.15725743062095365, 0.15759761355032628, 0.17552304202028512, 0.17139424223412797, 0.1691534483936241, 0.1920899207250377, 0.1710523759049804, 0.1764109631875979, 0.1972948746093904, 0.2139789393711806, 0.1714191799378829
2.6, 0.18640174192489412, 0.17944852666489855, 0.14892358051749144, 0.15830331491025842, 0.147002250112461, 0.1475377667504494, 0.1650226839529786, 0.16100260930503213, 0.15872391499761335, 0.1827499832273816, 0.16171398803612008, 0.16627466796334692, 0.18779823328734982, 0.20613339155070928, 0.16124222255672424
2.7, 0.17713663883682942, 0.16938066200572083, 0.13974035254634753, 0.14856212671285712, 0.1373005280887071, 0.13815577872677892, 0.1547840720995216, 0.15099642122008175, 0.14875127515955155, 0.17355623966322323, 0.15269067957444063, 0.1564308507796726, 0.17844368920565087, 0.198459923771652, 0.1514761179344765
2.8, 0.1680330944018521, 0.15953557806562665, 0.13106160096487793, 0.1393385286055377, 0.12815901581955064, 0.12942188335382096, 0.14489340199623116, 0.14141520965019916, 0.13926281699896167, 0.1645288739785365, 0.14400785341152952, 0.14692454491653406, 0.1692525971468508, 0.1909576890249051, 0.14215102920633274
2.9, 0.15911556811791228, 0.14996449187123076, 0.1228884424899583, 0.13066345830028434, 0.11957557121170177, 0.12129665598784457, 0.13542513193468086, 0.13228881732988054, 0.13027367685614924, 0.15569425721966035, 0.13568555900118126, 0.13779595745661755, 0.1602526185113173, 0.1836185234997533, 0.13328589017782852
3.0, 0.1504137586186491, 0.14071774962601435, 0.1152118629343975, 0.12254275532530616, 0.11154093138826845, 0.11373707148364962, 0.12643546429459282, 0.12363667473563612, 0.12178812876795045, 0.14708355810357618, 0.12773778355100007, 0.12907810606260095, 0.1514759954496513, 0.17642844100572794, 0.12488928042080563
3.1, 0.141960517260733, 0.13184112729519754, 0.1080158963790753, 0.11496295461256316, 0.10404034975866942, 0.10670041789696454, 0.117959612259578, 0.11546811398634424, 0.11380169222913035, 0.1387304880209144, 0.12017238994082123, 0.12079525383708976, 0.14295697569094723, 0.1693704255516984, 0.11696100080571122
3.2, 0.13378921655907042, 0.12337265394082425, 0.101280257589914, 0.10789814197445977, 0.09705500134534441, 0.10014636531519831, 0.11001269062619541, 0.10778353052963308, 0.10630352990293249, 0.13066860261032298, 0.11299159594528592, 0.11296232287885109, 0.13472893179135872, 0.16242774294567977, 0.10949395799336584
3.3, 0.12593104002645342, 0.11534046140409121, 0.09498231593539258, 0.1013159887814721, 0.09056312035895164, 0.09403776471223317, 0.10259317407953039, 0.10057605864035535, 0.09927866329448987, 0.12292861835598702, 0.1061927968332239, 0.10558523806677923, 0.12682170732121825, 0.1555870386207334, 0.10247602082819238
3.4, 0.11841262398082547, 0.10776189081752394, 0.08909846109954676, 0.09518211750200048, 0.08454088712925342, 0.08834072739852143, 0.09568750586237863, 0.09383339811930819, 0.09270971390260883, 0.11553615262474423, 0.09976952410862795, 0.09866197808425596, 0.11925959040323997, 0.14884070692210216, 0.0958916291130885
3.5, 0.1112543646255439, 0.10064380159888922, 0.08360498419654164, 0.08946276844472487, 0.07896311472038343, 0.08302438104440009, 0.08927460013410402, 0.08753949820796153, 0.08657807921125231, 0.10851017426711917, 0.09371237918364501, 0.09218402832411964, 0.11206011780092655, 0.14218826018017253, 0.0897230605949935
3.6, 0.10446954028877042, 0.09398380504377614, 0.07847861075928798, 0.08412615341316988, 0.07380379529447706, 0.07806053392734286, 0.08332945298633633, 0.08167592410718919, 0.08086460434757789, 0.10186228986662753, 0.08800984626647583, 0.0861379403612297, 0.10523371657945016, 0.13563663092038383, 0.08395135787437612
3.7, 0.0980642321662377, 0.08777203055751255, 0.07369680309152055, 0.0791429688992418, 0.0690365574019214, 0.07342335718506766, 0.07782559470899011, 0.07622285224321985, 0.0755498866268829, 0.09559682687155252, 0.08264894744259552, 0.08050677651335778, 0.09878404362525223, 0.12919949843997677, 0.0785569706635673
3.8, 0.09203789544413864, 0.0819930377679934, 0.06923791963783232, 0.07448645550638645, 0.06463506701834848, 0.06908912214813391, 0.07273649319363037, 0.07115972943269672, 0.07061436305713777, 0.08971154651669962, 0.07761574306632261, 0.07527131575481685, 0.09270880621868939, 0.12289584525283928, 0.07352018606233877
3.9, 0.08638435964526926, 0.07662758229351388, 0.06508129039516257, 0.07013225707575058, 0.060573386191884335, 0.06503599415605908, 0.06803619840597183, 0.06646567740089769, 0.06603830587828168, 0.08419875121527189, 0.07289570152118341, 0.07041098507762991, 0.0870008351497996, 0.11674801908330448, 0.06882141385076455
