flowtime, sM3R1, sM3R2, sM3R3, sM3R4, sM3R5, sM3R6, sM3R7, sM3R8, sM3R9, sM3R10, sM3R11, sM3R12, sM3R13, sM3R14, sM3R15, sM3R16, sM3R17, sM3R18, sM3R19, sM3R20
0.0, 0.3564463859828619, 0.22771450657410916, 0.2843969677711774, 0.3201704589162248, 0.36803909980766314, 0.22926773964991348, 0.40269292415311225, 0.42424088430419377, 0.41435352704810535, 0.25580298855935973, 0.3087095361799061, 0.2367795928745541, 0.339935144169249, 0.4570816301746637, 0.25062295609129925, 0.22318692581951016, 0.32493359569712854, 0.33302266070244824, 0.24143347617821542, 0.28099559693129034
0.1, 0.3230319374233432, 0.22555434159921492, 0.26781825166545264, 0.29496508979136266, 0.33235918863407493, 0.22672507978275008, 0.3594756664941305, 0.3765968139508826, 0.36873460667525354, 0.24636415473857715, 0.28637794132898287, 0.23226475489980328, 0.31025427913363657, 0.40315252930697093, 0.2425073423829772, 0.22222836990867886, 0.2986622670867022, 0.30509219395069404, 0.23569980997943596, 0.2653293548313035
0.2, 0.2981199591272551, 0.22389958881096708, 0.25567949042404686, 0.2763524937196737, 0.3056103408451166, 0.22479081479605353, 0.3268116651455266, 0.3404241207666335, 0.33416789348379944, 0.23947512351489295, 0.26992874609448503, 0.2289198301488845, 0.28824110204117515, 0.3617778246602994, 0.23657527493907732, 0.22142660670101713, 0.27925122869986524, 0.2843561870502856, 0.23148001611511426, 0.2538399314997919
0.3, 0.27951070301286707, 0.22260335356861718, 0.24672170610718006, 0.2625488761041513, 0.28553091501638583, 0.22328849986676436, 0.3021444694387438, 0.3130010212386474, 0.3080044101006432, 0.23438643512189025, 0.2577427450966033, 0.2263999814241385, 0.27185908476065124, 0.33013322570415027, 0.23218203299932952, 0.22074186182443925, 0.26484768732369224, 0.26890616926695105, 0.22832766685781625, 0.24534483424009326
0.4, 0.2655456290300506, 0.22156508227241306, 0.24004739405213685, 0.25224461359178885, 0.2703973853758377, 0.2220968865997337, 0.283474939184381, 0.2921767382552463, 0.28816161460174655, 0.23057680937137878, 0.24864426342644755, 0.22446774213874646, 0.2595965784825799, 0.30592689672316437, 0.22888126195701955, 0.22014642937982415, 0.2540893066524182, 0.25732680617877085, 0.2259344158345627, 0.23900170197634438
0.5, 0.2549964229506688, 0.2207153289363314, 0.23501958557974165, 0.24448914502934832, 0.25892200706570007, 0.2211319610090224, 0.26927979206388936, 0.2762982798912788, 0.2730457881104836, 0.22768311316151826, 0.2417872180786154, 0.2229586338244822, 0.25034738226951325, 0.2873589451277225, 0.22636298515398198, 0.2196207253207345, 0.24598657719413086, 0.248582166693276, 0.22408631449534844, 0.23421261139853466
0.6, 0.2469630048697826, 0.22000565379520334, 0.23118647156266103, 0.23859649573227643, 0.25015416426217724, 0.2203349649932459, 0.2584176443249257, 0.26411827984023817, 0.26145867951042373, 0.22545137445670643, 0.23656501511635855, 0.2217579160362267, 0.2433082727589897, 0.2730471170392744, 0.2244108192558661, 0.2191506838225119, 0.2398252996078159, 0.2419193796144314, 0.22263400185593218, 0.23055311554633776
0.7, 0.24078929151297115, 0.21940190087355663, 0.228226859386469, 0.2340724675709494, 0.2433965733280213, 0.2196643841730192, 0.25004177567146724, 0.2547060450067466, 0.25250899827058004, 0.2237029471600984, 0.23254280285740378, 0.22078488818100442, 0.2378978336439496, 0.2619453396925831, 0.22287270359204564, 0.21872602764743856, 0.2350910074776772, 0.23679276946473465, 0.22147244364655336, 0.22772110178357047
0.8, 0.23599771428617328, 0.21887970242487342, 0.22591143694750007, 0.2305605851440779, 0.23813890617034672, 0.21909056491610074, 0.24352719064806833, 0.24737139112228845, 0.2455374372670156, 0.2223112861739436, 0.22940805289839186, 0.2199822771986088, 0.23369509239969505, 0.25326889541291786, 0.2216409461823498, 0.2183391103140038, 0.2314126886212261, 0.2328066497386746, 0.2205271692774763, 0.2255005482223753
0.9, 0.23224014498153384, 0.21842145504845853, 0.22407555051108885, 0.22780285820421478, 0.23400736367652883, 0.21859207787304258, 0.23841317015600424, 0.24160364385307076, 0.24005710343303138, 0.22118603659861003, 0.22693515281322107, 0.21930904059002262, 0.23039442234082708, 0.24643167888414585, 0.22063862108613005, 0.21798413460959012, 0.2285218768569712, 0.22967330532013647, 0.21974490515962367, 0.22373607471832324
