flowtime, sM1R1, sM1R2, sM1R3, sM1R4, sM1R5, sM1R6, sM1R7, sM1R8, sM1R9, sM1R10, sM1R11, sM1R12, sM1R13, sM1R14, sM1R15
0.0, 1.50126608502762, 1.2493655748567065, 1.7607365352410995, 1.5029551575383195, 1.935067986144956, 2.478910978931925, 1.6524606975293605, 1.7002377926535894, 2.238369802851292, 3.2804910291230405, 1.2662042529930218, 2.994213360492473, 2.7048416607620087, 2.0174415868974567, 1.252436093659358
0.1, 0.3923728514155293, 0.3956954519548051, 0.39828243642924677, 0.393445586766378, 0.3901336506428465, 0.4104280688316783, 0.39845465361847865, 0.39806359556889814, 0.4033785769372021, 0.41335336793759897, 0.3941775158588334, 0.4134793141905369, 0.38374991302287537, 0.39855988591171426, 0.39374276108133455
0.2, 0.1660047765795426, 0.16774052198470504, 0.16789601857765463, 0.16651257271877884, 0.1650151401133095, 0.17410148064999106, 0.16803150840451433, 0.16816226374047952, 0.17053784639555647, 0.17427105533516474, 0.16696682099879123, 0.1744963415037389, 0.16234957094850924, 0.1685351049131772, 0.1668263663401506
0.3, 0.07197872655374084, 0.07278120099837108, 0.07268256379779306, 0.07220383967557256, 0.07156089927500052, 0.07558193420935423, 0.07275024033692992, 0.07286880130606566, 0.07393971630861372, 0.07546851953371503, 0.07241755496795979, 0.07557802655233438, 0.07043721587122984, 0.07304125480143507, 0.07236664136324292
0.4, 0.03154759925472445, 0.03190422872046693, 0.03183223165058226, 0.031644766296384144, 0.03137013788821507, 0.03315188970741675, 0.031865717599798365, 0.03193051956619689, 0.0324228864577539, 0.03306733398342213, 0.03173875957987751, 0.033127224073762125, 0.030889848362221174, 0.032002750908308265, 0.03171854328355494
0.5, 0.013892760174750808, 0.014048830457712826, 0.014012804998101137, 0.013934266477850074, 0.013816912278840857, 0.01460822364771204, 0.014029519057809988, 0.014060768869599729, 0.014290029492209602, 0.014564055725672341, 0.013974552412684301, 0.014598968636064184, 0.013609940081113306, 0.01409023215503181, 0.013966078185406726
0.6, 0.006130808887121524, 0.006198680577099876, 0.006182469329597894, 0.006148478295754971, 0.006098313499548956, 0.006450271491953103, 0.006190788208730389, 0.006205189631472526, 0.006312429576863498, 0.006429275778325452, 0.006165529795169034, 0.006449236639390654, 0.006008748298907867, 0.006217093963656418, 0.006161878019237215
0.7, 0.0027079812149756826, 0.0027374211987821998, 0.0027304239363774583, 0.002715497567729911, 0.0026940598635834287, 0.0028507259984324237, 0.0027345273653528466, 0.0027410445413536314, 0.0027912103328682357, 0.0028410804915061046, 0.002722662293914945, 0.0028520553681806006, 0.0026552220458918216, 0.002745825226361139, 0.0027210679338821337
0.8, 0.0011965975592100938, 0.001209353975770148, 0.001206390274333141, 0.0011997950534782403, 0.0011906405573953597, 0.0012604030373565916, 0.0012083938329633932, 0.00121132110258144, 0.0012347448450557002, 0.0012560324487127686, 0.0012027901616276028, 0.0012618572881962786, 0.001173783330635331, 0.001213228620253518, 0.001202089889544834
0.9, 0.0005288428508217623, 0.0005343676522454178, 0.0005331246032361212, 0.0005302031519464822, 0.000526298020123201, 0.0005573678107242124, 0.0005340937537377366, 0.0005354045640884871, 0.000546315139010247, 0.0005553989618954269, 0.0005314498058262716, 0.0005584060948390724, 0.0005189783849053625, 0.0005361594085702887, 0.0005311413997594916
