flowtime, sM3R1, sM3R2, sM3R3, sM3R4, sM3R5, sM3R6, sM3R7, sM3R8, sM3R9, sM3R10, sM3R11, sM3R12, sM3R13, sM3R14, sM3R15
0.0, 0.3468159731682508, 0.30153026021680635, 0.5661610984304425, 2.013957595668648, 1.087800594357022, 1.3536456303731041, 0.4356128946485236, 0.8434519517016486, 0.2706023966206552, 0.5630194772935798, 0.22789107814598902, 0.2942616017048804, 2.0282868277713115, 0.47537030969965316, 2.342794063192932
0.1, 0.16224143999180393, 0.158178901574653, 0.18100772034473453, 0.3326755822970237, 0.2302115864504, 0.25283304934774176, 0.1697173623862349, 0.20501732007878948, 0.1557361243195359, 0.1801350132948536, 0.15237919689752197, 0.157785783832796, 0.33048499689587896, 0.17349625643379138, 0.37204116289751166
0.2, 0.149291905589047, 0.14832984709123087, 0.15389363290276276, 0.1910951176293731, 0.16587857820229096, 0.17126093491275146, 0.15120795865234687, 0.15954640912769447, 0.14768891685510363, 0.15346855089840716, 0.14694359637975915, 0.1482214174616915, 0.1898661339791675, 0.15211110862411492, 0.200873705891753
0.3, 0.14674555679740137, 0.14636891925583986, 0.14869481565218673, 0.16427930288283385, 0.15379242257992135, 0.15609528251147162, 0.14765034710981298, 0.15106089389599556, 0.14607265326064084, 0.14844188856731794, 0.14577972082658372, 0.14629661540939196, 0.16358269626638636, 0.14797270362607684, 0.16825447110626662
0.4, 0.14580681221515382, 0.1456160374281054, 0.14687526819076435, 0.1554222330915199, 0.14973875816135895, 0.15101638834731954, 0.14637832946555285, 0.14820180597451427, 0.14543931271608926, 0.1466962691960004, 0.14528756718075098, 0.14555329195293945, 0.15496498425387242, 0.14649787495890795, 0.15750891076927576
0.5, 0.14529982090369478, 0.14518788265495988, 0.14596376367573216, 0.15136192606778956, 0.14782316667196904, 0.14862374663206784, 0.14571664236771292, 0.14683113862508218, 0.1450678860366236, 0.14582210567135676, 0.14497908849883456, 0.14513042155340575, 0.15102144158910144, 0.14574142337822027, 0.1526101287357095
0.6, 0.14495627280491738, 0.14488382174730777, 0.14539788380411722, 0.14911040465798175, 0.14671593145157213, 0.14725281802021573, 0.14528716216047993, 0.14601932071932422, 0.14479547066256948, 0.14527724393067099, 0.14474119746453248, 0.14483017456775138, 0.1488316097495416, 0.14525962734113432, 0.14991234830276817
0.7, 0.1446888345556926, 0.14463839266861664, 0.1449944124656077, 0.1477010348019832, 0.1459871513488209, 0.14636339044430105, 0.14496713434092223, 0.14546796583590668, 0.1445693343868568, 0.14488634517944388, 0.14453655223872702, 0.14458750789598698, 0.14745717110194828, 0.14490748642795695, 0.14823751518315226
0.8, 0.14446162377101177, 0.14442446211197135, 0.14467780065202165, 0.14673882387317946, 0.14546052670422405, 0.1457325390887475, 0.14470583090883654, 0.14505557874793198, 0.14436783123558466, 0.1445774740473617, 0.14434959438811587, 0.14437543107250053, 0.1465156725313232, 0.14462493936419982, 0.14710499321463555
0.9, 0.14425746561720776, 0.14422886669908602, 0.14441172823725312, 0.14603581127106646, 0.14505164537794224, 0.14525288777202175, 0.14447872885371715, 0.14472423142820184, 0.14418055447109954, 0.14431617436726835, 0.1441727627498151, 0.1441809117596534, 0.14582508546435594, 0.14438295151383268, 0.146286359573806
1.0, 0.14406723041705927, 0.14404449518111956, 0.1441768112344139, 0.1454927321905418, 0.14471561338148792, 0.1448670535408814, 0.14427265658829355, 0.14444313579624316, 0.1440019168265345, 0.14408410398912136, 0.1440019684532708, 0.14399697056635638, 0.14528919526477746, 0.1441659464214578, 0.14566114861814117
1.1, 0.14388568150634373, 0.14386719799578668, 0.1439618957410649, 0.14505304907808633, 0.14442669037015748, 0.14454201611781148, 0.14407999207281247, 0.14419459946138788, 0.14382866597513286, 0.14387072754639, 0.14383482116002586, 0.14381957819982555, 0.14485318087722757, 0.14396492670651057, 0.14516087557979496
1.2, 0.14370963684119972, 0.14369441014124754, 0.1437601887321271, 0.14468266172611438, 0.14416926392317547, 0.14425769560681254, 0.14389607323810077, 0.14396784557657727, 0.14365878917272362, 0.1436696377531962, 0.14366983827132793, 0.14364627151504872, 0.144483991045073, 0.1437744007887341, 0.1447443322850469
1.3, 0.1435370730402696, 0.14352447349495195, 0.14356736543006005, 0.1443600593893742, 0.1439334416373774, 0.14400134735512085, 0.14371792307374978, 0.14375600838704672, 0.14349097995606064, 0.14347676052826341, 0.1435060563687938, 0.14347547485790393, 0.14416079905760934, 0.14359086980779795, 0.14438559368969203
1.4, 0.1433666550116517, 0.14335627680308627, 0.14338057234110504, 0.14407117492111046, 0.1437127317151984, 0.14376460070984337, 0.14354357340825666, 0.14355455513529805, 0.14332435732482174, 0.14328941101816947, 0.14334282522719788, 0.14330614202618522, 0.14387000488017554, 0.1434120256762071, 0.14406775155941676
1.5, 0.1431974739828274, 0.1431890525510266, 0.1431978702229082, 0.14380653212494085, 0.14350274854760367, 0.1435418007824751, 0.14337168474898415, 0.14336040477012413, 0.14315830823614653, 0.14310576667581287, 0.14317969178920828, 0.14313755608243495, 0.14360246133816276, 0.14323630087043715, 0.14377944385379282
1.6, 0.14302889446056333, 0.1430222566873618, 0.14301790761587155, 0.1435595861633044, 0.14330045533217106, 0.14332903530475063, 0.14320132239036984, 0.1431714109436557, 0.14299239460009505, 0.14292455865873052, 0.14301633152254475, 0.14296921201640211, 0.14335186023120286, 0.14306260378055582, 0.14351283926679786
1.7, 0.14286046124757015, 0.14285549455781213, 0.14283972182266455, 0.14332571870435942, 0.14310370344355758, 0.14312354119661555, 0.1430318194616739, 0.14298604631319997, 0.1428262959929046, 0.142744883841589, 0.1428525061400298, 0.14280074523143818, 0.14311375596629947, 0.14289015716557998, 0.14326242002200582
1.8, 0.14269184106733931, 0.14268847379380348, 0.1426626135340251, 0.14310160881971035, 0.14291094314105932, 0.1429233309726814, 0.14286269047915365, 0.1428032032913229, 0.14265977311701797, 0.14256608650532607, 0.14268803667271499, 0.1426318865076302, 0.14288495520300842, 0.14271839639531494, 0.14302422214642427
1.9, 0.1425227848862105, 0.1425209735217987, 0.1424860656321993, 0.14288482783695164, 0.1427210368958663, 0.14272695115898748, 0.14269357531292912, 0.14262206477402112, 0.14249264380707122, 0.14238768180814243, 0.14252278583398229, 0.14246243283858495, 0.1426631245160522, 0.1425469036193876, 0.14279534779418362
2.0, 0.14235310301011886, 0.14235282377042544, 0.14230968935028493, 0.14267357204819095, 0.14253313611458024, 0.14253332246605896, 0.14252420203638871, 0.142442018290391, 0.14232476688579565, 0.14220930511390137, 0.14235664619217175, 0.1422922280906581, 0.14244653207501207, 0.14237536419117217, 0.14257364454414392
2.1, 0.14218264828290475, 0.14218389142254462, 0.14213318783841922, 0.14246648265853679, 0.14234659807828523, 0.14234163194752164, 0.14235436180784738, 0.14226259783797374, 0.14215603107610236, 0.14203067775920084, 0.14218953207704885, 0.1421211499086147, 0.14223387397609044, 0.1422035372426997, 0.14235749001578127
