flowtime, sM3R1, sM3R2, sM3R3, sM3R4, sM3R5, sM3R6, sM3R7, sM3R8, sM3R9, sM3R10, sM3R11, sM3R12, sM3R13, sM3R14, sM3R15
0.0, 2.290396700562844, 2.341852250947842, 2.3175667180285693, 2.3226878710704137, 2.368730447216106, 2.2784018274238815, 2.2812854734829386, 2.369751836267167, 2.3068069202125083, 2.286808947858433, 2.315129059280378, 2.3517510578238014, 2.2806831393789193, 2.3576553514419465, 2.366766270394911
0.1, 2.251325922816617, 2.262328713113693, 2.2573798472761095, 2.254590261999805, 2.2606687457914663, 2.2574653671378586, 2.258865881988513, 2.2759697202760845, 2.241929384674536, 2.2534102079390443, 2.259377309908414, 2.253889375190708, 2.2595720438100395, 2.2476790741735075, 2.2778240844985995
0.2, 2.208132112975496, 2.1864298343773205, 2.1946662768067076, 2.188276853034764, 2.1615026227068648, 2.236009510238809, 2.235752176111313, 2.1848213507353518, 2.173812155221293, 2.218331841332612, 2.2055234957759033, 2.1614891768866276, 2.2377875782882786, 2.1472782721767283, 2.195872578637765
0.3, 2.156799530707115, 2.1097362527242094, 2.1259546490235137, 2.1187287231497027, 2.0653951726157156, 2.2128227048742346, 2.210173342473229, 2.0889177194664463, 2.1018266388452806, 2.177159009360237, 2.147181028228908, 2.071911442146101, 2.21376393766866, 2.0498582957077143, 2.115077406494418
0.4, 2.0977537664349795, 2.0312349042214386, 2.0533865473951503, 2.045735384254582, 1.9718217405901404, 2.1867302104432036, 2.1799770109787917, 1.989928089268096, 2.029475586783891, 2.1262482175778907, 2.0807387581742516, 1.987292021187678, 2.1856963569835606, 1.9548715804371004, 2.0346049882745683
0.5, 2.033506125530379, 1.9506282235789019, 1.9800274284933597, 1.9716731142984996, 1.8820230450049291, 2.156567838907096, 2.142314922099789, 1.8936001606125312, 1.9590456515080543, 2.0647043138773227, 2.006732449099416, 1.908555269483496, 2.1514813224613496, 1.8636822750449356, 1.9553415387790831
0.6, 1.9654897555169109, 1.8669132671361364, 1.9061350686570804, 1.898199160374186, 1.7970903600553068, 2.121208751210092, 2.093787829677238, 1.8026669379251035, 1.8901517830397954, 1.9956731253514752, 1.928849521635142, 1.8338928942023116, 2.10914668609077, 1.7759035968222894, 1.8780709330142007
0.7, 1.8953488529631395, 1.7793620368777026, 1.8307577871167735, 1.8253919562220953, 1.7173968283744756, 2.079732941568755, 2.032160435772081, 1.7164398415078883, 1.821236403963583, 1.9239797675531989, 1.8498850617493428, 1.760534868818168, 2.058202099661697, 1.689982641447447, 1.802715075509782
0.8, 1.824825485904745, 1.6891534739781904, 1.7536714259827317, 1.7528057342118433, 1.6421430040717955, 2.0318531562285407, 1.9595313244595631, 1.633505179703678, 1.7505945696441854, 1.8523507821131835, 1.769580158072858, 1.6865779985778986, 2.000902835919673, 1.6047178292298412, 1.7280288796852648
0.9, 1.7542290567842462, 1.5992077192870342, 1.674997824952865, 1.6800264285889444, 1.56984233558634, 1.9784326393077056, 1.8823712194386761, 1.553007727073653, 1.6767872950540825, 1.780648888000279, 1.6861355300208676, 1.6113649147876155, 1.940897373115124, 1.5196029188622273, 1.6522432955264508
1.0, 1.6831115363257576, 1.5119947879650508, 1.594930415442603, 1.6064657212677054, 1.4991534932586037, 1.9213940420199795, 1.8062711093260833, 1.4746617809977156, 1.598825257907271, 1.707720533496545, 1.5984003063248229, 1.5350622697397052, 1.8803089595597413, 1.4347252393486913, 1.5740835657539491
1.1, 1.6114032273235837, 1.428194952040233, 1.5139436934777915, 1.5314648116090621, 1.4292860625642416, 1.8626812241321664, 1.732947595113211, 1.39845100314998, 1.5163453182824922, 1.6329035338429965, 1.506987928683802, 1.4582424352798053, 1.819151428958114, 1.3507103277134638, 1.4931905157645273
1.2, 1.539431404120266, 1.3474442498010069, 1.4326625878247639, 1.4547833340811476, 1.360136635921091, 1.803352111735297, 1.662203969226424, 1.3244301677560069, 1.4298343172383128, 1.5562760128750013, 1.4140132298019723, 1.3815978240283526, 1.7566968411463686, 1.2686419038199692, 1.4100771206231164
1.3, 1.4675431222145776, 1.2695523012471113, 1.351847559254661, 1.3769567894110903, 1.2923695176650198, 1.7436884344123305, 1.593885166920424, 1.2527219889736225, 1.3407279766548992, 1.4783604486814355, 1.3220814102582408, 1.3057902959076972, 1.6924956281402397, 1.189835816055898, 1.3259752058337522
1.4, 1.3959907052803966, 1.195078361195577, 1.2725804275003278, 1.2993401016913912, 1.2272392056784924, 1.6836466444949305, 1.5281310049967745, 1.1836235191555193, 1.2512457980999958, 1.399855446286489, 1.2335622620899545, 1.2314579348573125, 1.6265508938183528, 1.1154698547086088, 1.2426030299069022
1.5, 1.3250212008285165, 1.125147172420864, 1.1962077142511451, 1.2238666194950445, 1.166000542064302, 1.6230089954806064, 1.4650197512899052, 1.117638734297377, 1.1640125800644927, 1.3215339821735526, 1.1502435619558724, 1.1592229433239734, 1.5590747610943825, 1.046239554850464, 1.161833290330144
1.6, 1.2549524871918374, 1.060860424666451, 1.1239941649198428, 1.1525959969585886, 1.1093222392406783, 1.561405657674236, 1.4043061410331463, 1.0553517932402459, 1.0815767177063198, 1.2442478712954772, 1.0731713940003407, 1.0896142626374627, 1.490232409462962, 0.9822617824060081, 1.0853716171210404
1.7, 1.186191475369725, 1.0027764782974669, 1.0567780433405372, 1.0871876393365933, 1.0571668811955393, 1.4983790147610347, 1.345373171228805, 0.997224430644933, 1.005916943708181, 1.1689343044039793, 1.0027006123683257, 1.023032496151475, 1.4200415900758079, 0.9232588508237415, 1.0145209655662957
1.8, 1.1192394840351678, 0.9507311335336013, 0.994836316510776, 1.0284996155995485, 1.009046076265248, 1.4334299373719577, 1.2873450275709002, 0.9434527678438909, 0.9380987920901317, 1.096562861345666, 0.9386955869691802, 0.9598138123403517, 1.3484168793406965, 0.868844230937347, 0.950021895706206
1.9, 1.0546962958619077, 0.9040220616866952, 0.937947938817028, 0.9764833666853358, 0.9643322742629146, 1.36604689011334, 1.2292911834418658, 0.8939526112082061, 0.8782512231303256, 1.0280218366945502, 0.8807564575932304, 0.9003064616890529, 1.2753065021986327, 0.818712303772819, 0.8919884795943597
2.0, 0.9932347404818247, 0.8617464315465571, 0.885566425477711, 0.9303846710536876, 0.9224680836944434, 1.2958084815312494, 1.1704589009019204, 0.8484512390423411, 0.8258346504650843, 0.9639919080098454, 0.828389715803215, 0.8448991486083466, 1.2008614324822025, 0.7726609960803132, 0.8399844009538371
2.1, 0.9355219913821989, 0.8230598015192419, 0.8370331207091268, 0.889094784543299, 0.8830607328023719, 1.2225875614023949, 1.1104778272884515, 0.8066122345600184, 0.7799918577667905, 0.9048786808299099, 0.7810945185995599, 0.7939794232709728, 1.125565835492309, 0.7305095885388205, 0.7932348244707922
2.2, 0.8820972628217034, 0.7872848977450638, 0.7917654493385998, 0.8514684390850457, 0.8458954004893281, 1.1467719318018494, 1.0494851471308055, 0.768126754690932, 0.739810132144492, 0.8508311730233784, 0.7383733714914734, 0.7478047351725451, 1.0502753201977437, 0.6920209217476062, 0.7508925627897625
2.3, 0.8332541748323533, 0.753911791334215, 0.7493710196754095, 0.8165149005492387, 0.8109046239600141, 1.0693811686632138, 0.9881325985688987, 0.7327453302421847, 0.7044528490454726, 0.8018012419748912, 0.6997143036733946, 0.7063611665692031, 0.9761506975504569, 0.6568867384738337, 0.7122483776318359
2.4, 0.7889890084220887, 0.7225519173405452, 0.7096802919369891, 0.7834630217855029, 0.7781174732290462, 0.9920048370379748, 0.9274672433408907, 0.7002634175274305, 0.6731951520712229, 0.7575894712938906, 0.664599481700069, 0.6693407187540733, 0.9045147134634477, 0.6247636861311486, 0.6768131743782017
2.5, 0.7490424570133668, 0.6928934872579791, 0.6727172175886602, 0.7517470749837853, 0.7476005047974097, 0.9165633955971335, 0.8687131278830675, 0.6704911417862461, 0.6454126746982048, 0.717870577732156, 0.6325449050485886, 0.6362463168197601, 0.8366777428136692, 0.5953226301661625, 0.644273857069386
