flowtime, sM3R1, sM3R2, sM3R3, sM3R4, sM3R5, sM3R6, sM3R7, sM3R8, sM3R9, sM3R10, sM3R11, sM3R12, sM3R13, sM3R14, sM3R15, sM3R16, sM3R17, sM3R18, sM3R19, sM3R20
0.0, 0.8339148492574865, 0.8555372846853614, 0.8114165642734466, 0.8016964046229194, 0.8139842377359444, 0.8290034684898001, 0.7836653977828199, 0.7931817659676795, 0.7990407431276929, 0.8682566226639442, 0.8919180868506844, 0.798431533484531, 0.8644518294958053, 0.8049125004594887, 0.7833822990909974, 0.7907367307380228, 0.8306193549342089, 0.8780352983388304, 0.8227309396731819, 0.7838033688558042
0.1, 0.818057311939863, 0.8360886142989445, 0.8013830020217226, 0.794022062449793, 0.8033138550908988, 0.8152406321583281, 0.7803325149651069, 0.7875241094228382, 0.7919839307209271, 0.8452196672991718, 0.8639683465403668, 0.7916153172260938, 0.8416224024552524, 0.7964838522349514, 0.7801047201853633, 0.7856411994812034, 0.8160865573195587, 0.851827775175969, 0.8101955331091973, 0.7804048731334455
0.2, 0.8053030966891339, 0.8205728705730178, 0.7932696923976994, 0.7877138166060281, 0.7947696722124361, 0.8042165120322625, 0.7773711634824442, 0.7827652896340745, 0.7861208391940635, 0.8268495444810519, 0.8415643857738521, 0.7859626249297029, 0.8234177814405911, 0.7896195832866287, 0.7771859106937746, 0.7813306693847301, 0.8043839373422129, 0.8307359787457336, 0.8001000532985059, 0.7773946505167169
0.3, 0.7948404805894603, 0.808001385804702, 0.786588955136744, 0.7824339722135476, 0.7878066140239004, 0.795229069069712, 0.7747209075236076, 0.7786982059248989, 0.7811563786605389, 0.8119713124835533, 0.8233443873910576, 0.7811895276740786, 0.808661992068337, 0.7839246316452705, 0.774568841161427, 0.7776285716368306, 0.7947914022619157, 0.8134983724482092, 0.7918314692908168, 0.7747067931494146
0.4, 0.7860582453097434, 0.797622888144942, 0.7809790526125809, 0.7779317242571374, 0.7820222561193048, 0.7877555158686789, 0.7723328803655826, 0.7751670201516522, 0.7768698039008091, 0.7996891758809381, 0.8082532405735581, 0.7770845572164901, 0.7964584056649437, 0.779106275471873, 0.7722071257623107, 0.7744019679270849, 0.7867677593678158, 0.7991395908035483, 0.7849321941216517, 0.7722885708054601
0.5, 0.7784945994985691, 0.7888664437794661, 0.7761692132361957, 0.7740185487878566, 0.7771173711966473, 0.7814039466821552, 0.7701673270271293, 0.7720529105260812, 0.7730935096871435, 0.7893238600835325, 0.7954824203432324, 0.7734880603649312, 0.7861262924902528, 0.7749451740988009, 0.7700628353612053, 0.7715494440835515, 0.7799049099986808, 0.7869143839781165, 0.7790584947370697, 0.7700974292552336
0.6, 0.7717980795125644, 0.7812960600879603, 0.7719540502916797, 0.7705505090246342, 0.7728670100088872, 0.7758771828734361, 0.7681917016167001, 0.7692638150181399, 0.7696978228382846, 0.7803607142021942, 0.7844168567025794, 0.7702773941490078, 0.7771485576487489, 0.7712744341316509, 0.7681047849196101, 0.7689924234435858, 0.7738931445349035, 0.776258387253923, 0.7739496619013769, 0.7680987149629346
0.7, 0.7656985604444094, 0.7745761497670064, 0.7681749815984119, 0.7674155418008736, 0.7690995111943599, 0.7709462161281387, 0.7663791859654431, 0.7667270034495958, 0.7665800739104051, 0.7724092594898118, 0.7745918221518764, 0.7673562776834885, 0.7691311418039475, 0.767964535277445, 0.7663071870848671, 0.7666688896970617, 0.7684954492188603, 0.7667473778425826, 0.7694054463684135, 0.7662639339230147
0.8, 0.7599863266536796, 0.7684461744568055, 0.7647067691444878, 0.7645243181581476, 0.7656813513823284, 0.76643095478283, 0.7647075301739489, 0.7643836491050646, 0.7636567206344864, 0.7651728326758023, 0.7656594509891911, 0.7646470895015876, 0.761772658520524, 0.7649124938648815, 0.7646485897926669, 0.7645288050869393, 0.7635288119308972, 0.7580643286783573, 0.7652696703881546, 0.7645694056585409
0.9, 0.7544973567869225, 0.7627026376928765, 0.7614477808114276, 0.7618036885938136, 0.7625062631943501, 0.7621864795644175, 0.7631581404315272, 0.7621848132369781, 0.7608576648171579, 0.7584262556113204, 0.7573628139143437, 0.7620852580720348, 0.7548422524740271, 0.7620340976392885, 0.7631110350630961, 0.7625307217041402, 0.7588508116350178, 0.7499730046345036, 0.7614183741984882, 0.7629952107365469
1.0, 0.7491032727790867, 0.7571866889163582, 0.758312977542248, 0.7591920398979974, 0.7594874851981874, 0.7580935046277647, 0.7617153575903658, 0.7600884306246009, 0.7581221759946754, 0.7519994121348129, 0.7495149474930692, 0.7596151596355166, 0.7481637250602274, 0.7592584006906024, 0.7616793906938637, 0.7606392337038385, 0.75435010371414, 0.7422971340370891, 0.7577512508799246, 0.7615243564984457
1.1, 0.7437046589743123, 0.7517757151140511, 0.7552289447243398, 0.756636121573487, 0.7565523468112912, 0.7540521403197545, 0.7603658833655598, 0.7580570104043521, 0.7553960308365757, 0.7457649026808503, 0.7419807057499974, 0.7571871352638773, 0.7416043126195101, 0.7565239316270835, 0.7603408175351146, 0.7588230247243332, 0.7499396992575448, 0.7349045356327758, 0.7541854387353527, 0.7601421043873295
1.2, 0.7382266420658504, 0.7463774130298937, 0.7521305261117384, 0.7540890504349552, 0.7536386347585459, 0.7499783276463247, 0.7590983209901506, 0.7560558590121855, 0.7526296139789277, 0.7396284167625233, 0.73466058148622, 0.754755388089041, 0.7350668527604387, 0.7537762526365331, 0.7590843433871265, 0.7570533413532625, 0.7455521660182358, 0.7276955624921961, 0.7506509959179033, 0.7588354155572338
1.3, 0.7326157489495326, 0.7409250479244351, 0.7489587904876214, 0.7515092630994076, 0.7506923398647523, 0.7458024303629536, 0.7579028045997325, 0.7540517029896949, 0.7497768143379985, 0.7335209740479459, 0.727477121201357, 0.7522766353238135, 0.7284842321249371, 0.7509666177573956, 0.7579005209578104, 0.7553027803025093, 0.7411360579852521, 0.7205949215305764, 0.7470876054137184, 0.7575924809537141
1.4, 0.7268371748842273, 0.7353730044498222, 0.7456601648920637, 0.7488601464111921, 0.7476664469350891, 0.7414694056082003, 0.7567706972033751, 0.7520116471832211, 0.7467945979624426, 0.7273925889421254, 0.7203652671213493, 0.7497094729530568, 0.7218149625915646, 0.7480515171755382, 0.7567811522352245, 0.7535443213732071, 0.7366530198122201, 0.7135457290500186, 0.743442263267743, 0.75640230889188
1.5, 0.7208717818986651, 0.7296922834181603, 0.7421865940268453, 0.7461099575715732, 0.7445204205939916, 0.7369397453243864, 0.755694341281458, 0.7499024539888376, 0.7436431518591072, 0.721207137512248, 0.7132673651797132, 0.7470144586795114, 0.7150387656825118, 0.7449928673534578, 0.755719065427326, 0.7517505754295309, 0.7320751335369833, 0.7065048543176983, 0.7396678708876125, 0.7552543481884578
1.6, 0.7147125016382074, 0.7238661146477025, 0.7384965236198482, 0.7432315486465769, 0.7412200022544484, 0.7321901036106899, 0.754666849171264, 0.7476901733645633, 0.7402864854418317, 0.714938309803935, 0.7061321901895307, 0.7441549160811518, 0.708151508554791, 0.7417585402792957, 0.7547079335614764, 0.749893249523939, 0.727382226251339, 0.6994391215283841, 0.7357227372541376, 0.7541381288646867
1.7, 0.7083603341101129, 0.717886137396515, 0.7345563664835774, 0.740201496038267, 0.7377369520783629, 0.727212444440016, 0.753681922701775, 0.7453401873453976, 0.736693362318888, 0.7085666250178744, 0.6989162715803211, 0.7410983931321007, 0.7011596808971365, 0.738322871913285, 0.753742126117806, 0.7479428608732407, 0.7225590967440676, 0.6923224541693077, 0.7315709534586767, 0.7530429060689663
1.8, 0.7018205929167357, 0.7117495584303553, 0.7303419500584984, 0.7369985853070667, 0.7340485240035132, 0.7220109439508288, 0.7527336932011953, 0.7428177451523068, 0.7328384211607553, 0.7020775762490882, 0.6915857067782222, 0.7378185723555944, 0.6940752749038006, 0.7346668127188223, 0.7528165868423166, 0.7458687557652371, 0.7175929411984074, 0.6851342339165835, 0.7271834223063552, 0.7519572970560913
1.9, 0.6951001133464175, 0.7054574142309376, 0.7258393719263367, 0.7336020444783323, 0.7301367357653659, 0.7165968264068752, 0.7518165741646696, 0.7400890365927016, 0.728703317061371, 0.6954609388477647, 0.6841173126113742, 0.734297272960845, 0.6869119363152822, 0.7307775122235978, 0.7519267322599742, 0.7436395038701975, 0.7124715238380143, 0.6778589445001051, 0.7225390706345217, 0.7508689069736235
2.0, 0.6882057189065106, 0.6990137421194518, 0.7210448158990459, 0.7299901113971903, 0.7259877352613698, 0.7109824049960961, 0.7509251196554435, 0.7371227626131789, 0.7242776549980123, 0.688711051194398, 0.6764987852345933, 0.7305260950153994, 0.6796827169203902, 0.7266473310914829, 0.7510683664696154, 0.7412237353950679, 0.7071826341137212, 0.6704867872531606, 0.7176255925342043, 0.7497639484383635
2.1, 0.6811436635457947, 0.6924253000593228, 0.715963210531139, 0.7261393199589835, 0.7215915838210322, 0.7051761282446304, 0.7500538820399654, 0.7338920100272135, 0.7195594123191941, 0.6818275723528345, 0.6687280621903431, 0.7265072922118153, 0.6723991992754957, 0.7222724705365062, 0.7502376086153554, 0.7385914597998734, 0.7017150029107525, 0.6630146601449047, 0.7124391757799418, 0.7486268745034931
2.2, 0.67391947179965, 0.6857015095071703, 0.7106059707112073, 0.7220245672152898, 0.716942542634969, 0.6991799816565331, 0.7491972630733668, 0.7303760605957118, 0.7145545363707602, 0.6748160599144617, 0.6608121699867485, 0.7222535576439499, 0.6650715060750955, 0.7176515307907573, 0.7494308300398208, 0.7357158449370916, 0.6960602688982662, 0.6554468237342984, 0.7069831453133026, 0.7474400669488831
