flowtime, sM1R1, sM1R2, sM1R3, sM1R4, sM1R5, sM1R6, sM1R7, sM1R8, sM1R9, sM1R10, sM1R11, sM1R12, sM1R13, sM1R14, sM1R15, sM1R16, sM1R17, sM1R18, sM1R19, sM1R20
0.0, 0.24805162893472593, 1.2951404069219332, 0.5193554077014683, 0.8317980956438156, 0.9201643702327766, 0.05159660401556283, 0.21371646474821698, 1.985648665331676, 0.2820167547008038, 0.6293312349447119, 0.5710841655321136, 0.2469003152512575, 0.017218001727490263, 0.011131336267981823, 0.46028994721256494, 1.4264004854667232, 0.04889431174006445, 0.31700659478433896, 0.2867338171679438, 0.5469070168194142
0.1, 0.0103869450549238, 0.012805560066006218, 0.011034099177441536, 0.011964859855988127, 0.012046252658629223, 0.009995124673124363, 0.010362245077767056, 0.014815186702522635, 0.010603350379367707, 0.011244702569066156, 0.01117914591049299, 0.010450861840137023, 0.009908287753619275, 0.009899395760927568, 0.010936692832639443, 0.013152025397618328, 0.00998202737945599, 0.010645805877815795, 0.010600710715617585, 0.011196310743726508
0.2, 0.009760716763833988, 0.010398398152108248, 0.009939158021208535, 0.010241830058401373, 0.010226656903761842, 0.009710045061122025, 0.009811901601908084, 0.010966319755052335, 0.009905031434243688, 0.00999022547779444, 0.009980422670605844, 0.009811858763313199, 0.009685165765222416, 0.00968408980200718, 0.009948651717485293, 0.010433924619047527, 0.009702344209892461, 0.00990091314706875, 0.009890500418017336, 0.010024709962623052
0.3, 0.009543434545920323, 0.009903003027601744, 0.009656745409567867, 0.009836947038784244, 0.009821097481984993, 0.009545763997827644, 0.009605238751756005, 0.010226859846904935, 0.009668092464618517, 0.009678828381022238, 0.00967512986436975, 0.009590432305057007, 0.009531784648255253, 0.009531048157233504, 0.009661526250771388, 0.009908078637166565, 0.009540669803902644, 0.00966510569347051, 0.009648921109042032, 0.00971540119586788
0.4, 0.009393313783211059, 0.009637781662743566, 0.009480982332885583, 0.00960349925933422, 0.009590241514919594, 0.009416778925271915, 0.00945844830476374, 0.009855327732885775, 0.00950577994725278, 0.009489221597589694, 0.009488737708018995, 0.009436564051226339, 0.009407653033007902, 0.009406785393233537, 0.009477379797166532, 0.009634268942709637, 0.009413382637568198, 0.009505798637079814, 0.009484170125869043, 0.009525185437803368
0.5, 0.00927289792146944, 0.009452129964835403, 0.009346127484410365, 0.009433684896181127, 0.009422628128762316, 0.00930790642430366, 0.009339407265635728, 0.00960737984305737, 0.009376936398358932, 0.009345826820255015, 0.009347691712896192, 0.009312998424648609, 0.009301629600671784, 0.009300616077318118, 0.009335916923146326, 0.009443554748046175, 0.009305649446391239, 0.009379138606384141, 0.009353920846391386, 0.009381299457744591
0.6, 0.009170380530140956, 0.009309688640383122, 0.00923474502748338, 0.009299919787765204, 0.009290535496975009, 0.009212174465688254, 0.00923741446163264, 0.009425851533167983, 0.009268505709458077, 0.009228937603531398, 0.009232491627211549, 0.009208054804978731, 0.009207685047803048, 0.009206554442342089, 0.009219781781887608, 0.009297622419494816, 0.009210681724237613, 0.009272166495421296, 0.009244669384812262, 0.009264030832189084
0.7, 0.009079412946518716, 0.009193482977589401, 0.009138114773603587, 0.009188683831867413, 0.00918051914439388, 0.009125280275692704, 0.009146538468237946, 0.009284489980636731, 0.009173331161338595, 0.009128728404739349, 0.009133465824322205, 0.009115292257123233, 0.009121943948805881, 0.009120726526603179, 0.009119873334469049, 0.00917895246558242, 0.009124298221152639, 0.00917795720920392, 0.009149034717420316, 0.009163489653375984
0.8, 0.008996100846768915, 0.00909385529194644, 0.009051065566295384, 0.009091996934490901, 0.009084697315488683, 0.009044416399483323, 0.009063083101856429, 0.009168416829669387, 0.009086964014204323, 0.00903935749605906, 0.009044911694078443, 0.009030668697416123, 0.00904183829021081, 0.009040559077505426, 0.009030634675322977, 0.009077568489888858, 0.009043774084336044, 0.009092231069182168, 0.009062439534598956, 0.009073805157065873
0.9, 0.008917965727466807, 0.009004972551614521, 0.008970381596066047, 0.009004899399289609, 0.008998200628525776, 0.008967726704818895, 0.008984672270783794, 0.009068650901110024, 0.00900654895999089, 0.008957180575604864, 0.008963294511376098, 0.008951570125467012, 0.00896565531166388, 0.00896433342508981, 0.008948536416796134, 0.008987418878945082, 0.008967309283326966, 0.009012244805258958, 0.008981949241002657, 0.008991321927971193
