flowtime, s1, s2, s3
131.6, 1.0725243282525104e-7, 9.768555177857802e-7, 0.09577378919235127
131.7, 1.0632918267618498e-7, 9.684479278577642e-7, 0.09577378911000627
131.8, 1.0541388005425553e-7, 9.601127017349431e-7, 0.09577378902743122
131.9, 1.0450645654538426e-7, 9.518492165600927e-7, 0.09577378894461257
132.0, 1.0360684432443039e-7, 9.436568548376282e-7, 0.09577378886154586
132.1, 1.0271497615009834e-7, 9.355350043871971e-7, 0.09577378877821886
132.2, 1.0183078535992809e-7, 9.274830582982063e-7, 0.09577378869462333
132.3, 1.0095420586530668e-7, 9.195004148841788e-7, 0.0957737886107502
132.4, 1.0008517214652303e-7, 9.115864776380624e-7, 0.09577378852659034
132.5, 9.922361924788578e-8, 9.037406551874237e-7, 0.09577378844213595
132.6, 9.83694827728472e-8, 8.959623612502955e-7, 0.09577378835737414
132.7, 9.752269887921208e-8, 8.882510145913663e-7, 0.09577378827229992
132.8, 9.668320427434647e-8, 8.806060389785637e-7, 0.09577378818690224
132.9, 9.585093621046333e-8, 8.730268631399687e-7, 0.09577378810117071
133.0, 9.502583247991187e-8, 8.655129207210303e-7, 0.095773788015098
133.1, 9.420783141054906e-8, 8.580636502423116e-7, 0.09577378792867508
133.2, 9.339687186111907e-8, 8.506784950576017e-7, 0.09577378784188952
133.3, 9.259289321668803e-8, 8.433569033120544e-7, 0.095773787754735
133.4, 9.179583538410433e-8, 8.360983279012037e-7, 0.09577378766720107
133.5, 9.100563878751794e-8, 8.289022264299252e-7, 0.09577378757927485
133.6, 9.022224436391612e-8, 8.217680611719677e-7, 0.09577378749095292
133.7, 8.944559355872012e-8, 8.146952990296184e-7, 0.09577378740222064
133.8, 8.867562832140739e-8, 8.076834114939951e-7, 0.09577378731307189
133.9, 8.791229110115729e-8, 8.007318746056307e-7, 0.0957737872234924
134.0, 8.715552484256864e-8, 7.93840168914946e-7, 0.0957737871334768
134.1, 8.640527298138515e-8, 7.870077794438644e-7, 0.0957737870430128
134.2, 8.566147944026652e-8, 7.802341956469673e-7, 0.09577378695209281
134.3, 8.492408862460815e-8, 7.73518911373562e-7, 0.09577378686070467
134.4, 8.419304541836405e-8, 7.66861424829716e-7, 0.09577378676883902
