flowtime, sM1R1, sM1R2, sM1R3, sM1R4, sM1R5, sM1R6, sM1R7, sM1R8, sM1R9, sM1R10, sM1R11, sM1R12, sM1R13, sM1R14, sM1R15
0.0, 0.1759573009175954, 0.17670573516586238, 0.18232512760247382, 0.175081250759154, 0.2150206953649836, 0.1930665636825516, 0.17818875424452738, 0.19364621159353634, 0.17847723914386654, 0.22618453767102473, 0.18758541895686298, 0.18277644254264716, 0.21003321630652247, 0.173293341788105, 0.20746661695388735
0.1, 0.1513292907319723, 0.15200713616953934, 0.1560582968801524, 0.15059884364080975, 0.18174708588995545, 0.16416554091416025, 0.15274980868189805, 0.16496130566586142, 0.15319022743609734, 0.19170588666120916, 0.16056729104290543, 0.1561861056644558, 0.17794304302352731, 0.14935203912486922, 0.1761168687785279
0.2, 0.13006540353640525, 0.13067712269136725, 0.13358465867556296, 0.1294508685555813, 0.15380111530172572, 0.1396800106765822, 0.13090549312849753, 0.14056751548851693, 0.13143381507355711, 0.16263644798576526, 0.13744553247682137, 0.13349813769242638, 0.1509043912694406, 0.12859162586270662, 0.1497453887062796
0.3, 0.11174817260964003, 0.11229604463823956, 0.11437218491650945, 0.1112262595236114, 0.13031799970086844, 0.11893172800193487, 0.11217890075064404, 0.11983768620023348, 0.11274878999141923, 0.13810641627460732, 0.11767619343996312, 0.1141537942518838, 0.12810827041010964, 0.11064350446783663, 0.12749177393110322
0.4, 0.09599408446987685, 0.09648066790556481, 0.0979540982235327, 0.09554699236325531, 0.11056730055486895, 0.10134394727189269, 0.0961419877995598, 0.10222684712290787, 0.09672085521282743, 0.11738875435936344, 0.10078115076809571, 0.09766337511952018, 0.10887410853681898, 0.09516027405778563, 0.10866164980551014
0.5, 0.08245814413162257, 0.08288697351451768, 0.08392474378817304, 0.08207242998060751, 0.09393581058663167, 0.08642727019844507, 0.08241621952741303, 0.08726446578641846, 0.08298191923338266, 0.09987515274156288, 0.08634414123189506, 0.08360272729979853, 0.09262998117967423, 0.08182355878985943, 0.09269363013035872
0.6, 0.07083485241833098, 0.07121034491346945, 0.07193423652916754, 0.07050034432479993, 0.0799110177215298, 0.07376720417155398, 0.0706707820220369, 0.07454699792092682, 0.07120895708627499, 0.08505617976284922, 0.0740056077772482, 0.07160782272885029, 0.07889594154836033, 0.07034738737974679, 0.07913070261475108
0.7, 0.060856769661152846, 0.06118387362962064, 0.061682505950873996, 0.06056565938274022, 0.06806589055024202, 0.06301336365136578, 0.06061916602938194, 0.06373044609199735, 0.06112117240040868, 0.07250488525107036, 0.06345686675245353, 0.06136827810176174, 0.06726985653067313, 0.06047856440277316, 0.0675971333555168
0.8, 0.05229166756025415, 0.052575501067816596, 0.05291323865489808, 0.052037818985085756, 0.05804531831741863, 0.053870096492712745, 0.05201485940541067, 0.05452300294442046, 0.05247616881430929, 0.06186324100254509, 0.05443407773769124, 0.0526205741440069, 0.0574152706559098, 0.051995195279783066, 0.05778079517865402
0.9, 0.04493901199468139, 0.04518458216995075, 0.04540807108661697, 0.04471746701271727, 0.049554284834560404, 0.046088321207586255, 0.044646720831189625, 0.04667799843139316, 0.04506570594495349, 0.0528309121594605, 0.04671238937688992, 0.04514151269262342, 0.049050967673798324, 0.04470421016358315, 0.04942012193611568
