flowtime, sM2R1, sM2R2, sM2R3, sM2R4, sM2R5, sM2R6, sM2R7, sM2R8, sM2R9, sM2R10, sM2R11, sM2R12, sM2R13, sM2R14, sM2R15
0.0, 1.2009710234862903, 1.2110160927330664, 1.1853044199580312, 1.2176292688740047, 1.2828231979438371, 1.2473161638609314, 1.182681135917878, 1.1724973063299287, 1.1726443293993296, 1.264454025147437, 1.2722505345256054, 1.1747060924050066, 1.182245970800226, 1.1784067715929478, 1.1658502978562753
0.1, 1.1022476235503254, 1.1023835261549366, 1.0803656542590825, 1.107158971853857, 1.1330653716330044, 1.123276285905278, 1.0884902205702776, 1.0806759776203894, 1.081024824608706, 1.1296234302146013, 1.1327850903842003, 1.0821710759188201, 1.0873895875272928, 1.0847091613885167, 1.063384785770656
0.2, 1.001177403872446, 0.9921959217571076, 0.9686505448948054, 0.9935918505352425, 0.9917516033575522, 1.0037490991330835, 0.9902304765375035, 0.9845685833786472, 0.9853490590355496, 1.0068400103549686, 0.9987693757291963, 0.985550801030628, 0.9892435329417358, 0.9866359774985581, 0.9573440730633992
0.3, 0.8956067775741497, 0.877377752293441, 0.8507401398927157, 0.8749625889705066, 0.8577983428069536, 0.8815019247595731, 0.8866059684157327, 0.8838941787428257, 0.8854921159238164, 0.8896268072398926, 0.8657788881753187, 0.8834363297947054, 0.8871078507935957, 0.8832881118747925, 0.8461778610221302
0.4, 0.7852562980261495, 0.7608856218852322, 0.7363597641924129, 0.7568684997441848, 0.7372320993013538, 0.761239551550821, 0.7769859901620714, 0.7786030896654523, 0.7815732556800062, 0.7754112988773145, 0.7377208211308085, 0.7748509123569128, 0.78073262832975, 0.7747026311649328, 0.7325433570079011
0.5, 0.6743268025970995, 0.6502715304309951, 0.6332959731725223, 0.6478477583274622, 0.6332773455380075, 0.6522742482488704, 0.6649208219241406, 0.6696642127077426, 0.6742842804006491, 0.6677681516836675, 0.6224408365060151, 0.6638346907876522, 0.6718139126112534, 0.6639988344923898, 0.6249496861178456
0.6, 0.5713450589792013, 0.550723885743949, 0.5426709723447596, 0.5523475778071086, 0.5444484779899319, 0.5574485594933989, 0.559253132391778, 0.5615954610232832, 0.56682375800514, 0.5730829764976959, 0.5243556624126352, 0.5608580237641569, 0.5667181117318724, 0.5581152802434581, 0.5299451647230213
0.7, 0.48153830330403175, 0.46410516069270136, 0.4637475389914216, 0.4706360566090621, 0.4680699309448993, 0.47594954306120957, 0.4663897453007647, 0.462223659588537, 0.465975951417552, 0.4932939968799422, 0.44294787529795626, 0.47215493413616383, 0.4732053441628143, 0.46348274166595543, 0.44810281230556986
0.8, 0.4046450285417023, 0.39036759540892085, 0.3956503858695433, 0.401179596213258, 0.40208313057089434, 0.40622318693609066, 0.38775131257570955, 0.37692709970712873, 0.37818024900592945, 0.42651526929849365, 0.375366225621299, 0.3973445287983903, 0.39399984036428864, 0.3826704255268839, 0.3779307339491292
0.9, 0.33878247049113097, 0.32836985118534373, 0.3373515456750175, 0.34212168126331827, 0.34509004793771536, 0.34667254308976647, 0.32245956979733803, 0.30629694109012173, 0.3055922139506419, 0.37012108954324224, 0.31850157130991585, 0.33438228184442215, 0.3278821844977444, 0.3151243587815211, 0.31803502537924405
1.0, 0.28232719768957004, 0.2763595922642804, 0.2876382088662939, 0.29181657763266705, 0.29603141836387115, 0.29589384562613, 0.2687912610053434, 0.24859674791921346, 0.2469692446486744, 0.3219007817912949, 0.2698054711232802, 0.28134992967142347, 0.27287229275457003, 0.2590137338273692, 0.267250944717416
1.1, 0.23413383644321026, 0.23245202253870734, 0.24517176165748442, 0.24891525223095634, 0.25398653804048493, 0.25267823572631953, 0.2248105349530048, 0.2017136642405259, 0.1999240810934192, 0.2801618843478202, 0.22742562218002277, 0.23657286955167584, 0.2271422626129897, 0.2124110791193068, 0.22447369365866543
1.2, 0.19337695374263142, 0.19500809408307748, 0.20859117722747525, 0.21230575396270776, 0.21810511805896324, 0.21594227392602516, 0.18870329722383264, 0.16372379974526832, 0.16212141487918577, 0.2436456018248037, 0.19011874347599436, 0.1986418809332619, 0.1890062562027442, 0.17372071326581742, 0.18859823238314027
1.3, 0.15929952008089135, 0.1627558834861077, 0.17667038341982283, 0.18103854164150715, 0.18759947961857867, 0.18468255715701037, 0.15889521335571544, 0.13297079309811558, 0.1316411084902541, 0.21147690971387026, 0.15728313002624578, 0.16645469648391142, 0.1569387660113389, 0.14170385383344813, 0.15855837901770253
