flowtime, sM3R1, sM3R2, sM3R3, sM3R4, sM3R5, sM3R6, sM3R7, sM3R8, sM3R9, sM3R10, sM3R11, sM3R12, sM3R13, sM3R14, sM3R15, sM3R16, sM3R17, sM3R18, sM3R19, sM3R20
0.0, 6.999378254167818, 10.099794901061339, 0.9309553609397129, 8.475094612246188, 0.5918801795101306, 0.7417435098719903, 1.973545061087009, 0.6945893205409844, 1.9088185145449752, 6.218554471060376, 0.5868811597755458, 8.8188867385439, 0.6626572719972601, 1.6445038890463557, 2.068666770995367, 0.9723221006504605, 6.889979110849859, 3.8872689396472784, 3.2707295432447343, 2.01355171678917
0.1, 0.15207594116493375, 0.16378432025471512, 0.12435133825174066, 0.15695512623557004, 0.12294192838916126, 0.12416608235396302, 0.12951668058525057, 0.12299872276382777, 0.12566369048890924, 0.14800318340372434, 0.12248960932146657, 0.16261385030271988, 0.12309834913763552, 0.12600880750455784, 0.12804695104309377, 0.12430183708508245, 0.1485798590568655, 0.13186183246075162, 0.13413465519889528, 0.12804556824308166
0.2, 0.08625962231255667, 0.08863778587976424, 0.07837323543695178, 0.08670150897973891, 0.0779869727148619, 0.07830507602838949, 0.07989838766022833, 0.07785462326377149, 0.07872419475661879, 0.08434999407916094, 0.07787945079069053, 0.08917052629935673, 0.07812322373679835, 0.07871800653442934, 0.0795691267421845, 0.07828322331882066, 0.08493047641356802, 0.08056942809085103, 0.08080515512558412, 0.0792591439363799
0.3, 0.07485485848002812, 0.0756461551631733, 0.07084762007903973, 0.07472401974154023, 0.07065649169556701, 0.07080763022083816, 0.07165572763143441, 0.07049366137072875, 0.07097292784291727, 0.07365378999976864, 0.07060171406023996, 0.07638424192177452, 0.07076659470662747, 0.07093202734878924, 0.07148205600542056, 0.07076332346223553, 0.07414077927220761, 0.07195423072904089, 0.07194859803867557, 0.07112372414338493
0.4, 0.07155055038502267, 0.07190199234335537, 0.06897994360002398, 0.0712984516566461, 0.0688572369189237, 0.06895949542498866, 0.06953725111229668, 0.06869533639219705, 0.06899045652409504, 0.07068662508912192, 0.06881421225198335, 0.07258258829381635, 0.06894723922707485, 0.06896931076369024, 0.06937729671649359, 0.06890470088171333, 0.07098381081502447, 0.06961047344564036, 0.06963697785204549, 0.0690459377795236
0.5, 0.0699220882541429, 0.07009411285426437, 0.06807368497911173, 0.06966157155751453, 0.0679848907949822, 0.06806521420256138, 0.06850562944315514, 0.06783296233668464, 0.0680304955468487, 0.06925279447346272, 0.06794709788798133, 0.07069617746308533, 0.06806041766419947, 0.06802426081979879, 0.0683485053932207, 0.06800783613832004, 0.06941572446035567, 0.06845558593610573, 0.0685209612686509, 0.06805369335732823
0.6, 0.06881181147817789, 0.0688930795321251, 0.0673932435405012, 0.06857354589161065, 0.06732480294279973, 0.0673917373188431, 0.06774687356675148, 0.06718532017398055, 0.06732769006153008, 0.06827175339487318, 0.06729093924793147, 0.06942569316693126, 0.06738946415054473, 0.06732840164614226, 0.06759652439094066, 0.06733613015382064, 0.06835267034118206, 0.06763495881491803, 0.06772038747077894, 0.067335072099221
0.7, 0.06794490888331728, 0.06797693496041671, 0.06681019479197968, 0.06773470283128517, 0.0667554125734547, 0.06681271825789849, 0.06710820886764311, 0.06662870190676308, 0.06673764397593823, 0.06749834879981671, 0.06672501159454716, 0.06844870687542638, 0.06681153040524108, 0.06674064121447404, 0.06696779850653715, 0.06676089950311936, 0.06753034410731096, 0.06696865688406865, 0.06706083034539777, 0.06673548898688361
0.8, 0.06722957678223046, 0.06723527067306095, 0.06629562221076722, 0.06704575419163533, 0.06625067691298378, 0.06630046302936815, 0.06655110147374274, 0.06613627849306933, 0.06622350970598169, 0.06685404521590468, 0.06622341591952395, 0.06765258333198446, 0.06629982836336967, 0.06622661121681146, 0.06642204137873269, 0.06625321116553787, 0.06685696791028152, 0.06640273542520016, 0.06649429713547528, 0.06621532208746075
0.9, 0.06662354113183683, 0.06661640352112701, 0.06583849751275805, 0.06646260388721535, 0.06580097955237334, 0.06584461980045425, 0.06605995082442206, 0.06569812243735661, 0.06577034608406987, 0.06630356617007521, 0.06577656974803757, 0.06698445603854265, 0.06584429802460358, 0.06577270638212093, 0.0659425333756298, 0.06580209755571749, 0.06628949094599645, 0.0659130809240967, 0.0660003177671977, 0.06575847118532477
1.0, 0.06610245170569405, 0.06609059264600596, 0.06543176443150658, 0.0659608777512967, 0.06540004114035572, 0.06543851665873429, 0.06562520417812334, 0.0653078381815008, 0.06536913047467043, 0.06582680882252863, 0.06537821257152468, 0.06641402437013744, 0.06543838280071371, 0.06537054214191247, 0.06551911406484359, 0.06540058724586909, 0.06580326574590586, 0.06548536862910254, 0.06556659077578811, 0.06535521061420829
1.1, 0.06565023493591465, 0.06563849189973424, 0.06506973840177874, 0.06552496594735052, 0.0650426437147634, 0.06507669967682406, 0.0652396633368984, 0.06496018284396558, 0.06501316848893253, 0.06541053028964755, 0.06502314478718724, 0.06592160573797363, 0.06507668236145843, 0.06501369856843912, 0.06514427687775784, 0.06504308524051892, 0.06538229709810593, 0.06510966798994967, 0.06518428014258487, 0.06499834902073395
1.2, 0.0652553474557584, 0.06524651591940796, 0.06474751479083615, 0.06514384792085329, 0.06472418299512105, 0.06475441043923015, 0.06489742930164409, 0.06465057328105629, 0.06469703011036648, 0.0650451763959332, 0.06470678128503261, 0.06549332958912206, 0.06475446636540393, 0.06469684337346349, 0.0648119806365382, 0.06472477297831972, 0.06501529693195343, 0.06477849122415179, 0.06484647928962607, 0.0646820931824788
1.3, 0.0649090241539211, 0.06490461082602453, 0.06446077318168555, 0.06480921792326765, 0.06444054270380134, 0.06446742536347759, 0.06459348723875209, 0.06437493792117115, 0.06441612329619319, 0.06472342127505741, 0.0644250251285938, 0.06511885576497174, 0.06446752726371831, 0.06441540137864675, 0.06451716057691058, 0.06444140901773777, 0.0646938129224722, 0.06448589501889593, 0.06454754302794782, 0.06440158647817058
1.4, 0.06460434497636308, 0.0646050430611439, 0.06420567786781622, 0.06451453093944648, 0.06418803183389671, 0.06421197480926703, 0.06432349347040918, 0.06412964188986497, 0.06416647787110721, 0.06443940513754316, 0.06417420416584353, 0.06479015667118455, 0.06421210514971296, 0.0641653855888066, 0.06425547457250726, 0.06418922822752011, 0.06441123937076852, 0.06422699794874737, 0.06428273163430714, 0.06415266835492082
1.5, 0.06433568978958343, 0.06434168433745953, 0.06397881093877822, 0.06425446647310239, 0.0639633384153662, 0.06398468672049189, 0.06408364507940811, 0.06391143391032338, 0.0639446174764114, 0.06418829968991469, 0.06395102436990409, 0.06450080882719644, 0.06398483412410323, 0.06394329154237198, 0.06402314976382081, 0.0639648747727806, 0.06416225009053525, 0.06399769487144061, 0.06404799548320349, 0.0639317274546335
