flowtime, sM1R1, sM1R2, sM1R3, sM1R4, sM1R5, sM1R6, sM1R7, sM1R8, sM1R9, sM1R10, sM1R11, sM1R12, sM1R13, sM1R14, sM1R15, sM1R16, sM1R17, sM1R18, sM1R19, sM1R20
0.0, 0.0919267657210602, 0.10533460999933292, 0.08562640967423567, 0.10579204547995337, 0.12372253392143691, 0.09581170830631984, 0.11242917115940174, 0.11544274764774627, 0.10406663348316651, 0.12433803591094093, 0.11542804637621265, 0.10402682177575108, 0.08467430042654134, 0.09265295766727263, 0.11636743726321294, 0.12012514200138724, 0.11171201193491295, 0.09550397035712879, 0.11677880032431104, 0.09990925152241109
0.1, 0.08373757206988229, 0.0939037744192496, 0.07906490562720365, 0.09384316771648105, 0.10682272676268177, 0.08634374418253166, 0.09902252169171541, 0.10107488586113832, 0.09230217385230545, 0.10761847845024028, 0.101069384885127, 0.09269896175337997, 0.07834366869859291, 0.08410502447863479, 0.10160829810218823, 0.10492386646978906, 0.09873652267696849, 0.08628421574092066, 0.10181187468225804, 0.08955201997582184
0.2, 0.07660547920093642, 0.08442364063328872, 0.07309729084528324, 0.0840486685376575, 0.09348831673617615, 0.07832599116580144, 0.08809905048054265, 0.08953519094657073, 0.08268272901892913, 0.09439329078230572, 0.08954049317591965, 0.08331259938955314, 0.07254356674318453, 0.07674363888580739, 0.08978744281705398, 0.09270073641227572, 0.08814346230488769, 0.0784315504986037, 0.08985878886422513, 0.0808714166917083
0.3, 0.0703154063552011, 0.0764154895676913, 0.06764852980568956, 0.07585846744017789, 0.08276275120399645, 0.07142141211438087, 0.079032981937633, 0.08007900402797775, 0.07465248688877416, 0.08372810509463788, 0.08009277782560467, 0.07539066710172539, 0.06721809832038489, 0.07030881206622067, 0.08012826494439983, 0.08268632066245919, 0.07932532924685534, 0.07163271340305621, 0.08012040320059563, 0.07346448017189194
0.4, 0.06471142377268384, 0.06954015533929608, 0.06265861947078652, 0.0688860674069202, 0.07396796591689907, 0.06539058964709621, 0.07138015384495228, 0.07218147572526036, 0.06782319716283455, 0.07496034804477825, 0.07220063298863623, 0.06859521396575552, 0.06232020987824229, 0.06461527050522649, 0.07208313881337239, 0.07433429532390165, 0.07185304489709973, 0.06566598085274532, 0.07203305301820612, 0.06704678190005856
0.5, 0.05967815016993477, 0.0635547544154316, 0.05807826456799272, 0.0628575086010437, 0.06662309824671153, 0.06006088389987573, 0.06482236067873506, 0.06547082106456602, 0.06192111880910528, 0.06761975728319063, 0.06549281217633267, 0.06268410907305684, 0.05780946157194012, 0.059528444602677345, 0.06526448212539022, 0.06725446794411477, 0.06542148047915047, 0.06037161966984457, 0.06519753949251074, 0.061414784884318806
0.6, 0.05512831296283366, 0.058282960832133676, 0.053866031923775766, 0.057576214254292934, 0.06038557367415673, 0.055305624024428866, 0.05912890260135278, 0.05968144374714873, 0.05675080289640737, 0.061370958432403304, 0.05970457528553846, 0.057481442981895434, 0.053650547104406254, 0.05494849536384648, 0.05939592740023403, 0.06116563770415597, 0.05981130702823642, 0.05563221550543274, 0.059328950139400094, 0.056420368017452475
0.7, 0.050994399904280216, 0.05359470229000065, 0.04998644656158074, 0.052899000692292586, 0.05500937179158963, 0.051030074450519734, 0.054130200743149094, 0.05462144334393284, 0.05217055470917053, 0.05597284061643515, 0.05464477720174751, 0.05285737411165927, 0.04981228345257917, 0.05079966547867663, 0.05427827166889344, 0.05586282218133066, 0.05486264761644938, 0.05135957458063531, 0.05422176123589402, 0.051953654561915925
0.8, 0.04722301981444683, 0.04939231493466625, 0.04640868989568385, 0.04871977019345597, 0.05031588178481283, 0.04716194265442649, 0.04969971759223478, 0.050150255092119636, 0.04807585069481227, 0.051250186207377126, 0.05017338434010428, 0.04871440058328003, 0.0462668973830694, 0.047023143991873635, 0.04976595291871938, 0.0511946050722148, 0.0504570276857491, 0.04748596773156737, 0.049725776947670226, 0.04793144392183936
0.9, 0.04377105843834194, 0.04560108732019833, 0.04310568590584509, 0.04495842660927891, 0.04617371523924416, 0.043644923279672565, 0.04574153415122769, 0.046163305847490885, 0.044388118625867834, 0.04707400009416413, 0.046186139383096916, 0.04497797460469216, 0.04298950184567509, 0.04357224878401161, 0.04575088321636247, 0.0470474984826883, 0.04650505168497088, 0.04395823501835352, 0.04572959663082824, 0.044289397193054365
