x, y, Adm
1, 1, 0.010492747250755635
2, 1, 0.010364816195989265
3, 1, 0.013413783459698535
4, 1, 0.023916296030342364
5, 1, 0.04015045045480113
6, 1, 0.04930378051402038
7, 1, 0.04015045045480148
8, 1, 0.023916296030343284
9, 1, 0.013413783459697725
10, 1, 0.010364816195989316

1, 2, 0.010364816195989186
2, 2, 0.011647101115022054
3, 2, 0.016305907381433737
4, 2, 0.026807108762746737
5, 2, 0.04228523493529321
6, 2, 0.05078670392726817
7, 2, 0.04228523493529365
8, 2, 0.02680710876274709
9, 2, 0.01630590738143626
10, 2, 0.011647101115021874

1, 3, 0.013413783459697945
2, 3, 0.016305907381435752
3, 3, 0.02500301776883117
4, 3, 0.03989229480341499
5, 3, 0.05709802065779591
6, 3, 0.06514437569020282
7, 3, 0.05709802065779478
8, 3, 0.03989229480341352
9, 3, 0.0250030177688309
10, 3, 0.016305907381434434

1, 4, 0.02391629603034344
2, 4, 0.026807108762746612
3, 4, 0.03989229480341349
4, 4, 0.06629335093836931
5, 4, 0.092669332912047
6, 4, 0.10277387541249192
7, 4, 0.09266933291205091
8, 4, 0.06629335093836752
9, 4, 0.03989229480341586
10, 4, 0.026807108762745852

1, 5, 0.040150450454800916
2, 5, 0.042285234935293715
3, 5, 0.05709802065779657
4, 5, 0.09266933291204962
5, 5, 0.13134982570931245
6, 5, 0.14689769064313507
7, 5, 0.13134982570930992
8, 5, 0.09266933291204885
9, 5, 0.057098020657796275
10, 5, 0.04228523493529303

1, 6, 0.049303780514017945
2, 6, 0.05078670392726944
3, 6, 0.06514437569020337
4, 6, 0.10277387541249366
5, 6, 0.14689769064313418
6, 6, 0.1659284129910012
7, 6, 0.14689769064313268
8, 6, 0.10277387541249439
9, 6, 0.0651443756902021
10, 6, 0.05078670392726921

1, 7, 0.04015045045480306
2, 7, 0.0422852349352919
3, 7, 0.05709802065779603
4, 7, 0.09266933291204751
5, 7, 0.13134982570931347
6, 7, 0.14689769064313585
7, 7, 0.13134982570930978
8, 7, 0.09266933291204826
9, 7, 0.057098020657797094
10, 7, 0.04228523493529246

1, 8, 0.02391629603034216
2, 8, 0.026807108762746317
3, 8, 0.03989229480341478
4, 8, 0.06629335093836915
5, 8, 0.09266933291205137
6, 8, 0.10277387541249076
7, 8, 0.09266933291204907
8, 8, 0.06629335093836906
9, 8, 0.03989229480341241
10, 8, 0.026807108762747868

1, 9, 0.01341378345969823
2, 9, 0.016305907381434
3, 9, 0.025003017768832153
4, 9, 0.039892294803412734
5, 9, 0.05709802065779377
6, 9, 0.06514437569020447
7, 9, 0.057098020657796233
8, 9, 0.03989229480341451
9, 9, 0.025003017768831695
10, 9, 0.016305907381435746

1, 10, 0.01036481619598931
2, 10, 0.011647101115022313
3, 10, 0.016305907381435995
4, 10, 0.026807108762747014
5, 10, 0.04228523493529434
6, 10, 0.05078670392726802
7, 10, 0.042285234935293514
8, 10, 0.02680710876274657
9, 10, 0.01630590738143406
10, 10, 0.011647101115021999

