x, y, Adm
1, 1, 3.335430121568155e-11
2, 1, 3.07783688017727e-11
3, 1, 2.2010239584435624e-11
4, 1, 2.3762918162721123e-11
5, 1, 2.902703148135916e-11
6, 1, 3.519436279183242e-11
7, 1, 2.9027031481354016e-11
8, 1, 2.3762918162720716e-11
9, 1, 2.2010239584436797e-11
10, 1, 3.077836880177265e-11

1, 2, 3.077836880177213e-11
2, 2, 3.163962623986658e-11
3, 2, 1.8415021055639303e-11
4, 2, 2.4305855860121833e-11
5, 2, 2.6268634229212992e-11
6, 2, 3.6926927322533404e-11
7, 2, 2.626863422922169e-11
8, 2, 2.4305855860123238e-11
9, 2, 1.84150210556362e-11
10, 2, 3.1639626239865056e-11

1, 3, 2.2010239584435892e-11
2, 3, 1.841502105563916e-11
3, 3, 1.06437574167985e-11
4, 3, 1.1332103250571726e-11
5, 3, 1.763361599203464e-11
6, 3, 2.271093544736879e-11
7, 3, 1.763361599202821e-11
8, 3, 1.1332103250571657e-11
9, 3, 1.0643757416799194e-11
10, 3, 1.8415021055638744e-11

1, 4, 2.3762918162719605e-11
2, 4, 2.4305855860123613e-11
3, 4, 1.133210325057252e-11
4, 4, 1.7531384501982003e-11
5, 4, 1.9498287622922613e-11
6, 4, 3.2075142568671544e-11
7, 4, 1.9498287622957956e-11
8, 4, 1.753138450198401e-11
9, 4, 1.133210325056445e-11
10, 4, 2.4305855860123122e-11

1, 5, 2.9027031481356142e-11
2, 5, 2.6268634229218026e-11
3, 5, 1.763361599203188e-11
4, 5, 1.9498287622941532e-11
5, 5, 2.484655734483505e-11
6, 5, 3.1413813301028934e-11
7, 5, 2.4846557344851442e-11
8, 5, 1.9498287622941235e-11
9, 5, 1.7633615992028798e-11
10, 5, 2.626863422921822e-11

1, 6, 3.5194362791829053e-11
2, 6, 3.69269273225361e-11
3, 6, 2.271093544737424e-11
4, 6, 3.2075142568693244e-11
5, 6, 3.141381330093008e-11
6, 6, 2.741057051218373e-11
7, 6, 3.141381330112848e-11
8, 6, 3.207514256866912e-11
9, 6, 2.2710935447341193e-11
10, 6, 3.692692732254087e-11

1, 7, 2.902703148135503e-11
2, 7, 2.6268634229220507e-11
3, 7, 1.763361599203064e-11
4, 7, 1.9498287622951103e-11
5, 7, 2.4846557344839445e-11
6, 7, 3.141381330107963e-11
7, 7, 2.484655734485585e-11
8, 7, 1.9498287622950624e-11
9, 7, 1.7633615992027538e-11
10, 7, 2.6268634229220572e-11

1, 8, 2.3762918162719556e-11
2, 8, 2.4305855860124124e-11
3, 8, 1.1332103250572447e-11
4, 8, 1.7531384501982207e-11
5, 8, 1.949828762292235e-11
6, 8, 3.207514256866052e-11
7, 8, 1.9498287622957872e-11
8, 8, 1.753138450198421e-11
9, 8, 1.1332103250564569e-11
10, 8, 2.4305855860123342e-11

1, 9, 2.2010239584436163e-11
2, 9, 1.8415021055638327e-11
3, 9, 1.0643757416798627e-11
4, 9, 1.1332103250569472e-11
5, 9, 1.7633615992033735e-11
6, 9, 2.2710935447359824e-11
7, 9, 1.7633615992027325e-11
8, 9, 1.1332103250569209e-11
9, 9, 1.0643757416799318e-11
10, 9, 1.8415021055637726e-11

1, 10, 3.077836880177207e-11
2, 10, 3.163962623986617e-11
3, 10, 1.8415021055639077e-11
4, 10, 2.430585586012157e-11
5, 10, 2.626863422921298e-11
6, 10, 3.692692732253464e-11
7, 10, 2.6268634229221784e-11
8, 10, 2.4305855860123264e-11
9, 10, 1.841502105563615e-11
10, 10, 3.163962623986464e-11

