x, y, Adm
1, 1, 8.993821854891325e-6
2, 1, 8.303371485416555e-6
3, 1, 5.947693128911649e-6
4, 1, 6.440550639381959e-6
5, 1, 7.876377798465257e-6
6, 1, 9.550717481732409e-6
7, 1, 7.876377798465257e-6
8, 1, 6.440550639381959e-6
9, 1, 5.947693128911652e-6
10, 1, 8.303371485416557e-6

1, 2, 8.30337148541655e-6
2, 2, 8.124800118537826e-6
3, 2, 4.973820314337582e-6
4, 2, 6.164652234109389e-6
5, 2, 7.129480313422844e-6
6, 2, 9.596615027957014e-6
7, 2, 7.1294803134228085e-6
8, 2, 6.164652234109376e-6
9, 2, 4.973820314337548e-6
10, 2, 8.12480011853783e-6

1, 3, 5.947693128911648e-6
2, 3, 4.9738203143375514e-6
3, 3, 2.8739383929685683e-6
4, 3, 3.0681791603023873e-6
5, 3, 4.784619022285394e-6
6, 3, 6.161465237530976e-6
7, 3, 4.784619022285381e-6
8, 3, 3.0681791603024233e-6
9, 3, 2.873938392968568e-6
10, 3, 4.973820314337584e-6

1, 4, 6.440550639381954e-6
2, 4, 6.164652234109376e-6
3, 4, 3.068179160302423e-6
4, 4, 4.320548237302314e-6
5, 4, 5.305875179512287e-6
6, 4, 8.237170334499615e-6
7, 4, 5.305875179512276e-6
8, 4, 4.32054823730231e-6
9, 4, 3.0681791603023826e-6
10, 4, 6.164652234109389e-6

1, 5, 7.87637779846526e-6
2, 5, 7.1294803134228085e-6
3, 5, 4.784619022285383e-6
4, 5, 5.305875179512271e-6
5, 5, 6.775469046937403e-6
6, 5, 8.565408060487984e-6
7, 5, 6.775469046937414e-6
8, 5, 5.305875179512305e-6
9, 5, 4.78461902228539e-6
10, 5, 7.129480313422851e-6

1, 6, 9.550717481732397e-6
2, 6, 9.596615027957014e-6
3, 6, 6.161465237530978e-6
4, 6, 8.23717033449963e-6
5, 6, 8.565408060487923e-6
6, 6, 7.4853178533783175e-6
7, 6, 8.565408060488033e-6
8, 6, 8.237170334499614e-6
9, 6, 6.16146523753096e-6
10, 6, 9.596615027957017e-6

1, 7, 7.876377798465256e-6
2, 7, 7.129480313422852e-6
3, 7, 4.784619022285387e-6
4, 7, 5.305875179512308e-6
5, 7, 6.775469046937405e-6
6, 7, 8.565408060488015e-6
7, 7, 6.775469046937416e-6
8, 7, 5.305875179512275e-6
9, 7, 4.784619022285381e-6
10, 7, 7.12948031342281e-6

1, 8, 6.440550639381956e-6
2, 8, 6.164652234109387e-6
3, 8, 3.068179160302387e-6
4, 8, 4.320548237302309e-6
5, 8, 5.305875179512256e-6
6, 8, 8.237170334499604e-6
7, 8, 5.305875179512308e-6
8, 8, 4.320548237302306e-6
9, 8, 3.0681791603024178e-6
10, 8, 6.164652234109376e-6

1, 9, 5.94769312891165e-6
2, 9, 4.9738203143375845e-6
3, 9, 2.8739383929685683e-6
4, 9, 3.0681791603024207e-6
5, 9, 4.7846190222853845e-6
6, 9, 6.161465237530974e-6
7, 9, 4.78461902228539e-6
8, 9, 3.0681791603023873e-6
9, 9, 2.873938392968569e-6
10, 9, 4.973820314337552e-6

1, 10, 8.30337148541655e-6
2, 10, 8.12480011853783e-6
3, 10, 4.97382031433755e-6
4, 10, 6.164652234109379e-6
5, 10, 7.1294803134228026e-6
6, 10, 9.596615027957014e-6
7, 10, 7.129480313422848e-6
8, 10, 6.16465223410939e-6
9, 10, 4.973820314337582e-6
10, 10, 8.124800118537828e-6

