x, y, Adm
1, 1, 0.006766671369969174
2, 1, 0.006888800376014599
3, 1, 0.009978679797969235
4, 1, 0.01927744897014802
5, 1, 0.03518332865172544
6, 1, 0.04490757189092706
7, 1, 0.03518332865172431
8, 1, 0.0192774489701487
9, 1, 0.009978679797968657
10, 1, 0.0068888003760146045

1, 2, 0.006888800376014901
2, 2, 0.009298794422082295
3, 2, 0.015136388416467576
4, 2, 0.02433841400539995
5, 2, 0.03788764498741165
6, 2, 0.04557534813100747
7, 2, 0.03788764498734475
8, 2, 0.024338414005405706
9, 2, 0.01513638841647795
10, 2, 0.009298794422082235

1, 3, 0.009978679797969594
2, 3, 0.015136388416478342
3, 3, 0.028347001742716788
4, 3, 0.04387511641927773
5, 3, 0.05492641250291075
6, 3, 0.05836593389565865
7, 3, 0.05492641250289035
8, 3, 0.043875116419299476
9, 3, 0.02834700174271901
10, 3, 0.015136388416469247

1, 4, 0.019277448970147125
2, 4, 0.024338414005407434
3, 4, 0.043875116419302605
4, 4, 0.07519976920810525
5, 4, 0.09549179691296164
6, 4, 0.0993974861587727
7, 4, 0.09549179691297209
8, 4, 0.0751997692081032
9, 4, 0.043875116419281865
10, 4, 0.024338414005400523

1, 5, 0.03518332865172058
2, 5, 0.0378876449873443
3, 5, 0.05492641250289217
4, 5, 0.09549179691297699
5, 5, 0.14093594469323228
6, 5, 0.160329841723602
7, 5, 0.1409359446932292
8, 5, 0.09549179691297259
9, 5, 0.054926412502907335
10, 5, 0.0378876449874119

1, 6, 0.04490757189093091
2, 6, 0.045575348131006166
3, 6, 0.0583659338956548
4, 6, 0.09939748615877678
5, 6, 0.16032984172359815
6, 6, 0.19272604436067048
7, 6, 0.16032984172359876
8, 6, 0.09939748615876985
9, 6, 0.058365933895657154
10, 6, 0.04557534813100755

1, 7, 0.03518332865172839
2, 7, 0.03788764498740779
3, 7, 0.05492641250291065
4, 7, 0.09549179691296583
5, 7, 0.14093594469323728
6, 7, 0.1603298417236006
7, 7, 0.14093594469322865
8, 7, 0.09549179691296994
9, 7, 0.05492641250289784
10, 7, 0.03788764498734167

1, 8, 0.019277448970145473
2, 8, 0.024338414005401477
3, 8, 0.04387511641927991
4, 8, 0.07519976920810645
5, 8, 0.09549179691297457
6, 8, 0.09939748615877197
7, 8, 0.09549179691296773
8, 8, 0.0751997692081061
9, 8, 0.04387511641929896
10, 8, 0.024338414005408378

1, 9, 0.00997867979796975
2, 9, 0.015136388416467599
3, 9, 0.028347001742717724
4, 9, 0.04387511641929883
5, 9, 0.0549264125028921
6, 9, 0.05836593389565979
7, 9, 0.0549264125029055
8, 9, 0.04387511641927841
9, 9, 0.02834700174271994
10, 9, 0.015136388416477749

1, 10, 0.0068888003760146374
2, 10, 0.00929879442208214
3, 10, 0.015136388416477103
4, 10, 0.02433841400540748
5, 10, 0.03788764498734326
6, 10, 0.04557534813100696
7, 10, 0.03788764498741242
8, 10, 0.02433841400540129
9, 10, 0.015136388416468891
10, 10, 0.009298794422082441

