x, y, Adm
1, 1, 0.007242687545022604
2, 1, 0.007326705806459928
3, 1, 0.010399978255187781
4, 1, 0.019784150966086187
5, 1, 0.03561610083718589
6, 1, 0.04519806964337139
7, 1, 0.0356161008371843
8, 1, 0.01978415096608704
9, 1, 0.010399978255186912
10, 1, 0.007326705806460189

1, 2, 0.007326705806460068
2, 2, 0.009608389996138424
3, 2, 0.015312769392397773
4, 2, 0.024624030812387794
5, 2, 0.0382563935725649
6, 2, 0.04592140638220622
7, 2, 0.0382563935725448
8, 2, 0.024624030812387815
9, 2, 0.015312769392399155
10, 2, 0.009608389996138273

1, 3, 0.01039997825518747
2, 3, 0.015312769392399346
3, 3, 0.028011467472478655
4, 3, 0.04343470156158806
5, 3, 0.055047671371156875
6, 3, 0.05886152221274554
7, 3, 0.055047671371149506
8, 3, 0.043434701561583515
9, 3, 0.02801146747247982
10, 3, 0.01531276939239854

1, 4, 0.019784150966085802
2, 4, 0.024624030812388627
3, 4, 0.043434701561584826
4, 4, 0.07414335344750299
5, 4, 0.09507400009854569
6, 4, 0.09962262866965013
7, 4, 0.09507400009853524
8, 4, 0.07414335344750149
9, 4, 0.043434701561591044
10, 4, 0.024624030812387898

1, 5, 0.03561610083718318
2, 5, 0.03825639357254498
3, 5, 0.05504767137115304
4, 5, 0.09507400009853442
5, 5, 0.13993994644979596
6, 5, 0.1590484802712565
7, 5, 0.13993994644979232
8, 5, 0.09507400009855008
9, 5, 0.055047671371153906
10, 5, 0.03825639357256607

1, 6, 0.04519806964336971
2, 6, 0.045921406382206625
3, 6, 0.058861522212743315
4, 6, 0.09962262866965374
5, 6, 0.15904848027125396
6, 6, 0.19022824102879288
7, 6, 0.15904848027125726
8, 6, 0.09962262866965263
9, 6, 0.05886152221274373
10, 6, 0.04592140638220739

1, 7, 0.03561610083718621
2, 7, 0.038256393572564315
3, 7, 0.05504767137115633
4, 7, 0.09507400009854625
5, 7, 0.139939946449798
6, 7, 0.15904848027125715
7, 7, 0.13993994644979324
8, 7, 0.09507400009853167
9, 7, 0.05504767137115549
10, 7, 0.03825639357254333

1, 8, 0.019784150966084574
2, 8, 0.02462403081238854
3, 8, 0.043434701561589406
4, 8, 0.0741433534475036
5, 8, 0.09507400009853521
6, 8, 0.09962262866965095
7, 8, 0.09507400009854966
8, 8, 0.07414335344750264
9, 8, 0.04343470156158229
10, 8, 0.024624030812390122

1, 9, 0.010399978255187795
2, 9, 0.015312769392397854
3, 9, 0.028011467472480588
4, 9, 0.04343470156158282
5, 9, 0.05504767137115228
6, 9, 0.05886152221274652
7, 9, 0.055047671371153815
8, 9, 0.04343470156158898
9, 9, 0.02801146747247979
10, 9, 0.01531276939239894

1, 10, 0.007326705806460079
2, 10, 0.009608389996138354
3, 10, 0.015312769392397778
4, 10, 0.02462403081238946
5, 10, 0.038256393572543755
6, 10, 0.045921406382205536
7, 10, 0.0382563935725657
8, 10, 0.02462403081238799
9, 10, 0.015312769392398548
10, 10, 0.009608389996138196

