x, y, Adm
1, 1, 0.006880282936876789
2, 1, 0.006992535351740286
3, 1, 0.010077638909325814
4, 1, 0.019394280031466673
5, 1, 0.03527692500163943
6, 1, 0.0449633928927258
7, 1, 0.03527692500163807
8, 1, 0.019394280031467523
9, 1, 0.010077638909325153
10, 1, 0.006992535351740446

1, 2, 0.006992535351740511
2, 2, 0.009373038529706399
3, 2, 0.015179936353160227
4, 2, 0.02440542465624125
5, 2, 0.037965378421306734
6, 2, 0.045639872789644646
7, 2, 0.037965378421290455
8, 2, 0.02440542465624727
9, 2, 0.015179936353166506
10, 2, 0.009373038529706234

1, 3, 0.010077638909325934
2, 3, 0.015179936353166704
3, 3, 0.028272334732593003
4, 3, 0.043773545834436434
5, 3, 0.05494521328088553
6, 3, 0.058461611000982176
7, 3, 0.05494521328086009
8, 3, 0.04377354583442538
9, 3, 0.028272334732594297
10, 3, 0.01517993635316148

1, 4, 0.01939428003146592
2, 4, 0.024405424656248387
3, 4, 0.043773545834428114
4, 4, 0.0749525920644806
5, 4, 0.09538937633923941
6, 4, 0.09943830296390413
7, 4, 0.09538937633920994
8, 4, 0.07495259206447788
9, 4, 0.04377354583443916
10, 4, 0.024405424656241858

1, 5, 0.03527692500163698
2, 5, 0.037965378421289275
3, 5, 0.0549452132808642
4, 5, 0.0953893763392102
5, 5, 0.14071531056307746
6, 5, 0.16005302679096195
7, 5, 0.14071531056307368
8, 5, 0.09538937633924584
9, 5, 0.05494521328088327
10, 5, 0.03796537842130579

1, 6, 0.04496339289272769
2, 6, 0.04563987278964362
3, 6, 0.05846161100097969
4, 6, 0.09943830296390743
5, 6, 0.1600530267909612
6, 6, 0.19219367769706178
7, 6, 0.160053026790964
8, 6, 0.09943830296390291
9, 6, 0.05846161100098065
10, 6, 0.045639872789644736

1, 7, 0.03527692500164208
2, 7, 0.03796537842130242
3, 7, 0.05494521328088726
4, 7, 0.0953893763392403
5, 7, 0.14071531056308048
6, 7, 0.16005302679096084
7, 7, 0.14071531056307443
8, 7, 0.09538937633920824
9, 7, 0.05494521328086759
10, 7, 0.037965378421287575

1, 8, 0.019394280031464057
2, 8, 0.02440542465624317
3, 8, 0.04377354583443717
4, 8, 0.07495259206448125
5, 8, 0.09538937633921074
6, 8, 0.09943830296390536
7, 8, 0.09538937633924396
8, 8, 0.07495259206448046
9, 8, 0.04377354583442376
10, 8, 0.024405424656249973

1, 9, 0.01007763890932637
2, 9, 0.015179936353160181
3, 9, 0.028272334732594134
4, 9, 0.04377354583442479
5, 9, 0.054945213280863214
6, 9, 0.05846161100098344
7, 9, 0.05494521328088151
8, 9, 0.04377354583443681
9, 9, 0.028272334732594627
10, 9, 0.015179936353166239

1, 10, 0.0069925353517404434
2, 10, 0.00937303852970634
3, 10, 0.015179936353165476
4, 10, 0.024405424656248797
5, 10, 0.03796537842128865
6, 10, 0.04563987278964381
7, 10, 0.037965378421306616
8, 10, 0.02440542465624197
9, 10, 0.015179936353161111
10, 10, 0.009373038529706357

