x, y, Adm
1, 1, 0.014475431214341567
2, 1, 0.014028780732079981
3, 1, 0.016800792173782164
4, 1, 0.028665301616945346
5, 1, 0.04606063202534287
6, 1, 0.05531046592807562
7, 1, 0.04606063202534346
8, 1, 0.028665301616946033
9, 1, 0.016800792173781623
10, 1, 0.014028780732080005

1, 2, 0.014028780732079993
2, 2, 0.014277239385076364
3, 2, 0.01766571102806776
4, 2, 0.02937717262824134
5, 2, 0.0475260521626916
6, 2, 0.05762108651788329
7, 2, 0.047526052162687515
8, 2, 0.02937717262823663
9, 2, 0.017665711028069436
10, 2, 0.014277239385076287

1, 3, 0.01680079217378161
2, 3, 0.01766571102806923
3, 3, 0.022343172656663853
4, 3, 0.03659871526906146
5, 3, 0.06004610018199644
6, 3, 0.07344760068451806
7, 3, 0.060046100181993155
8, 3, 0.036598715269057336
9, 3, 0.022343172656663475
10, 3, 0.01766571102806815

1, 4, 0.028665301616946113
2, 4, 0.029377172628236373
3, 4, 0.03659871526905774
4, 4, 0.059222212264321006
5, 4, 0.09143462976006553
6, 4, 0.1073802406831488
7, 4, 0.09143462976006646
8, 4, 0.059222212264320326
9, 4, 0.03659871526906197
10, 4, 0.029377172628240557

1, 5, 0.04606063202534249
2, 5, 0.04752605216268763
3, 5, 0.06004610018199273
4, 5, 0.09143462976006655
5, 5, 0.12354090210413904
6, 5, 0.13471327366514485
7, 5, 0.12354090210413624
8, 5, 0.09143462976006617
9, 5, 0.06004610018199673
10, 5, 0.04752605216269229

1, 6, 0.055310465928074114
2, 6, 0.05762108651788401
3, 6, 0.073447600684518
4, 6, 0.10738024068315023
5, 6, 0.13471327366514396
6, 6, 0.14107586971597336
7, 6, 0.13471327366514285
8, 6, 0.10738024068315022
9, 6, 0.07344760068451747
10, 6, 0.05762108651788431

1, 7, 0.04606063202534379
2, 7, 0.04752605216269147
3, 7, 0.060046100181996735
4, 7, 0.09143462976006475
5, 7, 0.1235409021041381
6, 7, 0.13471327366514568
7, 7, 0.12354090210413668
8, 7, 0.09143462976006583
9, 7, 0.060046100181993814
10, 7, 0.04752605216268687

1, 8, 0.028665301616945464
2, 8, 0.02937717262824112
3, 8, 0.03659871526906162
4, 8, 0.059222212264321394
5, 8, 0.09143462976006697
6, 8, 0.10738024068314751
7, 8, 0.09143462976006655
8, 8, 0.059222212264321256
9, 8, 0.03659871526905714
10, 8, 0.029377172628236893

1, 9, 0.01680079217378193
2, 9, 0.017665711028067764
3, 9, 0.022343172656664356
4, 9, 0.036598715269057044
5, 9, 0.06004610018199256
6, 9, 0.07344760068451896
7, 9, 0.06004610018199647
8, 9, 0.036598715269061374
9, 9, 0.022343172656663905
10, 9, 0.01766571102806902

1, 10, 0.014028780732080042
2, 10, 0.014277239385076579
3, 10, 0.017665711028069023
4, 10, 0.029377172628236862
5, 10, 0.04752605216268817
6, 10, 0.057621086517883044
7, 10, 0.0475260521626921
8, 10, 0.02937717262824169
9, 10, 0.017665711028067955
10, 10, 0.014277239385076256

