x, y, Adm
1, 1, 0.0020275481364322124
2, 1, 0.00189135666845714
3, 1, 0.0013879040601416745
4, 1, 0.0015713331833684845
5, 1, 0.0019491653744796863
6, 1, 0.0023774468543919032
7, 1, 0.001949165374479687
8, 1, 0.0015713331833684834
9, 1, 0.0013879040601416741
10, 1, 0.0018913566684571404

1, 2, 0.001891356668457139
2, 2, 0.0018190079190044247
3, 2, 0.001156736840816257
4, 2, 0.0014618997923802484
5, 2, 0.0017775646301813421
6, 2, 0.0023661366624096298
7, 2, 0.001777564630181321
8, 2, 0.0014618997923802474
9, 2, 0.0011567368408162537
10, 2, 0.001819007919004425

1, 3, 0.0013879040601416743
2, 3, 0.001156736840816254
3, 3, 0.0006678216845738454
4, 3, 0.0007373718701944975
5, 3, 0.0011832256488213582
6, 3, 0.001528912005188605
7, 3, 0.0011832256488213543
8, 3, 0.0007373718701945021
9, 3, 0.0006678216845738455
10, 3, 0.0011567368408162571

1, 4, 0.0015713331833684834
2, 4, 0.0014618997923802476
3, 4, 0.0007373718701945022
4, 4, 0.001067204606944637
5, 4, 0.0013911393573550921
6, 4, 0.002163577253364596
7, 4, 0.0013911393573550826
8, 4, 0.0010672046069446365
9, 4, 0.0007373718701944977
10, 4, 0.0014618997923802487

1, 5, 0.001949165374479687
2, 5, 0.0017775646301813213
3, 5, 0.0011832256488213538
4, 5, 0.0013911393573550835
5, 5, 0.0018139978417781358
6, 5, 0.002337242566576089
7, 5, 0.0018139978417781367
8, 5, 0.0013911393573550926
9, 5, 0.0011832256488213582
10, 5, 0.0017775646301813424

1, 6, 0.0023774468543919032
2, 6, 0.0023661366624096306
3, 6, 0.0015289120051886046
4, 6, 0.0021635772533645974
5, 6, 0.002337242566576089
6, 6, 0.0020663105854557347
7, 6, 0.002337242566576089
8, 6, 0.0021635772533645965
9, 6, 0.0015289120051886055
10, 6, 0.002366136662409631

1, 7, 0.0019491653744796863
2, 7, 0.0017775646301813421
3, 7, 0.0011832256488213577
4, 7, 0.0013911393573550926
5, 7, 0.001813997841778136
6, 7, 0.0023372425665760897
7, 7, 0.0018139978417781354
8, 7, 0.0013911393573550835
9, 7, 0.0011832256488213547
10, 7, 0.001777564630181322

1, 8, 0.0015713331833684839
2, 8, 0.0014618997923802482
3, 8, 0.0007373718701944975
4, 8, 0.0010672046069446362
5, 8, 0.0013911393573550835
6, 8, 0.0021635772533645957
7, 8, 0.0013911393573550926
8, 8, 0.0010672046069446356
9, 8, 0.0007373718701945028
10, 8, 0.0014618997923802474

1, 9, 0.0013879040601416743
2, 9, 0.0011567368408162571
3, 9, 0.0006678216845738455
4, 9, 0.0007373718701945022
5, 9, 0.0011832256488213543
6, 9, 0.0015289120051886049
7, 9, 0.0011832256488213582
8, 9, 0.0007373718701944975
9, 9, 0.0006678216845738456
10, 9, 0.001156736840816254

1, 10, 0.0018913566684571398
2, 10, 0.0018190079190044254
3, 10, 0.0011567368408162543
4, 10, 0.0014618997923802478
5, 10, 0.0017775646301813224
6, 10, 0.00236613666240963
7, 10, 0.0017775646301813417
8, 10, 0.0014618997923802482
9, 10, 0.0011567368408162571
10, 10, 0.0018190079190044252

