x, y, Adm
1, 1, 1.592876504669767e-10
2, 1, 1.4698339543020358e-10
3, 1, 1.0511244994743248e-10
4, 1, 1.1348103119561824e-10
5, 1, 1.386237552252e-10
6, 1, 1.6807201824131729e-10
7, 1, 1.3862375522518871e-10
8, 1, 1.1348103119561737e-10
9, 1, 1.0511244994743512e-10
10, 1, 1.4698339543020347e-10

1, 2, 1.4698339543020223e-10
2, 2, 1.501381925635656e-10
3, 2, 8.794344096247554e-11
4, 2, 1.1509594737812141e-10
5, 2, 1.2544212924280717e-10
6, 2, 1.7534596823925583e-10
7, 2, 1.2544212924282586e-10
8, 2, 1.1509594737812427e-10
9, 2, 8.794344096246837e-11
10, 2, 1.5013819256356219e-10

1, 3, 1.0511244994743305e-10
2, 3, 8.794344096247495e-11
3, 3, 5.0830063021075274e-11
4, 3, 5.412014583377954e-11
5, 3, 8.421323227042583e-11
6, 3, 1.0845799819964457e-10
7, 3, 8.421323227041138e-11
8, 3, 5.412014583377959e-11
9, 3, 5.083006302107682e-11
10, 3, 8.794344096247428e-11

1, 4, 1.1348103119561485e-10
2, 4, 1.1509594737812507e-10
3, 4, 5.4120145833781465e-11
4, 4, 8.268700091068279e-11
5, 4, 9.310069722509384e-11
6, 4, 1.5198879221858567e-10
7, 4, 9.310069722517159e-11
8, 4, 8.268700091068716e-11
9, 4, 5.4120145833763344e-11
10, 4, 1.1509594737812423e-10

1, 5, 1.3862375522519337e-10
2, 5, 1.254421292428178e-10
3, 5, 8.421323227041945e-11
4, 5, 9.310069722513535e-11
5, 5, 1.1865493113800698e-10
6, 5, 1.4998739218891183e-10
7, 5, 1.1865493113804335e-10
8, 5, 9.310069722513518e-11
9, 5, 8.421323227041291e-11
10, 5, 1.2544212924281883e-10

1, 6, 1.6807201824130969e-10
2, 6, 1.7534596823926186e-10
3, 6, 1.084579981996563e-10
4, 6, 1.519887922186342e-10
5, 6, 1.4998739218869247e-10
6, 6, 1.3088576529758586e-10
7, 6, 1.4998739218913178e-10
8, 6, 1.5198879221858003e-10
9, 6, 1.0845799819958325e-10
10, 6, 1.7534596823927245e-10

1, 7, 1.3862375522519083e-10
2, 7, 1.2544212924282395e-10
3, 7, 8.421323227041694e-11
4, 7, 9.310069722515722e-11
5, 7, 1.1865493113801677e-10
6, 7, 1.4998739218902464e-10
7, 7, 1.1865493113805312e-10
8, 7, 9.31006972251556e-11
9, 7, 8.421323227040983e-11
10, 7, 1.254421292428236e-10

1, 8, 1.1348103119561477e-10
2, 8, 1.1509594737812644e-10
3, 8, 5.412014583378113e-11
4, 8, 8.268700091068318e-11
5, 8, 9.310069722509273e-11
6, 8, 1.5198879221856098e-10
7, 8, 9.310069722517197e-11
8, 8, 8.268700091068755e-11
9, 8, 5.412014583376376e-11
10, 8, 1.1509594737812441e-10

1, 9, 1.0511244994743369e-10
2, 9, 8.794344096247337e-11
3, 9, 5.083006302107557e-11
4, 9, 5.4120145833774724e-11
5, 9, 8.421323227042353e-11
6, 9, 1.0845799819962464e-10
7, 9, 8.421323227040971e-11
8, 9, 5.412014583377398e-11
9, 9, 5.0830063021077096e-11
10, 9, 8.79434409624718e-11

1, 10, 1.4698339543020216e-10
2, 10, 1.5013819256356464e-10
3, 10, 8.794344096247481e-11
4, 10, 1.150959473781205e-10
5, 10, 1.254421292428066e-10
6, 10, 1.753459682392585e-10
7, 10, 1.254421292428267e-10
8, 10, 1.1509594737812454e-10
9, 10, 8.794344096246854e-11
10, 10, 1.5013819256356133e-10

