x, y, Adm
1, 1, 1.4624695332290666e-12
2, 1, 1.3495744160452852e-12
3, 1, 9.650825321193216e-13
4, 1, 1.0419712681984737e-12
5, 1, 1.2727304305480625e-12
6, 1, 1.5432388451094981e-12
7, 1, 1.2727304305470112e-12
8, 1, 1.0419712681983876e-12
9, 1, 9.65082532119565e-13
10, 1, 1.3495744160452773e-12

1, 2, 1.3495744160451763e-12
2, 2, 1.4053246030238053e-12
3, 2, 8.074345255592132e-13
4, 2, 1.0841342330123697e-12
5, 2, 1.151945007872509e-12
6, 2, 1.6379876255673928e-12
7, 2, 1.151945007874279e-12
8, 2, 1.0841342330126802e-12
9, 2, 8.074345255586003e-13
10, 2, 1.4053246030234986e-12

1, 3, 9.650825321193783e-13
2, 3, 8.074345255591926e-13
3, 3, 4.667035968229701e-13
4, 3, 4.968368018780097e-13
5, 3, 7.731559453084084e-13
6, 3, 9.958328057318847e-13
7, 3, 7.731559453070812e-13
8, 3, 4.968368018779789e-13
9, 3, 4.667035968231137e-13
10, 3, 8.074345255590952e-13

1, 4, 1.0419712681981722e-12
2, 4, 1.084134233012755e-12
3, 4, 4.968368018781664e-13
4, 4, 7.881651379898502e-13
5, 4, 8.552554068676542e-13
6, 4, 1.4287784851463059e-12
7, 4, 8.552554068748588e-13
8, 4, 7.881651379902727e-13
9, 4, 4.968368018765473e-13
10, 4, 1.084134233012629e-12

1, 5, 1.2727304305474504e-12
2, 5, 1.1519450078735289e-12
3, 5, 7.731559453078459e-13
4, 5, 8.552554068714963e-13
5, 5, 1.0895281413168874e-12
6, 5, 1.378060084066671e-12
7, 5, 1.089528141320223e-12
8, 5, 8.552554068714238e-13
9, 5, 7.731559453072189e-13
10, 5, 1.151945007873558e-12

1, 6, 1.5432388451088436e-12
2, 6, 1.6379876255679322e-12
3, 6, 9.958328057330523e-13
4, 6, 1.428778485150647e-12
5, 6, 1.3780600840465778e-12
6, 6, 1.2022291760574884e-12
7, 6, 1.3780600840870598e-12
8, 6, 1.428778485145857e-12
9, 6, 9.95832805726288e-13
10, 6, 1.6379876255688963e-12

1, 7, 1.2727304305472228e-12
2, 7, 1.1519450078740236e-12
3, 7, 7.731559453075918e-13
4, 7, 8.55255406873413e-13
5, 7, 1.0895281413177748e-12
6, 7, 1.3780600840769024e-12
7, 7, 1.0895281413211106e-12
8, 7, 8.552554068733286e-13
9, 7, 7.731559453069637e-13
10, 7, 1.1519450078740418e-12

1, 8, 1.041971268198164e-12
2, 8, 1.0841342330128394e-12
3, 8, 4.968368018781659e-13
4, 8, 7.881651379898964e-13
5, 8, 8.552554068676148e-13
6, 8, 1.4287784851440984e-12
7, 8, 8.552554068748324e-13
8, 8, 7.881651379903185e-13
9, 8, 4.968368018765563e-13
10, 8, 1.0841342330126972e-12

1, 9, 9.650825321194349e-13
2, 9, 8.074345255590135e-13
3, 9, 4.667035968229958e-13
4, 9, 4.968368018775425e-13
5, 9, 7.731559453082279e-13
6, 9, 9.958328057300685e-13
7, 9, 7.731559453069029e-13
8, 9, 4.968368018775012e-13
9, 9, 4.667035968231396e-13
10, 9, 8.074345255589072e-13

1, 10, 1.3495744160451673e-12
2, 10, 1.4053246030237213e-12
3, 10, 8.074345255591795e-13
4, 10, 1.0841342330123337e-12
5, 10, 1.1519450078725106e-12
6, 10, 1.6379876255676364e-12
7, 10, 1.1519450078742924e-12
8, 10, 1.0841342330126605e-12
9, 10, 8.074345255585742e-13
10, 10, 1.4053246030234148e-12

