x, y, Adm
1, 1, 0.09974851912274157
2, 1, 0.09830039975166506
3, 1, 0.09225086998698255
4, 1, 0.130409240069959
5, 1, 0.2048326266941427
6, 1, 0.278996032589666
7, 1, 0.2048326266941427
8, 1, 0.130409240069959
9, 1, 0.09225086998698254
10, 1, 0.09830039975166507

1, 2, 0.09830039975166506
2, 2, 0.09759519572785472
3, 2, 0.09203460647612582
4, 2, 0.13288343534759442
5, 2, 0.21586697106996394
6, 2, 0.3061711196274708
7, 2, 0.21586697106996416
8, 2, 0.1328834353475949
9, 2, 0.09203460647612625
10, 2, 0.09759519572785468

1, 3, 0.09225086998698256
2, 3, 0.09203460647612627
3, 3, 0.08677794183650411
4, 3, 0.13041445343718303
5, 3, 0.22183443700234126
6, 3, 0.3251409274475358
7, 3, 0.22183443700234162
8, 3, 0.13041445343718397
9, 3, 0.08677794183650413
10, 3, 0.0920346064761258

1, 4, 0.13040924006995896
2, 4, 0.1328834353475948
3, 4, 0.13041445343718402
4, 4, 0.19300875440002985
5, 4, 0.3365211011316842
6, 4, 0.6631157473617093
7, 4, 0.336521101131684
8, 4, 0.19300875440002985
9, 4, 0.13041445343718308
10, 4, 0.1328834353475944

1, 5, 0.2048326266941426
2, 5, 0.21586697106996414
3, 5, 0.22183443700234168
4, 5, 0.3365211011316841
5, 5, 0.6335150209134379
6, 5, 1.0553708166927152
7, 5, 0.633515020913438
8, 5, 0.33652110113168426
9, 5, 0.22183443700234123
10, 5, 0.21586697106996397

1, 6, 0.2789960325896659
2, 6, 0.30617111962747073
3, 6, 0.3251409274475357
4, 6, 0.6631157473617095
5, 6, 1.055370816692716
6, 6, 2.029222833964644
7, 6, 1.0553708166927136
8, 6, 0.6631157473617093
9, 6, 0.32514092744753564
10, 6, 0.30617111962747073

1, 7, 0.2048326266941426
2, 7, 0.215866971069964
3, 7, 0.2218344370023413
4, 7, 0.3365211011316843
5, 7, 0.633515020913438
6, 7, 1.055370816692715
7, 7, 0.633515020913438
8, 7, 0.33652110113168415
9, 7, 0.2218344370023416
10, 7, 0.2158669710699642

1, 8, 0.130409240069959
2, 8, 0.13288343534759442
3, 8, 0.13041445343718308
4, 8, 0.19300875440002982
5, 8, 0.3365211011316842
6, 8, 0.6631157473617095
7, 8, 0.33652110113168426
8, 8, 0.1930087544000299
9, 8, 0.130414453437184
10, 8, 0.13288343534759486

1, 9, 0.09225086998698258
2, 9, 0.09203460647612582
3, 9, 0.08677794183650413
4, 9, 0.1304144534371839
5, 9, 0.22183443700234157
6, 9, 0.3251409274475357
7, 9, 0.22183443700234134
8, 9, 0.13041445343718303
9, 9, 0.08677794183650411
10, 9, 0.09203460647612624

1, 10, 0.09830039975166507
2, 10, 0.0975951957278547
3, 10, 0.09203460647612627
4, 10, 0.1328834353475949
5, 10, 0.21586697106996425
6, 10, 0.3061711196274709
7, 10, 0.21586697106996403
8, 10, 0.13288343534759442
9, 10, 0.09203460647612587
10, 10, 0.09759519572785472

