x, y, Adm
1, 1, 1.6623359599205074e-9
2, 1, 1.533894335427757e-9
3, 1, 1.096971281504042e-9
4, 1, 1.184306259583828e-9
5, 1, 1.446764627521463e-9
6, 1, 1.75403243940896e-9
7, 1, 1.4467646275214255e-9
8, 1, 1.1843062595838257e-9
9, 1, 1.0969712815040506e-9
10, 1, 1.5338943354277565e-9

1, 2, 1.533894335427751e-9
2, 2, 1.552088860880786e-9
3, 2, 9.177950268518777e-10
4, 2, 1.1861264237434165e-9
5, 2, 1.3090708165917632e-9
6, 2, 1.8145857277481836e-9
7, 2, 1.3090708165918228e-9
8, 2, 1.1861264237434225e-9
9, 2, 9.177950268518512e-10
10, 2, 1.5520888608807745e-9

1, 3, 1.0969712815040436e-9
2, 3, 9.177950268518735e-10
3, 3, 5.304620092845704e-10
4, 3, 5.648490316013638e-10
5, 3, 8.78913416881677e-10
6, 3, 1.1319031245079834e-9
7, 3, 8.789134168816293e-10
8, 3, 5.648490316013673e-10
9, 3, 5.304620092845753e-10
10, 3, 9.177950268518747e-10

1, 4, 1.184306259583815e-9
2, 4, 1.1861264237434248e-9
3, 4, 5.648490316013731e-10
4, 4, 8.470448592639726e-10
5, 4, 9.714240538225058e-10
6, 4, 1.5679926240702201e-9
7, 4, 9.714240538227598e-10
8, 4, 8.470448592639862e-10
9, 4, 5.64849031601309e-10
10, 4, 1.186126423743425e-9

1, 5, 1.446764627521441e-9
2, 5, 1.3090708165917967e-9
3, 5, 8.789134168816555e-10
4, 5, 9.714240538226415e-10
5, 5, 1.2383313735521796e-9
6, 5, 1.564887941321231e-9
7, 5, 1.2383313735522995e-9
8, 5, 9.714240538226444e-10
9, 5, 8.789134168816346e-10
10, 5, 1.3090708165918027e-9

1, 6, 1.7540324394089332e-9
2, 6, 1.8145857277482047e-9
3, 6, 1.131903124508021e-9
4, 6, 1.5679926240703827e-9
5, 6, 1.564887941320505e-9
6, 6, 1.3657905276180097e-9
7, 6, 1.5648879413219524e-9
8, 6, 1.5679926240701997e-9
9, 6, 1.1319031245077808e-9
10, 6, 1.8145857277482395e-9

1, 7, 1.4467646275214323e-9
2, 7, 1.3090708165918197e-9
3, 7, 8.789134168816475e-10
4, 7, 9.714240538227176e-10
5, 7, 1.238331373552212e-9
6, 7, 1.5648879413216056e-9
7, 7, 1.238331373552332e-9
8, 7, 9.714240538227093e-10
9, 7, 8.789134168816235e-10
10, 7, 1.3090708165918164e-9

1, 8, 1.184306259583816e-9
2, 8, 1.1861264237434328e-9
3, 8, 5.648490316013676e-10
4, 8, 8.470448592639733e-10
5, 8, 9.714240538224994e-10
6, 8, 1.5679926240701368e-9
7, 8, 9.714240538227647e-10
8, 8, 8.470448592639868e-10
9, 8, 5.648490316013148e-10
10, 8, 1.186126423743423e-9

1, 9, 1.0969712815040457e-9
2, 9, 9.177950268518716e-10
3, 9, 5.304620092845715e-10
4, 9, 5.648490316013509e-10
5, 9, 8.789134168816688e-10
6, 9, 1.1319031245079176e-9
7, 9, 8.789134168816244e-10
8, 9, 5.648490316013451e-10
9, 9, 5.304620092845764e-10
10, 9, 9.177950268518634e-10

1, 10, 1.5338943354277505e-9
2, 10, 1.5520888608807828e-9
3, 10, 9.177950268518726e-10
4, 10, 1.1861264237434103e-9
5, 10, 1.3090708165917595e-9
6, 10, 1.8145857277481931e-9
7, 10, 1.3090708165918277e-9
8, 10, 1.1861264237434266e-9
9, 10, 9.17795026851855e-10
10, 10, 1.5520888608807718e-9

