flowtime, w1, w2, w3
0.0, 0.0010120655660063814, 0.9284839012162398, -1.8608647106515794
0.1, 0.0007963961541895897, 0.9303635496820242, -1.8650540563188809
0.2, 0.0007072573372561778, 0.9310437592759768, -1.866662977033342
0.3, 0.0006480339304075266, 0.9314086695109677, -1.8676130485430744
0.4, 0.0006027373513893561, 0.9316226316750431, -1.8682573472223294
0.5, 0.0005658908979047788, 0.9317436612884855, -1.8687185049650843
0.6, 0.0005349404133610318, 0.931798029462487, -1.8690507095086286
0.7, 0.0005083961137893668, 0.9318003265749311, -1.869283389729714
0.8, 0.0004852592313616796, 0.9317600767764181, -1.8694355682733015
0.9, 0.0004648094121980815, 0.9316841828677948, -1.8695210650829515
1.0, 0.0004465076270293273, 0.9315779533276191, -1.8695506044314885
1.1, 0.00042994240485252704, 0.931445605000106, -1.8695328009730725
1.2, 0.0004147957338321167, 0.9312905500856948, -1.869474702746838
1.3, 0.0004008196496339797, 0.9311155818251411, -1.8693821366145713
1.4, 0.0003878194392649891, 0.9309230053687922, -1.8692599517628383
1.5, 0.0003756412781519546, 0.9307147350506626, -1.8691122025103402
1.6, 0.0003641629778283117, 0.9304923690794435, -1.8689422906498583
1.7, 0.0003532869781710187, 0.9302572480858353, -1.8687530786814994
1.8, 0.0003429349900801463, 0.9300105016678712, -1.8685469811143434
1.9, 0.00033304386887342654, 0.9297530857801829, -1.8683260387645613
2.0, 0.00032356241571526034, 0.9294858130170347, -1.8680919796360034
2.1, 0.0003144488853349477, 0.9292093773048389, -1.8678462690781268
2.2, 0.000305669035479274, 0.9289243741550391, -1.8675901512995061
2.3, 0.00029719459464379436, 0.9286313173580063, -1.8673246838611808
2.4, 0.0002890020545816016, 0.9283306528067994, -1.867050766435543
2.5, 0.00028107171620171087, 0.928022769988282, -1.8667691648570015
2.6, 0.0002733869339608033, 0.9277080115693985, -1.866480531292514
2.7, 0.00026593351628237865, 0.9273866814184907, -1.866185421199481
2.8, 0.0002586992489769752, 0.9270590513357543, -1.8658843076165013
2.9, 0.00025167351586710137, 0.9267253667112363, -1.8655775932343077
3.0, 0.0002448469963875581, 0.9263858512913976, -1.8652656206119682
3.1, 0.00023821142424944474, 0.9260407111975955, -1.8649486808408722
3.2, 0.0002317593946153045, 0.9256901383166298, -1.8646270209078664
3.3, 0.0002254842098617195, 0.925334313161392, -1.8643008499634763
3.4, 0.00021937975606695336, 0.9249734072811601, -1.8639703446692757
3.5, 0.0002134404039879664, 0.924607585289874, -1.8636356537683187
3.6, 0.00020766092956843834, 0.9242370065662899, -1.8632969019979404
3.7, 0.00020203645003582407, 0.9238618266744869, -1.8629541934482037
3.8, 0.00019656237244921736, 0.9234821985416698, -1.8626076144480068
3.9, 0.00019123435219533125, 0.9230982734276978, -1.862257236052065
4.0, 0.00018604825943758504, 0.922710201713493, -1.861903116187625
4.1, 0.0001810001519291764, 0.9223181335322888, -1.86154530151174
4.2, 0.00017608625291464216, 0.9219222192637019, -1.8611838290224219
4.3, 0.00017130293311145816, 0.9215226099094005, -1.860818727458216
4.4, 0.0001666466959555285, 0.9211194573638201, -1.8604500185187094
4.5, 0.00016211416546669602, 0.9207129145945276, -1.8600777179306436
4.6, 0.0001577020762142841, 0.9203031357442562, -1.8597018363815614
4.7, 0.00015340726496981398, 0.9198902761632793, -1.8593223803407475
4.8, 0.00014922666371499903, 0.9194744923832471, -1.8589393527828248
4.9, 0.00014515729374152666, 0.9190559420397177, -1.858552753826617
5.0, 0.00014119626062861725, 0.9186347837507024, -1.8581625813027993
5.1, 0.00013734074993170263, 0.9182111769590874, -1.8577688312584846
5.2, 0.00013358802344340422, 0.9177852817432094, -1.8573714984083731
5.3, 0.00012993541592019452, 0.9173572586030441, -1.8569705765385585
5.4, 0.00012638033218799954, 0.916927268225732, -1.8565660588703972
5.5, 0.0001229202445545886, 0.9164954712356751, -1.8561579383888631
5.6, 0.00011955269047597916, 0.916062027933399, -1.8557462081398655
5.7, 0.0001162752704293534, 0.91562709802659, -1.8553308615010229
5.8, 0.00011308564595864191, 0.91519084035742, -1.8549118924288588
