flowtime, d1, d2, d3
0.0, 1.0 + 0.0im, 1.0 + 0.0im, 0.9999999999999999 - 8.673617379884035e-19im
0.1, 0.9999999999999999 - 6.505213034913027e-19im, 0.9999999999999992 - 1.3010426069826053e-18im, 0.9999999999999998 + 0.0im
0.2, 1.0 - 1.0842021724855044e-18im, 0.9999999999999991 - 2.168404344971009e-18im, 1.0000000000000016 - 8.673617379884035e-19im
0.3, 0.9999999999999996 - 7.589415207398531e-19im, 1.0 - 2.6020852139652106e-18im, 0.9999999999999994 + 3.469446951953614e-18im
0.4, 1.0000000000000007 - 6.505213034913027e-19im, 0.9999999999999987 - 3.0357660829594124e-18im, 1.0000000000000004 + 3.469446951953614e-18im
0.5, 1.0 - 1.0842021724855044e-18im, 0.9999999999999978 - 3.0357660829594124e-18im, 1.0000000000000013 + 2.6020852139652106e-18im
0.6, 1.0000000000000007 - 7.589415207398531e-19im, 0.9999999999999968 - 5.204170427930421e-18im, 1.000000000000002 + 5.204170427930421e-18im
0.7, 1.0000000000000007 - 7.318364664277155e-19im, 0.9999999999999972 - 6.938893903907228e-18im, 1.0000000000000013 + 4.336808689942018e-18im
0.8, 1.0000000000000024 - 7.331070158485969e-19im, 0.9999999999999958 - 8.239936510889834e-18im, 1.000000000000002 + 6.071532165918825e-18im
0.9, 1.0000000000000018 - 7.453889935837843e-19im, 0.9999999999999956 - 9.107298248878237e-18im, 1.0000000000000002 + 2.6020852139652106e-18im
1.0, 1.0000000000000022 - 8.673617379884035e-19im, 0.9999999999999937 - 1.1275702593849246e-17im, 1.0 + 1.734723475976807e-18im
1.1, 1.0000000000000009 - 8.673617379884035e-19im, 0.9999999999999939 - 1.0842021724855044e-17im, 1.0000000000000016 + 1.734723475976807e-18im
1.2, 0.9999999999999972 - 9.215718466126788e-19im, 0.9999999999999946 - 1.0842021724855044e-17im, 1.0000000000000027 + 3.469446951953614e-18im
1.3, 0.9999999999999969 - 1.0842021724855044e-18im, 0.9999999999999952 - 1.0842021724855044e-17im, 1.0000000000000024 + 4.336808689942018e-18im
1.4, 0.9999999999999953 - 9.215718466126788e-19im, 0.9999999999999956 - 1.0408340855860843e-17im, 1.000000000000001 + 6.071532165918825e-18im
1.5, 0.9999999999999939 - 6.505213034913027e-19im, 0.9999999999999956 - 1.1709383462843448e-17im, 1.0000000000000016 + 7.806255641895632e-18im
1.6, 0.9999999999999941 - 1.4094628242311558e-18im, 0.999999999999992 - 1.0842021724855044e-17im, 1.0000000000000004 + 9.540979117872439e-18im
1.7, 0.9999999999999932 - 1.1926223897340549e-18im, 0.9999999999999899 - 1.0408340855860843e-17im, 0.9999999999999999 + 1.3877787807814457e-17im
1.8, 0.9999999999999927 - 1.0842021724855044e-18im, 0.9999999999999885 - 1.0408340855860843e-17im, 1.0000000000000016 + 1.474514954580286e-17im
1.9, 0.9999999999999921 - 9.75781955236954e-19im, 0.9999999999999882 - 1.0408340855860843e-17im, 1.0000000000000009 + 1.3877787807814457e-17im
2.0, 0.9999999999999941 - 1.0842021724855044e-18im, 0.9999999999999882 - 1.0842021724855044e-17im, 1.0000000000000018 + 1.5612511283791264e-17im
2.1, 0.9999999999999952 - 1.0842021724855044e-18im, 0.9999999999999877 - 1.1058862159352145e-17im, 1.0000000000000007 + 1.6479873021779667e-17im
2.2, 0.9999999999999942 - 1.4094628242311558e-18im, 0.9999999999999867 - 1.0625181290357943e-17im, 0.9999999999999999 + 1.6479873021779667e-17im
2.3, 0.9999999999999927 - 1.3010426069826053e-18im, 0.9999999999999838 - 1.0842021724855044e-17im, 0.9999999999999998 + 1.734723475976807e-17im
2.4, 0.9999999999999931 - 1.5178830414797062e-18im, 0.9999999999999857 - 1.1058862159352145e-17im, 1.0000000000000007 + 2.2551405187698492e-17im
2.5, 0.9999999999999952 - 1.5178830414797062e-18im, 0.9999999999999855 - 1.0842021724855044e-17im, 1.0000000000000029 + 2.2551405187698492e-17im
2.6, 0.9999999999999941 - 1.6263032587282567e-18im, 0.9999999999999847 - 1.0408340855860843e-17im, 1.0000000000000024 + 2.0816681711721685e-17im
2.7, 0.9999999999999954 - 1.8431436932253575e-18im, 0.9999999999999825 - 1.0408340855860843e-17im, 1.0000000000000027 + 2.6020852139652106e-17im
2.8, 0.9999999999999982 - 1.8431436932253575e-18im, 0.999999999999983 - 1.0191500421363742e-17im, 1.000000000000003 + 2.42861286636753e-17im
2.9, 0.9999999999999979 - 1.734723475976807e-18im, 0.9999999999999822 - 1.0191500421363742e-17im, 1.0000000000000038 + 2.6020852139652106e-17im
3.0, 0.999999999999996 - 1.5178830414797062e-18im, 0.9999999999999801 - 1.0408340855860843e-17im, 1.0000000000000049 + 2.42861286636753e-17im
3.1, 0.9999999999999958 - 1.5178830414797062e-18im, 0.9999999999999805 - 9.324138683375338e-18im, 1.000000000000008 + 2.6020852139652106e-17im
3.2, 0.9999999999999942 - 1.4094628242311558e-18im, 0.999999999999978 - 8.890457814381136e-18im, 1.0000000000000082 + 2.6020852139652106e-17im
3.3, 0.9999999999999957 - 1.6263032587282567e-18im, 0.9999999999999759 - 8.456776945386935e-18im, 1.0000000000000082 + 2.42861286636753e-17im
3.4, 0.9999999999999954 - 1.0842021724855044e-18im, 0.9999999999999736 - 7.589415207398531e-18im, 1.0000000000000087 + 1.734723475976807e-17im
3.5, 0.9999999999999963 - 8.673617379884035e-19im, 0.9999999999999738 - 7.15573433840433e-18im, 1.0000000000000107 + 2.42861286636753e-17im
3.6, 0.9999999999999982 - 1.0842021724855044e-18im, 0.999999999999972 - 6.7220534694101275e-18im, 1.0000000000000102 + 1.734723475976807e-17im
3.7, 0.9999999999999962 - 1.3010426069826053e-18im, 0.9999999999999694 - 6.5052130349130266e-18im, 1.0000000000000109 + 1.734723475976807e-17im
3.8, 0.9999999999999943 - 1.3010426069826053e-18im, 0.9999999999999687 - 6.071532165918825e-18im, 1.000000000000009 + 3.122502256758253e-17im
3.9, 0.9999999999999936 - 1.4094628242311558e-18im, 0.999999999999968 - 7.37257477290143e-18im, 1.0000000000000093 + 4.5102810375396984e-17im
4.0, 0.9999999999999954 - 1.3010426069826053e-18im, 0.9999999999999676 - 7.15573433840433e-18im, 1.0000000000000075 + 4.85722573273506e-17im
4.1, 0.9999999999999968 - 1.0842021724855044e-18im, 0.9999999999999641 - 6.938893903907228e-18im, 1.00000000000001 + 5.204170427930421e-17im
4.2, 0.9999999999999961 - 9.75781955236954e-19im, 0.9999999999999616 - 7.047314121155779e-18im, 1.0000000000000095 + 9.71445146547012e-17im
4.3, 0.9999999999999974 - 7.589415207398531e-19im, 0.9999999999999613 - 6.613633252161577e-18im, 1.000000000000011 + 9.71445146547012e-17im
4.4, 0.9999999999999971 - 1.0842021724855044e-18im, 0.9999999999999613 - 6.288372600415926e-18im, 1.0000000000000102 + 9.020562075079397e-17im
4.5, 0.9999999999999961 - 1.3010426069826053e-18im, 0.9999999999999618 - 6.5052130349130266e-18im, 1.0000000000000107 + 1.0408340855860843e-16im
4.6, 0.999999999999994 - 1.1926223897340549e-18im, 0.9999999999999634 - 5.854691731421724e-18im, 1.000000000000011 + 6.245004513516506e-17im
4.7, 0.9999999999999943 - 7.589415207398531e-19im, 0.9999999999999628 - 6.071532165918825e-18im, 1.0000000000000098 + 6.938893903907228e-17im
4.8, 0.9999999999999944 - 7.589415207398531e-19im, 0.9999999999999611 - 5.5294310796760726e-18im, 1.0000000000000104 + 7.632783294297951e-17im
4.9, 0.999999999999996 - 8.673617379884035e-19im, 0.999999999999962 - 5.421010862427522e-18im, 1.0000000000000118 + 6.938893903907228e-17im
5.0, 0.9999999999999988 - 1.0842021724855044e-18im, 0.9999999999999607 - 5.637851296924623e-18im, 1.000000000000014 + 6.938893903907228e-17im
5.1, 0.9999999999999973 - 1.0842021724855044e-18im, 0.9999999999999621 - 5.5294310796760726e-18im, 1.0000000000000147 + 9.020562075079397e-17im
5.2, 0.9999999999999942 - 1.4094628242311558e-18im, 0.9999999999999613 - 5.366800753803247e-18im, 1.0000000000000138 + 9.71445146547012e-17im
5.3, 0.9999999999999921 - 1.6263032587282567e-18im, 0.9999999999999605 - 5.583641188300348e-18im, 1.000000000000014 + 1.8041124150158794e-16im
5.4, 0.9999999999999926 - 1.734723475976807e-18im, 0.9999999999999588 - 5.44811591673966e-18im, 1.0000000000000155 + 1.5265566588595902e-16im
5.5, 0.9999999999999953 - 1.4094628242311558e-18im, 0.9999999999999569 - 5.421010862427522e-18im, 1.0000000000000155 + 1.5265566588595902e-16im
5.6, 0.9999999999999934 - 1.3010426069826053e-18im, 0.999999999999955 - 5.353248226647178e-18im, 1.0000000000000153 + 1.6653345369377348e-16im
5.7, 0.999999999999989 - 1.5178830414797062e-18im, 0.9999999999999541 - 5.353248226647178e-18im, 1.0000000000000133 + 1.3877787807814457e-16im
5.8, 0.9999999999999888 - 1.734723475976807e-18im, 0.9999999999999538 - 5.353248226647178e-18im, 1.0000000000000147 + 5.551115123125783e-17im
5.9, 0.9999999999999875 - 1.3010426069826053e-18im, 0.9999999999999567 - 5.353248226647178e-18im, 1.0000000000000147 + 8.326672684688674e-17im
6.0, 0.9999999999999856 - 1.734723475976807e-18im, 0.9999999999999581 - 5.366800753803247e-18im, 1.000000000000014 + 4.163336342344337e-17im
6.1, 0.9999999999999818 - 1.4094628242311558e-18im, 0.9999999999999599 - 5.44811591673966e-18im, 1.0000000000000142 + 1.249000902703301e-16im
6.2, 0.9999999999999811 - 1.4094628242311558e-18im, 0.9999999999999614 - 5.366800753803247e-18im, 1.000000000000016 + 1.6653345369377348e-16im
6.3, 0.9999999999999829 - 1.1926223897340549e-18im, 0.9999999999999633 - 5.204170427930421e-18im, 1.0000000000000167 + 1.6653345369377348e-16im
6.4, 0.9999999999999826 - 1.3010426069826053e-18im, 0.9999999999999626 - 5.5294310796760726e-18im, 1.0000000000000178 + 1.3877787807814457e-16im
6.5, 0.9999999999999816 - 1.4094628242311558e-18im, 0.9999999999999625 - 5.366800753803247e-18im, 1.000000000000018 + 2.220446049250313e-16im
6.6, 0.9999999999999785 - 1.5178830414797062e-18im, 0.9999999999999633 - 4.9873299934333204e-18im, 1.000000000000018 + 1.1102230246251565e-16im
6.7, 0.9999999999999791 - 1.6263032587282567e-18im, 0.9999999999999633 - 4.9873299934333204e-18im, 1.000000000000018 + 5.551115123125783e-17im
6.8, 0.9999999999999807 - 1.6263032587282567e-18im, 0.9999999999999626 - 4.7704895589362195e-18im, 1.0000000000000155 + 2.7755575615628914e-17im
6.9, 0.999999999999981 - 1.1926223897340549e-18im, 0.9999999999999625 - 4.9873299934333204e-18im, 1.0000000000000164 + 1.1102230246251565e-16im
7.0, 0.9999999999999846 - 1.6263032587282567e-18im, 0.9999999999999609 - 4.336808689942018e-18im, 1.000000000000015 + 2.7755575615628914e-17im
7.1, 0.9999999999999863 - 1.4094628242311558e-18im, 0.9999999999999624 - 4.336808689942018e-18im, 1.000000000000014 - 5.551115123125783e-17im
7.2, 0.9999999999999886 - 9.75781955236954e-19im, 0.9999999999999638 - 4.87890977618477e-18im, 1.0000000000000144 - 2.7755575615628914e-17im
7.3, 0.9999999999999911 - 8.673617379884035e-19im, 0.9999999999999636 - 4.87890977618477e-18im, 1.0000000000000138 - 1.1102230246251565e-16im
7.4, 0.9999999999999948 - 1.0842021724855044e-18im, 0.9999999999999608 - 4.7704895589362195e-18im, 1.0000000000000133 - 1.3877787807814457e-16im
7.5, 0.9999999999999982 - 8.673617379884035e-19im, 0.9999999999999611 - 4.662069341687669e-18im, 1.0000000000000122 - 1.1102230246251565e-16im
7.6, 1.000000000000003 - 7.589415207398531e-19im, 0.9999999999999616 - 4.9873299934333204e-18im, 1.0000000000000107 - 1.1102230246251565e-16im
7.7, 1.0000000000000053 - 5.421010862427522e-19im, 0.9999999999999608 - 4.228388472693467e-18im, 1.000000000000012 - 1.1102230246251565e-16im
7.8, 1.000000000000008 - 4.336808689942018e-19im, 0.9999999999999629 - 4.228388472693467e-18im, 1.0000000000000113 - 8.326672684688674e-17im
7.9, 1.00000000000001 - 5.421010862427522e-19im, 0.9999999999999626 - 4.228388472693467e-18im, 1.0000000000000113 - 1.6653345369377348e-16im
8.0, 1.0000000000000102 - 5.421010862427522e-19im, 0.9999999999999637 - 3.903127820947816e-18im, 1.0000000000000113 - 2.7755575615628914e-16im
8.1, 1.0000000000000102 - 4.336808689942018e-19im, 0.999999999999967 - 3.686287386450715e-18im, 1.00000000000001 - 4.996003610813204e-16im
8.2, 1.0000000000000118 - 4.336808689942018e-19im, 0.9999999999999678 - 3.469446951953614e-18im, 1.00000000000001 - 4.440892098500626e-16im
8.3, 1.0000000000000135 - 1.0842021724855044e-19im, 0.9999999999999692 - 3.2526065174565133e-18im, 1.0000000000000109 - 3.3306690738754696e-16im
8.4, 1.0000000000000142 + 4.336808689942018e-19im, 0.999999999999969 - 3.686287386450715e-18im, 1.0000000000000113 - 1.6653345369377348e-16im
8.5, 1.0000000000000182 + 1.0842021724855044e-19im, 0.9999999999999704 - 3.903127820947816e-18im, 1.0000000000000115 - 3.3306690738754696e-16im
8.6, 1.000000000000019 + 1.0842021724855044e-19im, 0.9999999999999735 - 3.686287386450715e-18im, 1.0000000000000107 - 5.551115123125783e-17im
8.7, 1.000000000000018 + 3.2526065174565133e-19im, 0.9999999999999746 - 3.469446951953614e-18im, 1.00000000000001 - 5.551115123125783e-17im
8.8, 1.0000000000000178 - 2.168404344971009e-19im, 0.9999999999999774 - 4.119968255444917e-18im, 1.00000000000001 - 1.1102230246251565e-16im
8.9, 1.0000000000000162 + 1.0842021724855044e-19im, 0.99999999999998 - 4.7704895589362195e-18im, 1.0000000000000093 - 5.551115123125783e-17im
9.0, 1.0000000000000147 + 4.336808689942018e-19im, 0.999999999999981 - 4.9873299934333204e-18im, 1.0000000000000069 + 2.220446049250313e-16im
9.1, 1.0000000000000142 + 2.168404344971009e-19im, 0.9999999999999805 - 5.421010862427522e-18im, 1.000000000000007 + 0.0im
9.2, 1.000000000000017 + 6.505213034913027e-19im, 0.9999999999999796 - 5.854691731421724e-18im, 1.0000000000000084 - 2.220446049250313e-16im
9.3, 1.0000000000000182 + 8.673617379884035e-19im, 0.9999999999999784 - 5.637851296924623e-18im, 1.0000000000000078 - 2.220446049250313e-16im
9.4, 1.0000000000000182 + 4.336808689942018e-19im, 0.9999999999999777 - 5.421010862427522e-18im, 1.0000000000000093 - 2.7755575615628914e-16im
9.5, 1.0000000000000182 + 6.505213034913027e-19im, 0.9999999999999791 - 5.204170427930421e-18im, 1.000000000000008 - 4.440892098500626e-16im
9.6, 1.000000000000017 + 9.75781955236954e-19im, 0.9999999999999792 - 7.15573433840433e-18im, 1.0000000000000084 - 5.551115123125783e-16im
9.7, 1.0000000000000167 + 7.589415207398531e-19im, 0.9999999999999787 - 8.239936510889834e-18im, 1.0000000000000102 - 6.661338147750939e-16im
9.8, 1.0000000000000142 + 8.673617379884035e-19im, 0.999999999999978 - 9.107298248878237e-18im, 1.0000000000000113 - 6.106226635438361e-16im
9.9, 1.000000000000014 + 1.8431436932253575e-18im, 0.9999999999999775 - 9.324138683375338e-18im, 1.0000000000000118 - 6.661338147750939e-16im
10.0, 1.000000000000014 + 1.734723475976807e-18im, 0.99999999999998 - 8.890457814381136e-18im, 1.0000000000000118 - 3.3306690738754696e-16im
10.1, 1.0000000000000149 + 2.710505431213761e-18im, 0.9999999999999799 - 1.0191500421363742e-17im, 1.000000000000011 - 2.7755575615628914e-16im
10.2, 1.000000000000015 + 2.0599841277224584e-18im, 0.9999999999999811 - 9.974659986866641e-18im, 1.0000000000000113 - 2.220446049250313e-16im
10.3, 1.0000000000000167 + 2.0599841277224584e-18im, 0.999999999999982 - 9.324138683375338e-18im, 1.0000000000000115 - 1.6653345369377348e-16im
10.4, 1.000000000000016 + 1.6263032587282567e-18im, 0.9999999999999821 - 9.107298248878237e-18im, 1.000000000000013 - 1.1102230246251565e-16im
10.5, 1.000000000000014 + 1.1926223897340549e-18im, 0.999999999999983 - 9.107298248878237e-18im, 1.0000000000000129 - 2.7755575615628914e-16im
10.6, 1.0000000000000122 + 1.4094628242311558e-18im, 0.9999999999999803 - 8.673617379884035e-18im, 1.0000000000000124 - 3.885780586188048e-16im
10.7, 1.00000000000001 + 1.5178830414797062e-18im, 0.9999999999999781 - 8.890457814381136e-18im, 1.000000000000012 - 2.7755575615628914e-16im
10.8, 1.0000000000000104 + 1.8431436932253575e-18im, 0.9999999999999771 - 8.239936510889834e-18im, 1.0000000000000115 - 2.7755575615628914e-16im
10.9, 1.0000000000000102 + 2.4936649967166602e-18im, 0.9999999999999778 - 7.806255641895632e-18im, 1.0000000000000127 - 2.220446049250313e-16im
11.0, 1.0000000000000113 + 3.144186300207963e-18im, 0.9999999999999767 - 8.239936510889834e-18im, 1.0000000000000124 - 2.220446049250313e-16im
11.1, 1.0000000000000102 + 3.469446951953614e-18im, 0.9999999999999776 - 7.589415207398531e-18im, 1.0000000000000098 - 2.7755575615628914e-16im
11.2, 1.0000000000000098 + 2.710505431213761e-18im, 0.9999999999999774 - 8.673617379884035e-18im, 1.0000000000000082 + 5.551115123125783e-17im
11.3, 1.00000000000001 + 2.2768245622195593e-18im, 0.9999999999999771 - 9.107298248878237e-18im, 1.0000000000000078 + 4.440892098500626e-16im
11.4, 1.0000000000000109 + 2.4936649967166602e-18im, 0.9999999999999769 - 8.673617379884035e-18im, 1.0000000000000093 + 6.106226635438361e-16im
11.5, 1.0000000000000102 + 2.4936649967166602e-18im, 0.9999999999999752 - 8.673617379884035e-18im, 1.0000000000000098 + 5.551115123125783e-16im
11.6, 1.000000000000009 + 2.3852447794681098e-18im, 0.9999999999999729 - 9.974659986866641e-18im, 1.000000000000011 + 4.440892098500626e-16im
