flowtime, d1, d2, d3
0.0, 0.9999999999999999 - 8.673617379884035e-19im, 1.0000000000000002 + 8.673617379884035e-19im, 1.0 + 0.0im
0.1, 0.9999999999999997 + 8.673617379884035e-19im, 1.000000000000002 + 4.336808689942018e-19im, 1.000000000000002 - 8.673617379884035e-19im
0.2, 1.0000000000000022 + 4.336808689942018e-19im, 1.0000000000000022 - 4.336808689942018e-19im, 1.000000000000003 - 1.734723475976807e-18im
0.3, 1.0000000000000004 + 1.3010426069826053e-18im, 1.0000000000000024 - 1.734723475976807e-18im, 1.0000000000000042 - 3.469446951953614e-18im
0.4, 1.0000000000000004 - 4.336808689942018e-19im, 1.0000000000000029 - 2.168404344971009e-18im, 1.0000000000000036 - 4.336808689942018e-19im
0.5, 1.0000000000000018 + 2.168404344971009e-19im, 1.000000000000003 - 2.8189256484623115e-18im, 1.0000000000000044 - 8.673617379884035e-19im
0.6, 1.0000000000000022 + 6.505213034913027e-19im, 1.0000000000000036 - 3.903127820947816e-18im, 1.000000000000005 - 2.6020852139652106e-18im
0.7, 1.0000000000000036 + 8.673617379884035e-19im, 1.000000000000003 - 3.577867169202165e-18im, 1.0000000000000049 - 2.8189256484623115e-18im
0.8, 1.000000000000002 + 4.336808689942018e-19im, 1.0000000000000022 - 3.686287386450715e-18im, 1.0000000000000075 - 3.469446951953614e-18im
0.9, 0.9999999999999998 + 2.168404344971009e-19im, 1.0000000000000016 - 3.2526065174565133e-18im, 1.000000000000009 - 2.168404344971009e-18im
1.0, 0.9999999999999996 - 7.589415207398531e-19im, 1.000000000000002 - 2.8731357570865868e-18im, 1.000000000000008 - 2.710505431213761e-18im
1.1, 1.0 - 9.75781955236954e-19im, 1.0000000000000009 - 2.927345865710862e-18im, 1.000000000000008 - 2.927345865710862e-18im
1.2, 1.0000000000000002 - 7.589415207398531e-19im, 1.000000000000001 - 2.9815559743351372e-18im, 1.000000000000008 - 2.3852447794681098e-18im
1.3, 1.0000000000000029 - 1.3010426069826053e-18im, 1.0000000000000033 - 3.0357660829594124e-18im, 1.0000000000000093 - 2.3310346708438345e-18im
1.4, 1.0000000000000047 - 1.5178830414797062e-18im, 1.0000000000000024 - 3.0899761915836876e-18im, 1.000000000000008 - 2.2497195079074217e-18im
1.5, 1.000000000000005 - 1.3010426069826053e-18im, 1.000000000000002 - 3.144186300207963e-18im, 1.00000000000001 - 2.332728736738343e-18im
1.6, 1.0000000000000036 - 1.4094628242311558e-18im, 1.0000000000000002 - 3.144186300207963e-18im, 1.0000000000000084 - 2.3852447794681098e-18im
1.7, 1.0000000000000027 - 1.0842021724855044e-18im, 1.0000000000000002 - 3.144186300207963e-18im, 1.000000000000008 - 2.3852447794681098e-18im
1.8, 1.000000000000004 - 1.0842021724855044e-18im, 0.9999999999999981 - 3.415236843329339e-18im, 1.000000000000008 - 2.3852447794681098e-18im
1.9, 1.0000000000000044 - 1.0299920638612292e-18im, 0.999999999999997 - 3.469446951953614e-18im, 1.0000000000000084 - 2.439454888092385e-18im
2.0, 1.0000000000000047 - 1.0842021724855044e-18im, 0.9999999999999962 - 3.5236570605778894e-18im, 1.000000000000007 - 2.4936649967166602e-18im
2.1, 1.0000000000000053 - 1.0842021724855044e-18im, 0.9999999999999953 - 3.5236570605778894e-18im, 1.0000000000000056 - 2.6020852139652106e-18im
2.2, 1.000000000000006 - 1.0842021724855044e-18im, 0.9999999999999948 - 3.577867169202165e-18im, 1.0000000000000047 - 2.710505431213761e-18im
2.3, 1.0000000000000058 - 9.215718466126788e-19im, 0.9999999999999939 - 3.3610267347050637e-18im, 1.0000000000000024 - 2.6020852139652106e-18im
2.4, 1.000000000000006 - 8.673617379884035e-19im, 0.9999999999999942 - 3.198396408832238e-18im, 1.000000000000001 - 2.927345865710862e-18im
2.5, 1.0000000000000056 - 8.131516293641283e-19im, 0.9999999999999954 - 3.0899761915836876e-18im, 1.0000000000000018 - 3.0357660829594124e-18im
2.6, 1.0000000000000062 - 8.131516293641283e-19im, 0.9999999999999933 - 3.198396408832238e-18im, 1.000000000000001 - 3.2526065174565133e-18im
2.7, 1.0000000000000053 - 8.673617379884035e-19im, 0.9999999999999928 - 3.2526065174565133e-18im, 0.999999999999999 - 3.686287386450715e-18im
2.8, 1.0000000000000064 - 7.589415207398531e-19im, 0.9999999999999926 - 3.0357660829594124e-18im, 0.9999999999999973 - 3.903127820947816e-18im
2.9, 1.000000000000008 - 8.131516293641283e-19im, 0.9999999999999915 - 3.144186300207963e-18im, 0.9999999999999979 - 3.7947076036992655e-18im
3.0, 1.00000000000001 - 8.131516293641283e-19im, 0.99999999999999 - 3.3610267347050637e-18im, 0.999999999999998 - 4.0115480381963664e-18im
3.1, 1.0000000000000084 - 9.215718466126788e-19im, 0.9999999999999915 - 3.3068166260807885e-18im, 0.999999999999998 - 4.0115480381963664e-18im
3.2, 1.0000000000000078 - 1.0299920638612292e-18im, 0.9999999999999902 - 3.3068166260807885e-18im, 0.999999999999999 - 3.7947076036992655e-18im
3.3, 1.0000000000000064 - 8.131516293641283e-19im, 0.9999999999999908 - 3.2526065174565133e-18im, 1.0000000000000013 - 4.119968255444917e-18im
3.4, 1.000000000000007 - 7.589415207398531e-19im, 0.9999999999999909 - 3.198396408832238e-18im, 1.0000000000000009 - 4.228388472693467e-18im
3.5, 1.0000000000000087 - 6.505213034913027e-19im, 0.9999999999999892 - 3.198396408832238e-18im, 1.000000000000001 - 3.903127820947816e-18im
3.6, 1.0000000000000115 - 7.047314121155779e-19im, 0.9999999999999898 - 3.2526065174565133e-18im, 1.000000000000001 - 3.903127820947816e-18im
3.7, 1.000000000000014 - 7.589415207398531e-19im, 0.9999999999999888 - 3.415236843329339e-18im, 1.000000000000003 - 4.228388472693467e-18im
3.8, 1.000000000000014 - 7.589415207398531e-19im, 0.999999999999988 - 3.469446951953614e-18im, 1.0000000000000033 - 4.119968255444917e-18im
3.9, 1.0000000000000147 - 3.7947076036992655e-19im, 0.999999999999988 - 3.469446951953614e-18im, 1.0000000000000038 - 3.903127820947816e-18im
4.0, 1.0000000000000153 + 1.6263032587282567e-19im, 0.999999999999988 - 3.469446951953614e-18im, 1.0000000000000047 - 4.0115480381963664e-18im
4.1, 1.0000000000000135 + 0.0im, 0.9999999999999849 - 3.3610267347050637e-18im, 1.000000000000006 - 4.0115480381963664e-18im
4.2, 1.000000000000015 + 2.710505431213761e-19im, 0.9999999999999862 - 3.2526065174565133e-18im, 1.0000000000000047 - 4.119968255444917e-18im
4.3, 1.0000000000000155 + 2.710505431213761e-19im, 0.9999999999999861 - 3.3610267347050637e-18im, 1.0000000000000038 - 3.7947076036992655e-18im
4.4, 1.000000000000015 + 3.7947076036992655e-19im, 0.9999999999999866 - 3.2526065174565133e-18im, 1.0000000000000036 - 4.119968255444917e-18im
4.5, 1.0000000000000149 + 4.87890977618477e-19im, 0.9999999999999876 - 3.2526065174565133e-18im, 1.000000000000004 - 4.119968255444917e-18im
4.6, 1.000000000000017 + 4.87890977618477e-19im, 0.9999999999999857 - 3.3610267347050637e-18im, 1.000000000000003 - 3.903127820947816e-18im
4.7, 1.0000000000000162 + 5.963111948670274e-19im, 0.9999999999999867 - 3.0357660829594124e-18im, 1.000000000000001 - 3.577867169202165e-18im
4.8, 1.000000000000017 + 6.505213034913027e-19im, 0.9999999999999872 - 3.2526065174565133e-18im, 0.9999999999999969 - 3.469446951953614e-18im
4.9, 1.0000000000000167 + 6.505213034913027e-19im, 0.9999999999999858 - 2.927345865710862e-18im, 0.999999999999994 - 4.119968255444917e-18im
5.0, 1.0000000000000167 + 6.505213034913027e-19im, 0.9999999999999866 - 2.8189256484623115e-18im, 0.9999999999999928 - 4.119968255444917e-18im
5.1, 1.0000000000000162 + 7.047314121155779e-19im, 0.9999999999999851 - 2.4936649967166602e-18im, 0.9999999999999922 - 4.445228907190568e-18im
5.2, 1.0000000000000167 + 8.131516293641283e-19im, 0.9999999999999845 - 2.710505431213761e-18im, 0.999999999999995 - 4.0115480381963664e-18im
