flowtime, d1, d2, d3
0.0, 0.9999999999999999 + 4.336808689942018e-19im, 0.9999999999999999 + 0.0im, 0.9999999999999999 + 0.0im
0.1, 0.9999999999999994 - 8.673617379884035e-19im, 0.9999999999999996 - 2.168404344971009e-19im, 1.0000000000000007 - 5.204170427930421e-18im
0.2, 0.9999999999999993 - 1.3010426069826053e-18im, 1.0000000000000002 - 4.336808689942018e-19im, 1.0000000000000018 - 8.673617379884035e-18im
0.3, 0.9999999999999992 - 3.0357660829594124e-18im, 1.000000000000001 - 4.336808689942018e-19im, 1.0000000000000013 - 5.204170427930421e-18im
0.4, 1.0000000000000002 - 3.469446951953614e-18im, 1.0000000000000004 + 0.0im, 0.9999999999999996 - 3.469446951953614e-18im
0.5, 0.9999999999999993 - 3.0357660829594124e-18im, 0.9999999999999997 - 8.673617379884035e-19im, 1.0000000000000013 - 3.469446951953614e-18im
0.6, 0.9999999999999994 - 3.0357660829594124e-18im, 1.0000000000000013 - 4.336808689942018e-19im, 1.0000000000000033 - 1.734723475976807e-18im
0.7, 0.9999999999999988 - 3.0357660829594124e-18im, 1.0000000000000009 - 2.168404344971009e-19im, 1.0000000000000058 - 5.204170427930421e-18im
0.8, 0.9999999999999991 - 3.0357660829594124e-18im, 1.0000000000000002 - 3.2526065174565133e-19im, 1.0000000000000075 - 3.469446951953614e-18im
0.9, 0.999999999999995 - 2.6020852139652106e-18im, 0.9999999999999996 - 2.168404344971009e-19im, 1.0000000000000075 - 2.168404344971009e-18im
1.0, 0.9999999999999952 - 3.0357660829594124e-18im, 0.9999999999999977 + 4.336808689942018e-19im, 1.0000000000000073 - 2.6020852139652106e-18im
1.1, 0.9999999999999956 - 4.553649124439119e-18im, 0.9999999999999983 + 2.168404344971009e-19im, 1.0000000000000093 - 3.0357660829594124e-18im
1.2, 0.9999999999999942 - 4.9873299934333204e-18im, 0.9999999999999968 - 1.0842021724855044e-19im, 1.0000000000000093 - 3.903127820947816e-18im
1.3, 0.999999999999993 - 4.9873299934333204e-18im, 0.9999999999999949 - 3.2526065174565133e-19im, 1.0000000000000087 - 2.6020852139652106e-18im
1.4, 0.9999999999999918 - 4.553649124439119e-18im, 0.9999999999999925 - 5.421010862427522e-19im, 1.00000000000001 - 1.3010426069826053e-18im
1.5, 0.9999999999999915 - 4.445228907190568e-18im, 0.9999999999999921 - 1.0842021724855044e-18im, 1.0000000000000109 - 1.3010426069826053e-18im
1.6, 0.9999999999999896 - 4.87890977618477e-18im, 0.9999999999999909 - 6.505213034913027e-19im, 1.0000000000000104 - 3.469446951953614e-18im
1.7, 0.9999999999999891 - 4.553649124439119e-18im, 0.9999999999999901 - 1.0842021724855044e-18im, 1.0000000000000127 - 3.903127820947816e-18im
1.8, 0.9999999999999903 - 5.204170427930421e-18im, 0.9999999999999886 - 9.75781955236954e-19im, 1.0000000000000144 - 4.7704895589362195e-18im
1.9, 0.9999999999999905 - 5.312590645178972e-18im, 0.9999999999999867 - 1.0842021724855044e-18im, 1.0000000000000133 - 4.7704895589362195e-18im
2.0, 0.9999999999999901 - 5.312590645178972e-18im, 0.9999999999999865 - 1.0842021724855044e-18im, 1.000000000000014 - 5.637851296924623e-18im
2.1, 0.9999999999999901 - 5.312590645178972e-18im, 0.999999999999985 - 9.215718466126788e-19im, 1.0000000000000149 - 2.6020852139652106e-18im
2.2, 0.9999999999999899 - 6.179952383167375e-18im, 0.9999999999999841 - 1.0299920638612292e-18im, 1.0000000000000135 - 3.0357660829594124e-18im
2.3, 0.9999999999999898 - 6.396792817664476e-18im, 0.999999999999984 - 9.215718466126788e-19im, 1.0000000000000142 - 3.469446951953614e-18im
2.4, 0.9999999999999869 - 6.7220534694101275e-18im, 0.9999999999999839 - 8.131516293641283e-19im, 1.0000000000000113 - 3.469446951953614e-18im
2.5, 0.9999999999999892 - 6.667843360785852e-18im, 0.9999999999999845 - 7.047314121155779e-19im, 1.000000000000012 - 3.0357660829594124e-18im
2.6, 0.9999999999999901 - 6.613633252161577e-18im, 0.9999999999999841 - 5.963111948670274e-19im, 1.0000000000000095 - 2.168404344971009e-18im
2.7, 0.9999999999999887 - 6.613633252161577e-18im, 0.9999999999999837 - 4.607859233063394e-19im, 1.0000000000000075 - 2.168404344971009e-18im
2.8, 0.9999999999999889 - 6.776263578034403e-18im, 0.9999999999999852 - 4.607859233063394e-19im, 1.0000000000000056 - 1.3010426069826053e-18im
2.9, 0.99999999999999 - 6.667843360785852e-18im, 0.9999999999999845 - 4.87890977618477e-19im, 1.0000000000000056 - 4.336808689942018e-19im
3.0, 0.9999999999999885 - 6.559423143537302e-18im, 0.9999999999999851 - 4.607859233063394e-19im, 1.000000000000005 - 1.734723475976807e-18im
3.1, 0.9999999999999893 - 6.667843360785852e-18im, 0.9999999999999852 - 4.607859233063394e-19im, 1.0000000000000044 - 3.903127820947816e-18im
3.2, 0.9999999999999889 - 6.830473686658678e-18im, 0.9999999999999861 - 3.3881317890172014e-19im, 1.0000000000000062 - 4.7704895589362195e-18im
3.3, 0.9999999999999878 - 6.993104012531504e-18im, 0.999999999999986 - 2.439454888092385e-19im, 1.0000000000000069 - 6.938893903907228e-18im
3.4, 0.9999999999999872 - 6.938893903907228e-18im, 0.9999999999999875 - 2.0328790734103208e-19im, 1.0000000000000036 - 6.071532165918825e-18im
3.5, 0.9999999999999866 - 7.101524229780054e-18im, 0.9999999999999878 - 1.4907779871675686e-19im, 1.0000000000000033 - 6.938893903907228e-18im
3.6, 0.9999999999999863 - 7.101524229780054e-18im, 0.9999999999999881 - 6.776263578034403e-20im, 1.0000000000000029 - 8.239936510889834e-18im
3.7, 0.999999999999986 - 7.074419175467916e-18im, 0.9999999999999883 - 8.809142651444724e-20im, 1.0000000000000042 - 7.37257477290143e-18im
3.8, 0.9999999999999859 - 6.965998958219366e-18im, 0.9999999999999873 - 1.0164395367051604e-19im, 1.0000000000000036 - 9.540979117872439e-18im
3.9, 0.9999999999999858 - 6.993104012531504e-18im, 0.9999999999999875 - 1.1519648082658485e-19im, 1.0000000000000058 - 8.239936510889834e-18im
4.0, 0.9999999999999878 - 6.993104012531504e-18im, 0.9999999999999897 - 1.2536087619363645e-19im, 1.0000000000000042 - 7.806255641895632e-18im
4.1, 0.9999999999999871 - 6.8575787409708155e-18im, 0.9999999999999896 - 1.2387856853594142e-19im, 1.0000000000000042 - 6.938893903907228e-18im
4.2, 0.9999999999999873 - 6.749158523722265e-18im, 0.9999999999999892 - 1.2366681029912785e-19im, 1.0000000000000049 - 6.071532165918825e-18im
4.3, 0.9999999999999885 - 6.80336863234654e-18im, 0.999999999999989 - 1.1858461261560205e-19im, 1.0000000000000053 - 8.239936510889834e-18im
4.4, 0.9999999999999869 - 6.749158523722265e-18im, 0.9999999999999868 - 1.2874900798265365e-19im, 1.0000000000000042 - 7.37257477290143e-18im
4.5, 0.9999999999999847 - 6.749158523722265e-18im, 0.9999999999999861 - 8.809142651444724e-20im, 1.000000000000004 - 8.239936510889834e-18im
4.6, 0.9999999999999845 - 6.7898161051904715e-18im, 0.9999999999999868 - 8.809142651444724e-20im, 1.000000000000004 - 7.806255641895632e-18im
4.7, 0.9999999999999838 - 6.762711050878334e-18im, 0.9999999999999867 - 1.0842021724855044e-19im, 1.0000000000000029 - 7.37257477290143e-18im
4.8, 0.999999999999981 - 6.749158523722265e-18im, 0.9999999999999851 - 1.3552527156068805e-19im, 1.0000000000000033 - 6.5052130349130266e-18im
4.9, 0.9999999999999837 - 6.674619624363887e-18im, 0.9999999999999851 - 1.3552527156068805e-19im, 1.0000000000000016 - 6.938893903907228e-18im
5.0, 0.9999999999999851 - 6.681395887941921e-18im, 0.9999999999999858 - 2.0328790734103208e-19im, 1.0000000000000009 - 4.336808689942018e-18im
5.1, 0.9999999999999843 - 6.701724678676024e-18im, 0.9999999999999847 - 2.303929616531697e-19im, 1.000000000000001 - 5.204170427930421e-18im
5.2, 0.9999999999999832 - 6.681395887941921e-18im, 0.9999999999999829 - 1.8973538018496328e-19im, 1.0000000000000007 - 3.903127820947816e-18im
5.3, 0.9999999999999825 - 6.691560283308973e-18im, 0.9999999999999851 - 1.8973538018496328e-19im, 0.9999999999999994 - 4.336808689942018e-18im
5.4, 0.9999999999999817 - 6.701724678676024e-18im, 0.9999999999999818 - 1.7618285302889447e-19im, 0.9999999999999996 - 3.469446951953614e-18im
5.5, 0.9999999999999808 - 6.703418744570533e-18im, 0.9999999999999826 - 2.168404344971009e-19im, 0.9999999999999988 - 4.336808689942018e-18im
5.6, 0.9999999999999816 - 6.7025717116232786e-18im, 0.9999999999999816 - 1.8973538018496328e-19im, 0.9999999999999968 - 3.0357660829594124e-18im
