flowtime, d1, d2, d3
0.0, 1.0000000000000002 + 0.0im, 0.9999999999999999 - 3.469446951953614e-18im, 0.9999999999999999 + 0.0im
0.1, 1.0 + 0.0im, 0.9999999999999986 - 6.938893903907228e-18im, 1.0000000000000016 + 1.3877787807814457e-17im
0.2, 1.0000000000000018 + 3.469446951953614e-18im, 0.9999999999999974 - 1.3877787807814457e-17im, 1.0000000000000002 + 3.469446951953614e-17im
0.3, 1.0000000000000013 + 6.938893903907228e-18im, 1.0000000000000007 - 1.3877787807814457e-17im, 0.9999999999999999 + 6.938893903907228e-18im
0.4, 1.0000000000000009 + 3.469446951953614e-18im, 0.9999999999999994 - 1.0408340855860843e-17im, 0.9999999999999999 + 1.3877787807814457e-17im
0.5, 1.0000000000000009 + 3.469446951953614e-18im, 0.9999999999999996 - 1.734723475976807e-17im, 1.0 + 6.938893903907228e-18im
0.6, 1.000000000000001 + 6.071532165918825e-18im, 0.9999999999999992 - 1.0408340855860843e-17im, 0.999999999999999 + 2.0816681711721685e-17im
0.7, 1.0000000000000004 + 5.204170427930421e-18im, 0.9999999999999987 - 8.673617379884035e-18im, 1.0000000000000004 + 6.938893903907228e-18im
0.8, 1.0000000000000004 + 8.673617379884035e-18im, 0.9999999999999976 - 1.0408340855860843e-17im, 1.000000000000001 + 0.0im
0.9, 0.9999999999999989 + 1.0408340855860843e-17im, 0.999999999999998 - 6.938893903907228e-18im, 1.0000000000000033 + 3.469446951953614e-18im
1.0, 0.9999999999999983 + 1.1275702593849246e-17im, 0.9999999999999973 - 8.673617379884035e-18im, 1.0000000000000044 + 0.0im
1.1, 0.9999999999999987 + 7.806255641895632e-18im, 0.9999999999999962 - 5.204170427930421e-18im, 1.0000000000000056 - 6.938893903907228e-18im
1.2, 0.9999999999999976 + 1.214306433183765e-17im, 0.999999999999997 - 6.938893903907228e-18im, 1.0000000000000064 - 2.0816681711721685e-17im
1.3, 0.9999999999999966 + 1.1275702593849246e-17im, 0.9999999999999972 - 8.673617379884035e-18im, 1.0000000000000058 - 3.469446951953614e-18im
1.4, 0.9999999999999974 + 1.1709383462843448e-17im, 0.999999999999996 - 5.204170427930421e-18im, 1.0000000000000075 - 2.0816681711721685e-17im
1.5, 0.9999999999999974 + 1.1709383462843448e-17im, 0.9999999999999952 - 6.938893903907228e-18im, 1.000000000000008 - 2.0816681711721685e-17im
1.6, 0.9999999999999984 + 1.1709383462843448e-17im, 0.9999999999999941 + 3.469446951953614e-18im, 1.0000000000000087 + 0.0im
1.7, 0.999999999999999 + 1.3877787807814457e-17im, 0.9999999999999944 + 1.734723475976807e-18im, 1.000000000000008 - 6.938893903907228e-18im
1.8, 0.9999999999999983 + 1.431146867680866e-17im, 0.999999999999994 - 3.469446951953614e-18im, 1.0000000000000093 + 3.469446951953614e-18im
1.9, 0.9999999999999964 + 1.2576745200831851e-17im, 0.9999999999999938 - 1.734723475976807e-18im, 1.0000000000000104 + 0.0im
2.0, 0.9999999999999964 + 1.2576745200831851e-17im, 0.9999999999999923 - 3.469446951953614e-18im, 1.0000000000000104 - 1.734723475976807e-18im
2.1, 0.9999999999999981 + 1.3010426069826053e-17im, 0.9999999999999911 + 1.734723475976807e-18im, 1.0000000000000109 - 5.204170427930421e-18im
2.2, 0.9999999999999984 + 1.1492543028346347e-17im, 0.9999999999999909 + 1.734723475976807e-18im, 1.0000000000000107 - 3.469446951953614e-18im
2.3, 0.9999999999999991 + 1.1926223897340549e-17im, 0.9999999999999938 - 3.469446951953614e-18im, 1.000000000000012 - 1.734723475976807e-18im
2.4, 0.9999999999999986 + 1.2793585635328952e-17im, 0.9999999999999959 - 3.469446951953614e-18im, 1.00000000000001 - 1.5612511283791264e-17im
2.5, 1.0000000000000007 + 1.3010426069826053e-17im, 0.999999999999995 + 3.469446951953614e-18im, 1.0000000000000133 - 8.673617379884035e-18im
2.6, 1.0000000000000018 + 1.3227266504323154e-17im, 0.9999999999999944 + 3.469446951953614e-18im, 1.000000000000013 - 8.673617379884035e-18im
2.7, 1.0000000000000016 + 1.3227266504323154e-17im, 0.999999999999994 + 0.0im, 1.0000000000000122 - 3.469446951953614e-18im
2.8, 0.9999999999999983 + 1.235990476633475e-17im, 0.9999999999999939 + 0.0im, 1.0000000000000104 + 1.734723475976807e-18im
2.9, 0.999999999999999 + 1.235990476633475e-17im, 0.9999999999999948 - 3.469446951953614e-18im, 1.0000000000000107 + 5.204170427930421e-18im
3.0, 0.9999999999999979 + 1.3227266504323154e-17im, 0.999999999999995 - 1.734723475976807e-18im, 1.0000000000000129 + 8.673617379884035e-18im
3.1, 0.9999999999999967 + 1.2576745200831851e-17im, 0.9999999999999943 + 0.0im, 1.0000000000000129 + 1.0408340855860843e-17im
3.2, 0.999999999999996 + 1.214306433183765e-17im, 0.999999999999994 - 1.734723475976807e-18im, 1.0000000000000144 + 1.214306433183765e-17im
3.3, 0.9999999999999949 + 1.235990476633475e-17im, 0.9999999999999941 + 1.734723475976807e-18im, 1.0000000000000155 + 9.540979117872439e-18im
3.4, 0.9999999999999929 + 1.22514845490862e-17im, 0.9999999999999929 + 1.734723475976807e-18im, 1.0000000000000187 + 7.806255641895632e-18im
3.5, 0.9999999999999936 + 1.235990476633475e-17im, 0.9999999999999902 + 0.0im, 1.0000000000000195 + 6.071532165918825e-18im
3.6, 0.9999999999999939 + 1.1926223897340549e-17im, 0.9999999999999908 + 6.938893903907228e-18im, 1.000000000000018 + 8.673617379884035e-18im
3.7, 0.9999999999999938 + 1.2468324983583301e-17im, 0.999999999999991 + 3.469446951953614e-18im, 1.0000000000000193 + 6.938893903907228e-18im
3.8, 0.999999999999993 + 1.1926223897340549e-17im, 0.9999999999999928 + 0.0im, 1.0000000000000198 + 6.938893903907228e-18im
3.9, 0.9999999999999926 + 1.2034644114589099e-17im, 0.9999999999999937 - 3.469446951953614e-18im, 1.0000000000000207 + 6.071532165918825e-18im
4.0, 0.9999999999999928 + 1.22514845490862e-17im, 0.9999999999999937 - 8.673617379884035e-18im, 1.0000000000000209 + 5.204170427930421e-18im
4.1, 0.999999999999991 + 1.2305694657710475e-17im, 0.9999999999999937 - 6.938893903907228e-18im, 1.0000000000000207 + 4.336808689942018e-18im
