flowtime, w1, w2, w3, w4, w5
7.6, 5.19521986807802e-7, 0.5725133242465236, -1.8819397971494265, 0.5725133242465168, 5.195219868085917e-7
7.7, 4.775164924243994e-7, 0.5460836834832821, -1.8819167621021473, 0.5460836834832982, 4.775164924259935e-7
7.8, 4.389608686618067e-7, 0.5183863961171328, -1.8818923827701683, 0.5183863961171452, 4.389608686618513e-7
7.9, 4.0356630718031373e-7, 0.4895750232081525, -1.8818667269219096, 0.48957502320815816, 4.0356630718017185e-7
8.0, 3.7106875525410595e-7, 0.45985454863419356, -1.8818398595483488, 0.4598545486341665, 3.710687552540704e-7
8.1, 3.412267309331106e-7, 0.4294816301295352, -1.8818118429845228, 0.4294816301295621, 3.4122673093307507e-7
8.2, 3.138193380845234e-7, 0.39876023642908215, -1.8817827370262186, 0.3987602364290758, 3.1381933808482306e-7
8.3, 2.886444621673167e-7, 0.36803174436093744, -1.8817525990400932, 0.3680317443609357, 2.886444621678401e-7
8.4, 2.655171296283093e-7, 0.3376594324704183, -1.881721484068302, 0.337659432470418, 2.6551712962845384e-7
8.5, 2.4426801540349426e-7, 0.3080085058544644, -1.881689444927793, 0.30800850585446443, 2.4426801540407135e-7
8.6, 2.2474208469233824e-7, 0.2794239940947356, -1.8816565323052397, 0.2794239940947342, 2.2474208469192732e-7
8.7, 2.067973563480372e-7, 0.2522096470430081, -1.8816227948467346, 0.25220964704300186, 2.067973563487945e-7
8.8, 1.9030377664809727e-7, 0.2266109677001603, -1.8815882792436576, 0.22661096770016248, 1.9030377664749e-7
8.9, 1.7514219316826572e-7, 0.20280470261888642, -1.8815530303137171, 0.20280470261889166, 1.7514219316822684e-7
9.0, 1.6120341956830093e-7, 0.18089572636917747, -1.8815170910791164, 0.18089572636917042, 1.6120341956879422e-7
9.1, 1.483873829173843e-7, 0.16092078124398027, -1.8814805028401973, 0.16092078124398196, 1.4838738291722588e-7
9.2, 1.366023460257606e-7, 0.14285741706708208, -1.8814433052457031, 0.14285741706707908, 1.3660234602572448e-7
9.3, 1.2576419797063016e-7, 0.12663596050867654, -1.8814055363604343, 0.12663596050867088, 1.2576419797070808e-7
9.4, 1.157958066211541e-7, 0.11215241360834372, -1.8813672327290163, 0.1121524136083467, 1.1579580662100064e-7
9.5, 1.0662642755947878e-7, 0.09928064466648112, -1.8813284294374708, 0.0992806446664808, 1.0662642755937381e-7
9.6, 9.819116436265694e-8, 0.08788284908906252, -1.8812891601709254, 0.08788284908906235, 9.819116436296796e-8
9.7, 9.043047559844614e-8, 0.07781783074613975, -1.8812494572701124, 0.07781783074613823, 9.043047559833114e-8
9.8, 8.328972440116096e-8, 0.06894708285873788, -1.8812093517842066, 0.06894708285873755, 8.328972440127399e-8
9.9, 7.671876683577447e-8, 0.061138908197475986, -1.8811688735218568, 0.061138908197477075, 7.671876683574355e-8
10.0, 7.06715755984801e-8, 0.05427093708169018, -1.8811280510999822, 0.05427093708169058, 7.067157559851009e-8
10.1, 6.510589595093099e-8, 0.0482314221740576, -1.8810869119901195, 0.048231422174056605, 6.51058959507651e-8
10.2, 5.998293104392574e-8, 0.04291965355024012, -1.881045482563204, 0.04291965355024007, 5.998293104433465e-8
10.3, 5.52670540483701e-8, 0.038245777689093326, -1.881003788131804, 0.03824577768909247, 5.5267054048148633e-8
10.4, 5.0925544761147e-8, 0.034130239825404265, -1.880961852991354, 0.03413023982540481, 5.0925544761158625e-8
10.5, 4.692834854252166e-8, 0.030503011004063964, -1.8809197004588338, 0.030503011004064353, 4.6928348542433944e-8
10.6, 4.32478556454697e-8, 0.027302713318375308, -1.8808773529107372, 0.027302713318375516, 4.324785564574746e-8
10.7, 3.9858699178061016e-8, 0.024475719740634373, -1.880834831818141, 0.024475719740634155, 3.9858699178063974e-8
10.8, 3.67375700668599e-8, 0.02197527747341072, -1.880792157781627, 0.021975277473410527, 3.673757006698344e-8
10.9, 3.386304758831695e-8, 0.01976068408436358, -1.8807493505643083, 0.019760684084363673, 3.3863047588384795e-8
11.0, 3.1215444104157135e-8, 0.01779653204614452, -1.8807064291228537, 0.017796532046144467, 3.121544410425575e-8
