flowtime, s1, s2, s3
0.0, 0.01909773486319717, 0.09349692724157165, 0.1553699242778456
0.1, 0.015178151570413592, 0.07675792768009881, 0.134474605787455
0.2, 0.01334576152963184, 0.06959045612916263, 0.12551448178574562
0.3, 0.012134707401112457, 0.06507829782991136, 0.11969734042606762
0.4, 0.01124830318569612, 0.06178893227498204, 0.11528397096472556
0.5, 0.010581603261285004, 0.05928807321138565, 0.11177919432591793
0.6, 0.010074329428080762, 0.05736263870405719, 0.10895238525864664
0.7, 0.009684632829445664, 0.055872217996328334, 0.10665259429258776
0.8, 0.009382009640633269, 0.054714037619708306, 0.10476712539331902
0.9, 0.009143961765070622, 0.053810555117146254, 0.10320846932584063
1.0, 0.008953840303083688, 0.05310274142357016, 0.10190788420808122
1.1, 0.008799309480992785, 0.0525455203518231, 0.10081115612764978
1.2, 0.008671223840251784, 0.05210441787697757, 0.09987544884844266
1.3, 0.008562801027759888, 0.05175303964727949, 0.09906687289293939
1.4, 0.008469010413406473, 0.05147115701306589, 0.09835858719754435
1.5, 0.008386120461726144, 0.05124325049520847, 0.09772931027251072
1.6, 0.00831136329690819, 0.0510573998485816, 0.09716215022097688
1.7, 0.008242685963650605, 0.05090443755924145, 0.09664368421615302
1.8, 0.008178565908864373, 0.05077730286503906, 0.09616323357564463
1.9, 0.008117874076503035, 0.050670548542843176, 0.09571229240575758
2.0, 0.008059773321385608, 0.05057996414748097, 0.09528407693651213
2.1, 0.008003643030340207, 0.05050228806172518, 0.09487316978495082
2.2, 0.007949023192536517, 0.050434987305896045, 0.09447523893901046
2.3, 0.007895572904201998, 0.05037608906661545, 0.09408681559790755
2.4, 0.007843039585613118, 0.05032405171764015, 0.09370511840604914
2.5, 0.007791236147437071, 0.0502776660091556, 0.09332791428293748
2.6, 0.007740024055495169, 0.05023597931339312, 0.09295340814200347
2.7, 0.007689300771628261, 0.05019823749945083, 0.09258015543191846
2.8, 0.007638990440825181, 0.050163840294495964, 0.09220699272212676
2.9, 0.00758903698617279, 0.05013230696770212, 0.09183298256651753
3.0, 0.007539398989516513, 0.05010324992006539, 0.09145736967475922
3.1, 0.007490045896300057, 0.050076354332991, 0.09107954604667613
3.2, 0.007440955202231449, 0.05005136246334673, 0.0906990232175655
3.3, 0.007392110367861816, 0.05002806150465188, 0.09031541015027487
3.4, 0.007343499272781625, 0.050006274187570386, 0.08992839561548338
3.5, 0.0072951130698136225, 0.04998585148659145, 0.08953773414272871
3.6, 0.007246945335689738, 0.04996666694779249, 0.0891432348148689
3.7, 0.007198991441472759, 0.04994861226579692, 0.0887447523289141
3.8, 0.007151248085840447, 0.04993159382460162, 0.08834217986482727
3.9, 0.007103712949070622, 0.04991552998322726, 0.08793544339776418
4.0, 0.007056384436479018, 0.049900348937871715, 0.08752449716351123
4.1, 0.0070092614881521464, 0.04988598703111205, 0.0871093200456889
4.2, 0.006962343437813825, 0.04987238740849986, 0.08668991269993839
4.3, 0.006915629908108459, 0.04985949894572942, 0.086266295267256
4.4, 0.006869120732876788, 0.04984727538710901, 0.08583850555802577
4.5, 0.006822815899441586, 0.049835674649524424, 0.08540659761157285
4.6, 0.00677671550572909, 0.049824658256434895, 0.08497064055462983
4.7, 0.006730819728391523, 0.049814190874419836, 0.08453071769682793
4.8, 0.006685128799089523, 0.0498042399309137, 0.08408692581306003
4.9, 0.006639642986828726, 0.04979477529650189, 0.08363937457194898
5.0, 0.006594362584790173, 0.049785769018808615, 0.0831881860770848
5.1, 0.0065492879004974275, 0.04977719509781254, 0.082733494493689
5.2, 0.006504419248463409, 0.04976902929463192, 0.08227544573814037
5.3, 0.00645975694468064, 0.049761248967494474, 0.08181419721162489
5.4, 0.006415301302483813, 0.04975383292993965, 0.08134991756228177
5.5, 0.0063710526294347754, 0.049746761327317986, 0.08088278646271396
5.6, 0.0063270112249704785, 0.049740015528452475, 0.0804129943917811
5.7, 0.00628317737862109, 0.04973357802995379, 0.0799407424112647
5.8, 0.006239551368655609, 0.049727432371170534, 0.07946624192939751
5.9, 0.00619613346104809, 0.049721563058149426, 0.07898971444443614
6.0, 0.006152923908685712, 0.04971595549526872, 0.07851139126243858
6.1, 0.006109922950760018, 0.049710595923471476, 0.07803151318431935
6.2, 0.0060671308122973765, 0.04970547136419592, 0.07755033015802539
6.3, 0.006024547703795488, 0.049700569568274545, 0.07706810089239874
6.4, 0.005982173820942426, 0.04969587896917622, 0.07658509242995742
6.5, 0.0059400093443991615, 0.04969138864008712, 0.07610157967647485
6.6, 0.005898054439632256, 0.04968708825438269, 0.07561784488582868
6.7, 0.005856309256786027, 0.0496829680491293, 0.07513417709922053
6.8, 0.0058147739305873195, 0.04967901879129863, 0.07465087153843653
6.9, 0.005773448580275403, 0.04967523174641939, 0.07416822895342065
7.0, 0.005732333309554455, 0.04967159864943486, 0.07368655492502106
7.1, 0.005691428206563519, 0.04966811167756056, 0.07320615912434762
7.2, 0.005650733343862259, 0.04966476342496233, 0.07272735453075704
7.3, 0.0056102487784302785, 0.04966154687909949, 0.07225045661105688
7.4, 0.005569974551678085, 0.04965845539859066, 0.07177578246307227
7.5, 0.005529910689468946, 0.049655482692483, 0.07130364992724998
7.6, 0.005490057202150173, 0.04965262280081138, 0.07083437667050621
7.7, 0.005450414084593238, 0.049649870076350244, 0.0703682792469769
7.8, 0.005410981316241959, 0.04964721916746906, 0.06990567214080037
7.9, 0.005371758861168232, 0.049644665002009744, 0.0694468667964419
8.0, 0.005332746668134904, 0.04964220277211894, 0.06899217064241914
8.1, 0.0052939446706652, 0.04963982791996, 0.068541886114574
8.2, 0.005255352787118416, 0.049637536124255005, 0.06809630968525747
8.3, 0.005216970920771525, 0.049635323287594055, 0.06765573090494703
8.4, 0.005178798959906649, 0.04963318552446374, 0.0672204314628873
8.5, 0.0051408367779036636, 0.04963111914995248, 0.06679068427334317
8.6, 0.005103084233338103, 0.04962912066908285, 0.06636675259398352
8.7, 0.005065541170083945, 0.04962718676673964, 0.06594888918273761
8.8, 0.005028207417421127, 0.04962531429814919, 0.0655373354992285
8.9, 0.004991082790147352, 0.049623500279886754, 0.06513232095657365
9.0, 0.004954167088694609, 0.04962174188136709, 0.06473406222894026
9.1, 0.004917460099249256, 0.04962003641680304, 0.06434276261977832
9.2, 0.004880961593876641, 0.04961838133759756, 0.06395861149513225
9.3, 0.0048446713306487124, 0.04961677422514256, 0.06358178378585054
9.4, 0.004808589053776075, 0.04961521278400805, 0.06321243956186433
9.5, 0.004772714493742777, 0.04961369483549302, 0.06285072368105896
9.6, 0.004737047367444667, 0.049612218311520705, 0.062496765514561514
9.7, 0.00470158737833077, 0.049610781248860134, 0.062150678749537384
9.8, 0.004666334216547617, 0.04960938178365288, 0.061812561269889696
9.9, 0.004631287559086445, 0.04960801814622849, 0.06148249511453392
10.0, 0.004596447069932849, 0.04960668865619564, 0.06116054651220723
10.1, 0.00456181240021921, 0.0496053917177927, 0.060846765991124756
10.2, 0.004527383188379317, 0.04960412581548118, 0.060541188561116406
10.3, 0.004493159060305173, 0.04960288950977161, 0.060243833965318
10.4, 0.004459139629506266, 0.04960168143327003, 0.05995470699792003
10.5, 0.004425324497270197, 0.04960050028692952, 0.059673797883991526
10.6, 0.004391713252825806, 0.049599344836501046, 0.059401082716975265
10.7, 0.004358305473507631, 0.04959821390916647, 0.059136523949082115
10.8, 0.004325100724921979, 0.04959710639035129, 0.05888007092951965
10.9, 0.0042920985611147, 0.04959602122070384, 0.05863166048526891
11.0, 0.0042592985247401705, 0.049594957393228514, 0.058391217538966304
11.1, 0.004226700147231544, 0.04959391395057324, 0.05815865575836183
11.2, 0.004194302948972128, 0.049592889982457325, 0.05793387823180404
11.3, 0.004162106439468083, 0.04959188462323044, 0.05771677816424521
11.4, 0.004130110117521324, 0.04959089704956606, 0.05750723958836334
11.5, 0.004098313471404316, 0.049589926478267085, 0.057305138085542495
11.6, 0.004066715979034706, 0.04958897216419098, 0.05711034151167037
11.7, 0.004035317108150942, 0.04958803339828374, 0.05692271072293779
11.8, 0.004004116316488497, 0.049587109505711977, 0.05674210029712155
11.9, 0.003973113051956331, 0.04958619984409709, 0.05656835924612917
12.0, 0.003942306752813928, 0.04958530380183793, 0.056401331715930765
12.1, 0.003911696847848493, 0.049584420796525155, 0.056240857670333586
12.2, 0.0038812827565523167, 0.04958355027343332, 0.05608677355544395
12.3, 0.0038510638893001978, 0.04958269170409573, 0.0559389129420021
12.4, 0.003821039647527066, 0.04958184458495034, 0.055797107143166665
12.5, 0.0037912094239054522, 0.049581008436060364, 0.05566118580567479
12.6, 0.0037615726025225678, 0.04958018279989784, 0.05553097747266927
12.7, 0.0037321285590577176, 0.04957936724019156, 0.05540631011682861
12.8, 0.0037028766609589372, 0.04957856134083677, 0.055287011642759336
12.9, 0.0036738162676195384, 0.049577764704860354, 0.055172910357930934
13.0, 0.003644946730554149, 0.04957697695344088, 0.055063835411721315
13.1, 0.0036162673935743062, 0.04957619772497814, 0.05495961720241243
13.2, 0.0035877775929634686, 0.04957542667421282, 0.05486008775222614
13.3, 0.003559476657651435, 0.049574663471392805, 0.05476508105071549
13.4, 0.0035313639093881768, 0.04957390780148069, 0.05467443336702721
13.5, 0.0035034386629167716, 0.04957315936340406, 0.054587983531736606
13.6, 0.0034757002261457826, 0.04957241786934534, 0.054505573189098315
13.7, 0.0034481479003205277, 0.04957168304406767, 0.054427047020707914
13.8, 0.00342078098019382, 0.04957095462427646, 0.05435225294166469
13.9, 0.0033935987541954394, 0.04957023235801458, 0.05428104227043093
14.0, 0.003366600504600898, 0.04956951600408797, 0.05421326987364185
14.1, 0.0033397855076989025, 0.04956880533152415, 0.054148794287190785
14.2, 0.0033131530339580387, 0.0495681001190538, 0.05408747781493285
14.3, 0.0032867023481921646, 0.04956740015462522, 0.05402918660639519
