flowtime, wh1, wh2, wh3
0.0, 5.6414117282259024e-5, 0.9989401386186678, -1.9979406183693607
0.1, 4.9451417926375525e-5, 0.9989809059319936, -1.998030162199818
0.2, 4.592382278956344e-5, 0.9989965221007903, -1.9980646049364557
0.3, 4.3413261332802186e-5, 0.9990043523252404, -1.9980823509163095
0.4, 4.1413355959788126e-5, 0.9990082052909467, -1.9980917122937032
0.5, 3.972542108937882e-5, 0.9990095981200727, -1.998095969179972
0.6, 3.8249304747935226e-5, 0.9990093009836882, -1.9980967762577972
0.7, 3.692697974721172e-5, 0.999007762438726, -1.998095094304251
0.8, 3.572188955902686e-5, 0.9990052661656764, -1.9980915307111349
0.9, 3.4609716710777336e-5, 0.999002000838297, -1.9980864898424242
1.0, 3.3573617147820104e-5, 0.9989980961676048, -1.998080250036148
1.1, 3.260151157011168e-5, 0.998993643563083, -1.9980730076388664
1.2, 3.1684452060646326e-5, 0.99898870881817, -1.9980649040999892
1.3, 3.081560110870108e-5, 0.9989833402333842, -1.9980560434016421
1.4, 2.9989578247269732e-5, 0.9989775739535894, -1.998046503576945
1.5, 2.920203439269693e-5, 0.9989714375352908, -1.9980363444479154
1.6, 2.8449370027108256e-5, 0.9989649523598183, -1.9980256128848668
1.7, 2.772854549665641e-5, 0.9989581352852256, -1.9980143464119753
1.8, 2.703695096677518e-5, 0.9989509997860974, -1.9980025757016882
1.9, 2.6372315434124913e-5, 0.9989435567502968, -1.997990326313045
2.0, 2.5732641598304193e-5, 0.9989358150406747, -1.9979776199132742
2.1, 2.5116158077965815e-5, 0.9989277818973143, -1.9979644751479075
2.2, 2.452128344332018e-5, 0.9989194632284236, -1.997950908264243
2.3, 2.3946598427640267e-5, 0.9989108638247014, -1.9979369335652784
2.4, 2.3390823928353005e-5, 0.998901987519101, -1.9979225637461169
2.5, 2.2852803187463998e-5, 0.9988928373085203, -1.9979078101455237
2.6, 2.2331487065930218e-5, 0.9988834154489068, -1.9978926829387234
2.7, 2.1825921666193098e-5, 0.9988737235278208, -1.9978771912880793
2.8, 2.1335237777800384e-5, 0.9988637625247646, -1.997861343461963
2.9, 2.0858641775860668e-5, 0.9988535328593118, -1.9978451469319656
3.0, 2.0395407696556145e-5, 0.9988430344306317, -1.9978286084522596
3.1, 1.9944870289312117e-5, 0.9988322666506925, -1.9978117341283328
3.2, 1.9506418889378827e-5, 0.9988212284727142, -1.997794529472398
3.3, 1.907949198919954e-5, 0.9988099184140921, -1.9977769994553172
3.4, 1.8663572412278778e-5, 0.9987983345782198, -1.997759148549112
3.5, 1.825818300855096e-5, 0.9987864746707105, -1.9977409807667676
3.6, 1.7862882810730408e-5, 0.9987743360157657, -1.9977224996960994
3.7, 1.7477263588932103e-5, 0.9987619155688343, -1.9977037085319318
3.8, 1.710094676341244e-5, 0.9987492099286396, -1.997684610104373
3.9, 1.6733580634302144e-5, 0.9987362153465901, -1.9976652069045107
4.0, 1.637483788758729e-5, 0.9987229277368189, -1.9976455011086236
4.1, 1.6024413354859233e-5, 0.9987093426824492, -1.9976254945999448
4.2, 1.5682021994567768e-5, 0.9986954554436406, -1.9976051889888145
4.3, 1.5347397073549517e-5, 0.9986812609633358, -1.9975845856304506
4.4, 1.5020288527874624e-5, 0.9986667538723231, -1.9975636856441197
4.5, 1.4700461482783561e-5, 0.9986519284942135, -1.9975424899268792
4.6, 1.4387694917947406e-5, 0.9986367788502696, -1.9975209991701042
4.7, 1.40817804622411e-5, 0.998621298663085, -1.9974992138718692
4.8, 1.3782521304152004e-5, 0.9986054813602258, -1.9974771343513178
4.9, 1.3489731206518395e-5, 0.998589320078308, -1.9974547607594229
5.0, 1.3203233617438627e-5, 0.9985728076669385, -1.9974320930901934
5.1, 1.2922860863545235e-5, 0.9985559366918819, -1.9974091311918953
5.2, 1.2648453422243641e-5, 0.9985386994389447, -1.9973858747758624
5.3, 1.2379859261125109e-5, 0.9985210879188328, -1.9973623234266729
5.4, 1.211693324052933e-5, 0.998503093870388, -1.997338476609231
5.5, 1.1859536572549106e-5, 0.9984847087666777, -1.997314333678344
5.6, 1.1607536329566592e-5, 0.9984659238195386, -1.9972898938850163
5.7, 1.1360805000214052e-5, 0.9984467299854918, -1.9972651563844204
5.8, 1.111922008518839e-5, 0.9984271179728742, -1.9972401202415064
5.9, 1.0882663731240256e-5, 0.9984070782489397, -1.9972147844381158
6.0, 1.0651022399147446e-5, 0.998386601047915, -1.9971891478786328
6.1, 1.0424186560957608e-5, 0.9983656763805431, -1.9971632093953988
6.2, 1.0202050426815635e-5, 0.9983442940439591, -1.9971369677539308
6.3, 9.984511694956253e-6, 0.9983224436334144, -1.9971104216582525
6.4, 9.771471324891191e-6, 0.9983001145540903, -1.9970835697549487
6.5, 9.56283333152382e-6, 0.9982772960357649, -1.997056410637784
6.6, 9.358504596240706e-6, 0.9982539771473, -1.9970289428524708
6.7, 9.15839469753549e-6, 0.9982301468135262, -1.997001164900097
6.8, 8.962415752666847e-6, 0.9982057938333039, -1.9969730752406198
6.9, 8.770482277278333e-6, 0.998180906898717, -1.9969446722975677
7.0, 8.582511053729168e-6, 0.9981554746171131, -1.996915954460353
7.1, 8.39842101336485e-6, 0.9981294855330849, -1.9968869200879789
7.2, 8.218133127306908e-6, 0.9981029281541365, -1.996857567512613
7.3, 8.04157030720297e-6, 0.9980757909762317, -1.9968278950416076
7.4, 7.86865731330024e-6, 0.9980480625122047, -1.9967979009616124
7.5, 7.699320671812487e-6, 0.9980197313217352, -1.9967675835398841
7.6, 7.533488597188873e-6, 0.9979907860433822, -1.9967369410281681
7.7, 7.371090921538914e-6, 0.9979612154273878, -1.9967059716646285
7.8, 7.21205902977532e-6, 0.9979310083717254, -1.9966746736765415
7.9, 7.0563257995312995e-6, 0.9979001539585532, -1.9966430452824004
8.0, 6.90382554515557e-6, 0.9978686414934048, -1.9966110846944887
8.1, 6.754493966855589e-6, 0.9978364605445138, -1.9965787901204142
8.2, 6.6082681028513024e-6, 0.997803600985821, -1.9965461597665048
8.3, 6.465086285423516e-6, 0.9977700530392294, -1.9965131918389578
8.4, 6.324888099462753e-6, 0.9977358073194567, -1.9964798845456015
8.5, 6.187614344556147e-6, 0.997700854879393, -1.996446236098784
8.6, 6.053206998934178e-6, 0.9976651872564201, -1.9964122447165975
8.7, 5.92160918613743e-6, 0.9976287965206585, -1.9963779086247402
8.8, 5.792765144083597e-6, 0.9975916753213484, -1.9963432260585607
8.9, 5.666620194873035e-6, 0.9975538169367504, -1.9963081952650366
9.0, 5.54312071736867e-6, 0.9975152153208764, -1.996272814504106
9.1, 5.422214121357392e-6, 0.9974758651529885, -1.9962370820504205
9.2, 5.303848822362094e-6, 0.9974357618849102, -1.9962009961950449
9.3, 5.187974218350678e-6, 0.9973949017878531, -1.996164555247151
9.4, 5.074540667791119e-6, 0.9973532819990072, -1.9961277575355008
9.5, 4.963499467977558e-6, 0.9973109005657462, -1.9960906014106203
9.6, 4.85480283513765e-6, 0.9972677564895412, -1.9960530852451848
9.7, 4.74840388491671e-6, 0.9972238497667792, -1.996015207436397
9.8, 4.644256614309159e-6, 0.9971791814273625, -1.9959769664073974
9.9, 4.542315883426356e-6, 0.9971337535717831, -1.9959383606085717
10.0, 4.442537398761384e-6, 0.9970875694039838, -1.995899388519359
10.1, 4.344877696651801e-6, 0.9970406332615989, -1.9958600486488474
10.2, 4.249294127300338e-6, 0.9969929506429439, -1.9958203395381109
10.3, 4.155744839833216e-6, 0.996944528229302, -1.9957802597611853
10.4, 4.06418876697389e-6, 0.9968953739043053, -1.9957398079264952
10.5, 3.974585611167497e-6, 0.9968454967672771, -1.9956989826784368
10.6, 3.886895830289981e-6, 0.9967949071442558, -1.9956577826984145
10.7, 3.8010806241430223e-6, 0.996743616591943, -1.9956162067063536
10.8, 3.717101921239366e-6, 0.9966916378981764, -1.9955742534622172
10.9, 3.6349223659089145e-6, 0.9966389850768524, -1.995531921766741
11.0, 3.554505305889387e-6, 0.9965856733578167, -1.995489210463317
11.1, 3.4758147798641635e-6, 0.9965317191709265, -1.995446118439421
11.2, 3.3988155053664995e-6, 0.9964771401263345, -1.9954026446266715
11.3, 3.3234728674574486e-6, 0.9964219549873383, -1.9953587880040469
11.4, 3.249752906561928e-6, 0.9963661836398714, -1.9953145475972769
11.5, 3.177622307855767e-6, 0.9963098470568872, -1.9952699224808703
11.6, 3.107048389882872e-6, 0.9962529672560967, -1.9952249117799012
11.7, 3.037999093469049e-6, 0.9961955672548629, -1.9951795146702616
11.8, 2.970442971519598e-6, 0.9961376710202272, -1.9951337303799181
11.9, 2.9043491784348783e-6, 0.9960793034133634, -1.9950875581913095
12.0, 2.8396874594302686e-6, 0.9960204901320862, -1.9950409974404646
12.1, 2.7764281411359815e-6, 0.9959612576481033, -1.9949940475203816
12.2, 2.7145421208265186e-6, 0.9959016331420434, -1.9949467078802081
12.3, 2.6540008572672727e-6, 0.9958416444350866, -1.994898978028034
