flowtime, whM3R1, whM3R2, whM3R3, whM3R4, whM3R5, whM3R6, whM3R7, whM3R8, whM3R9, whM3R10, whM3R11, whM3R12, whM3R13, whM3R14, whM3R15
0.0, -1.5342128558874157, -1.3215766463055687, -1.4017517028445008, -1.3677537644296585, -1.0998495206103565, -1.6115281566619986, -1.6038586132305601, -1.2518917494709523, -1.4215591104319891, -1.5445389314538511, -1.3903892688636101, -1.2764027202187977, -1.6111616499929795, -1.2130187633742777, -1.2652832152513909
0.1, -1.5006045777981902, -1.2569471076753562, -1.356112731050181, -1.3184946663785493, -1.0322012974805694, -1.5995872897873773, -1.5911215016166607, -1.1994297133480463, -1.3527483319205142, -1.5209254170111575, -1.3539827271029143, -1.2044797556910085, -1.5998059267718274, -1.1401185101406714, -1.2156451907842953
0.2, -1.4387576186336188, -1.1566545801068888, -1.271975371141482, -1.2346249610591833, -0.9280543821920852, -1.5801236541876666, -1.5697692603240787, -1.106166900305947, -1.2410163892037318, -1.4793248075314211, -1.2922690222987303, -1.0871057300329285, -1.5802796300249289, -1.0313814395817889, -1.1300209928463132
0.3, -1.3399269534095977, -1.0234498972807564, -1.14672141434751, -1.1146789787669953, -0.7949159950468191, -1.5509464467699419, -1.5366292391513479, -0.9713245070996378, -1.0893866887579333, -1.4118476332868388, -1.1995648143973974, -0.932879831276775, -1.5495069970683708, -0.8923891869973184, -1.0107590505864186
0.4, -1.204286165463753, -0.8687225918809764, -0.9911658570603177, -0.9661628563541349, -0.6473946750727659, -1.5093479679458615, -1.4868817800409968, -0.807353558298773, -0.9154773215753255, -1.3097584248928418, -1.072878370665096, -0.7636149108866424, -1.5030606732453058, -0.7366464415405481, -0.8696275355734563
0.5, -1.0429269089182394, -0.7080783214950745, -0.8254367869388705, -0.8051707605045538, -0.5019157232181162, -1.4521976843144133, -1.4133872128478124, -0.6367089263921282, -0.741463932737153, -1.1695344444213078, -0.9177646280270219, -0.6015748585245027, -1.4350057535413883, -0.5815888148114474, -0.7227399385453896
0.6, -0.8699585166015033, -0.5545205538812507, -0.6668017652877224, -0.6487325059053342, -0.3710585041057562, -1.3762180515604843, -1.306934128511202, -0.479238912361349, -0.582984444370323, -1.0002342216711266, -0.7502137351828405, -0.45985526455378595, -1.3388900025578068, -0.4404593123881053, -0.5840499301383242
0.7, -0.6991197373220952, -0.41605890295306025, -0.5247732216905017, -0.5082321809626225, -0.2618063369818276, -1.2787030645222963, -1.1603590828088448, -0.3453926034805352, -0.44714242067793797, -0.8223054352135755, -0.5889724896006382, -0.34220075616517603, -1.2115342939000602, -0.31947901220930347, -0.46222110999899946
0.8, -0.5424404722173277, -0.297581694289736, -0.4034098960829653, -0.3887377288810923, -0.1758866635012988, -1.159046233778914, -0.978167461068905, -0.23793385109840143, -0.3350897061024629, -0.6561342417547331, -0.4460374958939664, -0.2474346662532735, -1.0586732735980917, -0.22025486756119297, -0.36021442437275447
0.9, -0.4067468961289492, -0.20225036605065627, -0.3034791539862844, -0.2911931479614244, -0.11135727446226222, -1.0208471278884892, -0.7818618953273174, -0.15550900117981112, -0.24500683015762686, -0.5126788259266256, -0.32508138639171885, -0.17300135932910005, -0.8953105281322076, -0.1421530641519451, -0.27681590971068015
1.0, -0.29363767345916675, -0.13050125109538824, -0.22374763452825774, -0.21410077533084867, -0.06468603474279298, -0.8727040642002363, -0.5981494103171785, -0.09498280103955849, -0.17411157506093347, -0.39371348552029867, -0.22539947950485392, -0.11624117877472295, -0.7375110428001116, -0.08333960083675551, -0.20913895433396437
1.1, -0.20225617364145404, -0.07947105284221416, -0.16203116047500113, -0.15460417785394487, -0.03217882626329285, -0.7256436737463068, -0.44291042330120967, -0.05259657122681152, -0.1195440238163499, -0.2967643382612415, -0.14551105256665264, -0.07452479601741581, -0.5950540711798387, -0.04123789816903094, -0.1544011144942346
1.2, -0.13089667492780796, -0.04453616485218888, -0.11555724566777835, -0.10949369301578868, -0.010559305876262828, -0.5889179508754571, -0.31919424556744463, -0.02455225129780175, -0.07861638339025662, -0.2186948310347803, -0.08417593571302143, -0.045208493632987734, -0.47120724442882056, -0.012858181846356214, -0.11051304728111522
1.3, -0.0772577207258519, -0.021194586796473822, -0.08126494169362618, -0.07587902115409456, 0.0029299254418173734, -0.4679840789983487, -0.22370809857497387, -0.00735012164741446, -0.048847072467893896, -0.15689434013202552, -0.03974857821433971, -0.02569338156101959, -0.3658485370555922, 0.004893573566753865, -0.0760030797930364
1.4, -0.038571893618620234, -0.005972862980134038, -0.05635474165042375, -0.0513860565903345, 0.010587330935788666, -0.365013193880794, -0.1517372395910382, 0.002030037561356749, -0.027950557443187973, -0.10924192715052895, -0.009738409514124437, -0.013570467336825659, -0.277863105392712, 0.014913870667665148, -0.049727786531322295
1.5, -0.011950698699276592, 0.0035121487231149426, -0.03863307000444433, -0.0340750877440413, 0.014312991512937455, -0.2799538545851148, -0.09887859378456139, 0.006068885009785311, -0.01385301225489548, -0.07379418044391282, 0.008916390349446612, -0.006767952739466815, -0.2060112295458189, 0.01965715990175244, -0.030581960443720857
1.6, 0.0052894376615652584, 0.008875632610281063, -0.02646080708436447, -0.02230774562607952, 0.015620035607505623, -0.21139628889408202, -0.061307457189492896, 0.006720381518159488, -0.0047478449563388495, -0.048577067532007114, 0.019333666997501022, -0.003627922780060392, -0.14897556531968442, 0.021024433507975306, -0.017351103969990775
1.7, 0.015462394670617987, 0.011307850958441614, -0.01852659955044056, -0.014672873173632027, 0.015626460004639818, -0.15733650490779522, -0.03574022874357181, 0.005455946300431783, 0.0008520255715752051, -0.03154719940460046, 0.024256720549584387, -0.002888581357683221, -0.10526834794716064, 0.020398249755985923, -0.008749496471044336
1.8, 0.020478625474971073, 0.011757369055614735, -0.013693409207434986, -0.009975919351164295, 0.015072823835642022, -0.11571637621938366, -0.019396466149776834, 0.00331968494925466, 0.004103994312428702, -0.020684529043795436, 0.025816607307793536, -0.003610803518963536, -0.07320797601617714, 0.01875717876163852, -0.0035496396754717417
1.9, 0.021875753060488425, 0.01098176647320895, -0.010978369365602486, -0.0072512281836334454, 0.0143780531464628, -0.08461818542300109, -0.009953861033652723, 0.0009918798716414354, 0.005864366961934345, -0.014150488559041769, 0.025492303597750707, -0.005109304489068934, -0.050951394442097495, 0.016787253612083244, -0.0006936333388243623
2.0, 0.020871914340384844, 0.009561837374722632, -0.009589071021533202, -0.005762624037896862, 0.013719621106023813, -0.062239232054078296, -0.005486361274813737, -0.0011359818691329612, 0.006735289851136411, -0.010430729423800016, 0.024206450343605235, -0.006912270960313497, -0.03656373032079086, 0.014950163278173783, 0.0006551852031299085
2.1, 0.018420509051512754, 0.00792034492610982, -0.008942317327354983, -0.0049821847396171815, 0.01311985538954183, -0.04683902946565075, -0.004406096138902822, -0.0028795349369555665, 0.0071166448145771, -0.008399715450936167, 0.02247569563436268, -0.008729923692372034, -0.02811836345241789, 0.013516946359037068, 0.0011129834928434552
2.2, 0.015253887410340358, 0.0063458577775272005, -0.00864718290633472, -0.004554452827751702, 0.012523999299040056, -0.036747661208009014, -0.005425118168639797, -0.004186810123751847, 0.007256136635692526, -0.007297787933552964, 0.02055596307190321, -0.010404131271334756, -0.023813883764127953, 0.01259628453615679, 0.001106136618419912
2.3, 0.011911717548130493, 0.005019042117886318, -0.008466895928980228, -0.004257298535736769, 0.011860044108905331, -0.03042947848624893, -0.007535694053018641, -0.005080839570369688, 0.0072928523410374264, -0.006655978733709962, 0.01855638532380943, -0.011841664814621674, -0.022086129824898028, 0.01217370820141747, 0.0009107288307299971
2.4, 0.008760168590153045, 0.0040385517509266495, -0.008276591436096324, -0.0039666164967900085, 0.011075736108417349, -0.026566957678450735, -0.009996825668118344, -0.005620727537962186, 0.007292064204416226, -0.006209755815080286, 0.016518258026044903, -0.012966833475798183, -0.02169085041293883, 0.012156167670015459, 0.0006880972862024103
2.5, 0.006013404190362912, 0.0034408347147993484, -0.008025207859329362, -0.0036268626485625823, 0.010154819508646926, -0.024128737374593087, -0.012313543894912996, -0.005876880314706804, 0.007272206385411683, -0.005825209116502707, 0.01446251154564654, -0.013715858452472512, -0.021739552062996003, 0.012410040155867984, 0.000514089134563392
2.6, 0.003763694322223397, 0.003210861224438568, -0.007703839841857132, -0.0032269304606538044, 0.009118265273464739, -0.02239388900577814, -0.014202124644574345, -0.005915984599584152, 0.007225967415457649, -0.005445096126367777, 0.01241161896405926, -0.014055264436661807, -0.021685107594934992, 0.012788860834457145, 0.0004053987105426237
2.7, 0.002017067592669245, 0.0032876782310136228, -0.007322370362260942, -0.0027809982195319562, 0.008014866190388902, -0.020923662753547147, -0.015543518357747201, -0.005792996421891812, 0.007136308850586764, -0.005053856613718194, 0.010395166635259516, -0.013994967295789258, -0.021266522742234596, 0.013154786268603365, 0.0003447608808090287
2.8, 0.0007272993481604183, 0.003572221749554031, -0.006896236005638302, -0.0023145276243336796, 0.006904662201473966, -0.019495267856839287, -0.016332861232662404, -0.005548309415088423, 0.0069873535476112116, -0.004656853002131989, 0.008448373586594084, -0.013584584489715074, -0.020429377654312603, 0.013397147488687214, 0.0003028200547944233
2.9, -0.00017693301429828496, 0.0039426313329861485, -0.0064418442417583524, -0.0018551623796765817, 0.00584165990957696, -0.01802461280964336, -0.01663294211976589, -0.0052083421584530245, 0.006770417530016904, -0.004268314614138829, 0.0066086078121083075, -0.012898349536470857, -0.01924092856970395, 0.013446095871723561, 0.00025346565616061453
3.0, -0.0007732189729035491, 0.004277652446741115, -0.005975660121598872, -0.0014274142107854949, 0.0048631853354829425, -0.016501124387336284, -0.016536862598158588, -0.004787835352089584, 0.006486065787289835, -0.003903947523548018, 0.004911039315280139, -0.012018158315520286, -0.01781753889305918, 0.013276891450388274, 0.00018124292921680536
3.1, -0.001134007542843794, 0.00448284948006112, -0.0055129678480142575, -0.001049704972820062, 0.00398821057495563, -0.014945114813975428, -0.0161424412526494, -0.00429263116397506, 0.006143322857225064, -0.0035761926160205165, 0.0033838859301569013, -0.011020892659619981, -0.016275987298025173, 0.012903562923917325, 8.174331780702226e-5
3.2, -0.0013208894609986503, 0.004508700364709128, -0.005065883372974536, -0.000732591674031687, 0.0032215450431606315, -0.013386143201195922, -0.015538184143327092, -0.0037226862040232694, 0.005757261966584466, -0.003291454616845904, 0.0020446554425513452, -0.009971609626213048, -0.014710219833182027, 0.012365584545613359, -4.2334049855065936e-5
3.3, -0.0013828465415959767, 0.004351647401437558, -0.0046419222333540025, -0.0004774971333210809, 0.002559623950384831, -0.011854687986106874, -0.014798175299486334, -0.0030765275593248524, 0.005346153637084605, -0.00304911415679316, 0.0008988111732424331, -0.008921415223099704, -0.013186473519385808, 0.01171326260839639, -0.00018594436211884514
3.4, -0.0013569916730967445, 0.004040382763172363, -0.004243843336108047, -0.0002762283829250158, 0.001995355827466428, -0.01037953533798652, -0.013982210703314185, -0.002359746996895422, 0.004928922467189808, -0.0028421206784917294, -5.897510759489996e-5, -0.007908100338142035, -0.011747217981257373, 0.010996106367092487, -0.0003446716949307934
3.5, -0.001270584663284846, 0.0036178835300409626, -0.0038705122715863905, -0.00011269647684755586, 0.0015212259822453584, -0.008986464919293195, -0.013138009686042364, -0.00159852018347332, 0.004523102981725035, -0.002658821237626254, -0.0008420147642516733, -0.006957957837451061, -0.010417157295859247, 0.010255776984635511, -0.0005153832465849294
3.6, -0.0011434041692604318, 0.0031277088656470626, -0.003518181747134092, 3.227015536371255e-5, 0.0011307350008889123, -0.007696815330516111, -0.012303402762766405, -0.0008495580730621766, 0.0041432899688474845, -0.002485600262676341, -0.0014684555833556299, -0.006087810643362834, -0.00920839493541112, 0.009523180892800031, -0.0006955451113196905
3.7, -0.0009898948734223343, 0.002606864766065089, -0.00318174615634488, 0.00017471157217299738, 0.000818620083149663, -0.006526072436463064, -0.011507402682929742, -0.00018768409401508817, 0.003800159919198557, -0.0023098808501255306, -0.001958500666488731, -0.0053068210894878474, -0.008124228127029233, 0.008818417284705496, -0.0008823349469184815
3.8, -0.000820828963105934, 0.0020837164533189117, -0.0028558018785369084, 0.00032318251803546856, 0.0005804133322199425, -0.005482996178833805, -0.010770095632489592, 0.0003299623652628443, 0.003500140425390902, -0.0021229696644959974, -0.0023322338582368995, -0.004618017962891854, -0.007161860026375612, 0.008152265813080371, -0.001072123137157694
3.9, -0.000644452951449437, 0.0015786904058322586, -0.0025355171462604067, 0.00047801234382492604, 0.0004117936834951849, -0.0045695949295878535, -0.010102231150792375, 0.0006891325386001547, 0.003245665017948509, -0.0019220715685448473, -0.0026081378506635053, -0.004019641808139639, -0.006314400264069604, 0.0075282345400843964, -0.0012603896189463217
4.0, -0.00046721414305005236, 0.0011060794576366697, -0.0022173514204163855, 0.0006334209521685812, 0.00030798814501242154, -0.003781921448135305, -0.009505647557630888, 0.0009107874539636478, 0.003035821194396003, -0.001710705442582703, -0.002802329409400897, -0.003506409024077354, -0.00557241349269487, 0.00694457266818595, -0.0014419245465974206
4.1, -0.00029419782582522375, 0.000675893996544555, -0.0018996138051337833, 0.0007807019108246162, 0.00026330806444329686, -0.0031114309128781256, -0.008975030524016903, 0.001028343868835506, 0.002867165774396205, -0.0014970609172075624, -0.0029284114734029103, -0.0030707176428028168, -0.0049251597874463565, 0.006395961512969614, -0.0016111424644670073
4.2, -0.00012939295385380444, 0.0002951085475518711, -0.001582776982511356, 0.0009111133033958359, 0.0002708360208515959, -0.002546566141927067, -0.00850061006843405, 0.0010719444739092433, 0.0027345258214767527, -0.0012907420722267414, -0.002997726507850923, -0.0027037445220866696, -0.00436158515731657, 0.005874811641678759, -0.0017624176152833122
4.3, 2.4129102922137246e-5, -3.194974450986609e-5, -0.0012694252190786793, 0.0010178623477862464, 0.00032229166867003096, -0.0020742774394882932, -0.008070978466424697, 0.0010635941509968272, 0.0026316755442699867, -0.0010993799884355714, -0.003019779305057199, -0.0023963541509575467, -0.0038710712748869984, 0.005372239809223575, -0.0018904544944029786
4.4, 0.00016407313075303875, -0.00030381274450429316, -0.0009637596652932367, 0.0010970468619601675, 0.00040813833153166584, -0.0016812816739320802, -0.007675338414166388, 0.001018078690744418, 0.002551846253006217, -0.0009267694337607542, -0.00300266343223813, -0.0021397515461905998, -0.0034439406845923797, 0.004878912096416309, -0.0019907671709040206
4.5, 0.0002887949569119143, -0.0005220666357694366, -0.0006707232393042574, 0.0011476750308659297, 0.0005179846384957567, -0.0013549708820376493, -0.0073048495442815655, 0.0009453739830675755, 0.002488076253201133, -0.0007731176007980957, -0.002953409158150647, -0.0019258474800996639, -0.0030717266899695545, 0.004386044111553116, -0.0020602675421981277
